Date,JINDALSTEL
2015-01-01,156.55
2015-01-02,161.95
2015-01-05,162.85
2015-01-06,152.65
2015-01-07,150.35
2015-01-08,157.9
2015-01-09,152.85
2015-01-12,149.4
2015-01-13,148.75
2015-01-14,146.85
2015-01-15,151.8
2015-01-16,150.85
2015-01-19,151.65
2015-01-20,155.35
2015-01-21,152.8
2015-01-22,153.65
2015-01-23,158.4
2015-01-27,159.0
2015-01-28,155.1
2015-01-29,157.4
2015-01-30,158.65
2015-02-02,154.75
2015-02-03,152.1
2015-02-04,153.8
2015-02-05,146.3
2015-02-06,142.05
2015-02-09,141.95
2015-02-10,142.7
2015-02-11,151.2
2015-02-12,146.75
2015-02-13,152.25
2015-02-16,152.15
2015-02-18,155.35
2015-02-19,195.35
2015-02-20,194.25
2015-02-23,190.85
2015-02-24,182.75
2015-02-25,182.9
2015-02-26,184.3
2015-02-27,193.85
2015-02-28,195.75
2015-03-02,188.7
2015-03-03,193.4
2015-03-04,188.55
2015-03-05,185.5
2015-03-09,194.6
2015-03-10,190.05
2015-03-11,190.85
2015-03-12,194.6
2015-03-13,186.3
2015-03-16,190.45
2015-03-17,174.0
2015-03-18,175.15
2015-03-19,173.9
2015-03-20,164.55
2015-03-23,154.4
2015-03-24,156.65
2015-03-25,153.0
2015-03-26,150.25
2015-03-27,157.2
2015-03-30,155.7
2015-03-31,156.8
2015-04-01,155.55
2015-04-06,154.3
2015-04-07,165.5
2015-04-08,163.85
2015-04-09,161.0
2015-04-10,157.45
2015-04-13,158.25
2015-04-15,158.35
2015-04-16,157.45
2015-04-17,159.2
2015-04-20,154.85
2015-04-21,152.35
2015-04-22,152.75
2015-04-23,154.05
2015-04-24,148.4
2015-04-27,145.8
2015-04-28,143.3
2015-04-29,145.75
2015-04-30,139.6
2015-05-04,142.05
2015-05-05,146.7
2015-05-06,134.85
2015-05-07,137.0
2015-05-08,133.65
2015-05-11,135.6
2015-05-12,130.1
2015-05-13,134.7
2015-05-14,138.85
2015-05-15,136.4
2015-05-18,137.3
2015-05-19,138.15
2015-05-20,137.05
2015-05-21,136.3
2015-05-22,137.75
2015-05-25,135.2
2015-05-26,134.5
2015-05-27,129.6
2015-05-28,118.15
2015-05-29,119.65
2015-06-01,116.7
2015-06-02,114.5
2015-06-03,106.7
2015-06-04,106.2
2015-06-05,107.1
2015-06-08,104.2
2015-06-09,101.85
2015-06-10,103.6
2015-06-11,96.0
2015-06-12,94.7
2015-06-15,96.25
2015-06-16,95.3
2015-06-17,95.95
2015-06-18,94.0
2015-06-19,91.3
2015-06-22,91.6
2015-06-23,93.8
2015-06-24,90.45
2015-06-25,90.25
2015-06-26,90.5
2015-06-29,86.3
2015-06-30,85.7
2015-07-01,87.9
2015-07-02,88.9
2015-07-03,84.55
2015-07-06,83.75
2015-07-07,82.2
2015-07-08,81.25
2015-07-09,81.7
2015-07-10,84.7
2015-07-13,83.85
2015-07-14,82.8
2015-07-15,81.05
2015-07-16,80.45
2015-07-17,80.9
2015-07-20,78.8
2015-07-21,77.55
2015-07-22,77.3
2015-07-23,78.85
2015-07-24,75.7
2015-07-27,74.65
2015-07-28,75.05
2015-07-29,75.15
2015-07-30,77.05
2015-07-31,79.0
2015-08-03,76.0
2015-08-04,77.7
2015-08-05,78.6
2015-08-06,78.6
2015-08-07,78.55
2015-08-10,82.1
2015-08-11,81.55
2015-08-12,77.15
2015-08-13,68.4
2015-08-14,70.95
2015-08-17,70.8
2015-08-18,71.0
2015-08-19,74.05
2015-08-20,67.9
2015-08-21,70.85
2015-08-24,67.8
2015-08-25,68.9
2015-08-26,67.3
2015-08-27,70.15
2015-08-28,67.6
2015-08-31,67.55
2015-09-01,64.7
2015-09-02,64.3
2015-09-03,65.2
2015-09-04,62.15
2015-09-07,59.9
2015-09-08,60.5
2015-09-09,62.35
2015-09-10,60.85
2015-09-11,61.85
2015-09-14,64.15
2015-09-15,62.3
2015-09-16,63.95
2015-09-18,64.0
2015-09-21,65.2
2015-09-22,61.8
2015-09-23,60.75
2015-09-24,59.85
2015-09-28,58.3
2015-09-29,58.5
2015-09-30,60.65
2015-10-01,60.15
2015-10-05,69.3
2015-10-06,73.9
2015-10-07,70.1
2015-10-08,70.25
2015-10-09,69.4
2015-10-12,72.7
2015-10-13,74.6
2015-10-14,74.05
2015-10-15,75.35
2015-10-16,75.0
2015-10-19,75.05
2015-10-20,75.35
2015-10-21,76.05
2015-10-23,76.45
2015-10-26,75.25
2015-10-27,75.25
2015-10-28,76.8
2015-10-29,77.05
2015-10-30,80.15
2015-11-02,78.6
2015-11-03,76.05
2015-11-04,76.3
2015-11-05,73.7
2015-11-06,72.0
2015-11-09,72.25
2015-11-10,71.55
2015-11-11,71.8
2015-11-13,79.35
2015-11-16,81.1
2015-11-17,82.0
2015-11-18,80.8
2015-11-19,81.6
2015-11-20,87.8
2015-11-23,83.15
2015-11-24,86.35
2015-11-26,90.4
2015-11-27,90.35
2015-11-30,91.1
2015-12-01,95.3
2015-12-02,94.95
2015-12-03,91.9
2015-12-04,93.4
2015-12-07,93.6
2015-12-08,88.95
2015-12-09,85.0
2015-12-10,87.35
2015-12-11,86.75
2015-12-14,90.9
2015-12-15,90.55
2015-12-16,89.85
2015-12-17,92.1
2015-12-18,91.0
2015-12-21,91.7
2015-12-22,90.55
2015-12-23,92.35
2015-12-24,92.4
2015-12-28,90.65
2015-12-29,90.75
2015-12-30,94.85
2015-12-31,96.25
