Date,BPCL
2015-01-01,654.2
2015-01-02,644.4
2015-01-05,645.65
2015-01-06,639.15
2015-01-07,644.95
2015-01-08,677.6
2015-01-09,679.35
2015-01-12,676.4
2015-01-13,669.55
2015-01-14,651.7
2015-01-15,662.95
2015-01-16,659.3
2015-01-19,645.2
2015-01-20,647.65
2015-01-21,654.15
2015-01-22,657.05
2015-01-23,674.75
2015-01-27,692.05
2015-01-28,706.25
2015-01-29,733.85
2015-01-30,748.85
2015-02-02,748.65
2015-02-03,727.4
2015-02-04,721.0
2015-02-05,750.0
2015-02-06,730.95
2015-02-09,711.8
2015-02-10,698.3
2015-02-11,712.9
2015-02-12,705.85
2015-02-13,724.9
2015-02-16,725.85
2015-02-18,729.65
2015-02-19,742.2
2015-02-20,741.8
2015-02-23,739.65
2015-02-24,757.3
2015-02-25,751.85
2015-02-26,745.8
2015-02-27,744.25
2015-02-28,746.2
2015-03-02,779.5
2015-03-03,780.8
2015-03-04,770.5
2015-03-05,776.35
2015-03-09,764.0
2015-03-10,764.2
2015-03-11,750.85
2015-03-12,749.5
2015-03-13,731.4
2015-03-16,736.65
2015-03-17,750.65
2015-03-18,772.45
2015-03-19,753.4
2015-03-20,727.05
2015-03-23,715.4
2015-03-24,740.8
2015-03-25,748.7
2015-03-26,762.3
2015-03-27,749.6
2015-03-30,769.3
2015-03-31,810.8
2015-04-01,804.2
2015-04-06,802.1
2015-04-07,795.7
2015-04-08,819.65
2015-04-09,811.85
2015-04-10,820.05
2015-04-13,818.4
2015-04-15,802.4
2015-04-16,800.9
2015-04-17,797.85
2015-04-20,803.5
2015-04-21,799.15
2015-04-22,805.05
2015-04-23,802.55
2015-04-24,780.5
2015-04-27,732.3
2015-04-28,765.15
2015-04-29,755.95
2015-04-30,764.75
2015-05-04,783.7
2015-05-05,777.3
2015-05-06,748.2
2015-05-07,729.95
2015-05-08,748.05
2015-05-11,750.8
2015-05-12,725.9
2015-05-13,735.85
2015-05-14,756.7
2015-05-15,767.05
2015-05-18,792.8
2015-05-19,784.3
2015-05-20,786.95
2015-05-21,776.95
2015-05-22,782.3
2015-05-25,791.8
2015-05-26,781.75
2015-05-27,796.9
2015-05-28,817.7
2015-05-29,850.15
2015-06-01,860.75
2015-06-02,846.75
2015-06-03,839.2
2015-06-04,866.7
2015-06-05,855.7
2015-06-08,843.05
2015-06-09,849.4
2015-06-10,843.9
2015-06-11,842.4
2015-06-12,837.5
2015-06-15,833.5
2015-06-16,820.5
2015-06-17,810.45
2015-06-18,833.8
2015-06-19,835.65
2015-06-22,846.15
2015-06-23,860.85
2015-06-24,848.4
2015-06-25,858.35
2015-06-26,862.05
2015-06-29,871.85
2015-06-30,879.35
2015-07-01,887.95
2015-07-02,900.0
2015-07-03,902.85
2015-07-06,930.85
2015-07-07,932.35
2015-07-08,916.1
2015-07-09,866.65
2015-07-10,881.75
2015-07-13,909.3
2015-07-14,926.95
2015-07-15,917.65
2015-07-16,938.0
2015-07-17,939.65
2015-07-20,963.4
2015-07-21,952.2
2015-07-22,972.05
2015-07-23,970.3
2015-07-24,965.55
2015-07-27,954.45
2015-07-28,944.95
2015-07-29,949.3
2015-07-30,947.2
2015-07-31,926.75
2015-08-03,908.8
2015-08-04,933.55
2015-08-05,930.6
2015-08-06,938.6
2015-08-07,955.5
2015-08-10,946.7
2015-08-11,925.25
2015-08-12,870.0
2015-08-13,885.25
2015-08-14,873.75
2015-08-17,865.15
2015-08-18,896.45
2015-08-19,887.1
2015-08-20,902.05
2015-08-21,889.65
2015-08-24,818.6
2015-08-25,862.75
2015-08-26,837.65
2015-08-27,880.2
2015-08-28,860.95
2015-08-31,883.2
2015-09-01,863.35
2015-09-02,849.1
2015-09-03,837.95
2015-09-04,850.6
2015-09-07,830.2
2015-09-08,821.25
2015-09-09,820.25
2015-09-10,839.7
2015-09-11,850.55
2015-09-14,880.4
2015-09-15,879.6
2015-09-16,862.35
2015-09-18,869.55
2015-09-21,871.25
2015-09-22,861.4
2015-09-23,876.75
2015-09-24,880.9
2015-09-28,883.5
2015-09-29,847.8
2015-09-30,850.7
2015-10-01,855.1
2015-10-05,860.7
2015-10-06,875.65
2015-10-07,863.55
2015-10-08,854.95
2015-10-09,848.5
2015-10-12,849.05
2015-10-13,863.5
2015-10-14,862.3
2015-10-15,893.1
2015-10-16,911.25
2015-10-19,918.5
2015-10-20,912.45
2015-10-21,900.6
2015-10-23,910.2
2015-10-26,903.75
2015-10-27,914.65
2015-10-28,909.4
2015-10-29,879.1
2015-10-30,871.1
2015-11-02,871.8
2015-11-03,876.7
2015-11-04,886.0
2015-11-05,889.0
2015-11-06,896.1
2015-11-09,902.9
2015-11-10,876.85
2015-11-11,889.45
2015-11-13,906.05
2015-11-16,898.65
2015-11-17,876.25
2015-11-18,884.0
2015-11-19,907.4
2015-11-20,916.1
2015-11-23,905.7
2015-11-24,907.4
2015-11-26,904.95
2015-11-27,901.35
2015-11-30,901.75
2015-12-01,932.7
2015-12-02,932.15
2015-12-03,919.95
2015-12-04,906.5
2015-12-07,910.75
2015-12-08,912.0
2015-12-09,882.25
2015-12-10,904.15
2015-12-11,892.9
2015-12-14,890.05
2015-12-15,889.65
2015-12-16,903.55
2015-12-17,903.95
2015-12-18,900.75
2015-12-21,897.5
2015-12-22,902.7
2015-12-23,900.8
2015-12-24,904.1
2015-12-28,903.3
2015-12-29,902.6
2015-12-30,891.7
2015-12-31,892.3
