Date,MUKANDLTD
2015-01-01,50.2
2015-01-02,50.6
2015-01-05,50.7
2015-01-06,49.95
2015-01-07,50.0
2015-01-08,50.95
2015-01-09,51.35
2015-01-12,56.4
2015-01-13,55.8
2015-01-14,53.25
2015-01-15,53.4
2015-01-16,52.65
2015-01-19,61.95
2015-01-20,59.25
2015-01-21,59.9
2015-01-22,58.45
2015-01-23,56.5
2015-01-27,57.95
2015-01-28,55.75
2015-01-29,55.7
2015-01-30,55.0
2015-02-02,56.05
2015-02-03,54.8
2015-02-04,54.9
2015-02-05,53.0
2015-02-06,52.8
2015-02-09,53.1
2015-02-10,49.9
2015-02-11,54.65
2015-02-12,54.05
2015-02-13,52.1
2015-02-16,51.8
2015-02-18,51.3
2015-02-19,55.25
2015-02-20,54.95
2015-02-23,52.9
2015-02-24,52.05
2015-02-25,52.0
2015-02-26,52.25
2015-02-27,52.75
2015-02-28,51.6
2015-03-02,52.2
2015-03-03,54.75
2015-03-04,51.95
2015-03-05,51.95
2015-03-09,51.55
2015-03-10,51.6
2015-03-11,50.8
2015-03-12,54.05
2015-03-13,50.7
2015-03-16,51.25
2015-03-17,50.9
2015-03-18,50.45
2015-03-19,50.15
2015-03-20,48.3
2015-03-23,47.3
2015-03-24,47.1
2015-03-25,46.65
2015-03-26,45.65
2015-03-27,45.1
2015-03-30,46.75
2015-03-31,46.6
2015-04-01,48.65
2015-04-06,48.6
2015-04-07,49.95
2015-04-08,52.05
2015-04-09,51.0
2015-04-10,50.2
2015-04-13,50.7
2015-04-15,50.55
2015-04-16,49.3
2015-04-17,49.4
2015-04-20,48.2
2015-04-21,47.3
2015-04-22,47.1
2015-04-23,48.1
2015-04-24,46.4
2015-04-27,45.0
2015-04-28,46.0
2015-04-29,45.25
2015-04-30,43.2
2015-05-04,44.05
2015-05-05,45.7
2015-05-06,43.8
2015-05-07,42.55
2015-05-08,43.2
2015-05-11,43.9
2015-05-12,43.05
2015-05-13,42.55
2015-05-14,43.2
2015-05-15,44.3
2015-05-18,43.6
2015-05-19,43.95
2015-05-20,44.05
2015-05-21,44.0
2015-05-22,43.15
2015-05-25,43.4
2015-05-26,43.3
2015-05-27,42.65
2015-05-28,40.9
2015-05-29,40.4
2015-06-01,39.85
2015-06-02,38.8
2015-06-03,37.3
2015-06-04,38.05
2015-06-05,37.65
2015-06-08,37.0
2015-06-09,36.95
2015-06-10,36.25
2015-06-11,35.15
2015-06-12,35.6
2015-06-15,36.9
2015-06-16,37.35
2015-06-17,37.3
2015-06-18,37.6
2015-06-19,37.75
2015-06-22,37.35
2015-06-23,39.0
2015-06-24,38.75
2015-06-25,37.25
2015-06-26,37.15
2015-06-29,36.45
2015-06-30,37.1
2015-07-01,38.95
2015-07-02,38.5
2015-07-03,37.95
2015-07-06,39.1
2015-07-07,38.65
2015-07-08,38.4
2015-07-09,39.05
2015-07-10,38.95
2015-07-13,38.15
2015-07-14,37.2
2015-07-15,38.1
2015-07-16,37.8
2015-07-17,37.45
2015-07-20,37.7
2015-07-21,37.7
2015-07-22,37.65
2015-07-23,37.65
2015-07-24,37.55
2015-07-27,37.3
2015-07-28,36.65
2015-07-29,36.3
2015-07-30,38.45
2015-07-31,37.3
2015-08-03,37.55
2015-08-04,38.75
2015-08-05,40.65
2015-08-06,40.1
2015-08-07,39.1
2015-08-10,38.6
2015-08-11,38.0
2015-08-12,37.6
2015-08-13,37.05
2015-08-14,36.6
2015-08-17,39.95
2015-08-18,38.1
2015-08-19,39.1
2015-08-20,37.6
2015-08-21,37.05
2015-08-24,34.15
2015-08-25,34.5
2015-08-26,34.95
2015-08-27,35.0
2015-08-28,34.45
2015-08-31,35.2
2015-09-01,34.1
2015-09-02,33.65
2015-09-03,33.75
2015-09-04,32.95
2015-09-07,32.3
2015-09-08,32.8
2015-09-09,33.3
2015-09-10,33.2
2015-09-11,33.05
2015-09-14,33.65
2015-09-15,33.2
2015-09-16,33.2
2015-09-18,33.7
2015-09-21,34.65
2015-09-22,33.75
2015-09-23,33.85
2015-09-24,33.55
2015-09-28,32.95
2015-09-29,32.15
2015-09-30,33.05
2015-10-01,32.55
2015-10-05,33.45
2015-10-06,33.95
2015-10-07,36.3
2015-10-08,36.0
2015-10-09,36.5
2015-10-12,36.6
2015-10-13,37.45
2015-10-14,37.8
2015-10-15,38.0
2015-10-16,37.7
2015-10-19,38.4
2015-10-20,38.0
2015-10-21,37.0
2015-10-23,36.9
2015-10-26,36.05
2015-10-27,35.95
2015-10-28,35.4
2015-10-29,35.85
2015-10-30,34.7
2015-11-02,33.75
2015-11-03,34.05
2015-11-04,34.0
2015-11-05,33.8
2015-11-06,33.45
2015-11-09,34.45
2015-11-10,34.0
2015-11-11,34.4
2015-11-13,33.1
2015-11-16,33.25
2015-11-17,33.45
2015-11-18,33.55
2015-11-19,33.05
2015-11-20,33.4
2015-11-23,33.15
2015-11-24,33.45
2015-11-26,33.35
2015-11-27,34.15
2015-11-30,35.0
2015-12-01,36.25
2015-12-02,38.15
2015-12-03,39.05
2015-12-04,40.75
2015-12-07,39.05
2015-12-08,37.95
2015-12-09,36.15
2015-12-10,37.65
2015-12-11,37.65
2015-12-14,37.7
2015-12-15,37.6
2015-12-16,38.05
2015-12-17,39.35
2015-12-18,39.55
2015-12-21,39.9
2015-12-22,38.65
2015-12-23,38.7
2015-12-24,39.05
2015-12-28,39.95
2015-12-29,45.15
2015-12-30,46.45
2015-12-31,51.7
