Date,ASHIMASYN
2015-01-01,11.3
2015-01-02,11.7
2015-01-05,11.35
2015-01-06,10.5
2015-01-07,10.95
2015-01-08,10.85
2015-01-09,10.45
2015-01-12,10.85
2015-01-13,10.85
2015-01-14,10.1
2015-01-15,10.5
2015-01-16,11.05
2015-01-19,10.9
2015-01-20,10.4
2015-01-21,10.25
2015-01-22,9.95
2015-01-23,9.3
2015-01-27,9.0
2015-01-28,9.0
2015-01-29,9.25
2015-01-30,8.75
2015-02-02,8.9
2015-02-03,8.85
2015-02-04,9.0
2015-02-05,8.8
2015-02-06,8.7
2015-02-09,8.35
2015-02-10,8.55
2015-02-11,8.45
2015-02-12,10.0
2015-02-13,10.55
2015-02-16,9.9
2015-02-18,9.55
2015-02-19,9.4
2015-02-20,9.6
2015-02-23,9.15
2015-02-24,8.95
2015-02-25,9.0
2015-02-26,8.8
2015-02-27,10.0
2015-02-28,9.45
2015-03-02,9.25
2015-03-03,9.05
2015-03-04,9.35
2015-03-05,9.45
2015-03-09,10.15
2015-03-10,9.75
2015-03-11,8.85
2015-03-12,9.05
2015-03-13,8.95
2015-03-16,8.95
2015-03-17,8.95
2015-03-18,8.75
2015-03-19,8.75
2015-03-20,8.35
2015-03-23,8.3
2015-03-24,8.2
2015-03-25,8.15
2015-03-26,7.55
2015-03-27,7.95
2015-03-30,8.35
2015-03-31,8.0
2015-04-01,8.25
2015-04-06,9.9
2015-04-07,10.55
2015-04-08,9.65
2015-04-09,9.8
2015-04-10,9.7
2015-04-13,9.6
2015-04-15,9.85
2015-04-16,9.8
2015-04-17,9.8
2015-04-20,9.35
2015-04-21,9.25
2015-04-22,9.75
2015-04-23,9.35
2015-04-24,9.05
2015-04-27,9.0
2015-04-28,9.0
2015-04-29,9.0
2015-04-30,9.05
2015-05-04,9.0
2015-05-05,9.1
2015-05-06,8.95
2015-05-07,8.8
2015-05-08,9.15
2015-05-11,8.95
2015-05-12,9.05
2015-05-13,9.15
2015-05-14,9.0
2015-05-15,8.85
2015-05-18,9.0
2015-05-19,8.85
2015-05-20,8.85
2015-05-22,9.0
2015-05-25,9.0
2015-05-26,8.8
2015-05-27,9.05
2015-05-28,8.95
2015-05-29,9.05
2015-06-01,8.9
2015-06-02,9.0
2015-06-03,8.55
2015-06-04,8.65
2015-06-05,8.65
2015-06-08,8.5
2015-06-09,8.4
2015-06-10,8.4
2015-06-11,8.65
2015-06-12,8.4
2015-06-15,8.3
2015-06-16,8.5
2015-06-17,8.75
2015-06-18,9.0
2015-06-19,8.25
2015-06-22,8.95
2015-06-23,10.7
2015-06-24,12.15
2015-06-25,12.7
2015-06-26,12.3
2015-06-29,12.5
2015-06-30,13.3
2015-07-01,13.15
2015-07-02,12.7
2015-07-03,12.55
2015-07-06,13.05
2015-07-07,12.6
2015-07-08,13.05
2015-07-09,13.05
2015-07-10,12.55
2015-07-13,12.5
2015-07-14,13.0
2015-07-15,12.4
2015-07-16,12.2
2015-07-17,12.05
2015-07-20,12.05
2015-07-21,11.45
2015-07-22,11.4
2015-07-23,11.25
2015-07-24,11.4
2015-07-27,11.2
2015-07-28,11.25
2015-07-29,12.35
2015-07-30,12.85
2015-07-31,12.6
2015-08-03,12.9
2015-08-04,14.15
2015-08-05,13.8
2015-08-06,13.15
2015-08-07,12.6
2015-08-10,12.15
2015-08-11,11.7
2015-08-12,11.55
2015-08-13,11.15
2015-08-14,11.05
2015-08-17,10.9
2015-08-18,11.0
2015-08-19,10.8
2015-08-20,10.85
2015-08-21,10.6
2015-08-24,10.1
2015-08-25,9.6
2015-08-26,9.55
2015-08-27,10.0
2015-08-28,9.6
2015-08-31,9.4
2015-09-01,9.75
2015-09-02,9.45
2015-09-03,9.8
2015-09-04,9.55
2015-09-07,8.95
2015-09-08,9.3
2015-09-09,9.1
2015-09-10,8.9
2015-09-11,9.1
2015-09-14,9.1
2015-09-15,9.05
2015-09-16,9.25
2015-09-18,9.25
2015-09-21,9.5
2015-09-22,9.5
2015-09-23,9.3
2015-09-24,9.4
2015-09-28,9.9
2015-09-29,10.35
2015-09-30,10.5
2015-10-01,11.4
2015-10-05,12.3
2015-10-06,11.65
2015-10-07,12.4
2015-10-08,12.0
2015-10-09,13.0
2015-10-12,12.65
2015-10-13,13.15
2015-10-14,14.95
2015-10-15,15.15
2015-10-16,14.4
2015-10-19,14.75
2015-10-20,14.05
2015-10-21,16.55
2015-10-23,17.05
2015-10-26,16.8
2015-10-27,16.05
2015-10-28,16.4
2015-10-29,14.9
2015-10-30,11.75
2015-11-02,12.0
2015-11-03,11.85
2015-11-04,11.9
2015-11-05,11.85
2015-11-06,11.85
2015-11-09,11.7
2015-11-10,11.55
2015-11-11,11.8
2015-11-13,12.55
2015-11-16,11.9
2015-11-17,11.5
2015-11-18,11.25
2015-11-19,11.35
2015-11-20,11.45
2015-11-23,10.9
2015-11-24,10.8
2015-11-26,11.55
2015-11-27,11.4
2015-11-30,12.7
2015-12-01,13.05
2015-12-02,12.75
2015-12-03,14.35
2015-12-04,14.85
2015-12-07,15.0
2015-12-08,14.25
2015-12-09,12.95
2015-12-10,13.6
2015-12-11,13.8
2015-12-14,13.5
2015-12-15,13.2
2015-12-16,13.1
2015-12-17,13.45
2015-12-18,14.25
2015-12-21,15.5
2015-12-22,15.2
2015-12-23,17.45
2015-12-24,20.9
2015-12-28,19.85
2015-12-29,20.25
2015-12-30,19.5
2015-12-31,18.85
