Date,NCLIND
2015-01-01,42.5
2015-01-02,42.8
2015-01-05,42.7
2015-01-06,41.4
2015-01-07,41.5
2015-01-08,42.65
2015-01-09,43.0
2015-01-12,42.3
2015-01-13,41.65
2015-01-14,42.3
2015-01-15,43.25
2015-01-16,42.75
2015-01-19,42.2
2015-01-20,43.35
2015-01-21,42.1
2015-01-22,42.35
2015-01-23,42.1
2015-01-27,42.0
2015-01-28,40.95
2015-01-29,39.95
2015-01-30,39.15
2015-02-02,46.95
2015-02-03,48.1
2015-02-04,46.6
2015-02-05,47.0
2015-02-06,43.75
2015-02-09,42.7
2015-02-10,42.5
2015-02-11,43.25
2015-02-12,44.0
2015-02-13,44.5
2015-02-16,44.35
2015-02-18,45.0
2015-02-19,45.8
2015-02-20,45.75
2015-02-23,44.25
2015-02-24,44.45
2015-02-25,43.15
2015-02-26,42.4
2015-02-27,44.15
2015-02-28,44.35
2015-03-02,53.2
2015-03-03,53.65
2015-03-04,49.4
2015-03-05,50.7
2015-03-09,49.15
2015-03-10,48.15
2015-03-11,47.5
2015-03-12,47.7
2015-03-13,47.1
2015-03-16,46.25
2015-03-17,47.3
2015-03-18,47.25
2015-03-19,47.95
2015-03-20,46.5
2015-03-23,46.3
2015-03-24,46.4
2015-03-25,46.7
2015-03-26,46.6
2015-03-27,46.0
2015-03-30,47.0
2015-03-31,45.15
2015-04-01,46.3
2015-04-06,49.25
2015-04-07,48.25
2015-04-08,51.95
2015-04-09,53.25
2015-04-10,51.4
2015-04-13,53.65
2015-04-15,53.65
2015-04-16,52.4
2015-04-17,52.65
2015-04-20,50.55
2015-04-21,52.2
2015-04-22,50.75
2015-04-23,51.4
2015-04-24,49.85
2015-04-27,48.5
2015-04-28,47.75
2015-04-29,49.05
2015-04-30,48.9
2015-05-04,48.35
2015-05-05,49.7
2015-05-06,48.95
2015-05-07,48.05
2015-05-08,49.4
2015-05-11,50.7
2015-05-12,49.6
2015-05-13,50.0
2015-05-14,49.15
2015-05-15,49.4
2015-05-18,48.15
2015-05-19,49.05
2015-05-20,49.35
2015-05-21,49.0
2015-05-22,51.75
2015-05-25,61.25
2015-05-26,62.05
2015-05-27,61.45
2015-05-28,59.3
2015-05-29,59.05
2015-06-01,63.0
2015-06-02,59.4
2015-06-03,58.95
2015-06-04,61.45
2015-06-05,61.55
2015-06-08,58.25
2015-06-09,57.75
2015-06-10,59.75
2015-06-11,57.2
2015-06-12,56.4
2015-06-15,58.15
2015-06-16,57.3
2015-06-17,59.8
2015-06-18,66.95
2015-06-19,66.25
2015-06-22,65.7
2015-06-23,65.25
2015-06-24,70.2
2015-06-25,80.15
2015-06-26,78.1
2015-06-29,75.35
2015-06-30,79.9
2015-07-01,78.25
2015-07-02,77.75
2015-07-03,78.65
2015-07-06,79.5
2015-07-07,77.4
2015-07-08,74.3
2015-07-09,73.55
2015-07-10,72.35
2015-07-13,72.95
2015-07-14,74.25
2015-07-15,73.8
2015-07-16,79.7
2015-07-17,77.5
2015-07-20,78.4
2015-07-21,76.4
2015-07-22,78.35
2015-07-23,85.15
2015-07-24,84.35
2015-07-27,83.1
2015-07-28,82.95
2015-07-29,85.2
2015-07-30,84.85
2015-07-31,82.4
2015-08-03,89.15
2015-08-04,87.65
2015-08-05,91.5
2015-08-06,94.1
2015-08-07,98.15
2015-08-10,97.65
2015-08-11,94.85
2015-08-12,101.35
2015-08-13,99.8
2015-08-14,100.9
2015-08-17,108.5
2015-08-18,109.75
2015-08-19,107.75
2015-08-20,102.35
2015-08-21,99.8
2015-08-24,84.9
2015-08-25,88.0
2015-08-26,89.75
2015-08-27,96.3
2015-08-28,93.95
2015-08-31,93.25
2015-09-01,90.0
2015-09-02,88.85
2015-09-03,91.9
2015-09-04,88.0
2015-09-07,84.8
2015-09-08,86.0
2015-09-09,89.35
2015-09-10,91.7
2015-09-11,89.6
2015-09-14,91.4
2015-09-15,94.75
2015-09-16,93.1
2015-09-18,93.9
2015-09-21,105.0
2015-09-22,99.95
2015-09-23,104.3
2015-09-24,106.45
2015-09-28,104.2
2015-09-29,105.5
2015-09-30,108.55
2015-10-01,106.85
2015-10-05,112.85
2015-10-06,111.55
2015-10-07,124.15
2015-10-08,122.7
2015-10-09,119.4
2015-10-12,121.65
2015-10-13,128.05
2015-10-14,125.9
2015-10-15,129.65
2015-10-16,128.85
2015-10-19,129.0
2015-10-20,130.1
2015-10-21,132.35
2015-10-23,130.0
2015-10-26,128.25
2015-10-27,126.85
2015-10-28,129.7
2015-10-29,129.2
2015-10-30,124.5
2015-11-02,124.05
2015-11-03,123.05
2015-11-04,122.85
2015-11-05,122.8
2015-11-06,123.9
2015-11-09,129.8
2015-11-10,130.9
2015-11-11,136.15
2015-11-13,135.95
2015-11-16,132.95
2015-11-17,133.35
2015-11-18,132.0
2015-11-19,132.35
2015-11-20,134.15
2015-11-23,132.7
2015-11-24,137.0
2015-11-26,140.6
2015-11-27,148.15
2015-11-30,161.45
2015-12-01,163.0
2015-12-02,161.55
2015-12-03,159.2
2015-12-04,161.6
2015-12-07,164.95
2015-12-08,174.95
2015-12-09,164.2
2015-12-10,167.35
2015-12-11,166.8
2015-12-14,172.15
2015-12-15,179.45
2015-12-16,176.8
2015-12-17,178.95
2015-12-18,173.35
2015-12-21,167.95
2015-12-22,164.1
2015-12-23,161.9
2015-12-24,157.1
2015-12-28,158.0
2015-12-29,162.6
2015-12-30,164.7
2015-12-31,163.15
