Date,VIVIMEDLAB
2015-01-01,366.35
2015-01-02,368.55
2015-01-05,368.35
2015-01-06,357.15
2015-01-07,355.4
2015-01-08,364.45
2015-01-09,359.2
2015-01-12,359.5
2015-01-13,355.9
2015-01-14,356.05
2015-01-15,355.05
2015-01-16,348.8
2015-01-19,366.2
2015-01-20,367.6
2015-01-21,349.3
2015-01-22,349.8
2015-01-23,349.2
2015-01-27,347.1
2015-01-28,346.8
2015-01-29,341.15
2015-01-30,338.25
2015-02-02,348.5
2015-02-03,348.45
2015-02-04,345.2
2015-02-05,348.65
2015-02-06,352.0
2015-02-09,340.8
2015-02-10,330.35
2015-02-11,325.45
2015-02-12,324.0
2015-02-13,330.25
2015-02-16,341.95
2015-02-18,335.6
2015-02-19,350.3
2015-02-20,347.4
2015-02-23,340.4
2015-02-24,338.05
2015-02-25,335.65
2015-02-26,338.15
2015-02-27,337.7
2015-02-28,333.6
2015-03-02,346.55
2015-03-03,354.3
2015-03-04,362.15
2015-03-05,370.35
2015-03-09,368.65
2015-03-10,376.6
2015-03-11,367.35
2015-03-12,367.85
2015-03-13,378.6
2015-03-16,365.45
2015-03-17,367.0
2015-03-18,366.55
2015-03-19,360.35
2015-03-20,351.6
2015-03-23,352.65
2015-03-24,352.75
2015-03-25,343.35
2015-03-26,337.1
2015-03-27,329.9
2015-03-30,362.55
2015-03-31,364.55
2015-04-01,359.7
2015-04-06,374.55
2015-04-07,367.45
2015-04-08,368.8
2015-04-09,364.35
2015-04-10,364.05
2015-04-13,364.35
2015-04-15,373.85
2015-04-16,378.85
2015-04-17,374.25
2015-04-20,364.85
2015-04-21,364.2
2015-04-22,359.1
2015-04-23,364.05
2015-04-24,356.75
2015-04-27,340.15
2015-04-28,336.05
2015-04-29,337.25
2015-04-30,359.3
2015-05-04,363.7
2015-05-05,357.6
2015-05-06,349.15
2015-05-07,337.95
2015-05-08,347.8
2015-05-11,346.0
2015-05-12,338.95
2015-05-13,339.9
2015-05-14,340.45
2015-05-15,338.8
2015-05-18,340.2
2015-05-19,340.15
2015-05-20,338.4
2015-05-21,338.6
2015-05-22,337.15
2015-05-25,334.55
2015-05-26,332.8
2015-05-27,336.8
2015-05-28,334.55
2015-05-29,328.45
2015-06-01,323.75
2015-06-02,319.3
2015-06-03,304.7
2015-06-04,286.65
2015-06-05,256.05
2015-06-08,204.85
2015-06-09,184.4
2015-06-10,201.3
2015-06-11,188.0
2015-06-12,189.55
2015-06-15,190.7
2015-06-16,191.65
2015-06-17,190.05
2015-06-18,191.95
2015-06-19,187.25
2015-06-22,177.75
2015-06-23,178.3
2015-06-24,176.25
2015-06-25,178.65
2015-06-26,186.3
2015-06-29,187.05
2015-06-30,186.8
2015-07-01,188.15
2015-07-02,190.75
2015-07-03,216.6
2015-07-06,230.5
2015-07-07,246.8
2015-07-08,265.55
2015-07-09,261.35
2015-07-10,247.3
2015-07-13,244.65
2015-07-14,253.5
2015-07-15,272.75
2015-07-16,277.9
2015-07-17,267.5
2015-07-20,272.0
2015-07-21,264.6
2015-07-22,264.25
2015-07-23,262.15
2015-07-24,261.6
2015-07-27,249.2
2015-07-28,245.75
2015-07-29,250.1
2015-07-30,256.5
2015-07-31,260.75
2015-08-03,263.8
2015-08-04,263.75
2015-08-05,258.15
2015-08-06,277.25
2015-08-07,270.75
2015-08-10,266.85
2015-08-11,265.9
2015-08-12,255.95
2015-08-13,244.45
2015-08-14,272.9
2015-08-17,302.05
2015-08-18,316.5
2015-08-19,312.75
2015-08-20,304.1
2015-08-21,295.45
2015-08-24,252.65
2015-08-25,247.1
2015-08-26,247.0
2015-08-27,260.2
2015-08-28,263.3
2015-08-31,277.7
2015-09-01,265.7
2015-09-02,264.9
2015-09-03,273.05
2015-09-04,277.9
2015-09-07,273.5
2015-09-08,268.7
2015-09-09,275.7
2015-09-10,263.55
2015-09-11,293.95
2015-09-14,303.15
2015-09-15,289.2
2015-09-16,286.75
2015-09-18,288.2
2015-09-21,293.3
2015-09-22,285.25
2015-09-23,295.65
2015-09-24,291.9
2015-09-28,305.2
2015-09-29,328.35
2015-09-30,344.85
2015-10-01,332.25
2015-10-05,333.4
2015-10-06,327.15
2015-10-07,327.45
2015-10-08,329.4
2015-10-09,338.25
2015-10-12,340.55
2015-10-13,336.15
2015-10-14,340.65
2015-10-15,335.65
2015-10-16,337.45
2015-10-19,340.05
2015-10-20,358.05
2015-10-21,367.3
2015-10-23,368.95
2015-10-26,372.6
2015-10-27,374.55
2015-10-28,370.2
2015-10-29,371.95
2015-10-30,370.9
2015-11-02,371.75
2015-11-03,379.6
2015-11-04,374.95
2015-11-05,369.7
2015-11-06,358.6
2015-11-09,362.05
2015-11-10,361.25
2015-11-11,367.35
2015-11-13,369.85
2015-11-16,367.8
2015-11-17,364.8
2015-11-18,358.15
2015-11-19,364.15
2015-11-20,364.6
2015-11-23,365.8
2015-11-24,388.75
2015-11-26,399.2
2015-11-27,422.95
2015-11-30,435.9
2015-12-01,433.75
2015-12-02,433.65
2015-12-03,421.9
2015-12-04,416.9
2015-12-07,428.35
2015-12-08,412.35
2015-12-09,392.9
2015-12-10,393.75
2015-12-11,388.25
2015-12-14,396.95
2015-12-15,403.45
2015-12-16,413.6
2015-12-17,412.9
2015-12-18,409.8
2015-12-21,413.65
2015-12-22,413.15
2015-12-23,428.45
2015-12-24,427.9
2015-12-28,426.8
2015-12-29,427.05
2015-12-30,437.85
2015-12-31,444.35
