Date,GATI
2015-01-01,281.2
2015-01-02,284.4
2015-01-05,286.0
2015-01-06,274.55
2015-01-07,269.0
2015-01-08,277.4
2015-01-09,272.8
2015-01-12,276.5
2015-01-13,273.0
2015-01-14,279.9
2015-01-15,280.35
2015-01-16,277.45
2015-01-19,278.0
2015-01-20,295.6
2015-01-21,298.7
2015-01-22,288.2
2015-01-23,275.1
2015-01-27,271.85
2015-01-28,260.55
2015-01-29,262.3
2015-01-30,250.0
2015-02-02,254.55
2015-02-03,253.35
2015-02-04,252.0
2015-02-05,247.9
2015-02-06,240.7
2015-02-09,231.35
2015-02-10,222.35
2015-02-11,232.55
2015-02-12,233.55
2015-02-13,253.55
2015-02-16,255.3
2015-02-18,255.65
2015-02-19,252.15
2015-02-20,258.0
2015-02-23,253.9
2015-02-24,245.3
2015-02-25,248.05
2015-02-26,242.95
2015-02-27,247.85
2015-02-28,242.6
2015-03-02,243.4
2015-03-03,244.1
2015-03-04,239.15
2015-03-05,240.2
2015-03-09,238.5
2015-03-10,234.7
2015-03-11,230.05
2015-03-12,231.75
2015-03-13,227.6
2015-03-16,218.0
2015-03-17,226.15
2015-03-18,239.0
2015-03-19,232.45
2015-03-20,224.45
2015-03-23,215.85
2015-03-24,216.6
2015-03-25,212.9
2015-03-26,203.4
2015-03-27,207.1
2015-03-30,216.35
2015-03-31,216.55
2015-04-01,224.8
2015-04-06,229.25
2015-04-07,237.85
2015-04-08,242.8
2015-04-09,239.8
2015-04-10,242.2
2015-04-13,240.75
2015-04-15,234.3
2015-04-16,227.75
2015-04-17,222.3
2015-04-20,209.65
2015-04-21,209.65
2015-04-22,211.3
2015-04-23,216.2
2015-04-24,208.75
2015-04-27,199.05
2015-04-28,203.05
2015-04-29,198.65
2015-04-30,200.45
2015-05-04,204.7
2015-05-05,221.85
2015-05-06,215.15
2015-05-07,207.2
2015-05-08,207.45
2015-05-11,206.9
2015-05-12,199.05
2015-05-13,200.45
2015-05-14,198.85
2015-05-15,198.9
2015-05-18,202.35
2015-05-19,205.05
2015-05-20,201.35
2015-05-21,199.0
2015-05-22,198.7
2015-05-25,196.8
2015-05-26,192.05
2015-05-27,181.2
2015-05-28,183.25
2015-05-29,182.5
2015-06-01,175.4
2015-06-02,165.95
2015-06-03,156.45
2015-06-04,146.65
2015-06-05,168.7
2015-06-08,168.45
2015-06-09,165.1
2015-06-10,170.25
2015-06-11,162.9
2015-06-12,160.1
2015-06-15,164.5
2015-06-16,166.9
2015-06-17,168.1
2015-06-18,172.45
2015-06-19,169.0
2015-06-22,171.65
2015-06-23,172.9
2015-06-24,168.4
2015-06-25,169.05
2015-06-26,173.35
2015-06-29,166.1
2015-06-30,166.8
2015-07-01,168.9
2015-07-02,169.2
2015-07-03,167.9
2015-07-06,169.55
2015-07-07,178.6
2015-07-08,184.25
2015-07-09,180.1
2015-07-10,178.4
2015-07-13,182.15
2015-07-14,186.15
2015-07-15,184.45
2015-07-16,183.0
2015-07-17,179.95
2015-07-20,192.05
2015-07-21,185.55
2015-07-22,188.0
2015-07-23,191.35
2015-07-24,183.5
2015-07-27,177.15
2015-07-28,182.05
2015-07-29,189.0
2015-07-30,198.1
2015-07-31,179.9
2015-08-03,181.25
2015-08-04,187.0
2015-08-05,183.35
2015-08-06,181.25
2015-08-07,180.2
2015-08-10,178.95
2015-08-11,185.1
2015-08-12,179.05
2015-08-13,173.2
2015-08-14,179.75
2015-08-17,176.6
2015-08-18,174.45
2015-08-19,174.35
2015-08-20,171.2
2015-08-21,164.6
2015-08-24,139.2
2015-08-25,125.25
2015-08-26,130.5
2015-08-27,136.75
2015-08-28,146.2
2015-08-31,148.15
2015-09-01,140.15
2015-09-02,141.8
2015-09-03,138.7
2015-09-04,131.65
2015-09-07,124.6
2015-09-08,131.05
2015-09-09,132.2
2015-09-10,128.65
2015-09-11,136.3
2015-09-14,139.15
2015-09-15,136.3
2015-09-16,135.35
2015-09-18,139.0
2015-09-21,140.75
2015-09-22,144.0
2015-09-23,142.45
2015-09-24,140.8
2015-09-28,137.95
2015-09-29,137.3
2015-09-30,138.65
2015-10-01,143.15
2015-10-05,142.45
2015-10-06,141.45
2015-10-07,158.1
2015-10-08,154.35
2015-10-09,160.75
2015-10-12,159.05
2015-10-13,162.9
2015-10-14,160.85
2015-10-15,165.9
2015-10-16,167.0
2015-10-19,163.85
2015-10-20,152.7
2015-10-21,153.95
2015-10-23,152.5
2015-10-26,148.6
2015-10-27,146.75
2015-10-28,151.35
2015-10-29,148.75
2015-10-30,146.0
2015-11-02,143.7
2015-11-03,143.25
2015-11-04,142.9
2015-11-05,138.5
2015-11-06,133.5
2015-11-09,133.35
2015-11-10,135.1
2015-11-11,138.9
2015-11-13,134.95
2015-11-16,143.65
2015-11-17,140.5
2015-11-18,139.6
2015-11-19,145.15
2015-11-20,146.05
2015-11-23,147.25
2015-11-24,154.35
2015-11-26,163.0
2015-11-27,169.75
2015-11-30,170.45
2015-12-01,168.7
2015-12-02,164.45
2015-12-03,168.35
2015-12-04,173.9
2015-12-07,175.3
2015-12-08,165.35
2015-12-09,152.3
2015-12-10,157.1
2015-12-11,168.45
2015-12-14,172.5
2015-12-15,166.85
2015-12-16,166.85
2015-12-17,167.7
2015-12-18,176.3
2015-12-21,172.1
2015-12-22,167.05
2015-12-23,166.1
2015-12-24,167.3
2015-12-28,167.15
2015-12-29,165.55
2015-12-30,164.65
2015-12-31,164.0
