Date,PUNJABCHEM
2015-01-01,118.5
2015-01-02,121.1
2015-01-05,120.55
2015-01-06,113.65
2015-01-07,114.9
2015-01-08,119.0
2015-01-09,119.05
2015-01-12,117.15
2015-01-13,116.35
2015-01-14,115.9
2015-01-15,116.1
2015-01-16,116.9
2015-01-19,116.15
2015-01-20,115.55
2015-01-21,112.5
2015-01-22,112.9
2015-01-23,111.8
2015-01-27,113.8
2015-01-28,112.5
2015-01-29,112.7
2015-01-30,110.45
2015-02-02,107.8
2015-02-03,113.05
2015-02-04,108.95
2015-02-05,108.3
2015-02-06,104.35
2015-02-09,105.5
2015-02-10,101.2
2015-02-11,110.95
2015-02-12,112.6
2015-02-13,112.55
2015-02-16,112.1
2015-02-18,112.7
2015-02-19,112.0
2015-02-20,110.5
2015-02-23,111.0
2015-02-24,109.5
2015-02-25,109.65
2015-02-26,108.2
2015-02-27,110.0
2015-02-28,105.0
2015-03-02,109.95
2015-03-03,108.95
2015-03-04,104.75
2015-03-05,125.7
2015-03-09,136.9
2015-03-10,135.1
2015-03-11,132.75
2015-03-12,138.75
2015-03-13,138.95
2015-03-16,135.95
2015-03-17,138.95
2015-03-18,145.5
2015-03-19,144.45
2015-03-20,144.4
2015-03-23,142.6
2015-03-24,149.1
2015-03-25,161.15
2015-03-26,165.05
2015-03-27,157.25
2015-03-30,173.45
2015-03-31,183.4
2015-04-01,190.9
2015-04-06,195.35
2015-04-07,203.45
2015-04-08,203.15
2015-04-09,210.5
2015-04-10,222.95
2015-04-13,231.65
2015-04-15,237.1
2015-04-16,240.1
2015-04-17,240.6
2015-04-20,230.15
2015-04-21,226.55
2015-04-22,220.05
2015-04-23,203.6
2015-04-24,203.35
2015-04-27,195.05
2015-04-28,212.45
2015-04-29,222.8
2015-04-30,217.25
2015-05-04,219.3
2015-05-05,215.85
2015-05-06,201.45
2015-05-07,197.9
2015-05-08,202.2
2015-05-11,203.2
2015-05-12,200.35
2015-05-13,200.85
2015-05-14,233.2
2015-05-15,258.55
2015-05-18,263.9
2015-05-19,262.4
2015-05-20,261.15
2015-05-21,265.6
2015-05-22,272.4
2015-05-25,278.75
2015-05-26,288.1
2015-05-27,278.35
2015-05-28,271.45
2015-05-29,236.35
2015-06-01,242.25
2015-06-02,214.7
2015-06-03,204.8
2015-06-04,213.95
2015-06-05,221.2
2015-06-08,209.7
2015-06-09,215.85
2015-06-10,228.55
2015-06-11,216.65
2015-06-12,221.0
2015-06-15,222.5
2015-06-16,228.3
2015-06-17,233.05
2015-06-18,229.3
2015-06-19,233.6
2015-06-22,234.8
2015-06-23,241.65
2015-06-24,236.75
2015-06-25,230.6
2015-06-26,234.15
2015-06-29,227.7
2015-06-30,229.95
2015-07-01,230.6
2015-07-02,230.35
2015-07-03,230.3
2015-07-06,236.25
2015-07-07,233.1
2015-07-08,229.6
2015-07-09,223.85
2015-07-10,221.85
2015-07-13,220.05
2015-07-14,221.05
2015-07-15,238.55
2015-07-16,248.8
2015-07-17,252.3
2015-07-20,281.75
2015-07-21,269.85
2015-07-22,280.6
2015-07-23,278.55
2015-07-24,272.15
2015-07-27,263.55
2015-07-28,265.45
2015-07-29,260.65
2015-07-30,261.95
2015-07-31,284.6
2015-08-03,299.7
2015-08-04,296.25
2015-08-05,276.85
2015-08-06,268.4
2015-08-07,266.7
2015-08-10,270.7
2015-08-11,238.75
2015-08-12,220.65
2015-08-13,211.9
2015-08-14,215.85
2015-08-17,211.7
2015-08-18,233.25
2015-08-19,237.55
2015-08-20,222.65
2015-08-21,215.6
2015-08-24,180.25
2015-08-25,184.6
2015-08-26,177.5
2015-08-27,192.05
2015-08-28,194.7
2015-08-31,201.1
2015-09-01,193.6
2015-09-02,194.75
2015-09-03,198.55
2015-09-04,185.45
2015-09-07,170.25
2015-09-08,169.4
2015-09-09,177.7
2015-09-10,177.3
2015-09-11,187.1
2015-09-14,185.45
2015-09-15,183.9
2015-09-16,180.95
2015-09-18,183.55
2015-09-21,189.75
2015-09-22,204.6
2015-09-23,199.5
2015-09-24,195.3
2015-09-28,193.35
2015-09-29,194.4
2015-09-30,197.9
2015-10-01,193.4
2015-10-05,208.55
2015-10-06,208.9
2015-10-07,219.6
2015-10-08,221.2
2015-10-09,217.7
2015-10-12,211.2
2015-10-13,208.4
2015-10-14,206.3
2015-10-15,212.1
2015-10-16,212.55
2015-10-19,209.9
2015-10-20,212.25
2015-10-21,209.05
2015-10-23,208.25
2015-10-26,195.05
2015-10-27,190.0
2015-10-28,179.75
2015-10-29,180.2
2015-10-30,178.85
2015-11-02,173.25
2015-11-03,179.25
2015-11-04,172.95
2015-11-05,174.05
2015-11-06,175.3
2015-11-09,171.25
2015-11-10,168.05
2015-11-11,170.5
2015-11-13,174.2
2015-11-16,173.65
2015-11-17,172.9
2015-11-18,168.8
2015-11-19,169.15
2015-11-20,168.4
2015-11-23,177.8
2015-11-24,177.0
2015-11-26,177.9
2015-11-27,176.35
2015-11-30,173.7
2015-12-01,169.65
2015-12-02,171.5
2015-12-03,169.7
2015-12-04,167.7
2015-12-07,178.9
2015-12-08,177.5
2015-12-09,169.5
2015-12-10,170.9
2015-12-11,167.75
2015-12-14,168.6
2015-12-15,179.05
2015-12-16,175.25
2015-12-17,178.65
2015-12-18,178.45
2015-12-21,180.15
2015-12-22,180.0
2015-12-23,178.3
2015-12-24,180.5
2015-12-28,183.9
2015-12-29,180.2
2015-12-30,178.7
2015-12-31,179.3
