Date,KPIT
2015-01-01,208.1
2015-01-02,214.55
2015-01-05,210.45
2015-01-06,206.4
2015-01-07,205.55
2015-01-08,204.65
2015-01-09,201.6
2015-01-12,213.95
2015-01-13,212.75
2015-01-14,208.7
2015-01-15,215.1
2015-01-16,210.7
2015-01-19,215.25
2015-01-20,210.2
2015-01-21,208.75
2015-01-22,212.2
2015-01-23,219.0
2015-01-27,208.65
2015-01-28,214.85
2015-01-29,213.1
2015-01-30,207.5
2015-02-02,211.95
2015-02-03,212.1
2015-02-04,221.35
2015-02-05,211.55
2015-02-06,211.75
2015-02-09,208.0
2015-02-10,210.55
2015-02-11,210.2
2015-02-12,211.9
2015-02-13,215.55
2015-02-16,212.4
2015-02-18,209.85
2015-02-19,208.25
2015-02-20,208.8
2015-02-23,201.25
2015-02-24,202.9
2015-02-25,208.9
2015-02-26,210.5
2015-02-27,215.15
2015-02-28,211.35
2015-03-02,215.35
2015-03-03,224.75
2015-03-04,215.45
2015-03-05,219.6
2015-03-09,214.75
2015-03-10,216.35
2015-03-11,215.9
2015-03-12,214.85
2015-03-13,211.25
2015-03-16,204.95
2015-03-17,193.25
2015-03-18,192.4
2015-03-19,182.1
2015-03-20,190.75
2015-03-23,178.3
2015-03-24,186.6
2015-03-25,185.9
2015-03-26,180.25
2015-03-27,186.45
2015-03-30,184.7
2015-03-31,188.5
2015-04-01,188.5
2015-04-06,193.75
2015-04-07,190.6
2015-04-08,188.1
2015-04-09,184.0
2015-04-10,179.7
2015-04-13,179.05
2015-04-15,171.9
2015-04-16,170.55
2015-04-17,170.8
2015-04-20,165.7
2015-04-21,158.75
2015-04-22,151.6
2015-04-23,153.85
2015-04-24,145.25
2015-04-27,144.25
2015-04-28,154.75
2015-04-29,123.8
2015-04-30,105.1
2015-05-04,113.75
2015-05-05,111.25
2015-05-06,109.45
2015-05-07,103.55
2015-05-08,106.6
2015-05-11,105.1
2015-05-12,102.55
2015-05-13,101.05
2015-05-14,102.8
2015-05-15,104.4
2015-05-18,106.0
2015-05-19,111.95
2015-05-20,110.1
2015-05-21,109.8
2015-05-22,108.7
2015-05-25,105.45
2015-05-26,103.8
2015-05-27,103.55
2015-05-28,103.95
2015-05-29,103.9
2015-06-01,105.55
2015-06-02,102.0
2015-06-03,97.6
2015-06-04,101.05
2015-06-05,101.75
2015-06-08,102.95
2015-06-09,103.7
2015-06-10,104.05
2015-06-11,101.95
2015-06-12,100.95
2015-06-15,100.5
2015-06-16,100.15
2015-06-17,99.95
2015-06-18,100.05
2015-06-19,99.6
2015-06-22,99.9
2015-06-23,99.15
2015-06-24,99.35
2015-06-25,89.9
2015-06-26,93.15
2015-06-29,94.2
2015-06-30,93.15
2015-07-01,94.25
2015-07-02,93.75
2015-07-03,93.6
2015-07-06,94.75
2015-07-07,96.05
2015-07-08,93.9
2015-07-09,93.1
2015-07-10,93.65
2015-07-13,93.6
2015-07-14,100.25
2015-07-15,107.3
2015-07-16,107.4
2015-07-17,111.05
2015-07-20,111.65
2015-07-21,105.95
2015-07-22,106.55
2015-07-23,112.1
2015-07-24,113.9
2015-07-27,110.6
2015-07-28,109.05
2015-07-29,106.7
2015-07-30,104.4
2015-07-31,110.4
2015-08-03,121.1
2015-08-04,126.6
2015-08-05,129.2
2015-08-06,132.25
2015-08-07,130.3
2015-08-10,129.0
2015-08-11,121.55
2015-08-12,119.3
2015-08-13,113.6
2015-08-14,118.35
2015-08-17,123.95
2015-08-18,126.25
2015-08-19,123.6
2015-08-20,117.05
2015-08-21,118.95
2015-08-24,107.85
2015-08-25,105.75
2015-08-26,103.7
2015-08-27,105.55
2015-08-28,105.7
2015-08-31,102.55
2015-09-01,100.45
2015-09-02,102.15
2015-09-03,102.9
2015-09-04,100.2
2015-09-07,99.8
2015-09-08,100.3
2015-09-09,100.55
2015-09-10,100.05
2015-09-11,100.4
2015-09-14,101.4
2015-09-15,100.55
2015-09-16,101.25
2015-09-18,108.15
2015-09-21,110.4
2015-09-22,109.05
2015-09-23,109.55
2015-09-24,110.25
2015-09-28,107.75
2015-09-29,105.45
2015-09-30,106.8
2015-10-01,106.35
2015-10-05,109.9
2015-10-06,111.6
2015-10-07,112.15
2015-10-08,111.7
2015-10-09,115.0
2015-10-12,119.55
2015-10-13,117.9
2015-10-14,116.9
2015-10-15,116.7
2015-10-16,117.95
2015-10-19,119.85
2015-10-20,122.95
2015-10-21,123.75
2015-10-23,135.05
2015-10-26,137.7
2015-10-27,136.95
2015-10-28,137.8
2015-10-29,137.7
2015-10-30,136.8
2015-11-02,140.0
2015-11-03,143.6
2015-11-04,144.45
2015-11-05,139.7
2015-11-06,144.35
2015-11-09,152.35
2015-11-10,149.8
2015-11-11,146.95
2015-11-13,154.15
2015-11-16,155.3
2015-11-17,153.95
2015-11-18,155.35
2015-11-19,160.8
2015-11-20,166.8
2015-11-23,159.95
2015-11-24,160.3
2015-11-26,157.5
2015-11-27,154.8
2015-11-30,153.9
2015-12-01,159.7
2015-12-02,164.8
2015-12-03,161.75
2015-12-04,156.05
2015-12-07,157.85
2015-12-08,157.05
2015-12-09,157.2
2015-12-10,161.95
2015-12-11,168.85
2015-12-14,171.35
2015-12-15,173.95
2015-12-16,170.15
2015-12-17,169.4
2015-12-18,166.9
2015-12-21,169.95
2015-12-22,169.1
2015-12-23,167.75
2015-12-24,167.85
2015-12-28,167.35
2015-12-29,169.25
2015-12-30,169.8
2015-12-31,168.95
