Date,NAUKRI
2015-01-01,855.75
2015-01-02,854.2
2015-01-05,849.45
2015-01-06,837.45
2015-01-07,843.4
2015-01-08,848.3
2015-01-09,866.65
2015-01-12,853.05
2015-01-13,855.3
2015-01-14,844.95
2015-01-15,845.6
2015-01-16,836.3
2015-01-19,808.85
2015-01-20,807.2
2015-01-21,799.0
2015-01-22,782.45
2015-01-23,778.55
2015-01-27,796.15
2015-01-28,811.95
2015-01-29,870.35
2015-01-30,849.45
2015-02-02,809.5
2015-02-03,793.95
2015-02-04,797.5
2015-02-05,803.05
2015-02-06,804.25
2015-02-09,806.35
2015-02-10,815.8
2015-02-11,804.5
2015-02-12,812.35
2015-02-13,814.8
2015-02-16,819.85
2015-02-18,828.9
2015-02-19,819.4
2015-02-20,819.8
2015-02-23,811.85
2015-02-24,813.2
2015-02-25,803.15
2015-02-26,805.4
2015-02-27,816.6
2015-02-28,825.4
2015-03-02,809.3
2015-03-03,817.1
2015-03-04,840.05
2015-03-05,924.3
2015-03-09,906.4
2015-03-10,866.45
2015-03-11,852.35
2015-03-12,824.75
2015-03-13,848.5
2015-03-16,837.7
2015-03-17,829.4
2015-03-18,839.9
2015-03-19,817.25
2015-03-20,848.15
2015-03-23,824.25
2015-03-24,866.7
2015-03-25,841.85
2015-03-26,817.15
2015-03-27,817.85
2015-03-30,817.45
2015-03-31,839.9
2015-04-01,838.25
2015-04-06,842.65
2015-04-07,843.35
2015-04-08,825.15
2015-04-09,809.3
2015-04-10,799.7
2015-04-13,837.5
2015-04-15,861.0
2015-04-16,882.25
2015-04-17,844.85
2015-04-20,829.65
2015-04-21,845.05
2015-04-22,846.5
2015-04-23,832.15
2015-04-24,821.3
2015-04-27,801.45
2015-04-28,784.15
2015-04-29,780.45
2015-04-30,769.05
2015-05-04,773.5
2015-05-05,774.9
2015-05-06,741.05
2015-05-07,740.3
2015-05-08,731.3
2015-05-11,726.55
2015-05-12,730.35
2015-05-13,711.95
2015-05-14,717.0
2015-05-15,720.95
2015-05-18,714.9
2015-05-19,744.4
2015-05-20,763.45
2015-05-21,818.1
2015-05-22,835.55
2015-05-25,793.15
2015-05-26,789.8
2015-05-27,783.25
2015-05-28,778.6
2015-05-29,816.7
2015-06-01,809.95
2015-06-02,785.1
2015-06-03,786.0
2015-06-04,792.05
2015-06-05,788.75
2015-06-08,783.3
2015-06-09,784.7
2015-06-10,801.45
2015-06-11,814.35
2015-06-12,821.0
2015-06-15,815.2
2015-06-16,810.05
2015-06-17,816.7
2015-06-18,847.65
2015-06-19,840.5
2015-06-22,864.0
2015-06-23,845.85
2015-06-24,868.25
2015-06-25,885.0
2015-06-26,877.4
2015-06-29,847.0
2015-06-30,854.05
2015-07-01,870.1
2015-07-02,874.8
2015-07-03,846.35
2015-07-06,853.15
2015-07-07,886.9
2015-07-08,861.2
2015-07-09,847.45
2015-07-10,842.65
2015-07-13,876.55
2015-07-14,862.6
2015-07-15,870.55
2015-07-16,877.4
2015-07-17,886.05
2015-07-20,873.25
2015-07-21,867.9
2015-07-22,888.9
2015-07-23,901.05
2015-07-24,897.15
2015-07-27,880.7
2015-07-28,827.7
2015-07-29,815.45
2015-07-30,815.75
2015-07-31,832.7
2015-08-03,844.6
2015-08-04,839.65
2015-08-05,865.3
2015-08-06,867.7
2015-08-07,851.75
2015-08-10,840.2
2015-08-11,835.2
2015-08-12,832.55
2015-08-13,831.6
2015-08-14,840.0
2015-08-17,840.3
2015-08-18,847.35
2015-08-19,830.35
2015-08-20,819.3
2015-08-21,809.8
2015-08-24,772.4
2015-08-25,749.05
2015-08-26,728.45
2015-08-27,751.2
2015-08-28,769.5
2015-08-31,750.1
2015-09-01,749.55
2015-09-02,756.7
2015-09-03,746.0
2015-09-04,740.8
2015-09-07,731.2
2015-09-08,757.6
2015-09-09,809.85
2015-09-10,782.8
2015-09-11,766.0
2015-09-14,753.3
2015-09-15,747.55
2015-09-16,752.45
2015-09-18,793.35
2015-09-21,777.65
2015-09-22,791.95
2015-09-23,791.85
2015-09-24,798.25
2015-09-28,797.5
2015-09-29,800.05
2015-09-30,798.45
2015-10-01,797.45
2015-10-05,797.3
2015-10-06,794.95
2015-10-07,797.55
2015-10-08,793.85
2015-10-09,798.45
2015-10-12,790.05
2015-10-13,787.65
2015-10-14,797.25
2015-10-15,795.75
2015-10-16,791.0
2015-10-19,795.55
2015-10-20,794.8
2015-10-21,789.5
2015-10-23,789.25
2015-10-26,760.8
2015-10-27,765.35
2015-10-28,764.35
2015-10-29,742.75
2015-10-30,754.9
2015-11-02,758.9
2015-11-03,738.2
2015-11-04,740.4
2015-11-05,734.7
2015-11-06,712.45
2015-11-09,729.0
2015-11-10,734.0
2015-11-11,745.0
2015-11-13,751.05
2015-11-16,746.35
2015-11-17,759.95
2015-11-18,778.75
2015-11-19,803.0
2015-11-20,817.0
2015-11-23,825.25
2015-11-24,826.45
2015-11-26,819.65
2015-11-27,814.8
2015-11-30,894.55
2015-12-01,891.95
2015-12-02,879.7
2015-12-03,861.55
2015-12-04,859.85
2015-12-07,853.65
2015-12-08,855.25
2015-12-09,855.45
2015-12-10,855.3
2015-12-11,842.35
2015-12-14,826.45
2015-12-15,827.6
2015-12-16,837.15
2015-12-17,870.0
2015-12-18,849.6
2015-12-21,834.5
2015-12-22,825.4
2015-12-23,833.5
2015-12-24,836.8
2015-12-28,841.7
2015-12-29,893.1
2015-12-30,862.7
2015-12-31,853.35
