Date,UTTAMSUGAR
2015-01-01,16.0
2015-01-02,15.8
2015-01-05,15.8
2015-01-06,15.55
2015-01-07,15.05
2015-01-08,15.25
2015-01-09,15.4
2015-01-12,15.5
2015-01-13,15.4
2015-01-14,15.5
2015-01-15,15.4
2015-01-16,15.15
2015-01-19,15.15
2015-01-20,15.1
2015-01-21,15.3
2015-01-22,15.1
2015-01-23,14.65
2015-01-27,15.4
2015-01-28,15.25
2015-01-29,15.25
2015-01-30,15.0
2015-02-02,15.3
2015-02-03,15.35
2015-02-04,14.8
2015-02-05,14.75
2015-02-06,14.4
2015-02-09,14.0
2015-02-10,14.2
2015-02-11,13.6
2015-02-12,14.6
2015-02-13,14.0
2015-02-16,13.75
2015-02-18,14.15
2015-02-19,14.25
2015-02-20,14.4
2015-02-23,14.3
2015-02-24,14.3
2015-02-25,14.6
2015-02-26,14.0
2015-02-27,14.05
2015-02-28,14.4
2015-03-02,14.25
2015-03-03,14.1
2015-03-04,13.8
2015-03-05,14.1
2015-03-09,13.85
2015-03-10,13.15
2015-03-11,13.15
2015-03-12,13.6
2015-03-13,13.6
2015-03-16,13.7
2015-03-17,13.4
2015-03-18,13.35
2015-03-19,12.85
2015-03-20,11.3
2015-03-23,11.45
2015-03-24,11.65
2015-03-25,11.25
2015-03-26,11.55
2015-03-27,11.05
2015-03-30,10.9
2015-03-31,11.4
2015-04-01,11.35
2015-04-06,11.6
2015-04-07,12.4
2015-04-08,13.3
2015-04-09,12.6
2015-04-10,12.35
2015-04-13,12.95
2015-04-15,12.85
2015-04-16,12.95
2015-04-17,13.25
2015-04-20,12.3
2015-04-21,12.65
2015-04-22,13.0
2015-04-23,12.5
2015-04-24,12.6
2015-04-27,12.5
2015-04-28,12.0
2015-04-29,12.05
2015-04-30,12.05
2015-05-04,11.9
2015-05-05,11.75
2015-05-06,11.5
2015-05-07,11.25
2015-05-08,12.1
2015-05-11,11.8
2015-05-12,11.2
2015-05-13,11.7
2015-05-14,11.0
2015-05-15,10.9
2015-05-18,10.4
2015-05-19,10.4
2015-05-20,10.1
2015-05-21,10.55
2015-05-22,10.35
2015-05-25,10.3
2015-05-26,10.1
2015-05-27,10.4
2015-05-28,10.6
2015-05-29,10.6
2015-06-01,10.7
2015-06-02,10.65
2015-06-03,9.9
2015-06-04,9.85
2015-06-05,10.0
2015-06-08,9.7
2015-06-09,10.2
2015-06-10,11.1
2015-06-11,10.65
2015-06-12,10.6
2015-06-15,10.3
2015-06-16,10.05
2015-06-17,10.35
2015-06-18,10.6
2015-06-19,10.85
2015-06-22,10.85
2015-06-23,10.8
2015-06-24,10.7
2015-06-25,11.2
2015-06-26,10.4
2015-06-29,10.15
2015-06-30,10.15
2015-07-01,10.3
2015-07-02,10.2
2015-07-03,10.45
2015-07-06,10.55
2015-07-07,10.75
2015-07-08,10.35
2015-07-09,10.8
2015-07-10,10.95
2015-07-13,10.55
2015-07-14,10.8
2015-07-15,10.7
2015-07-16,11.0
2015-07-17,10.65
2015-07-20,10.5
2015-07-21,10.95
2015-07-22,10.65
2015-07-23,10.9
2015-07-24,10.65
2015-07-27,11.2
2015-07-28,10.6
2015-07-29,10.95
2015-07-30,11.0
2015-07-31,11.05
2015-08-03,10.8
2015-08-04,11.45
2015-08-05,11.85
2015-08-06,11.7
2015-08-07,11.75
2015-08-10,11.5
2015-08-11,11.3
2015-08-12,11.1
2015-08-13,11.3
2015-08-14,11.35
2015-08-17,11.05
2015-08-18,10.9
2015-08-19,10.65
2015-08-20,10.65
2015-08-21,10.5
2015-08-24,10.05
2015-08-25,9.8
2015-08-26,10.5
2015-08-27,10.45
2015-08-28,10.4
2015-08-31,10.4
2015-09-01,10.4
2015-09-02,10.7
2015-09-03,10.5
2015-09-04,10.45
2015-09-07,10.2
2015-09-08,9.85
2015-09-09,10.65
2015-09-10,11.1
2015-09-11,10.8
2015-09-14,10.85
2015-09-15,11.15
2015-09-16,11.15
2015-09-18,10.9
2015-09-21,11.4
2015-09-22,11.0
2015-09-23,11.0
2015-09-24,10.7
2015-09-28,11.0
2015-09-29,11.0
2015-09-30,11.1
2015-10-01,10.8
2015-10-05,11.05
2015-10-06,13.25
2015-10-07,14.5
2015-10-08,13.95
2015-10-09,15.2
2015-10-12,14.95
2015-10-13,15.2
2015-10-14,15.5
2015-10-15,15.3
2015-10-16,16.35
2015-10-19,19.6
2015-10-20,19.3
2015-10-21,20.7
2015-10-23,21.2
2015-10-26,20.65
2015-10-27,20.2
2015-10-28,20.2
2015-10-29,20.6
2015-10-30,20.5
2015-11-02,19.6
2015-11-03,20.35
2015-11-04,19.2
2015-11-05,18.25
2015-11-06,18.9
2015-11-09,20.55
2015-11-10,20.4
2015-11-11,20.9
2015-11-13,25.05
2015-11-16,30.05
2015-11-17,33.05
2015-11-18,33.7
2015-11-19,30.85
2015-11-20,30.15
2015-11-23,28.35
2015-11-24,29.4
2015-11-26,28.35
2015-11-27,27.0
2015-11-30,26.45
2015-12-01,25.85
2015-12-02,27.65
2015-12-03,26.9
2015-12-04,29.75
2015-12-07,30.1
2015-12-08,29.1
2015-12-09,26.45
2015-12-10,26.65
2015-12-11,25.65
2015-12-14,26.3
2015-12-15,30.1
2015-12-16,29.25
2015-12-17,29.25
2015-12-18,28.65
2015-12-21,28.8
2015-12-22,29.0
2015-12-23,29.1
2015-12-24,28.55
2015-12-28,28.5
2015-12-29,27.35
2015-12-30,27.7
2015-12-31,27.95
