Date,IDBI
2015-01-01,74.75
2015-01-02,76.95
2015-01-05,76.0
2015-01-06,71.9
2015-01-07,70.85
2015-01-08,72.8
2015-01-09,72.4
2015-01-12,74.85
2015-01-13,73.9
2015-01-14,73.25
2015-01-15,76.25
2015-01-16,75.45
2015-01-19,75.2
2015-01-20,75.9
2015-01-21,76.6
2015-01-22,75.75
2015-01-23,75.8
2015-01-27,75.25
2015-01-28,74.75
2015-01-29,72.75
2015-01-30,70.8
2015-02-02,71.95
2015-02-03,69.45
2015-02-04,68.55
2015-02-05,65.75
2015-02-06,65.8
2015-02-09,64.3
2015-02-10,65.0
2015-02-11,66.8
2015-02-12,66.45
2015-02-13,67.35
2015-02-16,68.65
2015-02-18,69.55
2015-02-19,70.35
2015-02-20,76.25
2015-02-23,74.2
2015-02-24,74.15
2015-02-25,74.85
2015-02-26,73.1
2015-02-27,75.2
2015-02-28,73.95
2015-03-02,73.55
2015-03-03,81.95
2015-03-04,78.1
2015-03-05,78.9
2015-03-09,75.95
2015-03-10,74.0
2015-03-11,76.2
2015-03-12,77.45
2015-03-13,74.2
2015-03-16,75.3
2015-03-17,75.55
2015-03-18,77.35
2015-03-19,74.25
2015-03-20,74.75
2015-03-23,73.0
2015-03-24,73.5
2015-03-25,72.95
2015-03-26,72.1
2015-03-27,70.1
2015-03-30,71.8
2015-03-31,71.0
2015-04-01,72.8
2015-04-06,72.05
2015-04-07,74.15
2015-04-08,73.5
2015-04-09,74.8
2015-04-10,76.1
2015-04-13,75.85
2015-04-15,78.5
2015-04-16,78.2
2015-04-17,81.8
2015-04-20,80.15
2015-04-21,82.15
2015-04-22,80.5
2015-04-23,78.5
2015-04-24,76.3
2015-04-27,73.25
2015-04-28,74.6
2015-04-29,75.15
2015-04-30,74.5
2015-05-04,76.65
2015-05-05,75.3
2015-05-06,70.45
2015-05-07,68.0
2015-05-08,68.45
2015-05-11,70.85
2015-05-12,66.7
2015-05-13,68.0
2015-05-14,69.65
2015-05-15,68.8
2015-05-18,68.55
2015-05-19,69.4
2015-05-20,69.45
2015-05-21,68.9
2015-05-22,68.85
2015-05-25,68.0
2015-05-26,66.8
2015-05-27,70.6
2015-05-28,70.65
2015-05-29,71.3
2015-06-01,70.9
2015-06-02,67.7
2015-06-03,64.9
2015-06-04,63.85
2015-06-05,63.45
2015-06-08,61.0
2015-06-09,61.85
2015-06-10,62.4
2015-06-11,60.15
2015-06-12,59.9
2015-06-15,60.8
2015-06-16,61.45
2015-06-17,61.45
2015-06-18,61.75
2015-06-19,62.05
2015-06-22,63.85
2015-06-23,64.15
2015-06-24,62.95
2015-06-25,62.75
2015-06-26,62.05
2015-06-29,60.6
2015-06-30,60.7
2015-07-01,62.9
2015-07-02,62.4
2015-07-03,62.45
2015-07-06,65.25
2015-07-07,65.3
2015-07-08,63.0
2015-07-09,64.45
2015-07-10,65.0
2015-07-13,66.05
2015-07-14,65.55
2015-07-15,65.3
2015-07-16,66.85
2015-07-17,66.5
2015-07-20,65.15
2015-07-21,63.45
2015-07-22,64.35
2015-07-23,64.15
2015-07-24,62.65
2015-07-27,59.65
2015-07-28,60.0
2015-07-29,59.2
2015-07-30,62.0
2015-07-31,65.75
2015-08-03,68.3
2015-08-04,68.1
2015-08-05,67.65
2015-08-06,68.55
2015-08-07,67.05
2015-08-10,66.35
2015-08-11,64.95
2015-08-12,62.3
2015-08-13,62.65
2015-08-14,66.2
2015-08-17,70.75
2015-08-18,70.15
2015-08-19,69.55
2015-08-20,66.45
2015-08-21,67.1
2015-08-24,57.1
2015-08-25,56.1
2015-08-26,56.05
2015-08-27,58.75
2015-08-28,58.55
2015-08-31,60.9
2015-09-01,57.05
2015-09-02,56.45
2015-09-03,58.45
2015-09-04,55.55
2015-09-07,53.95
2015-09-08,55.5
2015-09-09,56.35
2015-09-10,55.55
2015-09-11,56.1
2015-09-14,57.75
2015-09-15,56.65
2015-09-16,56.85
2015-09-18,59.7
2015-09-21,69.55
2015-09-22,66.85
2015-09-23,73.05
2015-09-24,73.9
2015-09-28,79.1
2015-09-29,81.5
2015-09-30,78.75
2015-10-01,79.4
2015-10-05,80.0
2015-10-06,80.9
2015-10-07,80.05
2015-10-08,79.45
2015-10-09,78.9
2015-10-12,77.2
2015-10-13,77.3
2015-10-14,75.65
2015-10-15,77.15
2015-10-16,79.85
2015-10-19,83.2
2015-10-20,85.05
2015-10-21,84.05
2015-10-23,84.1
2015-10-26,84.7
2015-10-27,86.25
2015-10-28,86.1
2015-10-29,89.15
2015-10-30,85.65
2015-11-02,85.8
2015-11-03,84.55
2015-11-04,84.8
2015-11-05,84.8
2015-11-06,84.6
2015-11-09,84.8
2015-11-10,87.7
2015-11-11,88.6
2015-11-13,85.95
2015-11-16,88.15
2015-11-17,86.5
2015-11-18,83.0
2015-11-19,84.45
2015-11-20,84.45
2015-11-23,83.75
2015-11-24,82.0
2015-11-26,83.15
2015-11-27,86.35
2015-11-30,93.55
2015-12-01,93.35
2015-12-02,92.45
2015-12-03,93.15
2015-12-04,91.25
2015-12-07,91.9
2015-12-08,88.2
2015-12-09,84.25
2015-12-10,85.05
2015-12-11,82.45
2015-12-14,83.05
2015-12-15,82.25
2015-12-16,82.35
2015-12-17,87.45
2015-12-18,89.15
2015-12-21,91.15
2015-12-22,88.95
2015-12-23,89.25
2015-12-24,87.75
2015-12-28,90.3
2015-12-29,89.75
2015-12-30,90.3
2015-12-31,88.85
