Date,FELDVR
2015-01-01,58.05
2015-01-02,57.5
2015-01-05,57.35
2015-01-06,53.25
2015-01-07,54.4
2015-01-08,52.8
2015-01-09,52.75
2015-01-12,53.2
2015-01-13,52.25
2015-01-14,54.05
2015-01-15,55.35
2015-01-16,54.8
2015-01-19,54.15
2015-01-20,54.1
2015-01-21,53.7
2015-01-22,52.65
2015-01-23,52.65
2015-01-27,51.95
2015-01-28,52.85
2015-01-29,53.15
2015-01-30,55.9
2015-02-02,57.7
2015-02-03,60.9
2015-02-04,58.15
2015-02-05,57.95
2015-02-06,58.05
2015-02-09,58.0
2015-02-10,52.55
2015-02-11,53.05
2015-02-12,52.8
2015-02-13,53.15
2015-02-16,52.6
2015-02-18,53.55
2015-02-19,55.65
2015-02-20,54.95
2015-02-23,53.6
2015-02-24,51.6
2015-02-25,52.2
2015-02-26,51.1
2015-02-27,51.3
2015-02-28,51.7
2015-03-02,51.55
2015-03-03,50.7
2015-03-04,51.45
2015-03-05,50.6
2015-03-09,50.5
2015-03-10,51.65
2015-03-11,50.75
2015-03-12,50.3
2015-03-13,49.85
2015-03-16,49.1
2015-03-17,47.95
2015-03-18,46.0
2015-03-19,45.2
2015-03-20,45.2
2015-03-23,46.0
2015-03-24,46.95
2015-03-25,47.0
2015-03-26,46.85
2015-03-27,45.75
2015-03-30,45.75
2015-03-31,46.35
2015-04-01,47.8
2015-04-06,46.9
2015-04-07,46.7
2015-04-08,49.5
2015-04-09,49.0
2015-04-10,49.0
2015-04-13,49.8
2015-04-15,50.3
2015-04-16,53.4
2015-04-17,50.45
2015-04-20,50.0
2015-04-21,49.05
2015-04-22,48.45
2015-04-23,47.85
2015-04-24,47.0
2015-04-27,48.0
2015-04-28,49.0
2015-04-29,49.1
2015-04-30,49.95
2015-05-04,59.9
2015-05-05,71.85
2015-05-06,79.0
2015-05-07,86.9
2015-05-08,84.0
2015-05-11,84.65
2015-05-12,81.9
2015-05-13,82.3
2015-05-14,82.45
2015-05-15,83.1
2015-05-18,84.7
2015-05-19,85.45
2015-05-20,86.75
2015-05-21,88.7
2015-05-22,89.05
2015-05-25,89.0
2015-05-26,91.2
2015-05-27,90.95
2015-05-28,89.95
2015-05-29,90.05
2015-06-01,90.35
2015-06-02,89.4
2015-06-03,87.65
2015-06-04,87.85
2015-06-05,87.25
2015-06-08,86.2
2015-06-09,82.2
2015-06-10,83.9
2015-06-11,81.65
2015-06-12,85.6
2015-06-15,83.55
2015-06-16,85.6
2015-06-17,86.15
2015-06-18,86.5
2015-06-19,86.0
2015-06-22,86.5
2015-06-23,86.0
2015-06-24,86.0
2015-06-25,84.0
2015-06-26,85.95
2015-06-29,83.05
2015-06-30,83.2
2015-07-01,84.05
2015-07-02,85.4
2015-07-03,85.95
2015-07-06,86.25
2015-07-07,87.65
2015-07-08,87.6
2015-07-09,87.35
2015-07-10,87.0
2015-07-13,86.25
2015-07-14,88.05
2015-07-15,92.65
2015-07-16,90.8
2015-07-17,94.05
2015-07-20,99.1
2015-07-21,100.95
2015-07-22,103.1
2015-07-23,103.95
2015-07-24,100.25
2015-07-27,99.55
2015-07-28,100.85
2015-07-29,100.55
2015-07-30,103.4
2015-07-31,105.1
2015-08-03,110.4
2015-08-04,110.0
2015-08-05,110.05
2015-08-06,108.0
2015-08-07,105.6
2015-08-10,104.85
2015-08-11,104.3
2015-08-12,102.35
2015-08-13,101.0
2015-08-14,101.05
2015-08-17,99.0
2015-08-18,103.75
2015-08-19,102.0
2015-08-20,99.8
2015-08-21,96.85
2015-08-24,87.9
2015-08-25,92.0
2015-08-26,93.05
2015-08-27,99.75
2015-08-28,99.95
2015-08-31,99.4
2015-09-01,97.55
2015-09-02,94.25
2015-09-03,99.95
2015-09-04,92.05
2015-09-07,92.95
2015-09-08,93.4
2015-09-09,94.05
2015-09-10,93.15
2015-09-11,94.15
2015-09-14,92.45
2015-09-15,98.15
2015-09-16,94.65
2015-09-18,97.95
2015-09-21,97.0
2015-09-22,97.25
2015-09-23,99.6
2015-09-24,97.5
2015-09-28,96.0
2015-09-29,95.1
2015-09-30,98.35
2015-10-01,97.05
2015-10-05,96.1
2015-10-06,105.3
2015-10-07,105.5
2015-10-08,107.6
2015-10-09,113.45
2015-10-12,108.85
2015-10-13,105.2
2015-10-14,106.8
2015-10-15,101.15
2015-10-16,104.0
2015-10-19,102.5
2015-10-20,102.1
2015-10-21,102.45
2015-10-23,105.3
2015-10-26,102.5
2015-10-27,98.25
2015-10-28,97.25
2015-10-29,96.25
2015-10-30,95.8
2015-11-02,93.65
2015-11-03,94.5
2015-11-04,91.8
2015-11-05,89.05
2015-11-06,85.65
2015-11-09,90.4
2015-11-10,92.85
2015-11-11,95.85
2015-11-13,103.55
2015-11-16,106.75
2015-11-17,108.6
2015-11-18,103.9
2015-11-19,105.0
2015-11-20,106.6
2015-11-23,106.75
2015-11-24,105.0
2015-11-26,113.0
2015-11-27,120.2
2015-11-30,135.1
2015-12-01,125.65
2015-12-02,118.6
2015-12-03,115.2
2015-12-04,118.25
2015-12-07,115.3
2015-12-08,108.7
2015-12-09,106.05
2015-12-10,113.55
2015-12-11,111.3
2015-12-14,110.0
2015-12-15,111.35
2015-12-16,114.05
2015-12-17,113.95
2015-12-18,113.95
2015-12-21,117.9
2015-12-22,118.8
2015-12-23,120.6
2015-12-24,121.3
2015-12-28,122.65
2015-12-29,125.8
2015-12-30,124.95
2015-12-31,120.6
