Date,LOVABLE
2015-01-01,395.35
2015-01-02,405.55
2015-01-05,407.85
2015-01-06,387.85
2015-01-07,385.9
2015-01-08,393.05
2015-01-09,388.7
2015-01-12,398.45
2015-01-13,397.3
2015-01-14,395.5
2015-01-15,395.75
2015-01-16,392.1
2015-01-19,394.3
2015-01-20,403.15
2015-01-21,397.85
2015-01-22,400.45
2015-01-23,394.45
2015-01-27,395.9
2015-01-28,401.0
2015-01-29,396.65
2015-01-30,390.45
2015-02-02,387.75
2015-02-03,384.25
2015-02-04,387.85
2015-02-05,380.85
2015-02-06,369.9
2015-02-09,363.65
2015-02-10,370.7
2015-02-11,381.35
2015-02-12,376.0
2015-02-13,376.9
2015-02-16,371.75
2015-02-18,370.75
2015-02-19,370.55
2015-02-20,372.7
2015-02-23,367.8
2015-02-24,352.95
2015-02-25,353.35
2015-02-26,352.55
2015-02-27,351.75
2015-02-28,351.8
2015-03-02,354.85
2015-03-03,369.35
2015-03-04,356.25
2015-03-05,355.1
2015-03-09,351.55
2015-03-10,352.75
2015-03-11,345.4
2015-03-12,346.1
2015-03-13,342.2
2015-03-16,328.9
2015-03-17,336.75
2015-03-18,332.65
2015-03-19,330.7
2015-03-20,321.8
2015-03-23,318.8
2015-03-24,309.0
2015-03-25,303.7
2015-03-26,302.95
2015-03-27,297.4
2015-03-30,308.75
2015-03-31,312.5
2015-04-01,331.0
2015-04-06,322.45
2015-04-07,328.95
2015-04-08,340.35
2015-04-09,349.0
2015-04-10,348.05
2015-04-13,345.2
2015-04-15,341.85
2015-04-16,328.95
2015-04-17,322.75
2015-04-20,313.05
2015-04-21,308.25
2015-04-22,314.3
2015-04-23,313.55
2015-04-24,303.85
2015-04-27,292.65
2015-04-28,296.6
2015-04-29,302.65
2015-04-30,297.55
2015-05-04,306.85
2015-05-05,306.15
2015-05-06,295.7
2015-05-07,283.45
2015-05-08,285.7
2015-05-11,290.7
2015-05-12,283.5
2015-05-13,285.85
2015-05-14,290.65
2015-05-15,293.35
2015-05-18,295.5
2015-05-19,300.9
2015-05-20,298.3
2015-05-21,296.1
2015-05-22,294.55
2015-05-25,301.7
2015-05-26,309.8
2015-05-27,311.15
2015-05-28,314.95
2015-05-29,302.45
2015-06-01,301.15
2015-06-02,286.55
2015-06-03,271.55
2015-06-04,270.9
2015-06-05,272.15
2015-06-08,269.4
2015-06-09,265.45
2015-06-10,272.9
2015-06-11,265.65
2015-06-12,259.7
2015-06-15,256.75
2015-06-16,258.8
2015-06-17,251.85
2015-06-18,254.6
2015-06-19,256.55
2015-06-22,273.85
2015-06-23,266.05
2015-06-24,260.2
2015-06-25,256.2
2015-06-26,257.1
2015-06-29,250.3
2015-06-30,257.5
2015-07-01,261.45
2015-07-02,263.5
2015-07-03,260.6
2015-07-06,264.9
2015-07-07,267.6
2015-07-08,262.25
2015-07-09,264.55
2015-07-10,263.4
2015-07-13,292.45
2015-07-14,298.1
2015-07-15,294.75
2015-07-16,291.4
2015-07-17,291.55
2015-07-20,298.65
2015-07-21,287.15
2015-07-22,288.55
2015-07-23,286.05
2015-07-24,282.65
2015-07-27,276.9
2015-07-28,276.45
2015-07-29,276.05
2015-07-30,279.9
2015-07-31,287.7
2015-08-03,314.6
2015-08-04,316.5
2015-08-05,308.4
2015-08-06,302.3
2015-08-07,296.75
2015-08-10,302.3
2015-08-11,294.25
2015-08-12,282.3
2015-08-13,281.95
2015-08-14,292.2
2015-08-17,291.1
2015-08-18,289.75
2015-08-19,292.7
2015-08-20,280.3
2015-08-21,278.8
2015-08-24,248.05
2015-08-25,242.0
2015-08-26,240.4
2015-08-27,246.8
2015-08-28,252.15
2015-08-31,250.25
2015-09-01,244.15
2015-09-02,244.8
2015-09-03,249.5
2015-09-04,254.75
2015-09-07,243.9
2015-09-08,245.7
2015-09-09,251.8
2015-09-10,250.35
2015-09-11,251.6
2015-09-14,255.4
2015-09-15,267.4
2015-09-16,268.5
2015-09-18,269.2
2015-09-21,267.1
2015-09-22,261.85
2015-09-23,261.55
2015-09-24,261.6
2015-09-28,257.75
2015-09-29,258.0
2015-09-30,262.4
2015-10-01,263.85
2015-10-05,265.85
2015-10-06,269.15
2015-10-07,274.25
2015-10-08,272.1
2015-10-09,271.3
2015-10-12,278.25
2015-10-13,283.1
2015-10-14,283.25
2015-10-15,283.5
2015-10-16,280.0
2015-10-19,280.55
2015-10-20,277.65
2015-10-21,277.4
2015-10-23,275.55
2015-10-26,269.0
2015-10-27,269.5
2015-10-28,268.25
2015-10-29,277.75
2015-10-30,264.35
2015-11-02,261.7
2015-11-03,261.25
2015-11-04,259.8
2015-11-05,255.75
2015-11-06,255.35
2015-11-09,251.5
2015-11-10,250.9
2015-11-11,253.9
2015-11-13,248.6
2015-11-16,241.8
2015-11-17,239.15
2015-11-18,235.25
2015-11-19,236.95
2015-11-20,226.6
2015-11-23,254.55
2015-11-24,245.75
2015-11-26,254.75
2015-11-27,262.3
2015-11-30,263.8
2015-12-01,264.2
2015-12-02,261.35
2015-12-03,273.75
2015-12-04,264.45
2015-12-07,267.4
2015-12-08,259.95
2015-12-09,249.15
2015-12-10,256.2
2015-12-11,253.85
2015-12-14,261.35
2015-12-15,266.05
2015-12-16,266.3
2015-12-17,264.9
2015-12-18,267.2
2015-12-21,273.7
2015-12-22,273.05
2015-12-23,274.85
2015-12-24,271.8
2015-12-28,274.05
2015-12-29,271.35
2015-12-30,268.35
2015-12-31,274.3
