Date,VIVIDHA
2015-01-01,794.45
2015-01-02,800.1
2015-01-05,770.75
2015-01-06,724.7
2015-01-07,706.0
2015-01-08,626.8
2015-01-09,605.0
2015-01-12,619.35
2015-01-13,599.5
2015-01-14,608.75
2015-01-15,604.1
2015-01-16,593.35
2015-01-19,616.9
2015-01-20,610.4
2015-01-21,600.2
2015-01-22,573.95
2015-01-23,572.6
2015-01-27,570.4
2015-01-28,566.65
2015-01-29,558.15
2015-01-30,559.15
2015-02-02,571.45
2015-02-03,577.85
2015-02-04,564.7
2015-02-05,564.9
2015-02-06,564.95
2015-02-09,553.6
2015-02-10,548.15
2015-02-11,548.65
2015-02-12,548.3
2015-02-13,547.0
2015-02-16,541.3
2015-02-18,545.05
2015-02-19,540.9
2015-02-20,540.8
2015-02-23,500.8
2015-02-24,600.95
2015-02-25,721.1
2015-02-26,731.0
2015-02-27,751.15
2015-02-28,700.75
2015-03-02,709.6
2015-03-03,708.0
2015-03-04,710.6
2015-03-05,708.55
2015-03-09,703.15
2015-03-10,704.8
2015-03-11,703.8
2015-03-12,702.2
2015-03-13,702.8
2015-03-16,713.85
2015-03-17,856.6
2015-03-18,924.2
2015-03-19,913.8
2015-03-20,910.65
2015-03-23,916.75
2015-03-24,901.85
2015-03-25,900.5
2015-03-26,897.95
2015-03-27,877.05
2015-03-30,913.15
2015-03-31,903.55
2015-04-01,1063.75
2015-04-06,1115.4
2015-04-07,1116.75
2015-04-08,1115.45
2015-04-09,1118.0
2015-04-10,1341.6
2015-04-13,1356.75
2015-04-15,1352.5
2015-04-16,1301.25
2015-04-17,1308.95
2015-04-20,1320.15
2015-04-21,1312.65
2015-04-22,1306.1
2015-04-23,1321.1
2015-04-24,1311.8
2015-04-27,1296.35
2015-04-28,1328.6
2015-04-29,1348.25
2015-04-30,1286.7
2015-05-04,1325.95
2015-05-05,1342.6
2015-05-06,1302.0
2015-05-07,1284.0
2015-05-08,1298.5
2015-05-11,1301.75
2015-05-12,1279.4
2015-05-13,1265.15
2015-05-14,1315.0
2015-05-15,1253.85
2015-05-18,1253.45
2015-05-19,1227.6
2015-05-20,1227.6
2015-05-21,1239.95
2015-05-22,1243.95
2015-05-25,1237.55
2015-05-26,1212.3
2015-05-27,1290.55
2015-05-28,140.75
2015-05-29,135.4
2015-06-01,129.15
2015-06-02,137.25
2015-06-03,135.85
2015-06-04,136.2
2015-06-05,121.7
2015-06-08,108.25
2015-06-09,99.9
2015-06-10,100.15
2015-06-11,98.2
2015-06-12,87.25
2015-06-15,69.8
2015-06-16,62.85
2015-06-17,56.6
2015-06-18,52.55
2015-06-19,49.95
2015-06-22,47.55
2015-06-23,49.9
2015-06-24,52.35
2015-06-25,54.75
2015-06-26,52.15
2015-06-29,49.55
2015-06-30,47.1
2015-07-01,44.75
2015-07-02,46.95
2015-07-03,47.2
2015-07-06,47.35
2015-07-07,46.05
2015-07-08,42.45
2015-07-09,42.35
2015-07-10,42.15
2015-07-13,44.5
2015-07-14,48.95
2015-07-15,51.1
2015-07-16,48.8
2015-07-17,48.0
2015-07-20,48.6
2015-07-21,46.65
2015-07-22,51.3
2015-07-23,48.25
2015-07-24,47.0
2015-07-27,46.75
2015-07-28,46.75
2015-07-29,47.65
2015-07-30,46.6
2015-07-31,46.6
2015-08-03,49.45
2015-08-04,54.35
2015-08-05,58.8
2015-08-06,57.35
2015-08-07,59.25
2015-08-10,57.5
2015-08-11,56.0
2015-08-12,55.95
2015-08-13,55.9
2015-08-14,67.05
2015-08-17,78.85
2015-08-18,77.35
2015-08-19,75.95
2015-08-20,73.7
2015-08-21,80.3
2015-08-24,72.05
2015-08-25,73.35
2015-08-26,70.35
2015-08-27,70.85
2015-08-28,70.8
2015-08-31,68.85
2015-09-01,65.25
2015-09-02,65.0
2015-09-03,66.1
2015-09-04,65.3
2015-09-07,64.95
2015-09-08,64.55
2015-09-09,65.25
2015-09-10,65.05
2015-09-11,65.5
2015-09-14,65.05
2015-09-15,66.25
2015-09-16,64.75
2015-09-18,64.55
2015-09-21,64.75
2015-09-22,63.35
2015-09-23,61.2
2015-09-24,62.25
2015-09-28,61.9
2015-09-29,64.1
2015-09-30,63.55
2015-10-01,62.9
2015-10-05,63.15
2015-10-06,64.15
2015-10-07,71.8
2015-10-08,71.65
2015-10-09,71.45
2015-10-12,71.75
2015-10-13,71.45
2015-10-14,71.2
2015-10-15,71.15
2015-10-16,70.15
2015-10-19,70.65
2015-10-20,71.8
2015-10-21,69.5
2015-10-23,75.15
2015-10-26,72.85
2015-10-27,72.15
2015-10-28,73.25
2015-10-29,72.75
2015-10-30,73.0
2015-11-02,73.2
2015-11-03,72.0
2015-11-04,70.25
2015-11-05,70.95
2015-11-06,70.65
2015-11-09,70.3
2015-11-10,70.5
2015-11-11,70.9
2015-11-13,70.15
2015-11-16,69.25
2015-11-17,70.8
2015-11-18,70.1
2015-11-19,70.0
2015-11-20,75.35
2015-11-23,74.7
2015-11-24,72.55
2015-11-26,70.55
2015-11-27,72.45
2015-11-30,77.2
2015-12-01,85.3
2015-12-02,83.95
2015-12-03,86.85
2015-12-04,85.5
2015-12-07,81.1
2015-12-08,81.2
2015-12-09,81.15
2015-12-10,80.4
2015-12-11,81.7
2015-12-14,81.05
2015-12-15,81.35
2015-12-16,81.1
2015-12-17,81.7
2015-12-18,81.0
2015-12-21,75.3
2015-12-22,75.3
2015-12-23,75.5
2015-12-24,73.25
2015-12-28,75.2
2015-12-29,75.2
2015-12-30,76.0
2015-12-31,74.6
