Date,SUTLEJTEX
2015-01-01,356.2
2015-01-02,372.45
2015-01-05,370.35
2015-01-06,355.25
2015-01-07,352.9
2015-01-08,355.3
2015-01-09,359.2
2015-01-12,364.75
2015-01-13,370.05
2015-01-14,368.75
2015-01-15,375.5
2015-01-16,367.7
2015-01-19,368.25
2015-01-20,371.55
2015-01-21,369.65
2015-01-22,370.3
2015-01-23,369.05
2015-01-27,364.15
2015-01-28,351.85
2015-01-29,342.0
2015-01-30,341.35
2015-02-02,342.75
2015-02-03,350.8
2015-02-04,348.05
2015-02-05,352.45
2015-02-06,338.7
2015-02-09,321.7
2015-02-10,321.6
2015-02-11,325.5
2015-02-12,330.05
2015-02-13,330.05
2015-02-16,330.45
2015-02-18,332.1
2015-02-19,332.25
2015-02-20,329.75
2015-02-23,330.75
2015-02-24,318.2
2015-02-25,322.05
2015-02-26,334.85
2015-02-27,338.2
2015-02-28,326.8
2015-03-02,329.8
2015-03-03,356.4
2015-03-04,348.55
2015-03-05,346.2
2015-03-09,345.25
2015-03-10,339.4
2015-03-11,334.55
2015-03-12,354.55
2015-03-13,337.2
2015-03-16,342.45
2015-03-17,337.05
2015-03-18,331.85
2015-03-19,332.7
2015-03-20,317.15
2015-03-23,304.5
2015-03-24,301.85
2015-03-25,305.65
2015-03-26,300.8
2015-03-27,292.85
2015-03-30,305.75
2015-03-31,312.9
2015-04-01,332.2
2015-04-06,349.3
2015-04-07,375.5
2015-04-08,370.15
2015-04-09,370.5
2015-04-10,373.15
2015-04-13,378.7
2015-04-15,387.25
2015-04-16,394.2
2015-04-17,387.7
2015-04-20,370.25
2015-04-21,366.15
2015-04-22,369.8
2015-04-23,367.6
2015-04-24,353.35
2015-04-27,338.3
2015-04-28,345.3
2015-04-29,352.85
2015-04-30,358.8
2015-05-04,371.3
2015-05-05,370.65
2015-05-06,360.2
2015-05-07,363.45
2015-05-08,362.4
2015-05-11,358.2
2015-05-12,354.8
2015-05-13,354.35
2015-05-14,357.25
2015-05-15,354.95
2015-05-18,359.4
2015-05-19,360.95
2015-05-20,364.2
2015-05-21,363.35
2015-05-22,363.5
2015-05-25,358.35
2015-05-26,359.15
2015-05-27,352.85
2015-05-28,352.85
2015-05-29,355.4
2015-06-01,355.3
2015-06-02,353.9
2015-06-03,348.15
2015-06-04,349.8
2015-06-05,353.0
2015-06-08,349.65
2015-06-09,340.55
2015-06-10,344.4
2015-06-11,354.15
2015-06-12,342.35
2015-06-15,338.3
2015-06-16,349.2
2015-06-17,356.25
2015-06-18,352.2
2015-06-19,356.35
2015-06-22,370.5
2015-06-23,405.6
2015-06-24,410.35
2015-06-25,404.25
2015-06-26,403.85
2015-06-29,405.65
2015-06-30,459.4
2015-07-01,482.35
2015-07-02,487.35
2015-07-03,477.15
2015-07-06,489.85
2015-07-07,497.2
2015-07-08,494.1
2015-07-09,494.05
2015-07-10,499.85
2015-07-13,501.25
2015-07-14,526.9
2015-07-15,528.7
2015-07-16,520.9
2015-07-17,524.4
2015-07-20,522.85
2015-07-21,502.45
2015-07-22,529.2
2015-07-23,531.25
2015-07-24,557.2
2015-07-27,546.85
2015-07-28,542.95
2015-07-29,549.8
2015-07-30,561.2
2015-07-31,534.4
2015-08-03,554.25
2015-08-04,559.4
2015-08-05,599.75
2015-08-06,587.8
2015-08-07,601.4
2015-08-10,583.65
2015-08-11,572.7
2015-08-12,532.2
2015-08-13,507.65
2015-08-14,519.0
2015-08-17,510.3
2015-08-18,530.4
2015-08-19,523.45
2015-08-20,510.6
2015-08-21,489.15
2015-08-24,436.3
2015-08-25,442.25
2015-08-26,420.25
2015-08-27,445.2
2015-08-28,478.1
2015-08-31,472.25
2015-09-01,441.1
2015-09-02,437.8
2015-09-03,431.55
2015-09-04,420.1
2015-09-07,406.95
2015-09-08,418.15
2015-09-09,430.25
2015-09-10,425.2
2015-09-11,430.15
2015-09-14,441.25
2015-09-15,429.55
2015-09-16,442.95
2015-09-18,443.7
2015-09-21,449.15
2015-09-22,435.55
2015-09-23,445.2
2015-09-24,454.7
2015-09-28,445.7
2015-09-29,424.2
2015-09-30,430.0
2015-10-01,433.8
2015-10-05,456.8
2015-10-06,458.35
2015-10-07,456.9
2015-10-08,452.75
2015-10-09,453.05
2015-10-12,449.45
2015-10-13,447.55
2015-10-14,458.4
2015-10-15,468.3
2015-10-16,475.85
2015-10-19,478.35
2015-10-20,459.55
2015-10-21,466.45
2015-10-23,460.45
2015-10-26,443.7
2015-10-27,440.0
2015-10-28,440.75
2015-10-29,430.85
2015-10-30,425.25
2015-11-02,429.4
2015-11-03,450.85
2015-11-04,460.6
2015-11-05,452.6
2015-11-06,445.05
2015-11-09,441.0
2015-11-10,437.5
2015-11-11,461.15
2015-11-13,446.1
2015-11-16,456.45
2015-11-17,463.05
2015-11-18,481.65
2015-11-19,496.75
2015-11-20,491.6
2015-11-23,511.05
2015-11-24,507.2
2015-11-26,499.25
2015-11-27,495.5
2015-11-30,497.65
2015-12-01,501.15
2015-12-02,491.75
2015-12-03,485.7
2015-12-04,493.3
2015-12-07,495.2
2015-12-08,485.6
2015-12-09,473.05
2015-12-10,478.6
2015-12-11,475.55
2015-12-14,482.2
2015-12-15,483.9
2015-12-16,485.75
2015-12-17,491.5
2015-12-18,493.1
2015-12-21,514.55
2015-12-22,508.45
2015-12-23,527.25
2015-12-24,537.95
2015-12-28,544.3
2015-12-29,542.85
2015-12-30,539.0
2015-12-31,550.0
