Date,FINCABLES
2015-01-01,262.65
2015-01-02,268.7
2015-01-05,268.65
2015-01-06,256.6
2015-01-07,256.8
2015-01-08,262.25
2015-01-09,270.45
2015-01-12,268.45
2015-01-13,272.9
2015-01-14,269.2
2015-01-15,274.35
2015-01-16,272.2
2015-01-19,268.7
2015-01-20,265.85
2015-01-21,263.95
2015-01-22,264.65
2015-01-23,260.2
2015-01-27,259.55
2015-01-28,255.55
2015-01-29,252.0
2015-01-30,253.55
2015-02-02,257.05
2015-02-03,256.5
2015-02-04,258.45
2015-02-05,255.1
2015-02-06,251.2
2015-02-09,250.15
2015-02-10,252.15
2015-02-11,248.4
2015-02-12,253.2
2015-02-13,265.55
2015-02-16,276.1
2015-02-18,274.95
2015-02-19,270.2
2015-02-20,274.1
2015-02-23,276.0
2015-02-24,276.6
2015-02-25,272.05
2015-02-26,269.7
2015-02-27,272.95
2015-02-28,267.65
2015-03-02,270.95
2015-03-03,279.15
2015-03-04,273.6
2015-03-05,279.95
2015-03-09,273.25
2015-03-10,268.25
2015-03-11,269.05
2015-03-12,268.55
2015-03-13,291.2
2015-03-16,286.8
2015-03-17,294.95
2015-03-18,292.05
2015-03-19,282.3
2015-03-20,276.65
2015-03-23,272.45
2015-03-24,269.25
2015-03-25,269.4
2015-03-26,266.15
2015-03-27,272.55
2015-03-30,280.1
2015-03-31,284.75
2015-04-01,289.6
2015-04-06,291.55
2015-04-07,286.55
2015-04-08,292.25
2015-04-09,288.45
2015-04-10,287.35
2015-04-13,285.15
2015-04-15,279.4
2015-04-16,278.0
2015-04-17,269.95
2015-04-20,267.0
2015-04-21,265.8
2015-04-22,271.6
2015-04-23,279.65
2015-04-24,273.5
2015-04-27,268.45
2015-04-28,275.3
2015-04-29,272.8
2015-04-30,269.05
2015-05-04,272.55
2015-05-05,270.2
2015-05-06,265.3
2015-05-07,261.2
2015-05-08,260.65
2015-05-11,259.45
2015-05-12,242.2
2015-05-13,247.95
2015-05-14,245.35
2015-05-15,251.25
2015-05-18,248.05
2015-05-19,247.2
2015-05-20,246.95
2015-05-21,253.5
2015-05-22,250.35
2015-05-25,252.05
2015-05-26,250.5
2015-05-27,251.1
2015-05-28,251.2
2015-05-29,248.1
2015-06-01,250.25
2015-06-02,241.2
2015-06-03,235.9
2015-06-04,237.35
2015-06-05,236.8
2015-06-08,238.6
2015-06-09,237.4
2015-06-10,233.0
2015-06-11,226.6
2015-06-12,223.45
2015-06-15,226.35
2015-06-16,229.75
2015-06-17,236.6
2015-06-18,230.95
2015-06-19,230.75
2015-06-22,232.75
2015-06-23,237.8
2015-06-24,239.25
2015-06-25,242.7
2015-06-26,246.85
2015-06-29,246.3
2015-06-30,249.55
2015-07-01,253.2
2015-07-02,257.95
2015-07-03,259.8
2015-07-06,260.4
2015-07-07,261.0
2015-07-08,256.4
2015-07-09,255.05
2015-07-10,253.1
2015-07-13,261.25
2015-07-14,259.3
2015-07-15,258.95
2015-07-16,257.1
2015-07-17,261.2
2015-07-20,264.85
2015-07-21,259.05
2015-07-22,260.25
2015-07-23,265.75
2015-07-24,265.15
2015-07-27,252.7
2015-07-28,250.45
2015-07-29,251.8
2015-07-30,253.55
2015-07-31,255.6
2015-08-03,251.6
2015-08-04,252.5
2015-08-05,254.55
2015-08-06,255.15
2015-08-07,260.7
2015-08-10,264.55
2015-08-11,266.55
2015-08-12,258.65
2015-08-13,250.8
2015-08-14,252.9
2015-08-17,250.55
2015-08-18,247.5
2015-08-19,252.7
2015-08-20,253.05
2015-08-21,248.45
2015-08-24,234.8
2015-08-25,228.75
2015-08-26,239.2
2015-08-27,244.1
2015-08-28,242.5
2015-08-31,238.7
2015-09-01,234.05
2015-09-02,239.4
2015-09-03,236.6
2015-09-04,233.8
2015-09-07,231.55
2015-09-08,234.8
2015-09-09,244.2
2015-09-10,239.15
2015-09-11,236.15
2015-09-14,237.1
2015-09-15,234.2
2015-09-16,231.8
2015-09-18,233.5
2015-09-21,231.9
2015-09-22,231.5
2015-09-23,231.65
2015-09-24,231.7
2015-09-28,232.2
2015-09-29,231.0
2015-09-30,233.4
2015-10-01,235.5
2015-10-05,236.4
2015-10-06,232.45
2015-10-07,235.65
2015-10-08,234.3
2015-10-09,236.45
2015-10-12,232.95
2015-10-13,249.45
2015-10-14,256.0
2015-10-15,255.65
2015-10-16,251.6
2015-10-19,250.8
2015-10-20,248.9
2015-10-21,247.6
2015-10-23,245.5
2015-10-26,246.25
2015-10-27,241.6
2015-10-28,243.65
2015-10-29,249.1
2015-10-30,250.75
2015-11-02,248.9
2015-11-03,249.3
2015-11-04,245.1
2015-11-05,241.75
2015-11-06,238.9
2015-11-09,240.35
2015-11-10,240.25
2015-11-11,242.7
2015-11-13,253.6
2015-11-16,258.5
2015-11-17,263.2
2015-11-18,257.2
2015-11-19,259.1
2015-11-20,265.3
2015-11-23,266.65
2015-11-24,261.85
2015-11-26,261.3
2015-11-27,255.4
2015-11-30,255.1
2015-12-01,250.75
2015-12-02,246.75
2015-12-03,251.4
2015-12-04,245.25
2015-12-07,244.1
2015-12-08,245.2
2015-12-09,245.8
2015-12-10,248.1
2015-12-11,248.15
2015-12-14,252.55
2015-12-15,253.75
2015-12-16,260.65
2015-12-17,260.75
2015-12-18,255.6
2015-12-21,255.0
2015-12-22,250.1
2015-12-23,250.8
2015-12-24,250.5
2015-12-28,252.8
2015-12-29,250.95
2015-12-30,249.6
2015-12-31,252.95
