Date,SWANENERGY
2015-01-01,55.15
2015-01-02,55.05
2015-01-05,55.15
2015-01-06,54.9
2015-01-07,55.3
2015-01-08,55.05
2015-01-09,55.25
2015-01-12,55.15
2015-01-13,55.4
2015-01-14,55.1
2015-01-15,55.1
2015-01-16,55.2
2015-01-19,55.55
2015-01-20,55.15
2015-01-21,55.1
2015-01-22,55.15
2015-01-23,55.55
2015-01-27,55.2
2015-01-28,55.05
2015-01-29,55.0
2015-01-30,55.0
2015-02-02,55.15
2015-02-03,55.0
2015-02-04,55.05
2015-02-05,54.85
2015-02-06,54.75
2015-02-09,55.0
2015-02-10,55.05
2015-02-11,55.1
2015-02-12,55.2
2015-02-13,55.1
2015-02-16,55.0
2015-02-18,55.25
2015-02-19,55.15
2015-02-20,55.15
2015-02-23,55.2
2015-02-24,55.25
2015-02-25,55.15
2015-02-26,55.1
2015-02-27,55.2
2015-02-28,55.05
2015-03-02,55.25
2015-03-03,55.0
2015-03-04,55.0
2015-03-05,54.9
2015-03-09,56.25
2015-03-10,57.9
2015-03-11,59.0
2015-03-12,61.5
2015-03-13,60.3
2015-03-16,60.15
2015-03-17,58.7
2015-03-18,58.85
2015-03-19,59.25
2015-03-20,58.6
2015-03-23,58.05
2015-03-24,58.6
2015-03-25,58.15
2015-03-26,59.45
2015-03-27,61.85
2015-03-30,62.4
2015-03-31,61.9
2015-04-01,61.95
2015-04-06,62.95
2015-04-07,61.85
2015-04-08,61.7
2015-04-09,60.95
2015-04-10,60.2
2015-04-13,60.35
2015-04-15,61.15
2015-04-16,60.75
2015-04-17,60.15
2015-04-20,59.15
2015-04-21,58.55
2015-04-22,58.25
2015-04-23,58.2
2015-04-24,59.1
2015-04-27,59.3
2015-04-28,59.55
2015-04-29,59.95
2015-04-30,60.2
2015-05-04,60.5
2015-05-05,60.8
2015-05-06,60.0
2015-05-07,58.25
2015-05-08,64.0
2015-05-11,66.15
2015-05-12,65.25
2015-05-13,63.6
2015-05-14,63.3
2015-05-15,63.9
2015-05-18,63.5
2015-05-19,63.1
2015-05-20,63.05
2015-05-21,63.4
2015-05-22,64.0
2015-05-25,63.55
2015-05-26,63.45
2015-05-27,63.25
2015-05-28,63.2
2015-05-29,62.5
2015-06-01,62.25
2015-06-02,62.9
2015-06-03,62.6
2015-06-04,60.4
2015-06-05,61.3
2015-06-08,61.1
2015-06-09,60.6
2015-06-10,60.95
2015-06-11,60.0
2015-06-12,60.05
2015-06-15,60.5
2015-06-16,60.5
2015-06-17,60.15
2015-06-18,59.65
2015-06-19,60.0
2015-06-22,60.2
2015-06-23,60.25
2015-06-24,60.0
2015-06-25,60.15
2015-06-26,64.6
2015-06-29,65.2
2015-06-30,63.65
2015-07-01,63.4
2015-07-02,64.25
2015-07-03,64.8
2015-07-06,63.65
2015-07-07,63.4
2015-07-08,62.25
2015-07-09,62.25
2015-07-10,62.05
2015-07-13,62.1
2015-07-14,62.25
2015-07-15,62.35
2015-07-16,63.0
2015-07-17,62.35
2015-07-20,62.3
2015-07-21,61.5
2015-07-22,61.55
2015-07-23,61.4
2015-07-24,61.2
2015-07-27,60.95
2015-07-28,60.3
2015-07-29,60.5
2015-07-30,61.6
2015-07-31,61.35
2015-08-03,61.55
2015-08-04,61.45
2015-08-05,61.2
2015-08-06,60.55
2015-08-07,60.25
2015-08-10,60.1
2015-08-11,60.25
2015-08-12,60.2
2015-08-13,60.2
2015-08-14,60.6
2015-08-17,60.85
2015-08-18,60.8
2015-08-19,60.55
2015-08-20,60.15
2015-08-21,60.45
2015-08-24,59.95
2015-08-25,60.05
2015-08-26,60.1
2015-08-27,60.05
2015-08-28,60.05
2015-08-31,60.65
2015-09-01,60.2
2015-09-02,60.1
2015-09-03,60.5
2015-09-04,60.15
2015-09-07,60.2
2015-09-08,60.25
2015-09-09,60.1
2015-09-10,62.15
2015-09-11,61.2
2015-09-14,60.65
2015-09-15,61.15
2015-09-16,60.45
2015-09-18,62.3
2015-09-21,65.35
2015-09-22,66.5
2015-09-23,68.6
2015-09-24,71.25
2015-09-28,73.2
2015-09-29,73.5
2015-09-30,73.15
2015-10-01,72.75
2015-10-05,73.2
2015-10-06,73.9
2015-10-07,74.5
2015-10-08,74.35
2015-10-09,72.2
2015-10-12,72.05
2015-10-13,72.25
2015-10-14,72.15
2015-10-15,73.65
2015-10-16,73.15
2015-10-19,72.75
2015-10-20,72.5
2015-10-21,72.55
2015-10-23,72.25
2015-10-26,71.55
2015-10-27,71.35
2015-10-28,71.25
2015-10-29,70.85
2015-10-30,71.1
2015-11-02,71.4
2015-11-03,70.95
2015-11-04,70.75
2015-11-05,70.2
2015-11-06,70.1
2015-11-09,70.1
2015-11-10,71.0
2015-11-11,71.9
2015-11-13,70.75
2015-11-16,70.7
2015-11-17,69.8
2015-11-18,69.5
2015-11-19,69.55
2015-11-20,66.95
2015-11-23,66.9
2015-11-24,69.9
2015-11-26,70.6
2015-11-27,69.2
2015-11-30,69.1
2015-12-01,69.05
2015-12-02,70.85
2015-12-03,70.35
2015-12-04,69.9
2015-12-07,70.25
2015-12-08,69.9
2015-12-09,69.2
2015-12-10,69.65
2015-12-11,69.9
2015-12-14,70.05
2015-12-15,69.85
2015-12-16,69.5
2015-12-17,70.3
2015-12-18,69.8
2015-12-21,69.9
2015-12-22,69.85
2015-12-23,70.05
2015-12-24,70.1
2015-12-28,69.55
2015-12-29,69.25
2015-12-30,69.15
2015-12-31,69.35
