Date,HINDUJAVEN
2015-01-01,328.05
2015-01-02,330.25
2015-01-05,328.55
2015-01-06,315.9
2015-01-07,308.85
2015-01-08,313.85
2015-01-09,311.1
2015-01-12,316.3
2015-01-13,318.15
2015-01-14,331.3
2015-01-15,326.05
2015-01-16,329.8
2015-01-19,341.15
2015-01-20,341.15
2015-01-21,344.3
2015-01-22,341.05
2015-01-23,339.25
2015-01-27,339.9
2015-01-28,339.85
2015-01-29,336.9
2015-01-30,332.85
2015-02-02,334.6
2015-02-03,326.65
2015-02-04,340.25
2015-02-05,331.35
2015-02-06,333.4
2015-02-09,331.45
2015-02-10,333.85
2015-02-11,335.95
2015-02-12,337.2
2015-02-13,340.65
2015-02-16,362.55
2015-02-18,390.75
2015-02-19,376.3
2015-02-20,364.15
2015-02-23,364.35
2015-02-24,367.6
2015-02-25,363.8
2015-02-26,364.85
2015-02-27,371.1
2015-02-28,372.85
2015-03-02,371.45
2015-03-03,384.0
2015-03-04,383.95
2015-03-05,381.55
2015-03-09,377.95
2015-03-10,368.4
2015-03-11,362.35
2015-03-12,376.8
2015-03-13,374.15
2015-03-16,381.1
2015-03-17,378.35
2015-03-18,384.7
2015-03-19,383.95
2015-03-20,375.4
2015-03-23,370.9
2015-03-24,358.05
2015-03-25,364.15
2015-03-26,367.85
2015-03-27,368.25
2015-03-30,373.3
2015-03-31,404.6
2015-04-01,415.8
2015-04-06,435.15
2015-04-07,431.9
2015-04-08,436.2
2015-04-09,441.6
2015-04-10,449.55
2015-04-13,474.75
2015-04-15,505.4
2015-04-16,504.25
2015-04-17,485.8
2015-04-20,482.25
2015-04-21,463.2
2015-04-22,460.6
2015-04-23,494.4
2015-04-24,470.8
2015-04-27,464.3
2015-04-28,455.55
2015-04-29,427.35
2015-04-30,433.8
2015-05-04,448.6
2015-05-05,451.55
2015-05-06,445.0
2015-05-07,427.2
2015-05-08,418.15
2015-05-11,420.45
2015-05-12,412.95
2015-05-13,416.6
2015-05-14,421.85
2015-05-15,430.15
2015-05-18,423.4
2015-05-19,427.1
2015-05-20,421.45
2015-05-21,427.85
2015-05-22,439.55
2015-05-25,427.35
2015-05-26,426.25
2015-05-27,424.65
2015-05-28,426.85
2015-05-29,422.1
2015-06-01,422.35
2015-06-02,414.45
2015-06-03,408.75
2015-06-04,402.8
2015-06-05,402.25
2015-06-08,399.0
2015-06-09,394.45
2015-06-10,397.65
2015-06-11,382.15
2015-06-12,385.0
2015-06-15,382.45
2015-06-16,384.7
2015-06-17,394.9
2015-06-18,394.95
2015-06-19,394.75
2015-06-22,396.85
2015-06-23,397.5
2015-06-24,388.9
2015-06-25,393.5
2015-06-26,396.1
2015-06-29,384.3
2015-06-30,382.4
2015-07-01,389.2
2015-07-02,403.15
2015-07-03,404.8
2015-07-06,401.5
2015-07-07,402.8
2015-07-08,411.85
2015-07-09,411.1
2015-07-10,406.3
2015-07-13,409.05
2015-07-14,408.75
2015-07-15,408.85
2015-07-16,441.4
2015-07-17,443.1
2015-07-20,437.75
2015-07-21,427.65
2015-07-22,420.15
2015-07-23,413.75
2015-07-24,414.35
2015-07-27,404.4
2015-07-28,414.05
2015-07-29,410.1
2015-07-30,427.2
2015-07-31,443.05
2015-08-03,449.35
2015-08-04,447.3
2015-08-05,445.55
2015-08-06,437.65
2015-08-07,433.95
2015-08-10,437.65
2015-08-11,433.05
2015-08-12,419.25
2015-08-13,413.7
2015-08-14,420.7
2015-08-17,413.4
2015-08-18,410.25
2015-08-19,408.65
2015-08-20,405.3
2015-08-21,397.85
2015-08-24,369.85
2015-08-25,375.95
2015-08-26,377.45
2015-08-27,378.05
2015-08-28,382.2
2015-08-31,379.45
2015-09-01,379.55
2015-09-02,380.4
2015-09-03,379.2
2015-09-04,371.35
2015-09-07,368.9
2015-09-08,364.6
2015-09-09,377.75
2015-09-10,372.55
2015-09-11,375.9
2015-09-14,372.45
2015-09-15,372.25
2015-09-16,374.9
2015-09-18,382.8
2015-09-21,387.05
2015-09-22,389.5
2015-09-23,388.15
2015-09-24,392.55
2015-09-28,388.25
2015-09-29,379.05
2015-09-30,377.25
2015-10-01,384.95
2015-10-05,386.5
2015-10-06,383.05
2015-10-07,383.85
2015-10-08,381.25
2015-10-09,379.6
2015-10-12,383.85
2015-10-13,387.75
2015-10-14,390.35
2015-10-15,396.0
2015-10-16,395.65
2015-10-19,392.35
2015-10-20,393.05
2015-10-21,444.25
2015-10-23,441.05
2015-10-26,413.7
2015-10-27,416.4
2015-10-28,415.1
2015-10-29,415.0
2015-10-30,412.0
2015-11-02,410.65
2015-11-03,413.15
2015-11-04,409.55
2015-11-05,410.1
2015-11-06,409.2
2015-11-09,407.7
2015-11-10,409.15
2015-11-11,418.7
2015-11-13,422.65
2015-11-16,419.3
2015-11-17,417.45
2015-11-18,413.9
2015-11-19,413.8
2015-11-20,413.1
2015-11-23,415.95
2015-11-24,424.95
2015-11-26,429.85
2015-11-27,442.45
2015-11-30,458.8
2015-12-01,460.45
2015-12-02,461.8
2015-12-03,457.75
2015-12-04,457.8
2015-12-07,460.55
2015-12-08,458.55
2015-12-09,446.7
2015-12-10,447.95
2015-12-11,440.8
2015-12-14,442.0
2015-12-15,443.95
2015-12-16,448.85
2015-12-17,451.35
2015-12-18,446.9
2015-12-21,455.4
2015-12-22,452.65
2015-12-23,451.0
2015-12-24,452.8
2015-12-28,448.35
2015-12-29,447.25
2015-12-30,445.05
2015-12-31,455.45
