Date,KCP
2015-01-01,76.9
2015-01-02,76.5
2015-01-05,73.7
2015-01-06,68.9
2015-01-07,69.8
2015-01-08,75.85
2015-01-09,73.55
2015-01-12,72.45
2015-01-13,73.3
2015-01-14,74.6
2015-01-15,80.3
2015-01-16,78.95
2015-01-19,78.7
2015-01-20,76.95
2015-01-21,78.8
2015-01-22,80.35
2015-01-23,78.95
2015-01-27,78.2
2015-01-28,75.75
2015-01-29,76.35
2015-01-30,73.65
2015-02-02,72.55
2015-02-03,73.4
2015-02-04,72.15
2015-02-05,70.55
2015-02-06,69.5
2015-02-09,67.2
2015-02-10,64.25
2015-02-11,63.9
2015-02-12,63.0
2015-02-13,61.9
2015-02-16,65.7
2015-02-18,63.95
2015-02-19,64.75
2015-02-20,70.25
2015-02-23,69.65
2015-02-24,67.4
2015-02-25,68.45
2015-02-26,66.1
2015-02-27,65.7
2015-02-28,65.55
2015-03-02,69.75
2015-03-03,69.65
2015-03-04,68.1
2015-03-05,67.55
2015-03-09,65.6
2015-03-10,63.25
2015-03-11,63.65
2015-03-12,64.0
2015-03-13,62.85
2015-03-16,62.95
2015-03-17,61.9
2015-03-18,62.0
2015-03-19,62.75
2015-03-20,60.95
2015-03-23,59.3
2015-03-24,58.3
2015-03-25,56.9
2015-03-26,55.95
2015-03-27,58.55
2015-03-30,61.15
2015-03-31,59.1
2015-04-01,62.45
2015-04-06,66.7
2015-04-07,64.95
2015-04-08,65.35
2015-04-09,66.3
2015-04-10,65.85
2015-04-13,65.75
2015-04-15,67.0
2015-04-16,64.3
2015-04-17,65.0
2015-04-20,63.65
2015-04-21,64.2
2015-04-22,63.75
2015-04-23,63.65
2015-04-24,63.65
2015-04-27,60.35
2015-04-28,60.4
2015-04-29,61.35
2015-04-30,60.95
2015-05-04,59.65
2015-05-05,63.45
2015-05-06,60.45
2015-05-07,58.35
2015-05-08,60.8
2015-05-11,61.6
2015-05-12,60.4
2015-05-13,60.5
2015-05-14,64.5
2015-05-15,64.25
2015-05-18,65.2
2015-05-19,66.6
2015-05-20,65.3
2015-05-21,65.2
2015-05-22,64.5
2015-05-25,64.45
2015-05-26,63.7
2015-05-27,64.1
2015-05-28,64.1
2015-05-29,63.35
2015-06-01,63.15
2015-06-02,62.9
2015-06-03,61.2
2015-06-04,62.85
2015-06-05,62.65
2015-06-08,60.5
2015-06-09,59.85
2015-06-10,61.5
2015-06-11,61.3
2015-06-12,59.3
2015-06-15,59.2
2015-06-16,59.35
2015-06-17,60.3
2015-06-18,61.05
2015-06-19,62.6
2015-06-22,61.45
2015-06-23,61.45
2015-06-24,60.85
2015-06-25,60.3
2015-06-26,61.15
2015-06-29,59.65
2015-06-30,60.5
2015-07-01,61.85
2015-07-02,61.05
2015-07-03,61.95
2015-07-06,66.0
2015-07-07,66.55
2015-07-08,65.35
2015-07-09,71.1
2015-07-10,69.4
2015-07-13,71.45
2015-07-14,70.15
2015-07-15,70.65
2015-07-16,69.4
2015-07-17,68.6
2015-07-20,69.1
2015-07-21,67.45
2015-07-22,69.05
2015-07-23,68.1
2015-07-24,66.95
2015-07-27,65.6
2015-07-28,68.15
2015-07-29,67.3
2015-07-30,68.1
2015-07-31,70.15
2015-08-03,70.05
2015-08-04,69.95
2015-08-05,72.9
2015-08-06,70.45
2015-08-07,70.65
2015-08-10,76.1
2015-08-11,73.0
2015-08-12,69.1
2015-08-13,76.05
2015-08-14,78.3
2015-08-17,78.25
2015-08-18,79.75
2015-08-19,78.25
2015-08-20,75.85
2015-08-21,79.65
2015-08-24,69.9
2015-08-25,70.65
2015-08-26,69.65
2015-08-27,72.7
2015-08-28,70.6
2015-08-31,70.1
2015-09-01,68.25
2015-09-02,68.85
2015-09-03,69.7
2015-09-04,67.25
2015-09-07,65.55
2015-09-08,66.3
2015-09-09,67.7
2015-09-10,67.2
2015-09-11,67.65
2015-09-14,68.85
2015-09-15,67.85
2015-09-16,69.35
2015-09-18,68.85
2015-09-21,70.7
2015-09-22,68.4
2015-09-23,69.4
2015-09-24,68.9
2015-09-28,69.7
2015-09-29,68.45
2015-09-30,69.85
2015-10-01,69.9
2015-10-05,74.3
2015-10-06,78.35
2015-10-07,85.25
2015-10-08,83.0
2015-10-09,83.55
2015-10-12,83.3
2015-10-13,89.05
2015-10-14,88.55
2015-10-15,87.95
2015-10-16,88.55
2015-10-19,93.7
2015-10-20,99.35
2015-10-21,97.45
2015-10-23,94.35
2015-10-26,92.1
2015-10-27,94.15
2015-10-28,96.45
2015-10-29,94.65
2015-10-30,92.85
2015-11-02,93.95
2015-11-03,95.4
2015-11-04,93.05
2015-11-05,90.9
2015-11-06,89.35
2015-11-09,90.3
2015-11-10,89.2
2015-11-11,91.5
2015-11-13,85.3
2015-11-16,82.65
2015-11-17,83.05
2015-11-18,81.25
2015-11-19,83.5
2015-11-20,83.8
2015-11-23,83.45
2015-11-24,83.35
2015-11-26,83.0
2015-11-27,82.55
2015-11-30,85.45
2015-12-01,85.25
2015-12-02,88.9
2015-12-03,87.85
2015-12-04,86.45
2015-12-07,84.9
2015-12-08,84.35
2015-12-09,78.1
2015-12-10,80.6
2015-12-11,83.3
2015-12-14,85.15
2015-12-15,85.0
2015-12-16,83.35
2015-12-17,88.4
2015-12-18,86.4
2015-12-21,86.4
2015-12-22,85.05
2015-12-23,82.05
2015-12-24,83.3
2015-12-28,84.4
2015-12-29,83.3
2015-12-30,82.9
2015-12-31,83.2
