Date,CENTRALBK
2015-01-01,92.8
2015-01-02,93.05
2015-01-05,95.55
2015-01-06,93.75
2015-01-07,95.25
2015-01-08,95.4
2015-01-09,97.4
2015-01-12,98.95
2015-01-13,98.1
2015-01-14,98.3
2015-01-15,100.15
2015-01-16,98.75
2015-01-19,98.6
2015-01-20,101.25
2015-01-21,103.55
2015-01-22,104.1
2015-01-23,103.9
2015-01-27,101.7
2015-01-28,101.75
2015-01-29,103.85
2015-01-30,104.85
2015-02-02,103.9
2015-02-03,106.3
2015-02-04,106.7
2015-02-05,105.9
2015-02-06,104.55
2015-02-09,103.9
2015-02-10,104.6
2015-02-11,104.8
2015-02-12,104.85
2015-02-13,107.0
2015-02-16,107.65
2015-02-18,106.15
2015-02-19,105.35
2015-02-20,106.3
2015-02-23,106.4
2015-02-24,113.2
2015-02-25,105.2
2015-02-26,101.15
2015-02-27,102.8
2015-02-28,103.25
2015-03-02,103.75
2015-03-03,105.25
2015-03-04,102.2
2015-03-05,103.2
2015-03-09,102.15
2015-03-10,102.4
2015-03-11,103.6
2015-03-12,103.65
2015-03-13,103.75
2015-03-16,102.7
2015-03-17,107.2
2015-03-18,105.8
2015-03-19,105.5
2015-03-20,103.6
2015-03-23,103.15
2015-03-24,104.25
2015-03-25,105.65
2015-03-26,107.4
2015-03-27,104.75
2015-03-30,104.85
2015-03-31,106.6
2015-04-01,106.3
2015-04-06,105.85
2015-04-07,103.9
2015-04-08,103.9
2015-04-09,107.85
2015-04-10,107.95
2015-04-13,105.6
2015-04-15,104.6
2015-04-16,105.0
2015-04-17,103.85
2015-04-20,103.2
2015-04-21,101.95
2015-04-22,105.4
2015-04-23,103.9
2015-04-24,103.4
2015-04-27,103.55
2015-04-28,103.9
2015-04-29,104.2
2015-04-30,104.6
2015-05-04,108.7
2015-05-05,111.1
2015-05-06,108.45
2015-05-07,109.45
2015-05-08,111.45
2015-05-11,111.95
2015-05-12,109.7
2015-05-13,110.1
2015-05-14,108.35
2015-05-15,108.9
2015-05-18,108.0
2015-05-19,109.4
2015-05-20,112.3
2015-05-21,112.05
2015-05-22,109.95
2015-05-25,108.9
2015-05-26,109.15
2015-05-27,107.65
2015-05-28,106.85
2015-05-29,105.9
2015-06-01,105.6
2015-06-02,103.5
2015-06-03,99.8
2015-06-04,102.45
2015-06-05,100.1
2015-06-08,98.6
2015-06-09,99.4
2015-06-10,99.35
2015-06-11,97.9
2015-06-12,99.1
2015-06-15,99.6
2015-06-16,99.6
2015-06-17,98.75
2015-06-18,98.5
2015-06-19,100.85
2015-06-22,102.15
2015-06-23,102.45
2015-06-24,104.1
2015-06-25,104.3
2015-06-26,105.1
2015-06-29,103.05
2015-06-30,102.75
2015-07-01,102.65
2015-07-02,99.9
2015-07-03,101.9
2015-07-06,103.8
2015-07-07,103.9
2015-07-08,104.25
2015-07-09,104.3
2015-07-10,104.7
2015-07-13,110.65
2015-07-14,109.05
2015-07-15,110.85
2015-07-16,109.15
2015-07-17,106.95
2015-07-20,107.5
2015-07-21,105.9
2015-07-22,105.95
2015-07-23,104.95
2015-07-24,104.95
2015-07-27,104.0
2015-07-28,103.5
2015-07-29,103.25
2015-07-30,103.3
2015-07-31,105.6
2015-08-03,106.8
2015-08-04,105.55
2015-08-05,106.7
2015-08-06,106.1
2015-08-07,106.05
2015-08-10,105.55
2015-08-11,104.4
2015-08-12,102.85
2015-08-13,103.2
2015-08-14,103.55
2015-08-17,104.7
2015-08-18,104.2
2015-08-19,105.45
2015-08-20,87.7
2015-08-21,80.7
2015-08-24,69.8
2015-08-25,62.95
2015-08-26,63.85
2015-08-27,66.5
2015-08-28,67.5
2015-08-31,67.85
2015-09-01,66.85
2015-09-02,66.95
2015-09-03,69.65
2015-09-04,69.95
2015-09-07,70.6
2015-09-08,72.7
2015-09-09,75.25
2015-09-10,75.65
2015-09-11,76.25
2015-09-14,77.4
2015-09-15,76.75
2015-09-16,77.45
2015-09-18,79.6
2015-09-21,80.85
2015-09-22,80.25
2015-09-23,81.05
2015-09-24,81.7
2015-09-28,81.1
2015-09-29,83.15
2015-09-30,83.05
2015-10-01,83.75
2015-10-05,85.0
2015-10-06,85.7
2015-10-07,85.85
2015-10-08,86.3
2015-10-09,87.55
2015-10-12,87.65
2015-10-13,87.25
2015-10-14,85.6
2015-10-15,86.5
2015-10-16,87.35
2015-10-19,87.2
2015-10-20,87.2
2015-10-21,86.4
2015-10-23,86.4
2015-10-26,85.75
2015-10-27,85.65
2015-10-28,85.1
2015-10-29,84.45
2015-10-30,83.55
2015-11-02,69.4
2015-11-03,69.95
2015-11-04,68.95
2015-11-05,68.15
2015-11-06,69.3
2015-11-09,67.55
2015-11-10,67.5
2015-11-11,67.9
2015-11-13,66.9
2015-11-16,68.25
2015-11-17,69.1
2015-11-18,68.5
2015-11-19,69.2
2015-11-20,69.9
2015-11-23,69.9
2015-11-24,69.95
2015-11-26,69.9
2015-11-27,71.55
2015-11-30,71.0
2015-12-01,70.75
2015-12-02,70.7
2015-12-03,70.45
2015-12-04,70.1
2015-12-07,71.45
2015-12-08,71.6
2015-12-09,69.5
2015-12-10,69.95
2015-12-11,69.7
2015-12-14,69.85
2015-12-15,69.65
2015-12-16,69.6
2015-12-17,69.75
2015-12-18,69.4
2015-12-21,69.3
2015-12-22,70.3
2015-12-23,69.95
2015-12-24,70.1
2015-12-28,69.9
2015-12-29,69.15
2015-12-30,70.65
2015-12-31,71.1
