Date,MADHAV
2015-01-01,42.95
2015-01-02,44.8
2015-01-05,44.05
2015-01-06,41.75
2015-01-07,43.0
2015-01-08,42.5
2015-01-09,44.2
2015-01-12,42.5
2015-01-13,43.5
2015-01-14,42.6
2015-01-15,42.35
2015-01-16,42.5
2015-01-19,43.25
2015-01-20,43.35
2015-01-21,43.05
2015-01-22,42.9
2015-01-23,42.15
2015-01-27,41.45
2015-01-28,41.15
2015-01-29,40.6
2015-01-30,41.3
2015-02-02,40.5
2015-02-03,40.8
2015-02-04,41.25
2015-02-05,40.5
2015-02-06,39.65
2015-02-09,39.75
2015-02-10,38.55
2015-02-11,40.95
2015-02-12,41.9
2015-02-13,43.9
2015-02-16,42.25
2015-02-18,45.85
2015-02-19,45.3
2015-02-20,44.1
2015-02-23,43.9
2015-02-24,44.95
2015-02-25,44.7
2015-02-26,45.35
2015-02-27,46.3
2015-02-28,46.0
2015-03-02,46.0
2015-03-03,46.2
2015-03-04,45.25
2015-03-05,44.95
2015-03-09,43.45
2015-03-10,43.2
2015-03-11,43.0
2015-03-12,42.35
2015-03-13,42.4
2015-03-16,40.6
2015-03-17,40.95
2015-03-18,40.05
2015-03-19,40.6
2015-03-20,39.85
2015-03-23,38.0
2015-03-24,37.95
2015-03-25,38.05
2015-03-26,36.05
2015-03-27,35.55
2015-03-30,35.7
2015-03-31,36.45
2015-04-01,38.65
2015-04-06,38.9
2015-04-07,39.95
2015-04-08,41.95
2015-04-09,40.7
2015-04-10,41.15
2015-04-13,41.6
2015-04-15,41.85
2015-04-16,43.0
2015-04-17,43.25
2015-04-20,42.05
2015-04-21,42.8
2015-04-22,41.05
2015-04-23,41.9
2015-04-24,40.25
2015-04-27,39.05
2015-04-28,39.15
2015-04-29,38.2
2015-04-30,38.4
2015-05-04,39.35
2015-05-05,39.0
2015-05-06,39.5
2015-05-07,39.25
2015-05-08,42.6
2015-05-11,41.7
2015-05-12,40.15
2015-05-13,40.9
2015-05-14,40.1
2015-05-15,40.75
2015-05-18,41.8
2015-05-19,41.55
2015-05-20,41.05
2015-05-21,41.75
2015-05-22,41.4
2015-05-25,44.9
2015-05-26,44.9
2015-05-27,42.95
2015-05-28,42.15
2015-05-29,42.15
2015-06-01,42.5
2015-06-02,43.0
2015-06-03,40.5
2015-06-04,39.25
2015-06-05,40.05
2015-06-08,39.6
2015-06-09,41.0
2015-06-10,41.35
2015-06-11,41.15
2015-06-12,40.45
2015-06-15,40.0
2015-06-16,39.65
2015-06-17,40.9
2015-06-18,41.7
2015-06-19,43.05
2015-06-22,43.1
2015-06-23,42.8
2015-06-24,43.2
2015-06-25,43.0
2015-06-26,42.75
2015-06-29,41.95
2015-06-30,42.0
2015-07-01,42.55
2015-07-02,42.55
2015-07-03,43.4
2015-07-06,43.95
2015-07-07,44.65
2015-07-08,43.75
2015-07-09,44.1
2015-07-10,46.05
2015-07-13,51.05
2015-07-14,53.1
2015-07-15,50.7
2015-07-16,50.85
2015-07-17,50.65
2015-07-20,49.85
2015-07-21,49.25
2015-07-22,50.7
2015-07-23,52.4
2015-07-24,52.1
2015-07-27,51.25
2015-07-28,51.9
2015-07-29,52.8
2015-07-30,54.25
2015-07-31,54.45
2015-08-03,58.95
2015-08-04,59.25
2015-08-05,58.15
2015-08-06,57.0
2015-08-07,57.7
2015-08-10,60.05
2015-08-11,59.15
2015-08-12,56.4
2015-08-13,55.3
2015-08-14,52.1
2015-08-17,52.05
2015-08-18,54.3
2015-08-19,53.35
2015-08-20,50.1
2015-08-21,49.7
2015-08-24,45.4
2015-08-25,44.8
2015-08-26,44.75
2015-08-27,46.0
2015-08-28,45.6
2015-08-31,43.65
2015-09-01,42.9
2015-09-02,44.05
2015-09-03,45.1
2015-09-04,41.9
2015-09-07,41.35
2015-09-08,41.2
2015-09-09,43.85
2015-09-10,44.65
2015-09-11,44.0
2015-09-14,43.55
2015-09-15,43.0
2015-09-16,43.25
2015-09-18,43.85
2015-09-21,43.95
2015-09-22,44.5
2015-09-23,44.05
2015-09-24,43.6
2015-09-28,44.0
2015-09-29,45.5
2015-09-30,45.6
2015-10-01,46.25
2015-10-05,45.65
2015-10-06,45.35
2015-10-07,46.75
2015-10-08,46.45
2015-10-09,46.5
2015-10-12,47.55
2015-10-13,48.3
2015-10-14,46.3
2015-10-15,48.0
2015-10-16,47.95
2015-10-19,50.8
2015-10-20,54.7
2015-10-21,55.45
2015-10-23,52.6
2015-10-26,53.55
2015-10-27,51.95
2015-10-28,50.65
2015-10-29,50.45
2015-10-30,48.5
2015-11-02,47.65
2015-11-03,48.85
2015-11-04,48.75
2015-11-05,48.15
2015-11-06,48.25
2015-11-09,48.6
2015-11-10,48.0
2015-11-11,49.45
2015-11-13,49.1
2015-11-16,48.0
2015-11-17,47.35
2015-11-18,48.5
2015-11-19,48.7
2015-11-20,49.35
2015-11-23,59.2
2015-11-24,66.5
2015-11-26,68.15
2015-11-27,64.55
2015-11-30,65.25
2015-12-01,64.2
2015-12-02,70.15
2015-12-03,77.15
2015-12-04,79.0
2015-12-07,81.7
2015-12-08,77.65
2015-12-09,73.8
2015-12-10,70.85
2015-12-11,72.5
2015-12-14,69.25
2015-12-15,69.25
2015-12-16,70.05
2015-12-17,73.55
2015-12-18,77.2
2015-12-21,81.05
2015-12-22,77.95
2015-12-23,77.65
2015-12-24,77.05
2015-12-28,76.9
2015-12-29,73.95
2015-12-30,73.35
2015-12-31,73.6
