Date,ASAHIINDIA
2015-01-01,122.7
2015-01-02,119.75
2015-01-05,118.6
2015-01-06,114.9
2015-01-07,113.65
2015-01-08,117.1
2015-01-09,116.8
2015-01-12,117.5
2015-01-13,116.9
2015-01-14,121.15
2015-01-15,129.15
2015-01-16,134.5
2015-01-19,132.4
2015-01-20,130.7
2015-01-21,129.0
2015-01-22,129.5
2015-01-23,132.55
2015-01-27,139.15
2015-01-28,136.6
2015-01-29,133.55
2015-01-30,132.75
2015-02-02,138.85
2015-02-03,145.3
2015-02-04,145.45
2015-02-05,143.1
2015-02-06,136.45
2015-02-09,134.8
2015-02-10,137.5
2015-02-11,143.65
2015-02-12,148.8
2015-02-13,142.7
2015-02-16,144.0
2015-02-18,140.3
2015-02-19,139.35
2015-02-20,135.15
2015-02-23,133.7
2015-02-24,134.75
2015-02-25,135.05
2015-02-26,131.0
2015-02-27,134.75
2015-02-28,137.2
2015-03-02,137.15
2015-03-03,137.05
2015-03-04,140.3
2015-03-05,142.0
2015-03-09,141.7
2015-03-10,145.85
2015-03-11,148.45
2015-03-12,154.05
2015-03-13,152.7
2015-03-16,155.75
2015-03-17,150.55
2015-03-18,145.6
2015-03-19,143.45
2015-03-20,138.7
2015-03-23,138.05
2015-03-24,140.1
2015-03-25,136.6
2015-03-26,136.4
2015-03-27,136.5
2015-03-30,145.9
2015-03-31,144.95
2015-04-01,142.45
2015-04-06,138.8
2015-04-07,137.9
2015-04-08,139.1
2015-04-09,137.85
2015-04-10,142.4
2015-04-13,141.95
2015-04-15,140.1
2015-04-16,139.35
2015-04-17,137.85
2015-04-20,134.4
2015-04-21,135.4
2015-04-22,130.2
2015-04-23,127.0
2015-04-24,124.7
2015-04-27,126.6
2015-04-28,130.7
2015-04-29,131.0
2015-04-30,131.9
2015-05-04,135.85
2015-05-05,137.2
2015-05-06,131.15
2015-05-07,126.55
2015-05-08,129.2
2015-05-11,131.3
2015-05-12,130.55
2015-05-13,142.55
2015-05-14,143.85
2015-05-15,143.8
2015-05-18,146.3
2015-05-19,146.2
2015-05-20,148.4
2015-05-21,146.7
2015-05-22,152.6
2015-05-25,152.8
2015-05-26,158.0
2015-05-27,152.7
2015-05-28,151.6
2015-05-29,167.95
2015-06-01,164.4
2015-06-02,153.2
2015-06-03,150.3
2015-06-04,158.05
2015-06-05,155.2
2015-06-08,151.4
2015-06-09,151.7
2015-06-10,159.25
2015-06-11,157.0
2015-06-12,155.45
2015-06-15,155.7
2015-06-16,154.85
2015-06-17,155.7
2015-06-18,154.5
2015-06-19,154.1
2015-06-22,153.95
2015-06-23,156.7
2015-06-24,154.8
2015-06-25,152.25
2015-06-26,152.15
2015-06-29,146.85
2015-06-30,148.1
2015-07-01,149.1
2015-07-02,150.95
2015-07-03,149.1
2015-07-06,148.6
2015-07-07,148.6
2015-07-08,144.3
2015-07-09,142.4
2015-07-10,148.75
2015-07-13,145.6
2015-07-14,150.8
2015-07-15,149.65
2015-07-16,160.5
2015-07-17,166.35
2015-07-20,164.15
2015-07-21,161.55
2015-07-22,167.35
2015-07-23,165.9
2015-07-24,164.0
2015-07-27,163.35
2015-07-28,169.95
2015-07-29,169.4
2015-07-30,171.6
2015-07-31,170.05
2015-08-03,173.85
2015-08-04,177.1
2015-08-05,168.5
2015-08-06,170.2
2015-08-07,168.7
2015-08-10,167.15
2015-08-11,160.9
2015-08-12,160.0
2015-08-13,159.1
2015-08-14,158.75
2015-08-17,161.0
2015-08-18,158.9
2015-08-19,158.9
2015-08-20,154.2
2015-08-21,154.55
2015-08-24,148.1
2015-08-25,144.2
2015-08-26,144.45
2015-08-27,150.1
2015-08-28,152.05
2015-08-31,150.6
2015-09-01,147.6
2015-09-02,145.65
2015-09-03,145.2
2015-09-04,143.0
2015-09-07,134.75
2015-09-08,137.0
2015-09-09,139.55
2015-09-10,136.95
2015-09-11,136.8
2015-09-14,139.9
2015-09-15,143.6
2015-09-16,143.95
2015-09-18,145.6
2015-09-21,144.75
2015-09-22,144.0
2015-09-23,143.55
2015-09-24,142.6
2015-09-28,143.8
2015-09-29,141.95
2015-09-30,143.05
2015-10-01,147.0
2015-10-05,154.55
2015-10-06,151.25
2015-10-07,153.45
2015-10-08,153.05
2015-10-09,153.05
2015-10-12,152.95
2015-10-13,158.6
2015-10-14,157.3
2015-10-15,158.65
2015-10-16,155.5
2015-10-19,159.95
2015-10-20,158.45
2015-10-21,158.8
2015-10-23,163.45
2015-10-26,163.35
2015-10-27,163.5
2015-10-28,163.85
2015-10-29,164.65
2015-10-30,162.6
2015-11-02,158.0
2015-11-03,159.85
2015-11-04,157.85
2015-11-05,151.95
2015-11-06,147.85
2015-11-09,152.9
2015-11-10,147.25
2015-11-11,148.55
2015-11-13,147.55
2015-11-16,147.35
2015-11-17,148.0
2015-11-18,147.65
2015-11-19,151.7
2015-11-20,153.45
2015-11-23,152.15
2015-11-24,157.65
2015-11-26,159.2
2015-11-27,158.0
2015-11-30,154.05
2015-12-01,151.65
2015-12-02,155.2
2015-12-03,149.85
2015-12-04,147.45
2015-12-07,148.65
2015-12-08,148.95
2015-12-09,145.95
2015-12-10,151.45
2015-12-11,150.05
2015-12-14,156.5
2015-12-15,159.85
2015-12-16,158.15
2015-12-17,163.45
2015-12-18,162.3
2015-12-21,165.75
2015-12-22,162.7
2015-12-23,162.45
2015-12-24,162.85
2015-12-28,160.8
2015-12-29,160.4
2015-12-30,162.5
2015-12-31,162.8
