Date,MOTILALOFS
2015-01-01,247.25
2015-01-02,252.15
2015-01-05,268.3
2015-01-06,261.45
2015-01-07,260.05
2015-01-08,263.9
2015-01-09,269.6
2015-01-12,277.15
2015-01-13,280.25
2015-01-14,278.2
2015-01-15,286.8
2015-01-16,284.7
2015-01-19,282.8
2015-01-20,293.65
2015-01-21,296.8
2015-01-22,299.75
2015-01-23,302.35
2015-01-27,313.95
2015-01-28,322.15
2015-01-29,333.85
2015-01-30,320.55
2015-02-02,326.45
2015-02-03,306.8
2015-02-04,311.5
2015-02-05,297.85
2015-02-06,298.95
2015-02-09,299.3
2015-02-10,302.25
2015-02-11,305.0
2015-02-12,304.45
2015-02-13,305.85
2015-02-16,310.65
2015-02-18,306.95
2015-02-19,301.35
2015-02-20,310.1
2015-02-23,305.1
2015-02-24,298.6
2015-02-25,292.65
2015-02-26,294.7
2015-02-27,292.95
2015-02-28,297.15
2015-03-02,293.15
2015-03-03,296.1
2015-03-04,299.2
2015-03-05,295.7
2015-03-09,295.25
2015-03-10,295.15
2015-03-11,286.85
2015-03-12,285.75
2015-03-13,283.6
2015-03-16,284.0
2015-03-17,282.8
2015-03-18,281.65
2015-03-19,287.65
2015-03-20,288.9
2015-03-23,287.15
2015-03-24,307.25
2015-03-25,296.7
2015-03-26,281.8
2015-03-27,273.7
2015-03-30,281.0
2015-03-31,283.3
2015-04-01,299.5
2015-04-06,310.9
2015-04-07,315.25
2015-04-08,313.75
2015-04-09,314.2
2015-04-10,316.9
2015-04-13,312.45
2015-04-15,307.75
2015-04-16,309.2
2015-04-17,305.8
2015-04-20,300.75
2015-04-21,296.2
2015-04-22,296.0
2015-04-23,294.0
2015-04-24,265.0
2015-04-27,276.8
2015-04-28,282.25
2015-04-29,290.0
2015-04-30,299.6
2015-05-04,295.2
2015-05-05,292.25
2015-05-06,285.35
2015-05-07,287.75
2015-05-08,293.05
2015-05-11,295.1
2015-05-12,295.1
2015-05-13,294.55
2015-05-14,299.95
2015-05-15,311.45
2015-05-18,311.85
2015-05-19,306.2
2015-05-20,310.65
2015-05-21,311.1
2015-05-22,307.0
2015-05-25,298.95
2015-05-26,289.45
2015-05-27,290.35
2015-05-28,292.9
2015-05-29,322.4
2015-06-01,306.4
2015-06-02,297.35
2015-06-03,292.0
2015-06-04,294.0
2015-06-05,291.8
2015-06-08,292.85
2015-06-09,288.15
2015-06-10,292.75
2015-06-11,287.35
2015-06-12,284.8
2015-06-15,290.1
2015-06-16,289.3
2015-06-17,294.45
2015-06-18,293.55
2015-06-19,294.45
2015-06-22,296.4
2015-06-23,298.0
2015-06-24,301.45
2015-06-25,307.7
2015-06-26,306.9
2015-06-29,296.15
2015-06-30,300.15
2015-07-01,308.45
2015-07-02,314.25
2015-07-03,319.7
2015-07-06,320.9
2015-07-07,318.0
2015-07-08,311.75
2015-07-09,311.55
2015-07-10,318.45
2015-07-13,316.45
2015-07-14,330.95
2015-07-15,329.05
2015-07-16,330.5
2015-07-17,337.35
2015-07-20,344.2
2015-07-21,335.1
2015-07-22,342.0
2015-07-23,344.35
2015-07-24,341.4
2015-07-27,339.85
2015-07-28,338.05
2015-07-29,346.85
2015-07-30,343.3
2015-07-31,355.5
2015-08-03,359.65
2015-08-04,353.65
2015-08-05,349.55
2015-08-06,347.3
2015-08-07,349.9
2015-08-10,338.25
2015-08-11,332.55
2015-08-12,325.9
2015-08-13,324.35
2015-08-14,328.85
2015-08-17,323.2
2015-08-18,327.85
2015-08-19,323.95
2015-08-20,316.3
2015-08-21,315.2
2015-08-24,296.55
2015-08-25,296.35
2015-08-26,295.35
2015-08-27,306.15
2015-08-28,314.0
2015-08-31,328.4
2015-09-01,304.0
2015-09-02,298.95
2015-09-03,304.55
2015-09-04,299.7
2015-09-07,284.4
2015-09-08,288.05
2015-09-09,286.05
2015-09-10,291.0
2015-09-11,300.0
2015-09-14,294.0
2015-09-15,294.05
2015-09-16,304.35
2015-09-18,304.7
2015-09-21,304.4
2015-09-22,293.3
2015-09-23,291.6
2015-09-24,306.4
2015-09-28,300.1
2015-09-29,295.15
2015-09-30,293.15
2015-10-01,287.45
2015-10-05,284.55
2015-10-06,290.2
2015-10-07,286.3
2015-10-08,280.1
2015-10-09,275.8
2015-10-12,283.3
2015-10-13,287.85
2015-10-14,286.65
2015-10-15,292.75
2015-10-16,286.45
2015-10-19,288.4
2015-10-20,327.0
2015-10-21,330.35
2015-10-23,335.0
2015-10-26,331.85
2015-10-27,327.3
2015-10-28,327.6
2015-10-29,327.3
2015-10-30,332.55
2015-11-02,335.35
2015-11-03,343.85
2015-11-04,340.65
2015-11-05,339.85
2015-11-06,339.65
2015-11-09,341.05
2015-11-10,341.6
2015-11-11,346.25
2015-11-13,343.65
2015-11-16,341.15
2015-11-17,338.4
2015-11-18,334.15
2015-11-19,339.05
2015-11-20,339.0
2015-11-23,347.25
2015-11-24,343.25
2015-11-26,336.15
2015-11-27,333.15
2015-11-30,338.85
2015-12-01,345.2
2015-12-02,350.05
2015-12-03,346.0
2015-12-04,345.5
2015-12-07,340.15
2015-12-08,338.25
2015-12-09,337.95
2015-12-10,339.85
2015-12-11,336.95
2015-12-14,334.65
2015-12-15,338.0
2015-12-16,332.6
2015-12-17,323.8
2015-12-18,324.3
2015-12-21,329.9
2015-12-22,331.9
2015-12-23,330.15
2015-12-24,329.45
2015-12-28,330.25
2015-12-29,330.1
2015-12-30,331.0
2015-12-31,334.35
