Date,JKIL
2015-01-01,531.35
2015-01-02,518.45
2015-01-05,500.8
2015-01-06,468.3
2015-01-07,468.65
2015-01-08,488.6
2015-01-09,495.0
2015-01-12,498.6
2015-01-13,487.4
2015-01-14,491.05
2015-01-15,474.3
2015-01-16,475.0
2015-01-19,478.65
2015-01-20,483.25
2015-01-21,480.05
2015-01-22,479.55
2015-01-23,479.4
2015-01-27,472.15
2015-01-28,471.9
2015-01-29,478.8
2015-01-30,480.4
2015-02-02,483.85
2015-02-03,497.75
2015-02-04,506.4
2015-02-05,534.25
2015-02-06,535.85
2015-02-09,529.15
2015-02-10,535.9
2015-02-11,550.1
2015-02-12,566.95
2015-02-13,558.85
2015-02-16,546.4
2015-02-18,546.55
2015-02-19,529.2
2015-02-20,521.95
2015-02-23,553.4
2015-02-24,530.4
2015-02-25,533.45
2015-02-26,532.15
2015-02-27,538.3
2015-02-28,560.15
2015-03-02,627.35
2015-03-03,670.05
2015-03-04,664.05
2015-03-05,668.85
2015-03-09,666.8
2015-03-10,665.15
2015-03-11,656.95
2015-03-12,666.95
2015-03-13,660.3
2015-03-16,662.1
2015-03-17,658.35
2015-03-18,643.9
2015-03-19,639.55
2015-03-20,651.25
2015-03-23,618.8
2015-03-24,630.55
2015-03-25,641.95
2015-03-26,645.95
2015-03-27,646.7
2015-03-30,656.0
2015-03-31,683.05
2015-04-01,705.45
2015-04-06,711.55
2015-04-07,710.15
2015-04-08,709.05
2015-04-09,722.7
2015-04-10,726.6
2015-04-13,724.5
2015-04-15,693.1
2015-04-16,689.2
2015-04-17,685.15
2015-04-20,664.5
2015-04-21,659.65
2015-04-22,664.45
2015-04-23,663.2
2015-04-24,655.65
2015-04-27,639.2
2015-04-28,625.25
2015-04-29,610.0
2015-04-30,596.4
2015-05-04,598.5
2015-05-05,600.15
2015-05-06,599.3
2015-05-07,604.75
2015-05-08,618.15
2015-05-11,621.6
2015-05-12,618.15
2015-05-13,614.15
2015-05-14,615.85
2015-05-15,618.0
2015-05-18,612.05
2015-05-19,635.95
2015-05-20,638.1
2015-05-21,623.35
2015-05-22,651.2
2015-05-25,659.65
2015-05-26,641.15
2015-05-27,643.85
2015-05-28,661.75
2015-05-29,694.95
2015-06-01,688.0
2015-06-02,693.7
2015-06-03,651.0
2015-06-04,631.2
2015-06-05,623.7
2015-06-08,622.45
2015-06-09,621.25
2015-06-10,610.25
2015-06-11,604.25
2015-06-12,600.85
2015-06-15,594.9
2015-06-16,590.7
2015-06-17,588.95
2015-06-18,596.15
2015-06-19,591.45
2015-06-22,621.05
2015-06-23,651.15
2015-06-24,668.3
2015-06-25,678.8
2015-06-26,675.95
2015-06-29,693.55
2015-06-30,704.3
2015-07-01,712.25
2015-07-02,738.35
2015-07-03,744.15
2015-07-06,749.35
2015-07-07,755.05
2015-07-08,766.2
2015-07-09,786.3
2015-07-10,789.65
2015-07-13,803.85
2015-07-14,828.25
2015-07-15,828.35
2015-07-16,816.7
2015-07-17,809.35
2015-07-20,794.95
2015-07-21,762.9
2015-07-22,754.8
2015-07-23,764.3
2015-07-24,758.85
2015-07-27,755.3
2015-07-28,749.05
2015-07-29,725.05
2015-07-30,734.35
2015-07-31,741.5
2015-08-03,747.15
2015-08-04,748.8
2015-08-05,743.2
2015-08-06,750.2
2015-08-07,765.4
2015-08-10,781.15
2015-08-11,789.5
2015-08-12,764.65
2015-08-13,767.55
2015-08-14,762.5
2015-08-17,772.95
2015-08-18,754.7
2015-08-19,774.55
2015-08-20,774.45
2015-08-21,772.65
2015-08-24,735.6
2015-08-25,737.75
2015-08-26,766.35
2015-08-27,784.05
2015-08-28,802.7
2015-08-31,789.15
2015-09-01,787.85
2015-09-02,788.0
2015-09-03,790.2
2015-09-04,763.15
2015-09-07,719.2
2015-09-08,693.6
2015-09-09,683.0
2015-09-10,715.95
2015-09-11,744.95
2015-09-14,740.25
2015-09-15,736.55
2015-09-16,746.05
2015-09-18,761.3
2015-09-21,788.0
2015-09-22,770.95
2015-09-23,773.4
2015-09-24,763.6
2015-09-28,773.35
2015-09-29,760.1
2015-09-30,791.3
2015-10-01,795.6
2015-10-05,838.65
2015-10-06,793.7
2015-10-07,787.55
2015-10-08,783.55
2015-10-09,761.5
2015-10-12,735.25
2015-10-13,736.9
2015-10-14,738.85
2015-10-15,756.8
2015-10-16,764.7
2015-10-19,762.5
2015-10-20,758.55
2015-10-21,746.45
2015-10-23,769.05
2015-10-26,779.9
2015-10-27,761.85
2015-10-28,746.05
2015-10-29,747.45
2015-10-30,761.05
2015-11-02,757.1
2015-11-03,757.7
2015-11-04,758.25
2015-11-05,748.45
2015-11-06,736.65
2015-11-09,723.25
2015-11-10,724.05
2015-11-11,742.85
2015-11-13,724.25
2015-11-16,716.4
2015-11-17,727.95
2015-11-18,740.05
2015-11-19,739.95
2015-11-20,740.0
2015-11-23,747.3
2015-11-24,742.2
2015-11-26,741.6
2015-11-27,742.25
2015-11-30,746.75
2015-12-01,747.05
2015-12-02,744.65
2015-12-03,747.45
2015-12-04,751.0
2015-12-07,757.75
2015-12-08,757.95
2015-12-09,736.55
2015-12-10,369.4
2015-12-11,357.85
2015-12-14,343.55
2015-12-15,352.05
2015-12-16,358.75
2015-12-17,360.05
2015-12-18,347.15
2015-12-21,361.85
2015-12-22,359.9
2015-12-23,353.65
2015-12-24,391.05
2015-12-28,378.9
2015-12-29,374.85
2015-12-30,373.45
2015-12-31,372.2
