Date,MHRIL
2015-01-01,256.7
2015-01-02,258.45
2015-01-05,269.6
2015-01-06,261.0
2015-01-07,256.9
2015-01-08,262.8
2015-01-09,268.3
2015-01-12,265.0
2015-01-13,262.35
2015-01-14,261.2
2015-01-15,264.35
2015-01-16,262.45
2015-01-19,266.1
2015-01-20,272.55
2015-01-21,270.45
2015-01-22,270.25
2015-01-23,271.4
2015-01-27,266.8
2015-01-28,263.1
2015-01-29,262.8
2015-01-30,261.35
2015-02-02,262.95
2015-02-03,263.5
2015-02-04,268.15
2015-02-05,263.65
2015-02-06,258.1
2015-02-09,258.7
2015-02-10,256.95
2015-02-11,261.65
2015-02-12,265.0
2015-02-13,263.05
2015-02-16,262.7
2015-02-18,261.45
2015-02-19,256.9
2015-02-20,257.45
2015-02-23,258.15
2015-02-24,258.75
2015-02-25,260.0
2015-02-26,255.4
2015-02-27,257.95
2015-02-28,256.75
2015-03-02,261.1
2015-03-03,261.95
2015-03-04,268.5
2015-03-05,274.0
2015-03-09,270.7
2015-03-10,266.65
2015-03-11,260.6
2015-03-12,265.2
2015-03-13,264.9
2015-03-16,267.75
2015-03-17,271.75
2015-03-18,268.25
2015-03-19,270.7
2015-03-20,262.6
2015-03-23,259.9
2015-03-24,260.2
2015-03-25,259.6
2015-03-26,257.2
2015-03-27,253.4
2015-03-30,254.05
2015-03-31,257.8
2015-04-01,270.0
2015-04-06,268.95
2015-04-07,269.3
2015-04-08,286.8
2015-04-09,286.35
2015-04-10,282.9
2015-04-13,282.65
2015-04-15,273.95
2015-04-16,272.1
2015-04-17,264.55
2015-04-20,262.1
2015-04-21,259.75
2015-04-22,260.0
2015-04-23,260.0
2015-04-24,259.25
2015-04-27,251.8
2015-04-28,254.15
2015-04-29,252.4
2015-04-30,257.6
2015-05-04,261.6
2015-05-05,259.7
2015-05-06,251.65
2015-05-07,249.8
2015-05-08,250.0
2015-05-11,249.55
2015-05-12,248.95
2015-05-13,248.85
2015-05-14,248.0
2015-05-15,250.3
2015-05-18,251.8
2015-05-19,245.9
2015-05-20,247.35
2015-05-21,247.75
2015-05-22,247.1
2015-05-25,247.85
2015-05-26,250.9
2015-05-27,247.2
2015-05-28,244.5
2015-05-29,247.7
2015-06-01,247.1
2015-06-02,243.05
2015-06-03,235.65
2015-06-04,238.1
2015-06-05,239.25
2015-06-08,238.0
2015-06-09,235.65
2015-06-10,240.1
2015-06-11,240.95
2015-06-12,238.0
2015-06-15,238.0
2015-06-16,240.35
2015-06-17,241.5
2015-06-18,241.05
2015-06-19,242.15
2015-06-22,242.65
2015-06-23,243.3
2015-06-24,244.5
2015-06-25,243.6
2015-06-26,253.95
2015-06-29,244.5
2015-06-30,243.05
2015-07-01,245.95
2015-07-02,247.05
2015-07-03,245.4
2015-07-06,248.65
2015-07-07,280.4
2015-07-08,277.5
2015-07-09,271.15
2015-07-10,281.15
2015-07-13,277.9
2015-07-14,291.6
2015-07-15,286.3
2015-07-16,278.95
2015-07-17,285.75
2015-07-20,280.35
2015-07-21,278.25
2015-07-22,285.95
2015-07-23,285.0
2015-07-24,283.75
2015-07-27,280.2
2015-07-28,287.9
2015-07-29,286.65
2015-07-30,290.1
2015-07-31,287.35
2015-08-03,315.2
2015-08-04,325.05
2015-08-05,316.55
2015-08-06,321.9
2015-08-07,320.05
2015-08-10,321.6
2015-08-11,321.65
2015-08-12,302.6
2015-08-13,299.25
2015-08-14,311.15
2015-08-17,320.65
2015-08-18,320.0
2015-08-19,324.8
2015-08-20,314.6
2015-08-21,322.75
2015-08-24,286.25
2015-08-25,293.85
2015-08-26,282.3
2015-08-27,293.3
2015-08-28,293.0
2015-08-31,300.6
2015-09-01,294.55
2015-09-02,294.85
2015-09-03,298.9
2015-09-04,289.2
2015-09-07,286.7
2015-09-08,289.05
2015-09-09,291.45
2015-09-10,290.7
2015-09-11,294.25
2015-09-14,296.25
2015-09-15,291.3
2015-09-16,290.25
2015-09-18,297.1
2015-09-21,303.35
2015-09-22,299.8
2015-09-23,299.6
2015-09-24,306.6
2015-09-28,300.0
2015-09-29,293.65
2015-09-30,300.25
2015-10-01,299.65
2015-10-05,319.7
2015-10-06,323.2
2015-10-07,319.85
2015-10-08,316.65
2015-10-09,330.8
2015-10-12,337.95
2015-10-13,352.5
2015-10-14,394.5
2015-10-15,419.7
2015-10-16,395.95
2015-10-19,396.8
2015-10-20,392.9
2015-10-21,410.8
2015-10-23,397.9
2015-10-26,395.45
2015-10-27,408.6
2015-10-28,394.45
2015-10-29,385.0
2015-10-30,390.5
2015-11-02,370.1
2015-11-03,360.4
2015-11-04,362.25
2015-11-05,358.25
2015-11-06,360.3
2015-11-09,358.55
2015-11-10,360.8
2015-11-11,377.75
2015-11-13,379.7
2015-11-16,388.85
2015-11-17,395.5
2015-11-18,400.0
2015-11-19,401.5
2015-11-20,414.6
2015-11-23,414.7
2015-11-24,412.45
2015-11-26,412.65
2015-11-27,412.75
2015-11-30,431.6
2015-12-01,422.25
2015-12-02,418.2
2015-12-03,423.4
2015-12-04,415.1
2015-12-07,403.25
2015-12-08,403.15
2015-12-09,397.5
2015-12-10,395.2
2015-12-11,395.95
2015-12-14,394.55
2015-12-15,411.55
2015-12-16,418.55
2015-12-17,426.2
2015-12-18,420.7
2015-12-21,423.2
2015-12-22,425.55
2015-12-23,451.95
2015-12-24,454.1
2015-12-28,440.5
2015-12-29,438.9
2015-12-30,439.8
2015-12-31,456.8
