Date,CGPOWER
2015-01-01,186.55
2015-01-02,186.6
2015-01-05,187.55
2015-01-06,179.0
2015-01-07,179.15
2015-01-08,184.85
2015-01-09,190.5
2015-01-12,190.1
2015-01-13,187.25
2015-01-14,185.05
2015-01-15,188.5
2015-01-16,189.5
2015-01-19,189.6
2015-01-20,193.0
2015-01-21,195.0
2015-01-22,194.3
2015-01-23,193.8
2015-01-27,192.55
2015-01-28,189.8
2015-01-29,187.9
2015-01-30,189.55
2015-02-02,184.35
2015-02-03,178.8
2015-02-04,167.95
2015-02-05,161.75
2015-02-06,159.0
2015-02-09,162.55
2015-02-10,162.65
2015-02-11,169.5
2015-02-12,169.85
2015-02-13,174.35
2015-02-16,171.8
2015-02-18,174.55
2015-02-19,179.3
2015-02-20,180.25
2015-02-23,176.4
2015-02-24,174.7
2015-02-25,174.2
2015-02-26,174.35
2015-02-27,180.3
2015-02-28,176.85
2015-03-02,179.85
2015-03-03,181.25
2015-03-04,180.4
2015-03-05,181.0
2015-03-09,174.9
2015-03-10,176.6
2015-03-11,175.55
2015-03-12,179.3
2015-03-13,171.3
2015-03-16,170.4
2015-03-17,174.25
2015-03-18,171.9
2015-03-19,171.3
2015-03-20,164.5
2015-03-23,163.95
2015-03-24,165.0
2015-03-25,163.25
2015-03-26,165.15
2015-03-27,164.3
2015-03-30,168.8
2015-03-31,166.0
2015-04-01,166.1
2015-04-06,166.95
2015-04-07,168.4
2015-04-08,175.3
2015-04-09,175.6
2015-04-10,176.05
2015-04-13,176.5
2015-04-15,175.65
2015-04-16,173.9
2015-04-17,173.2
2015-04-20,172.55
2015-04-21,165.6
2015-04-22,166.75
2015-04-23,168.55
2015-04-24,164.15
2015-04-27,165.3
2015-04-28,167.35
2015-04-29,169.05
2015-04-30,168.7
2015-05-04,170.0
2015-05-05,170.7
2015-05-06,165.7
2015-05-07,161.35
2015-05-08,165.65
2015-05-11,170.3
2015-05-12,164.85
2015-05-13,173.05
2015-05-14,172.9
2015-05-15,170.85
2015-05-18,174.95
2015-05-19,172.95
2015-05-20,170.2
2015-05-21,167.7
2015-05-22,169.85
2015-05-25,173.05
2015-05-26,173.5
2015-05-27,167.85
2015-05-28,165.75
2015-05-29,168.15
2015-06-01,169.35
2015-06-02,167.05
2015-06-03,161.55
2015-06-04,163.5
2015-06-05,163.65
2015-06-08,164.55
2015-06-09,161.25
2015-06-10,164.65
2015-06-11,159.15
2015-06-12,160.2
2015-06-15,158.75
2015-06-16,161.45
2015-06-17,161.0
2015-06-18,162.45
2015-06-19,163.95
2015-06-22,164.55
2015-06-23,168.1
2015-06-24,162.3
2015-06-25,166.4
2015-06-26,165.35
2015-06-29,162.05
2015-06-30,162.5
2015-07-01,162.8
2015-07-02,168.1
2015-07-03,165.55
2015-07-06,173.6
2015-07-07,176.4
2015-07-08,178.25
2015-07-09,180.95
2015-07-10,186.55
2015-07-13,190.45
2015-07-14,190.5
2015-07-15,189.2
2015-07-16,192.9
2015-07-17,198.05
2015-07-20,196.6
2015-07-21,194.05
2015-07-22,195.95
2015-07-23,191.9
2015-07-24,182.35
2015-07-27,179.6
2015-07-28,178.6
2015-07-29,178.35
2015-07-30,183.45
2015-07-31,183.7
2015-08-03,184.8
2015-08-04,185.25
2015-08-05,190.6
2015-08-06,185.95
2015-08-07,193.05
2015-08-10,191.15
2015-08-11,191.45
2015-08-12,182.8
2015-08-13,183.35
2015-08-14,186.9
2015-08-17,188.95
2015-08-18,187.3
2015-08-19,186.65
2015-08-20,179.55
2015-08-21,179.45
2015-08-24,160.0
2015-08-25,164.9
2015-08-26,173.2
2015-08-27,181.55
2015-08-28,177.25
2015-08-31,170.95
2015-09-01,165.95
2015-09-02,163.3
2015-09-03,166.2
2015-09-04,161.4
2015-09-07,155.55
2015-09-08,166.2
2015-09-09,165.85
2015-09-10,170.15
2015-09-11,166.35
2015-09-14,170.8
2015-09-15,173.3
2015-09-16,177.7
2015-09-18,181.6
2015-09-21,177.85
2015-09-22,174.95
2015-09-23,171.85
2015-09-24,174.85
2015-09-28,171.15
2015-09-29,170.4
2015-09-30,170.75
2015-10-01,169.2
2015-10-05,174.25
2015-10-06,175.0
2015-10-07,178.75
2015-10-08,179.8
2015-10-09,178.4
2015-10-12,179.9
2015-10-13,178.95
2015-10-14,178.05
2015-10-15,181.0
2015-10-16,189.6
2015-10-19,186.6
2015-10-20,185.6
2015-10-21,182.55
2015-10-23,182.8
2015-10-26,183.3
2015-10-27,181.8
2015-10-28,185.0
2015-10-29,179.5
2015-10-30,174.0
2015-11-02,170.05
2015-11-03,171.45
2015-11-04,173.05
2015-11-05,168.6
2015-11-06,168.9
2015-11-09,168.95
2015-11-10,167.15
2015-11-11,169.2
2015-11-13,169.0
2015-11-16,172.15
2015-11-17,173.45
2015-11-18,173.65
2015-11-19,173.95
2015-11-20,184.4
2015-11-23,191.65
2015-11-24,196.7
2015-11-26,193.55
2015-11-27,198.35
2015-11-30,192.85
2015-12-01,194.65
2015-12-02,197.3
2015-12-03,193.75
2015-12-04,193.3
2015-12-07,192.4
2015-12-08,188.15
2015-12-09,186.25
2015-12-10,189.15
2015-12-11,185.75
2015-12-14,189.8
2015-12-15,186.65
2015-12-16,186.35
2015-12-17,190.4
2015-12-18,188.3
2015-12-21,187.55
2015-12-22,186.4
2015-12-23,189.3
2015-12-24,192.6
2015-12-28,192.85
2015-12-29,193.2
2015-12-30,191.05
2015-12-31,192.25
