Date,REDINGTON
2015-01-01,137.0
2015-01-02,138.1
2015-01-05,134.7
2015-01-06,128.35
2015-01-07,128.75
2015-01-08,132.15
2015-01-09,132.55
2015-01-12,135.85
2015-01-13,133.6
2015-01-14,133.65
2015-01-15,134.95
2015-01-16,133.75
2015-01-19,139.95
2015-01-20,138.3
2015-01-21,135.85
2015-01-22,134.0
2015-01-23,132.0
2015-01-27,131.75
2015-01-28,123.6
2015-01-29,124.65
2015-01-30,121.75
2015-02-02,120.6
2015-02-03,119.95
2015-02-04,124.15
2015-02-05,123.05
2015-02-06,120.75
2015-02-09,121.5
2015-02-10,119.45
2015-02-11,120.5
2015-02-12,123.7
2015-02-13,120.75
2015-02-16,120.35
2015-02-18,124.25
2015-02-19,130.45
2015-02-20,126.65
2015-02-23,121.8
2015-02-24,120.1
2015-02-25,117.25
2015-02-26,118.5
2015-02-27,122.65
2015-02-28,122.95
2015-03-02,127.35
2015-03-03,130.45
2015-03-04,126.35
2015-03-05,128.1
2015-03-09,123.5
2015-03-10,122.0
2015-03-11,119.7
2015-03-12,124.1
2015-03-13,126.45
2015-03-16,131.25
2015-03-17,136.2
2015-03-18,133.05
2015-03-19,126.6
2015-03-20,132.0
2015-03-23,129.45
2015-03-24,127.2
2015-03-25,122.25
2015-03-26,127.55
2015-03-27,125.6
2015-03-30,128.35
2015-03-31,131.25
2015-04-01,131.5
2015-04-06,130.0
2015-04-07,130.15
2015-04-08,130.15
2015-04-09,130.1
2015-04-10,128.6
2015-04-13,128.5
2015-04-15,127.3
2015-04-16,129.3
2015-04-17,128.35
2015-04-20,126.85
2015-04-21,121.15
2015-04-22,121.15
2015-04-23,121.9
2015-04-24,123.7
2015-04-27,119.45
2015-04-28,116.95
2015-04-29,122.15
2015-04-30,119.35
2015-05-04,122.55
2015-05-05,121.35
2015-05-06,114.7
2015-05-07,112.5
2015-05-08,112.55
2015-05-11,113.8
2015-05-12,114.3
2015-05-13,113.15
2015-05-14,114.0
2015-05-15,118.55
2015-05-18,122.15
2015-05-19,120.1
2015-05-20,120.7
2015-05-21,124.6
2015-05-22,123.55
2015-05-25,124.9
2015-05-26,128.65
2015-05-27,127.65
2015-05-28,122.9
2015-05-29,122.15
2015-06-01,118.25
2015-06-02,117.1
2015-06-03,115.45
2015-06-04,109.0
2015-06-05,110.5
2015-06-08,109.5
2015-06-09,110.65
2015-06-10,107.6
2015-06-11,107.2
2015-06-12,104.85
2015-06-15,102.35
2015-06-16,103.3
2015-06-17,103.35
2015-06-18,100.45
2015-06-19,93.7
2015-06-22,99.6
2015-06-23,100.15
2015-06-24,99.85
2015-06-25,99.6
2015-06-26,98.3
2015-06-29,97.3
2015-06-30,96.55
2015-07-01,102.1
2015-07-02,101.0
2015-07-03,101.2
2015-07-06,100.7
2015-07-07,101.9
2015-07-08,104.1
2015-07-09,102.9
2015-07-10,100.25
2015-07-13,100.7
2015-07-14,101.15
2015-07-15,101.35
2015-07-16,102.75
2015-07-17,102.85
2015-07-20,100.65
2015-07-21,100.55
2015-07-22,106.15
2015-07-23,110.95
2015-07-24,108.65
2015-07-27,108.9
2015-07-28,110.0
2015-07-29,115.25
2015-07-30,117.55
2015-07-31,117.9
2015-08-03,117.9
2015-08-04,117.0
2015-08-05,121.5
2015-08-06,122.0
2015-08-07,120.1
2015-08-10,121.5
2015-08-11,118.35
2015-08-12,118.2
2015-08-13,117.45
2015-08-14,118.3
2015-08-17,121.3
2015-08-18,121.8
2015-08-19,121.65
2015-08-20,118.05
2015-08-21,118.4
2015-08-24,113.2
2015-08-25,111.0
2015-08-26,109.0
2015-08-27,110.55
2015-08-28,111.0
2015-08-31,108.45
2015-09-01,105.7
2015-09-02,103.05
2015-09-03,106.65
2015-09-04,104.85
2015-09-07,105.15
2015-09-08,104.05
2015-09-09,105.9
2015-09-10,106.85
2015-09-11,107.9
2015-09-14,103.8
2015-09-15,104.05
2015-09-16,107.05
2015-09-18,106.5
2015-09-21,111.35
2015-09-22,110.8
2015-09-23,111.35
2015-09-24,111.05
2015-09-28,112.25
2015-09-29,111.5
2015-09-30,110.15
2015-10-01,114.0
2015-10-05,115.0
2015-10-06,115.0
2015-10-07,118.15
2015-10-08,116.9
2015-10-09,119.95
2015-10-12,120.2
2015-10-13,122.0
2015-10-14,124.3
2015-10-15,125.2
2015-10-16,126.3
2015-10-19,122.4
2015-10-20,125.05
2015-10-21,126.95
2015-10-23,125.2
2015-10-26,124.0
2015-10-27,123.7
2015-10-28,124.95
2015-10-29,122.85
2015-10-30,119.05
2015-11-02,114.9
2015-11-03,113.95
2015-11-04,119.7
2015-11-05,117.75
2015-11-06,115.0
2015-11-09,111.7
2015-11-10,112.4
2015-11-11,113.95
2015-11-13,112.15
2015-11-16,114.25
2015-11-17,117.5
2015-11-18,117.1
2015-11-19,120.05
2015-11-20,118.35
2015-11-23,118.95
2015-11-24,120.45
2015-11-26,116.8
2015-11-27,114.65
2015-11-30,116.45
2015-12-01,118.8
2015-12-02,119.95
2015-12-03,121.0
2015-12-04,120.55
2015-12-07,124.45
2015-12-08,123.3
2015-12-09,122.7
2015-12-10,123.5
2015-12-11,124.3
2015-12-14,123.05
2015-12-15,124.35
2015-12-16,124.0
2015-12-17,125.2
2015-12-18,123.0
2015-12-21,121.55
2015-12-22,119.95
2015-12-23,120.0
2015-12-24,120.0
2015-12-28,120.7
2015-12-29,116.1
2015-12-30,115.65
2015-12-31,115.2
