Date,NEULANDLAB
2015-01-01,501.65
2015-01-02,507.4
2015-01-05,511.55
2015-01-06,520.35
2015-01-07,519.0
2015-01-08,502.8
2015-01-09,515.55
2015-01-12,509.05
2015-01-13,510.25
2015-01-14,516.8
2015-01-15,514.35
2015-01-16,514.6
2015-01-19,510.65
2015-01-20,518.55
2015-01-21,508.55
2015-01-22,509.45
2015-01-23,502.65
2015-01-27,495.9
2015-01-28,476.95
2015-01-29,473.65
2015-01-30,463.7
2015-02-02,371.0
2015-02-03,395.3
2015-02-04,390.6
2015-02-05,396.45
2015-02-06,346.55
2015-02-09,322.45
2015-02-10,323.3
2015-02-11,318.65
2015-02-12,322.3
2015-02-13,332.3
2015-02-16,346.3
2015-02-18,347.45
2015-02-19,346.65
2015-02-20,343.8
2015-02-23,328.15
2015-02-24,324.1
2015-02-25,320.55
2015-02-26,314.4
2015-02-27,316.0
2015-02-28,328.35
2015-03-02,320.95
2015-03-03,343.15
2015-03-04,334.75
2015-03-05,340.7
2015-03-09,351.05
2015-03-10,365.2
2015-03-11,368.1
2015-03-12,383.45
2015-03-13,361.65
2015-03-16,358.15
2015-03-17,362.75
2015-03-18,377.15
2015-03-19,371.1
2015-03-20,351.25
2015-03-23,330.1
2015-03-24,326.15
2015-03-25,327.2
2015-03-26,324.8
2015-03-27,324.3
2015-03-30,320.55
2015-03-31,332.8
2015-04-01,348.3
2015-04-06,349.05
2015-04-07,343.65
2015-04-08,373.65
2015-04-09,371.45
2015-04-10,370.15
2015-04-13,388.05
2015-04-15,378.05
2015-04-16,386.55
2015-04-17,400.3
2015-04-20,376.65
2015-04-21,376.55
2015-04-22,382.65
2015-04-23,389.95
2015-04-24,379.8
2015-04-27,358.9
2015-04-28,380.6
2015-04-29,369.5
2015-04-30,369.0
2015-05-04,374.75
2015-05-05,371.5
2015-05-06,351.6
2015-05-07,348.6
2015-05-08,360.9
2015-05-11,365.7
2015-05-12,347.75
2015-05-13,349.0
2015-05-14,355.35
2015-05-15,360.0
2015-05-18,368.75
2015-05-19,372.7
2015-05-20,373.55
2015-05-21,367.55
2015-05-22,370.4
2015-05-25,366.05
2015-05-26,365.4
2015-05-27,363.75
2015-05-28,357.7
2015-05-29,357.35
2015-06-01,349.35
2015-06-02,348.0
2015-06-03,342.35
2015-06-04,354.5
2015-06-05,347.9
2015-06-08,349.4
2015-06-09,346.35
2015-06-10,344.6
2015-06-11,340.7
2015-06-12,349.75
2015-06-15,348.6
2015-06-16,343.15
2015-06-17,346.15
2015-06-18,348.1
2015-06-19,355.05
2015-06-22,364.1
2015-06-23,371.35
2015-06-24,362.55
2015-06-25,358.5
2015-06-26,359.05
2015-06-29,351.25
2015-06-30,365.6
2015-07-01,367.55
2015-07-02,377.15
2015-07-03,380.9
2015-07-06,423.95
2015-07-07,437.05
2015-07-08,426.8
2015-07-09,436.2
2015-07-10,435.1
2015-07-13,441.8
2015-07-14,443.25
2015-07-15,469.2
2015-07-16,461.4
2015-07-17,488.35
2015-07-20,486.95
2015-07-21,464.95
2015-07-22,469.75
2015-07-23,468.0
2015-07-24,461.1
2015-07-27,465.45
2015-07-28,467.7
2015-07-29,468.35
2015-07-30,489.75
2015-07-31,492.9
2015-08-03,495.1
2015-08-04,499.55
2015-08-05,522.25
2015-08-06,536.3
2015-08-07,520.75
2015-08-10,532.35
2015-08-11,521.3
2015-08-12,509.7
2015-08-13,503.55
2015-08-14,535.65
2015-08-17,588.5
2015-08-18,603.55
2015-08-19,630.0
2015-08-20,593.95
2015-08-21,595.0
2015-08-24,527.35
2015-08-25,545.0
2015-08-26,530.2
2015-08-27,565.6
2015-08-28,578.45
2015-08-31,600.05
2015-09-01,585.7
2015-09-02,590.2
2015-09-03,609.7
2015-09-04,593.7
2015-09-07,588.25
2015-09-08,590.75
2015-09-09,621.2
2015-09-10,690.0
2015-09-11,696.35
2015-09-14,731.7
2015-09-15,710.1
2015-09-16,711.9
2015-09-18,720.0
2015-09-21,759.2
2015-09-22,723.95
2015-09-23,735.4
2015-09-24,749.7
2015-09-28,831.95
2015-09-29,841.95
2015-09-30,902.85
2015-10-01,876.4
2015-10-05,882.9
2015-10-06,860.1
2015-10-07,832.85
2015-10-08,837.3
2015-10-09,829.8
2015-10-12,826.25
2015-10-13,793.7
2015-10-14,793.8
2015-10-15,782.45
2015-10-16,771.95
2015-10-19,798.2
2015-10-20,797.05
2015-10-21,798.75
2015-10-23,796.9
2015-10-26,791.25
2015-10-27,796.2
2015-10-28,795.35
2015-10-29,712.3
2015-10-30,693.25
2015-11-02,698.65
2015-11-03,706.25
2015-11-04,705.5
2015-11-05,704.95
2015-11-06,679.5
2015-11-09,700.15
2015-11-10,701.95
2015-11-11,704.05
2015-11-13,706.35
2015-11-16,700.5
2015-11-17,703.2
2015-11-18,682.45
2015-11-19,690.55
2015-11-20,691.8
2015-11-23,703.9
2015-11-24,704.25
2015-11-26,702.8
2015-11-27,701.65
2015-11-30,705.55
2015-12-01,704.2
2015-12-02,704.4
2015-12-03,703.6
2015-12-04,697.65
2015-12-07,698.05
2015-12-08,697.3
2015-12-09,685.95
2015-12-10,688.85
2015-12-11,687.8
2015-12-14,683.9
2015-12-15,697.65
2015-12-16,696.75
2015-12-17,698.5
2015-12-18,763.25
2015-12-21,782.9
2015-12-22,813.2
2015-12-23,827.3
2015-12-24,812.95
2015-12-28,821.35
2015-12-29,802.05
2015-12-30,796.75
2015-12-31,798.5
