Date,KIRLOSENG
2015-01-01,270.6
2015-01-02,269.5
2015-01-05,269.55
2015-01-06,262.8
2015-01-07,261.55
2015-01-08,266.5
2015-01-09,261.6
2015-01-12,260.2
2015-01-13,262.0
2015-01-14,260.35
2015-01-15,272.25
2015-01-16,269.2
2015-01-19,270.75
2015-01-20,270.05
2015-01-21,269.65
2015-01-22,269.3
2015-01-23,269.1
2015-01-27,268.75
2015-01-28,265.25
2015-01-29,268.9
2015-01-30,269.05
2015-02-02,268.7
2015-02-03,268.75
2015-02-04,311.25
2015-02-05,296.9
2015-02-06,279.75
2015-02-09,275.1
2015-02-10,270.1
2015-02-11,269.15
2015-02-12,270.45
2015-02-13,274.45
2015-02-16,275.9
2015-02-18,272.3
2015-02-19,269.95
2015-02-20,269.8
2015-02-23,268.75
2015-02-24,271.7
2015-02-25,268.0
2015-02-26,268.1
2015-02-27,268.0
2015-02-28,261.4
2015-03-02,270.4
2015-03-03,270.35
2015-03-04,270.35
2015-03-05,287.55
2015-03-09,274.3
2015-03-10,274.5
2015-03-11,271.3
2015-03-12,269.6
2015-03-13,271.3
2015-03-16,269.1
2015-03-17,268.5
2015-03-18,267.05
2015-03-19,267.0
2015-03-20,266.65
2015-03-23,267.65
2015-03-24,264.85
2015-03-25,259.4
2015-03-26,258.4
2015-03-27,258.1
2015-03-30,261.75
2015-03-31,268.85
2015-04-01,264.2
2015-04-06,269.6
2015-04-07,269.05
2015-04-08,263.65
2015-04-09,268.0
2015-04-10,265.2
2015-04-13,270.0
2015-04-15,277.85
2015-04-16,275.05
2015-04-17,284.9
2015-04-20,277.6
2015-04-21,280.2
2015-04-22,282.05
2015-04-23,281.6
2015-04-24,281.95
2015-04-27,271.65
2015-04-28,270.25
2015-04-29,271.1
2015-04-30,272.0
2015-05-04,270.35
2015-05-05,271.9
2015-05-06,270.1
2015-05-07,270.2
2015-05-08,269.9
2015-05-11,270.6
2015-05-12,281.1
2015-05-13,274.65
2015-05-14,271.1
2015-05-15,269.95
2015-05-18,269.8
2015-05-19,269.8
2015-05-20,269.9
2015-05-21,274.15
2015-05-22,272.35
2015-05-25,271.7
2015-05-26,272.0
2015-05-27,270.0
2015-05-28,273.0
2015-05-29,275.15
2015-06-01,270.0
2015-06-02,270.45
2015-06-03,271.95
2015-06-04,270.05
2015-06-05,272.5
2015-06-08,273.95
2015-06-09,268.95
2015-06-10,272.65
2015-06-11,270.1
2015-06-12,269.05
2015-06-15,261.3
2015-06-16,269.9
2015-06-17,274.65
2015-06-18,275.35
2015-06-19,275.2
2015-06-22,275.65
2015-06-23,274.25
2015-06-24,277.05
2015-06-25,270.9
2015-06-26,272.55
2015-06-29,277.8
2015-06-30,275.75
2015-07-01,283.65
2015-07-02,284.1
2015-07-03,288.4
2015-07-06,284.4
2015-07-07,282.1
2015-07-08,288.55
2015-07-09,286.7
2015-07-10,282.85
2015-07-13,285.85
2015-07-14,291.5
2015-07-15,286.35
2015-07-16,285.3
2015-07-17,281.95
2015-07-20,281.4
2015-07-21,274.6
2015-07-22,285.05
2015-07-23,285.9
2015-07-24,283.3
2015-07-27,283.55
2015-07-28,283.25
2015-07-29,283.45
2015-07-30,298.1
2015-07-31,325.8
2015-08-03,330.1
2015-08-04,327.05
2015-08-05,315.0
2015-08-06,305.3
2015-08-07,299.95
2015-08-10,284.6
2015-08-11,282.35
2015-08-12,280.2
2015-08-13,273.6
2015-08-14,262.8
2015-08-17,269.05
2015-08-18,271.6
2015-08-19,280.45
2015-08-20,284.9
2015-08-21,287.05
2015-08-24,278.45
2015-08-25,275.6
2015-08-26,270.25
2015-08-27,272.6
2015-08-28,279.05
2015-08-31,273.75
2015-09-01,269.85
2015-09-02,270.0
2015-09-03,268.9
2015-09-04,269.05
2015-09-07,268.95
2015-09-08,272.95
2015-09-09,279.95
2015-09-10,281.85
2015-09-11,282.9
2015-09-14,293.15
2015-09-15,299.5
2015-09-16,300.25
2015-09-18,336.75
2015-09-21,339.35
2015-09-22,304.65
2015-09-23,288.45
2015-09-24,286.25
2015-09-28,283.95
2015-09-29,276.8
2015-09-30,280.6
2015-10-01,278.65
2015-10-05,277.05
2015-10-06,285.0
2015-10-07,291.45
2015-10-08,289.75
2015-10-09,283.95
2015-10-12,283.8
2015-10-13,282.85
2015-10-14,281.6
2015-10-15,280.65
2015-10-16,279.6
2015-10-19,279.85
2015-10-20,279.45
2015-10-21,278.6
2015-10-23,284.3
2015-10-26,279.55
2015-10-27,278.55
2015-10-28,280.1
2015-10-29,277.3
2015-10-30,271.25
2015-11-02,267.1
2015-11-03,262.6
2015-11-04,261.85
2015-11-05,262.35
2015-11-06,263.45
2015-11-09,262.9
2015-11-10,264.05
2015-11-11,263.6
2015-11-13,263.15
2015-11-16,261.9
2015-11-17,262.4
2015-11-18,263.4
2015-11-19,262.15
2015-11-20,266.05
2015-11-23,271.35
2015-11-24,273.4
2015-11-26,263.2
2015-11-27,265.15
2015-11-30,262.15
2015-12-01,266.65
2015-12-02,267.3
2015-12-03,268.25
2015-12-04,263.8
2015-12-07,263.2
2015-12-08,261.0
2015-12-09,254.65
2015-12-10,255.2
2015-12-11,254.75
2015-12-14,246.8
2015-12-15,242.0
2015-12-16,245.0
2015-12-17,241.7
2015-12-18,242.0
2015-12-21,242.0
2015-12-22,242.2
2015-12-23,242.25
2015-12-24,245.05
2015-12-28,244.45
2015-12-29,240.8
2015-12-30,241.6
2015-12-31,249.4
