Date,CINELINE
2015-01-01,11.75
2015-01-02,11.25
2015-01-05,12.15
2015-01-06,12.2
2015-01-07,11.5
2015-01-08,12.9
2015-01-09,12.65
2015-01-12,12.05
2015-01-13,14.45
2015-01-14,17.3
2015-01-15,17.65
2015-01-16,16.65
2015-01-19,16.65
2015-01-20,15.75
2015-01-21,15.0
2015-01-22,14.5
2015-01-23,14.35
2015-01-27,14.35
2015-01-28,13.65
2015-01-29,14.5
2015-01-30,14.0
2015-02-02,13.75
2015-02-03,13.7
2015-02-04,14.0
2015-02-05,14.0
2015-02-06,14.5
2015-02-09,14.1
2015-02-10,14.25
2015-02-11,14.0
2015-02-12,14.05
2015-02-13,13.95
2015-02-16,13.65
2015-02-18,13.6
2015-02-19,13.55
2015-02-20,13.35
2015-02-23,13.5
2015-02-24,13.45
2015-02-25,13.45
2015-02-26,13.3
2015-02-27,13.3
2015-02-28,13.2
2015-03-02,13.1
2015-03-03,14.7
2015-03-04,15.55
2015-03-05,15.1
2015-03-09,17.95
2015-03-10,19.9
2015-03-11,18.75
2015-03-12,17.5
2015-03-13,16.15
2015-03-16,16.9
2015-03-17,16.65
2015-03-18,16.1
2015-03-19,15.7
2015-03-20,15.25
2015-03-23,14.65
2015-03-24,15.0
2015-03-25,15.1
2015-03-26,14.6
2015-03-27,14.6
2015-03-30,14.45
2015-03-31,14.85
2015-04-01,14.9
2015-04-06,15.1
2015-04-07,15.0
2015-04-08,15.5
2015-04-09,15.7
2015-04-10,15.7
2015-04-13,15.2
2015-04-15,14.85
2015-04-16,14.8
2015-04-17,14.6
2015-04-20,14.6
2015-04-21,14.75
2015-04-22,14.4
2015-04-23,14.5
2015-04-24,14.1
2015-04-27,14.2
2015-04-28,14.6
2015-04-29,14.25
2015-04-30,14.6
2015-05-04,14.2
2015-05-05,14.55
2015-05-06,15.6
2015-05-07,14.2
2015-05-08,14.35
2015-05-11,14.2
2015-05-12,14.15
2015-05-13,14.45
2015-05-14,14.3
2015-05-15,14.4
2015-05-18,14.25
2015-05-19,14.7
2015-05-20,14.4
2015-05-21,14.2
2015-05-22,14.5
2015-05-25,14.25
2015-05-26,14.6
2015-05-27,14.95
2015-05-28,14.6
2015-05-29,14.4
2015-06-01,14.15
2015-06-02,14.1
2015-06-03,14.1
2015-06-04,13.65
2015-06-05,13.25
2015-06-08,13.6
2015-06-09,13.5
2015-06-10,13.7
2015-06-11,13.7
2015-06-12,13.5
2015-06-15,13.35
2015-06-16,13.3
2015-06-17,13.35
2015-06-18,13.2
2015-06-19,13.4
2015-06-22,14.15
2015-06-23,13.4
2015-06-24,13.75
2015-06-25,13.75
2015-06-29,13.1
2015-06-30,13.5
2015-07-01,13.35
2015-07-02,13.5
2015-07-03,13.15
2015-07-06,14.0
2015-07-07,13.55
2015-07-08,14.2
2015-07-09,14.0
2015-07-10,13.55
2015-07-13,13.5
2015-07-14,13.5
2015-07-15,16.2
2015-07-16,17.2
2015-07-17,16.0
2015-07-20,15.75
2015-07-21,15.5
2015-07-22,14.85
2015-07-23,15.0
2015-07-24,15.55
2015-07-27,15.1
2015-07-28,15.05
2015-07-29,15.2
2015-07-30,14.95
2015-07-31,15.8
2015-08-03,16.4
2015-08-04,16.0
2015-08-05,16.1
2015-08-06,16.05
2015-08-07,15.4
2015-08-10,16.55
2015-08-11,16.5
2015-08-12,16.35
2015-08-13,15.5
2015-08-14,15.5
2015-08-17,15.0
2015-08-18,15.1
2015-08-19,14.95
2015-08-20,15.1
2015-08-21,14.4
2015-08-24,13.0
2015-08-25,13.15
2015-08-26,13.0
2015-08-27,14.0
2015-08-28,13.95
2015-08-31,13.3
2015-09-01,12.9
2015-09-02,12.8
2015-09-03,13.2
2015-09-04,12.65
2015-09-07,12.9
2015-09-08,12.8
2015-09-09,13.0
2015-09-10,13.0
2015-09-11,12.65
2015-09-14,13.15
2015-09-15,13.1
2015-09-16,13.0
2015-09-18,13.15
2015-09-21,13.2
2015-09-22,13.5
2015-09-24,13.1
2015-09-28,13.15
2015-09-29,12.95
2015-09-30,12.95
2015-10-01,13.6
2015-10-05,15.15
2015-10-06,14.5
2015-10-07,14.65
2015-10-08,14.9
2015-10-09,15.0
2015-10-12,15.65
2015-10-13,15.75
2015-10-14,16.15
2015-10-15,15.85
2015-10-16,15.6
2015-10-19,15.25
2015-10-20,16.2
2015-10-21,15.8
2015-10-23,15.75
2015-10-26,15.35
2015-10-27,15.3
2015-10-28,15.3
2015-10-29,15.1
2015-10-30,15.5
2015-11-02,15.7
2015-11-03,15.5
2015-11-04,15.3
2015-11-05,16.35
2015-11-06,16.25
2015-11-09,16.1
2015-11-10,16.4
2015-11-11,16.5
2015-11-13,16.1
2015-11-16,16.1
2015-11-17,15.95
2015-11-18,16.05
2015-11-19,15.7
2015-11-20,15.95
2015-11-23,15.8
2015-11-24,16.0
2015-11-26,16.05
2015-11-27,16.05
2015-11-30,16.15
2015-12-01,16.15
2015-12-02,16.1
2015-12-03,17.35
2015-12-04,18.9
2015-12-07,17.8
2015-12-08,17.75
2015-12-09,16.35
2015-12-10,17.0
2015-12-11,17.05
2015-12-14,16.8
2015-12-15,16.85
2015-12-16,16.9
2015-12-17,16.75
2015-12-18,17.25
2015-12-21,18.8
2015-12-22,19.45
2015-12-23,23.05
2015-12-24,23.45
2015-12-28,24.35
2015-12-29,23.05
2015-12-30,23.2
2015-12-31,22.55
