Date,SCHNEIDER
2015-01-01,154.2
2015-01-02,151.8
2015-01-05,153.1
2015-01-06,148.15
2015-01-07,150.4
2015-01-08,155.0
2015-01-09,153.9
2015-01-12,155.1
2015-01-13,154.15
2015-01-14,151.2
2015-01-15,151.75
2015-01-16,150.95
2015-01-19,151.8
2015-01-20,151.25
2015-01-21,149.8
2015-01-22,150.2
2015-01-23,149.1
2015-01-27,158.45
2015-01-28,164.95
2015-01-29,159.7
2015-01-30,157.8
2015-02-02,157.2
2015-02-03,156.55
2015-02-04,159.8
2015-02-05,154.75
2015-02-06,154.1
2015-02-09,153.6
2015-02-10,150.05
2015-02-11,156.0
2015-02-12,159.9
2015-02-13,164.45
2015-02-16,163.55
2015-02-18,167.35
2015-02-19,179.3
2015-02-20,179.05
2015-02-23,179.2
2015-02-24,182.05
2015-02-25,177.1
2015-02-26,179.85
2015-02-27,191.95
2015-02-28,186.95
2015-03-02,185.9
2015-03-03,190.3
2015-03-04,186.85
2015-03-05,192.35
2015-03-09,186.4
2015-03-10,183.2
2015-03-11,183.4
2015-03-12,185.6
2015-03-13,199.15
2015-03-16,189.65
2015-03-17,194.15
2015-03-18,193.6
2015-03-19,193.1
2015-03-20,192.15
2015-03-23,195.95
2015-03-24,192.05
2015-03-25,188.0
2015-03-26,187.95
2015-03-27,193.6
2015-03-30,210.2
2015-03-31,217.3
2015-04-01,225.25
2015-04-06,227.45
2015-04-07,226.05
2015-04-08,228.4
2015-04-09,225.65
2015-04-10,221.75
2015-04-13,222.15
2015-04-15,214.9
2015-04-16,208.35
2015-04-17,207.0
2015-04-20,200.55
2015-04-21,201.65
2015-04-22,202.45
2015-04-23,202.6
2015-04-24,191.7
2015-04-27,183.35
2015-04-28,186.65
2015-04-29,191.9
2015-04-30,188.8
2015-05-04,196.8
2015-05-05,195.45
2015-05-06,187.2
2015-05-07,179.9
2015-05-08,183.3
2015-05-11,186.35
2015-05-12,184.7
2015-05-13,190.15
2015-05-14,191.8
2015-05-15,192.75
2015-05-18,201.2
2015-05-19,199.55
2015-05-20,197.75
2015-05-21,202.75
2015-05-22,203.6
2015-05-25,198.7
2015-05-26,201.7
2015-05-27,202.15
2015-05-28,203.9
2015-05-29,218.9
2015-06-01,212.1
2015-06-02,207.2
2015-06-03,203.4
2015-06-04,205.5
2015-06-05,204.8
2015-06-08,202.85
2015-06-09,208.45
2015-06-10,214.35
2015-06-11,207.4
2015-06-12,206.8
2015-06-15,208.65
2015-06-16,206.6
2015-06-17,207.45
2015-06-18,222.6
2015-06-19,219.35
2015-06-22,216.8
2015-06-23,220.1
2015-06-24,226.3
2015-06-25,221.1
2015-06-26,219.0
2015-06-29,212.15
2015-06-30,210.65
2015-07-01,214.15
2015-07-02,215.6
2015-07-03,217.25
2015-07-06,218.6
2015-07-07,222.3
2015-07-08,217.3
2015-07-09,215.6
2015-07-10,214.4
2015-07-13,213.75
2015-07-14,215.0
2015-07-15,212.95
2015-07-16,215.1
2015-07-17,213.5
2015-07-20,216.6
2015-07-21,210.75
2015-07-22,212.7
2015-07-23,210.15
2015-07-24,206.0
2015-07-27,197.8
2015-07-28,195.75
2015-07-29,198.95
2015-07-30,201.55
2015-07-31,199.35
2015-08-03,198.15
2015-08-04,197.85
2015-08-05,223.6
2015-08-06,220.8
2015-08-07,212.25
2015-08-10,219.25
2015-08-11,211.3
2015-08-12,201.3
2015-08-13,195.8
2015-08-14,203.65
2015-08-17,197.75
2015-08-18,199.65
2015-08-19,203.6
2015-08-20,202.45
2015-08-21,199.1
2015-08-24,184.85
2015-08-25,178.7
2015-08-26,175.9
2015-08-27,187.6
2015-08-28,184.85
2015-08-31,184.15
2015-09-01,177.4
2015-09-02,171.85
2015-09-03,172.55
2015-09-04,167.5
2015-09-07,161.65
2015-09-08,164.4
2015-09-09,168.35
2015-09-10,166.7
2015-09-11,166.45
2015-09-14,168.7
2015-09-15,166.8
2015-09-16,166.05
2015-09-18,165.85
2015-09-21,168.05
2015-09-22,165.7
2015-09-23,166.2
2015-09-24,165.1
2015-09-28,162.8
2015-09-29,163.25
2015-09-30,166.75
2015-10-01,167.2
2015-10-05,168.1
2015-10-06,168.15
2015-10-07,168.85
2015-10-08,166.45
2015-10-09,169.7
2015-10-12,168.35
2015-10-13,166.65
2015-10-14,165.55
2015-10-15,166.5
2015-10-16,166.55
2015-10-19,168.65
2015-10-20,176.65
2015-10-21,174.2
2015-10-23,170.5
2015-10-26,166.25
2015-10-27,167.05
2015-10-28,167.5
2015-10-29,166.7
2015-10-30,167.3
2015-11-02,166.95
2015-11-03,167.5
2015-11-04,169.5
2015-11-05,168.4
2015-11-06,167.05
2015-11-09,163.55
2015-11-10,164.35
2015-11-11,166.7
2015-11-13,171.05
2015-11-16,174.2
2015-11-17,172.35
2015-11-18,170.55
2015-11-19,170.55
2015-11-20,171.15
2015-11-23,170.25
2015-11-24,168.35
2015-11-26,168.7
2015-11-27,168.35
2015-11-30,170.65
2015-12-01,174.4
2015-12-02,171.5
2015-12-03,170.55
2015-12-04,168.95
2015-12-07,166.25
2015-12-08,162.2
2015-12-09,155.5
2015-12-10,158.55
2015-12-11,153.45
2015-12-14,161.55
2015-12-15,165.5
2015-12-16,164.45
2015-12-17,166.6
2015-12-18,163.9
2015-12-21,163.0
2015-12-22,162.95
2015-12-23,165.0
2015-12-24,163.35
2015-12-28,163.45
2015-12-29,164.65
2015-12-30,165.55
2015-12-31,164.3
