Date,PENIND
2015-01-01,56.9
2015-01-02,58.1
2015-01-05,59.6
2015-01-06,56.25
2015-01-07,57.95
2015-01-08,61.5
2015-01-09,60.65
2015-01-12,62.1
2015-01-13,62.95
2015-01-14,62.6
2015-01-15,62.05
2015-01-16,61.5
2015-01-19,65.5
2015-01-20,64.8
2015-01-21,63.45
2015-01-22,64.05
2015-01-23,62.05
2015-01-27,61.55
2015-01-28,60.8
2015-01-29,60.15
2015-01-30,59.15
2015-02-02,61.05
2015-02-03,61.3
2015-02-04,61.0
2015-02-05,59.4
2015-02-06,57.4
2015-02-09,56.95
2015-02-10,56.7
2015-02-11,57.35
2015-02-12,59.0
2015-02-13,57.25
2015-02-16,56.55
2015-02-18,56.85
2015-02-19,54.95
2015-02-20,55.45
2015-02-23,52.55
2015-02-24,53.45
2015-02-25,54.55
2015-02-26,52.9
2015-02-27,53.95
2015-02-28,52.6
2015-03-02,52.9
2015-03-03,57.3
2015-03-04,54.5
2015-03-05,53.65
2015-03-09,52.9
2015-03-10,52.2
2015-03-11,51.75
2015-03-12,54.25
2015-03-13,51.95
2015-03-16,51.7
2015-03-17,51.2
2015-03-18,50.8
2015-03-19,50.8
2015-03-20,49.8
2015-03-23,48.05
2015-03-24,50.6
2015-03-25,50.9
2015-03-26,50.95
2015-03-27,50.4
2015-03-30,53.95
2015-03-31,53.55
2015-04-01,54.55
2015-04-06,53.4
2015-04-07,54.35
2015-04-08,58.15
2015-04-09,56.75
2015-04-10,55.75
2015-04-13,56.25
2015-04-15,56.85
2015-04-16,54.65
2015-04-17,54.9
2015-04-20,53.25
2015-04-21,52.95
2015-04-22,52.2
2015-04-23,53.05
2015-04-24,51.65
2015-04-27,49.4
2015-04-28,49.55
2015-04-29,49.75
2015-04-30,48.85
2015-05-04,49.15
2015-05-05,49.65
2015-05-06,46.15
2015-05-07,46.6
2015-05-08,47.0
2015-05-11,48.05
2015-05-12,46.5
2015-05-13,47.55
2015-05-14,50.75
2015-05-15,51.5
2015-05-18,51.35
2015-05-19,50.85
2015-05-20,50.75
2015-05-21,49.15
2015-05-22,49.4
2015-05-25,48.5
2015-05-26,47.1
2015-05-27,48.65
2015-05-28,49.4
2015-05-29,49.35
2015-06-01,48.9
2015-06-02,46.65
2015-06-03,45.6
2015-06-04,45.4
2015-06-05,45.25
2015-06-08,45.05
2015-06-09,44.65
2015-06-10,45.8
2015-06-11,44.9
2015-06-12,44.5
2015-06-15,45.55
2015-06-16,44.05
2015-06-17,43.9
2015-06-18,45.85
2015-06-19,46.3
2015-06-22,47.05
2015-06-23,47.6
2015-06-24,47.5
2015-06-25,47.95
2015-06-26,47.6
2015-06-29,46.2
2015-06-30,47.25
2015-07-01,49.3
2015-07-02,53.85
2015-07-03,54.35
2015-07-06,53.25
2015-07-07,54.05
2015-07-08,53.05
2015-07-09,52.35
2015-07-10,51.75
2015-07-13,54.3
2015-07-14,54.8
2015-07-15,54.95
2015-07-16,55.7
2015-07-17,55.55
2015-07-20,55.45
2015-07-21,52.9
2015-07-22,59.15
2015-07-23,58.7
2015-07-24,59.8
2015-07-27,61.2
2015-07-28,60.5
2015-07-29,59.35
2015-07-30,59.35
2015-07-31,60.4
2015-08-03,59.65
2015-08-04,63.0
2015-08-05,66.45
2015-08-06,63.7
2015-08-07,69.2
2015-08-10,65.4
2015-08-11,64.0
2015-08-12,57.2
2015-08-13,51.55
2015-08-14,55.7
2015-08-17,58.0
2015-08-18,58.55
2015-08-19,57.4
2015-08-20,54.7
2015-08-21,55.8
2015-08-24,51.0
2015-08-25,48.3
2015-08-26,49.95
2015-08-27,49.95
2015-08-28,49.65
2015-08-31,48.6
2015-09-01,47.7
2015-09-02,48.25
2015-09-03,48.5
2015-09-04,47.25
2015-09-07,44.9
2015-09-08,45.05
2015-09-09,45.9
2015-09-10,46.7
2015-09-11,47.05
2015-09-14,48.2
2015-09-15,47.35
2015-09-16,47.0
2015-09-18,47.4
2015-09-21,48.7
2015-09-22,47.15
2015-09-23,47.75
2015-09-24,47.6
2015-09-28,46.9
2015-09-29,48.45
2015-09-30,47.85
2015-10-01,47.75
2015-10-05,49.0
2015-10-06,49.45
2015-10-07,49.4
2015-10-08,49.05
2015-10-09,49.05
2015-10-12,47.55
2015-10-13,47.0
2015-10-14,48.2
2015-10-15,49.2
2015-10-16,47.9
2015-10-19,49.7
2015-10-20,50.2
2015-10-21,51.75
2015-10-23,51.15
2015-10-26,49.55
2015-10-27,49.9
2015-10-28,49.45
2015-10-29,49.55
2015-10-30,48.05
2015-11-02,47.65
2015-11-03,47.05
2015-11-04,46.35
2015-11-05,46.05
2015-11-06,46.1
2015-11-09,49.7
2015-11-10,48.8
2015-11-11,49.2
2015-11-13,48.45
2015-11-16,49.1
2015-11-17,48.65
2015-11-18,50.4
2015-11-19,53.2
2015-11-20,52.05
2015-11-23,51.5
2015-11-24,54.05
2015-11-26,52.9
2015-11-27,54.25
2015-11-30,56.8
2015-12-01,56.75
2015-12-02,55.6
2015-12-03,55.6
2015-12-04,54.4
2015-12-07,54.7
2015-12-08,54.0
2015-12-09,51.8
2015-12-10,53.3
2015-12-11,52.0
2015-12-14,51.9
2015-12-15,51.95
2015-12-16,51.3
2015-12-17,52.95
2015-12-18,52.55
2015-12-21,54.05
2015-12-22,54.75
2015-12-23,53.9
2015-12-24,53.95
2015-12-28,53.95
2015-12-29,54.25
2015-12-30,54.3
2015-12-31,54.95
