Date,SUNTV
2015-01-01,378.6
2015-01-02,375.7
2015-01-05,370.0
2015-01-06,350.05
2015-01-07,342.35
2015-01-08,347.75
2015-01-09,353.65
2015-01-12,377.55
2015-01-13,371.0
2015-01-14,365.65
2015-01-15,375.35
2015-01-16,418.15
2015-01-19,404.9
2015-01-20,409.7
2015-01-21,412.35
2015-01-22,391.5
2015-01-23,397.95
2015-01-27,402.2
2015-01-28,404.5
2015-01-29,414.85
2015-01-30,407.45
2015-02-02,409.9
2015-02-03,415.15
2015-02-04,413.95
2015-02-05,404.7
2015-02-06,381.05
2015-02-09,416.9
2015-02-10,421.45
2015-02-11,433.1
2015-02-12,432.9
2015-02-13,437.7
2015-02-16,430.9
2015-02-18,431.3
2015-02-19,435.7
2015-02-20,430.1
2015-02-23,431.05
2015-02-24,445.75
2015-02-25,437.6
2015-02-26,430.3
2015-02-27,427.25
2015-02-28,409.55
2015-03-02,419.0
2015-03-03,423.1
2015-03-04,421.7
2015-03-05,433.8
2015-03-09,436.05
2015-03-10,437.05
2015-03-11,405.5
2015-03-12,416.85
2015-03-13,417.7
2015-03-16,417.25
2015-03-17,436.25
2015-03-18,437.15
2015-03-19,438.25
2015-03-20,426.35
2015-03-23,412.35
2015-03-24,414.3
2015-03-25,419.05
2015-03-26,430.95
2015-03-27,422.0
2015-03-30,424.95
2015-03-31,441.85
2015-04-01,456.0
2015-04-06,411.05
2015-04-07,405.95
2015-04-08,385.5
2015-04-09,386.85
2015-04-10,391.25
2015-04-13,392.5
2015-04-15,382.25
2015-04-16,370.4
2015-04-17,372.6
2015-04-20,359.45
2015-04-21,359.55
2015-04-22,359.75
2015-04-23,355.95
2015-04-24,354.95
2015-04-27,354.1
2015-04-28,349.7
2015-04-29,348.25
2015-04-30,347.1
2015-05-04,369.4
2015-05-05,357.3
2015-05-06,342.95
2015-05-07,354.2
2015-05-08,362.15
2015-05-11,367.05
2015-05-12,358.0
2015-05-13,350.55
2015-05-14,355.5
2015-05-15,347.35
2015-05-18,362.9
2015-05-19,350.7
2015-05-20,354.35
2015-05-21,359.6
2015-05-22,357.7
2015-05-25,363.35
2015-05-26,371.15
2015-05-27,379.8
2015-05-28,387.05
2015-05-29,379.2
2015-06-01,362.9
2015-06-02,355.6
2015-06-03,349.45
2015-06-04,359.4
2015-06-05,356.4
2015-06-08,278.65
2015-06-09,291.0
2015-06-10,295.3
2015-06-11,287.85
2015-06-12,287.0
2015-06-15,303.75
2015-06-16,310.2
2015-06-17,312.1
2015-06-18,309.5
2015-06-19,333.9
2015-06-22,333.15
2015-06-23,322.0
2015-06-24,293.15
2015-06-25,290.85
2015-06-26,289.4
2015-06-29,280.0
2015-06-30,282.5
2015-07-01,280.2
2015-07-02,283.1
2015-07-03,282.65
2015-07-06,287.4
2015-07-07,286.9
2015-07-08,279.2
2015-07-09,278.2
2015-07-10,275.25
2015-07-13,277.65
2015-07-14,279.05
2015-07-15,267.25
2015-07-16,269.85
2015-07-17,267.75
2015-07-20,264.7
2015-07-21,262.4
2015-07-22,258.05
2015-07-23,274.15
2015-07-24,279.7
2015-07-27,292.35
2015-07-28,275.0
2015-07-29,303.65
2015-07-30,309.25
2015-07-31,336.8
2015-08-03,374.0
2015-08-04,352.95
2015-08-05,353.05
2015-08-06,348.8
2015-08-07,337.35
2015-08-10,341.2
2015-08-11,342.4
2015-08-12,327.05
2015-08-13,332.1
2015-08-14,350.2
2015-08-17,363.85
2015-08-18,347.25
2015-08-19,352.3
2015-08-20,344.95
2015-08-21,338.05
2015-08-24,298.6
2015-08-25,322.3
2015-08-26,325.65
2015-08-27,340.4
2015-08-28,334.65
2015-08-31,342.8
2015-09-01,346.25
2015-09-02,371.8
2015-09-03,372.6
2015-09-04,387.65
2015-09-07,369.6
2015-09-08,376.25
2015-09-09,370.7
2015-09-10,344.35
2015-09-11,341.8
2015-09-14,344.55
2015-09-15,342.45
2015-09-16,344.65
2015-09-18,348.05
2015-09-21,355.9
2015-09-22,360.65
2015-09-23,365.95
2015-09-24,376.15
2015-09-28,357.05
2015-09-29,357.95
2015-09-30,359.25
2015-10-01,366.45
2015-10-05,366.35
2015-10-06,357.9
2015-10-07,352.15
2015-10-08,356.25
2015-10-09,352.6
2015-10-12,354.45
2015-10-13,366.25
2015-10-14,360.25
2015-10-15,368.7
2015-10-16,369.0
2015-10-19,372.25
2015-10-20,376.15
2015-10-21,385.4
2015-10-23,377.45
2015-10-26,381.85
2015-10-27,385.2
2015-10-28,380.55
2015-10-29,377.0
2015-10-30,396.85
2015-11-02,387.0
2015-11-03,382.3
2015-11-04,384.0
2015-11-05,382.25
2015-11-06,363.85
2015-11-09,372.1
2015-11-10,370.75
2015-11-11,375.6
2015-11-13,375.8
2015-11-16,379.6
2015-11-17,384.25
2015-11-18,375.6
2015-11-19,381.3
2015-11-20,381.05
2015-11-23,384.3
2015-11-24,382.55
2015-11-26,389.8
2015-11-27,394.35
2015-11-30,403.25
2015-12-01,400.0
2015-12-02,399.9
2015-12-03,395.35
2015-12-04,392.1
2015-12-07,378.55
2015-12-08,383.05
2015-12-09,377.2
2015-12-10,386.95
2015-12-11,379.7
2015-12-14,380.1
2015-12-15,383.0
2015-12-16,389.65
2015-12-17,395.4
2015-12-18,387.6
2015-12-21,385.25
2015-12-22,387.7
2015-12-23,393.6
2015-12-24,413.9
2015-12-28,417.65
2015-12-29,414.05
2015-12-30,413.95
2015-12-31,426.4
