Date,MAWANASUG
2015-01-01,10.0
2015-01-02,9.95
2015-01-05,10.3
2015-01-06,10.85
2015-01-07,10.75
2015-01-08,10.95
2015-01-09,10.65
2015-01-12,11.15
2015-01-13,10.65
2015-01-14,10.7
2015-01-15,11.0
2015-01-16,10.65
2015-01-19,10.25
2015-01-20,10.35
2015-01-21,10.3
2015-01-22,10.1
2015-01-23,10.2
2015-01-27,10.35
2015-01-28,10.4
2015-01-29,10.05
2015-01-30,9.8
2015-02-02,9.6
2015-02-03,9.75
2015-02-04,10.15
2015-02-05,10.05
2015-02-06,9.65
2015-02-09,9.2
2015-02-10,9.05
2015-02-11,9.1
2015-02-12,9.1
2015-02-13,9.1
2015-02-16,9.2
2015-02-18,9.35
2015-02-19,9.5
2015-02-20,9.8
2015-02-23,9.5
2015-02-24,9.3
2015-02-25,9.05
2015-02-26,8.75
2015-02-27,9.05
2015-02-28,8.85
2015-03-02,8.8
2015-03-03,9.0
2015-03-04,9.1
2015-03-05,8.85
2015-03-09,8.5
2015-03-10,8.45
2015-03-11,8.35
2015-03-12,8.45
2015-03-13,8.05
2015-03-16,7.35
2015-03-17,8.0
2015-03-18,8.0
2015-03-19,7.6
2015-03-20,7.6
2015-03-23,7.3
2015-03-24,7.5
2015-03-25,7.5
2015-03-26,6.9
2015-03-27,6.55
2015-03-30,6.8
2015-03-31,6.9
2015-04-01,6.9
2015-04-06,7.3
2015-04-07,7.0
2015-04-08,6.95
2015-04-09,7.2
2015-04-10,7.1
2015-04-13,7.35
2015-04-15,7.45
2015-04-16,7.45
2015-04-17,7.5
2015-04-20,7.25
2015-04-21,7.55
2015-04-22,7.25
2015-04-23,7.1
2015-04-24,6.75
2015-04-27,6.7
2015-04-28,7.55
2015-04-29,7.9
2015-04-30,7.45
2015-05-04,7.5
2015-05-05,7.2
2015-05-06,7.0
2015-05-07,7.0
2015-05-08,6.75
2015-05-11,6.85
2015-05-12,7.15
2015-05-13,6.8
2015-05-14,6.6
2015-05-15,6.55
2015-05-18,6.85
2015-05-19,6.85
2015-05-20,6.8
2015-05-21,7.0
2015-05-22,7.0
2015-05-25,7.0
2015-05-26,7.0
2015-05-27,7.0
2015-05-28,7.05
2015-05-29,7.1
2015-06-01,7.25
2015-06-02,6.85
2015-06-03,6.95
2015-06-04,6.6
2015-06-05,6.6
2015-06-08,6.6
2015-06-09,6.45
2015-06-10,7.5
2015-06-11,7.65
2015-06-12,7.65
2015-06-15,7.05
2015-06-16,7.1
2015-06-17,6.95
2015-06-18,6.9
2015-06-19,7.0
2015-06-22,6.95
2015-06-23,7.1
2015-06-24,6.9
2015-06-25,6.85
2015-06-26,6.95
2015-06-29,6.8
2015-06-30,6.75
2015-07-01,6.8
2015-07-02,6.85
2015-07-03,6.75
2015-07-06,6.95
2015-07-07,7.1
2015-07-08,6.8
2015-07-09,6.9
2015-07-10,6.9
2015-07-13,7.1
2015-07-14,7.0
2015-07-15,7.05
2015-07-16,7.0
2015-07-17,7.05
2015-07-20,7.1
2015-07-21,6.85
2015-07-22,6.85
2015-07-23,6.85
2015-07-24,6.95
2015-07-27,6.8
2015-07-28,6.8
2015-07-29,6.85
2015-07-30,7.2
2015-07-31,7.05
2015-08-03,7.35
2015-08-04,7.5
2015-08-05,7.95
2015-08-06,8.15
2015-08-07,7.85
2015-08-10,7.5
2015-08-11,7.7
2015-08-12,7.6
2015-08-13,7.45
2015-08-14,7.4
2015-08-17,7.5
2015-08-18,7.2
2015-08-19,7.25
2015-08-20,7.35
2015-08-21,7.1
2015-08-24,6.7
2015-08-25,6.6
2015-08-26,6.6
2015-08-27,6.95
2015-08-28,6.9
2015-08-31,6.9
2015-09-01,6.8
2015-09-02,7.25
2015-09-03,6.9
2015-09-04,6.7
2015-09-07,6.65
2015-09-08,7.05
2015-09-09,6.8
2015-09-10,7.0
2015-09-11,6.75
2015-09-14,6.75
2015-09-15,6.75
2015-09-16,6.9
2015-09-18,6.9
2015-09-21,6.95
2015-09-22,6.85
2015-09-23,7.2
2015-09-24,6.95
2015-09-28,7.0
2015-09-29,6.8
2015-09-30,6.9
2015-10-01,7.1
2015-10-05,7.35
2015-10-06,8.5
2015-10-07,8.6
2015-10-08,8.7
2015-10-09,9.1
2015-10-12,9.25
2015-10-13,9.7
2015-10-14,9.4
2015-10-15,9.3
2015-10-16,10.4
2015-10-19,12.45
2015-10-20,13.65
2015-10-21,13.65
2015-10-23,14.7
2015-10-26,13.35
2015-10-27,13.1
2015-10-28,12.75
2015-10-29,12.75
2015-10-30,13.4
2015-11-02,13.35
2015-11-03,13.65
2015-11-04,12.8
2015-11-05,12.15
2015-11-06,13.25
2015-11-09,14.1
2015-11-10,15.7
2015-11-11,15.95
2015-11-13,19.1
2015-11-16,21.0
2015-11-17,23.1
2015-11-18,24.25
2015-11-19,23.05
2015-11-20,21.9
2015-11-23,20.85
2015-11-24,20.45
2015-11-26,19.45
2015-11-27,18.5
2015-11-30,17.6
2015-12-01,16.9
2015-12-02,17.7
2015-12-03,17.15
2015-12-04,17.15
2015-12-07,16.4
2015-12-08,15.85
2015-12-09,15.55
2015-12-10,15.95
2015-12-11,16.6
2015-12-14,16.9
2015-12-15,17.7
2015-12-16,18.1
2015-12-17,18.05
2015-12-18,17.65
2015-12-21,17.4
2015-12-22,18.05
2015-12-23,17.95
2015-12-24,17.95
2015-12-28,17.55
2015-12-29,17.25
2015-12-30,17.25
2015-12-31,17.1
