Date,DCW
2015-01-01,17.8
2015-01-02,18.0
2015-01-05,18.15
2015-01-06,17.4
2015-01-07,17.35
2015-01-08,17.5
2015-01-09,19.6
2015-01-12,19.1
2015-01-13,19.6
2015-01-14,19.05
2015-01-15,18.9
2015-01-16,18.8
2015-01-19,19.0
2015-01-20,18.9
2015-01-21,19.3
2015-01-22,19.35
2015-01-23,18.95
2015-01-27,18.7
2015-01-28,18.35
2015-01-29,18.15
2015-01-30,18.1
2015-02-02,18.35
2015-02-03,18.15
2015-02-04,17.85
2015-02-05,17.4
2015-02-06,16.9
2015-02-09,16.55
2015-02-10,16.7
2015-02-11,17.25
2015-02-12,17.25
2015-02-13,16.6
2015-02-16,15.85
2015-02-18,16.35
2015-02-19,16.45
2015-02-20,17.55
2015-02-23,18.1
2015-02-24,18.05
2015-02-25,18.25
2015-02-26,18.55
2015-02-27,18.9
2015-02-28,18.4
2015-03-02,18.55
2015-03-03,18.25
2015-03-04,17.7
2015-03-05,18.3
2015-03-09,18.55
2015-03-10,18.15
2015-03-11,18.0
2015-03-12,18.4
2015-03-13,17.9
2015-03-16,18.0
2015-03-17,17.45
2015-03-18,18.2
2015-03-19,18.0
2015-03-20,17.75
2015-03-23,16.9
2015-03-24,17.1
2015-03-25,16.85
2015-03-26,16.6
2015-03-27,16.25
2015-03-30,16.55
2015-03-31,16.65
2015-04-01,17.15
2015-04-06,17.35
2015-04-07,17.4
2015-04-08,18.45
2015-04-09,19.95
2015-04-10,19.6
2015-04-13,19.35
2015-04-15,18.8
2015-04-16,18.0
2015-04-17,19.05
2015-04-20,18.5
2015-04-21,18.75
2015-04-22,18.3
2015-04-23,19.1
2015-04-24,18.75
2015-04-27,18.1
2015-04-28,18.25
2015-04-29,18.0
2015-04-30,17.75
2015-05-04,18.1
2015-05-05,18.1
2015-05-06,17.55
2015-05-07,17.05
2015-05-08,17.3
2015-05-11,17.4
2015-05-12,17.0
2015-05-13,17.25
2015-05-14,17.15
2015-05-15,17.2
2015-05-18,17.65
2015-05-19,17.85
2015-05-20,17.95
2015-05-21,17.9
2015-05-22,17.6
2015-05-25,18.55
2015-05-26,18.55
2015-05-27,17.95
2015-05-28,17.8
2015-05-29,17.65
2015-06-01,17.2
2015-06-02,17.05
2015-06-03,16.4
2015-06-04,16.35
2015-06-05,16.35
2015-06-08,16.1
2015-06-09,15.9
2015-06-10,16.1
2015-06-11,15.7
2015-06-12,15.3
2015-06-15,15.45
2015-06-16,15.5
2015-06-17,15.7
2015-06-18,16.6
2015-06-19,16.8
2015-06-22,17.0
2015-06-23,17.75
2015-06-24,17.55
2015-06-25,17.35
2015-06-26,17.35
2015-06-29,16.85
2015-06-30,17.35
2015-07-01,17.5
2015-07-02,17.45
2015-07-03,17.8
2015-07-06,18.0
2015-07-07,19.85
2015-07-08,18.9
2015-07-09,18.9
2015-07-10,19.65
2015-07-13,19.4
2015-07-14,21.5
2015-07-15,19.9
2015-07-16,20.35
2015-07-17,20.0
2015-07-20,20.45
2015-07-21,19.9
2015-07-22,21.4
2015-07-23,23.55
2015-07-24,22.6
2015-07-27,21.7
2015-07-28,22.25
2015-07-29,23.1
2015-07-30,23.25
2015-07-31,22.65
2015-08-03,22.65
2015-08-04,22.7
2015-08-05,22.55
2015-08-06,23.2
2015-08-07,23.4
2015-08-10,23.4
2015-08-11,22.45
2015-08-12,21.4
2015-08-13,21.0
2015-08-14,20.65
2015-08-17,21.25
2015-08-18,21.75
2015-08-19,21.35
2015-08-20,20.55
2015-08-21,19.95
2015-08-24,17.8
2015-08-25,17.65
2015-08-26,17.6
2015-08-27,18.7
2015-08-28,19.05
2015-08-31,19.7
2015-09-01,18.85
2015-09-02,18.9
2015-09-03,19.25
2015-09-04,18.8
2015-09-07,18.1
2015-09-08,18.35
2015-09-09,19.05
2015-09-10,19.15
2015-09-11,19.1
2015-09-14,19.15
2015-09-15,18.8
2015-09-16,20.25
2015-09-18,20.95
2015-09-21,21.15
2015-09-22,20.55
2015-09-23,21.1
2015-09-24,21.3
2015-09-28,21.2
2015-09-29,20.75
2015-09-30,20.3
2015-10-01,20.15
2015-10-05,20.6
2015-10-06,22.7
2015-10-07,22.45
2015-10-08,22.25
2015-10-09,22.75
2015-10-12,23.0
2015-10-13,23.25
2015-10-14,22.8
2015-10-15,22.85
2015-10-16,22.5
2015-10-19,22.7
2015-10-20,22.95
2015-10-21,22.7
2015-10-23,22.35
2015-10-26,21.7
2015-10-27,21.75
2015-10-28,21.45
2015-10-29,22.25
2015-10-30,21.75
2015-11-02,21.9
2015-11-03,22.25
2015-11-04,21.95
2015-11-05,21.2
2015-11-06,20.6
2015-11-09,20.8
2015-11-10,21.45
2015-11-11,21.7
2015-11-13,21.25
2015-11-16,21.3
2015-11-17,21.05
2015-11-18,20.75
2015-11-19,20.85
2015-11-20,21.0
2015-11-23,21.0
2015-11-24,23.0
2015-11-26,22.8
2015-11-27,22.9
2015-11-30,25.0
2015-12-01,25.45
2015-12-02,24.75
2015-12-03,24.6
2015-12-04,23.8
2015-12-07,24.3
2015-12-08,23.8
2015-12-09,22.85
2015-12-10,22.9
2015-12-11,22.55
2015-12-14,22.8
2015-12-15,23.4
2015-12-16,23.25
2015-12-17,23.65
2015-12-18,23.25
2015-12-21,23.5
2015-12-22,25.05
2015-12-23,23.95
2015-12-24,26.9
2015-12-28,26.45
2015-12-29,25.4
2015-12-30,27.35
2015-12-31,26.65
