Date,CUB
2015-01-01,94.3
2015-01-02,94.15
2015-01-05,97.3
2015-01-06,97.1
2015-01-07,97.0
2015-01-08,96.85
2015-01-09,96.65
2015-01-12,97.85
2015-01-13,96.4
2015-01-14,94.7
2015-01-15,95.9
2015-01-16,94.8
2015-01-19,93.9
2015-01-20,95.45
2015-01-21,95.25
2015-01-22,93.85
2015-01-23,93.2
2015-01-27,95.5
2015-01-28,95.35
2015-01-29,94.9
2015-01-30,93.35
2015-02-02,93.2
2015-02-03,92.95
2015-02-04,90.5
2015-02-05,95.1
2015-02-06,94.75
2015-02-09,94.5
2015-02-10,95.45
2015-02-11,95.65
2015-02-12,93.9
2015-02-13,94.35
2015-02-16,94.5
2015-02-18,97.6
2015-02-19,99.75
2015-02-20,98.95
2015-02-23,98.45
2015-02-24,99.9
2015-02-25,98.05
2015-02-26,99.25
2015-02-27,99.7
2015-02-28,99.5
2015-03-02,99.7
2015-03-03,100.4
2015-03-04,99.95
2015-03-05,99.2
2015-03-09,99.05
2015-03-10,98.0
2015-03-11,96.85
2015-03-12,99.0
2015-03-13,98.45
2015-03-16,96.6
2015-03-17,96.3
2015-03-18,96.55
2015-03-19,96.85
2015-03-20,96.05
2015-03-23,94.6
2015-03-24,96.9
2015-03-25,96.6
2015-03-26,95.95
2015-03-27,95.8
2015-03-30,96.0
2015-03-31,96.9
2015-04-01,98.3
2015-04-06,96.85
2015-04-07,96.95
2015-04-08,96.9
2015-04-09,94.8
2015-04-10,95.25
2015-04-13,95.05
2015-04-15,95.75
2015-04-16,95.7
2015-04-17,95.1
2015-04-20,93.85
2015-04-21,94.1
2015-04-22,94.55
2015-04-23,94.8
2015-04-24,95.7
2015-04-27,93.1
2015-04-28,92.1
2015-04-29,93.75
2015-04-30,94.4
2015-05-04,95.6
2015-05-05,94.9
2015-05-06,96.55
2015-05-07,95.95
2015-05-08,96.0
2015-05-11,95.0
2015-05-12,96.1
2015-05-13,99.85
2015-05-14,100.7
2015-05-15,99.85
2015-05-18,99.25
2015-05-19,98.85
2015-05-20,99.8
2015-05-21,99.35
2015-05-22,99.6
2015-05-25,102.8
2015-05-26,99.75
2015-05-27,100.7
2015-05-28,101.1
2015-05-29,102.75
2015-06-01,103.05
2015-06-02,102.5
2015-06-03,101.65
2015-06-04,102.45
2015-06-05,102.6
2015-06-08,100.5
2015-06-09,101.45
2015-06-10,103.45
2015-06-11,100.6
2015-06-12,99.4
2015-06-15,98.2
2015-06-16,100.7
2015-06-17,101.4
2015-06-18,102.8
2015-06-19,101.65
2015-06-22,101.8
2015-06-23,101.95
2015-06-24,99.95
2015-06-25,101.5
2015-06-26,101.25
2015-06-29,101.2
2015-06-30,100.95
2015-07-01,101.45
2015-07-02,102.2
2015-07-03,102.4
2015-07-06,101.05
2015-07-07,100.4
2015-07-08,101.3
2015-07-09,100.95
2015-07-10,100.8
2015-07-13,102.05
2015-07-14,102.15
2015-07-15,101.65
2015-07-16,101.8
2015-07-17,101.25
2015-07-20,100.8
2015-07-21,100.25
2015-07-22,100.4
2015-07-23,100.2
2015-07-24,98.1
2015-07-27,100.0
2015-07-28,101.25
2015-07-29,100.85
2015-07-30,101.3
2015-07-31,101.1
2015-08-03,100.3
2015-08-04,100.55
2015-08-05,100.6
2015-08-06,100.75
2015-08-07,99.95
2015-08-10,100.55
2015-08-11,99.8
2015-08-12,100.0
2015-08-13,98.75
2015-08-14,100.35
2015-08-17,99.4
2015-08-18,98.0
2015-08-19,99.0
2015-08-20,99.75
2015-08-21,97.35
2015-08-24,90.65
2015-08-25,93.15
2015-08-26,95.8
2015-08-27,96.95
2015-08-28,96.6
2015-08-31,95.85
2015-09-01,94.05
2015-09-02,92.85
2015-09-03,93.55
2015-09-04,92.35
2015-09-07,92.85
2015-09-08,94.7
2015-09-09,95.6
2015-09-10,93.75
2015-09-11,93.65
2015-09-14,93.35
2015-09-15,92.85
2015-09-16,92.35
2015-09-18,88.05
2015-09-21,91.9
2015-09-22,91.25
2015-09-23,91.95
2015-09-24,91.9
2015-09-28,91.95
2015-09-29,91.2
2015-09-30,91.95
2015-10-01,91.8
2015-10-05,91.9
2015-10-06,91.9
2015-10-07,90.25
2015-10-08,89.9
2015-10-09,91.05
2015-10-12,91.25
2015-10-13,90.45
2015-10-14,89.5
2015-10-15,88.65
2015-10-16,89.9
2015-10-19,89.75
2015-10-20,88.9
2015-10-21,86.0
2015-10-23,88.9
2015-10-26,88.25
2015-10-27,87.95
2015-10-28,87.75
2015-10-29,86.85
2015-10-30,89.9
2015-11-02,89.85
2015-11-03,88.55
2015-11-04,86.95
2015-11-05,86.7
2015-11-06,85.25
2015-11-09,86.1
2015-11-10,86.5
2015-11-11,87.3
2015-11-13,85.05
2015-11-16,85.25
2015-11-17,86.45
2015-11-18,86.2
2015-11-19,87.7
2015-11-20,89.95
2015-11-23,89.95
2015-11-24,89.85
2015-11-26,88.85
2015-11-27,89.4
2015-11-30,85.75
2015-12-01,85.7
2015-12-02,85.85
2015-12-03,85.45
2015-12-04,85.85
2015-12-07,87.35
2015-12-08,88.45
2015-12-09,88.65
2015-12-10,89.45
2015-12-11,89.7
2015-12-14,88.6
2015-12-15,91.05
2015-12-16,91.45
2015-12-17,91.0
2015-12-18,91.05
2015-12-21,92.1
2015-12-22,92.1
2015-12-23,91.5
2015-12-24,91.5
2015-12-28,90.7
2015-12-29,90.9
2015-12-30,91.4
2015-12-31,92.15
