Date,BANKINDIA
2015-01-01,304.35
2015-01-02,307.75
2015-01-05,307.0
2015-01-06,291.6
2015-01-07,288.1
2015-01-08,296.1
2015-01-09,293.45
2015-01-12,298.9
2015-01-13,294.5
2015-01-14,290.8
2015-01-15,300.85
2015-01-16,300.4
2015-01-19,299.0
2015-01-20,297.05
2015-01-21,302.0
2015-01-22,298.7
2015-01-23,294.3
2015-01-27,291.55
2015-01-28,291.35
2015-01-29,280.8
2015-01-30,266.25
2015-02-02,273.8
2015-02-03,261.15
2015-02-04,257.05
2015-02-05,249.45
2015-02-06,247.2
2015-02-09,232.7
2015-02-10,236.45
2015-02-11,241.3
2015-02-12,227.4
2015-02-13,235.5
2015-02-16,235.15
2015-02-18,234.05
2015-02-19,234.0
2015-02-20,238.65
2015-02-23,234.75
2015-02-24,231.95
2015-02-25,229.05
2015-02-26,221.75
2015-02-27,235.6
2015-02-28,234.3
2015-03-02,235.9
2015-03-03,239.9
2015-03-04,231.35
2015-03-05,229.25
2015-03-09,222.5
2015-03-10,219.45
2015-03-11,217.9
2015-03-12,220.05
2015-03-13,216.0
2015-03-16,216.35
2015-03-17,218.0
2015-03-18,220.55
2015-03-19,215.85
2015-03-20,212.6
2015-03-23,209.1
2015-03-24,204.6
2015-03-25,202.8
2015-03-26,197.35
2015-03-27,198.55
2015-03-30,199.9
2015-03-31,195.85
2015-04-01,205.75
2015-04-06,206.0
2015-04-07,207.0
2015-04-08,205.9
2015-04-09,212.7
2015-04-10,218.95
2015-04-13,221.0
2015-04-15,226.9
2015-04-16,225.05
2015-04-17,228.35
2015-04-20,220.75
2015-04-21,223.05
2015-04-22,221.9
2015-04-23,218.4
2015-04-24,210.1
2015-04-27,210.7
2015-04-28,215.7
2015-04-29,213.5
2015-04-30,216.6
2015-05-04,223.9
2015-05-05,223.05
2015-05-06,208.35
2015-05-07,200.65
2015-05-08,195.85
2015-05-11,206.25
2015-05-12,197.9
2015-05-13,203.5
2015-05-14,211.0
2015-05-15,209.0
2015-05-18,206.9
2015-05-19,206.75
2015-05-20,205.75
2015-05-21,206.5
2015-05-22,202.15
2015-05-25,203.25
2015-05-26,202.15
2015-05-27,203.85
2015-05-28,191.85
2015-05-29,197.2
2015-06-01,196.5
2015-06-02,189.2
2015-06-03,189.75
2015-06-04,183.0
2015-06-05,180.85
2015-06-08,174.05
2015-06-09,175.6
2015-06-10,176.65
2015-06-11,173.15
2015-06-12,173.35
2015-06-15,171.1
2015-06-16,174.3
2015-06-17,173.8
2015-06-18,175.65
2015-06-19,177.6
2015-06-22,183.25
2015-06-23,184.3
2015-06-24,179.2
2015-06-25,183.35
2015-06-26,177.1
2015-06-29,172.05
2015-06-30,171.4
2015-07-01,179.55
2015-07-02,178.35
2015-07-03,180.75
2015-07-06,184.7
2015-07-07,184.8
2015-07-08,180.15
2015-07-09,184.45
2015-07-10,180.5
2015-07-13,183.05
2015-07-14,181.6
2015-07-15,178.75
2015-07-16,180.2
2015-07-17,179.2
2015-07-20,173.4
2015-07-21,170.5
2015-07-22,172.1
2015-07-23,172.95
2015-07-24,171.3
2015-07-27,163.75
2015-07-28,154.45
2015-07-29,149.75
2015-07-30,157.25
2015-07-31,163.0
2015-08-03,167.05
2015-08-04,173.1
2015-08-05,169.95
2015-08-06,174.2
2015-08-07,171.3
2015-08-10,168.9
2015-08-11,163.65
2015-08-12,157.95
2015-08-13,157.5
2015-08-14,170.2
2015-08-17,185.75
2015-08-18,178.75
2015-08-19,177.1
2015-08-20,169.65
2015-08-21,166.5
2015-08-24,140.35
2015-08-25,140.9
2015-08-26,138.9
2015-08-27,142.75
2015-08-28,141.55
2015-08-31,142.15
2015-09-01,134.5
2015-09-02,130.9
2015-09-03,133.45
2015-09-04,128.7
2015-09-07,127.25
2015-09-08,133.5
2015-09-09,135.3
2015-09-10,131.8
2015-09-11,132.1
2015-09-14,136.0
2015-09-15,137.5
2015-09-16,138.65
2015-09-18,140.3
2015-09-21,143.55
2015-09-22,136.75
2015-09-23,135.7
2015-09-24,135.15
2015-09-28,135.75
2015-09-29,137.8
2015-09-30,135.6
2015-10-01,134.35
2015-10-05,139.2
2015-10-06,141.85
2015-10-07,145.85
2015-10-08,145.5
2015-10-09,144.65
2015-10-12,143.95
2015-10-13,142.25
2015-10-14,141.45
2015-10-15,142.55
2015-10-16,142.8
2015-10-19,141.8
2015-10-20,142.5
2015-10-21,138.5
2015-10-23,138.45
2015-10-26,137.1
2015-10-27,137.3
2015-10-28,134.45
2015-10-29,133.7
2015-10-30,131.3
2015-11-02,132.7
2015-11-03,133.2
2015-11-04,133.45
2015-11-05,132.5
2015-11-06,134.5
2015-11-09,133.55
2015-11-10,131.9
2015-11-11,132.45
2015-11-13,130.25
2015-11-16,133.05
2015-11-17,131.8
2015-11-18,128.6
2015-11-19,128.9
2015-11-20,129.6
2015-11-23,128.35
2015-11-24,124.6
2015-11-26,126.4
2015-11-27,130.3
2015-11-30,131.2
2015-12-01,130.6
2015-12-02,127.4
2015-12-03,125.3
2015-12-04,123.35
2015-12-07,121.75
2015-12-08,118.1
2015-12-09,116.9
2015-12-10,116.85
2015-12-11,115.25
2015-12-14,115.75
2015-12-15,115.8
2015-12-16,115.95
2015-12-17,117.3
2015-12-18,117.55
2015-12-21,117.95
2015-12-22,116.4
2015-12-23,117.65
2015-12-24,117.5
2015-12-28,117.85
2015-12-29,116.7
2015-12-30,115.35
2015-12-31,114.95
