Date,KKCL
2015-01-01,1914.75
2015-01-02,1950.0
2015-01-05,1893.3
2015-01-06,1916.35
2015-01-07,1918.7
2015-01-08,1910.5
2015-01-09,1878.15
2015-01-12,1933.4
2015-01-13,1902.6
2015-01-14,1893.55
2015-01-15,1894.55
2015-01-16,1887.35
2015-01-19,1902.3
2015-01-20,1944.65
2015-01-21,1920.1
2015-01-22,1920.35
2015-01-23,1920.0
2015-01-27,1895.0
2015-01-28,1895.0
2015-01-29,1887.5
2015-01-30,1918.7
2015-02-02,1769.0
2015-02-03,1802.85
2015-02-04,1800.55
2015-02-05,1791.45
2015-02-06,1755.4
2015-02-09,1675.35
2015-02-10,1690.35
2015-02-11,1705.15
2015-02-12,1715.2
2015-02-13,1756.15
2015-02-16,1773.55
2015-02-18,1775.25
2015-02-19,1775.0
2015-02-20,1772.15
2015-02-23,1773.9
2015-02-24,1752.55
2015-02-25,1785.2
2015-02-26,1776.4
2015-02-27,1800.65
2015-02-28,1824.7
2015-03-02,1851.8
2015-03-03,1850.05
2015-03-04,1865.0
2015-03-05,1875.7
2015-03-09,1916.75
2015-03-10,1918.45
2015-03-11,1982.85
2015-03-12,2012.9
2015-03-13,2036.3
2015-03-16,1955.8
2015-03-17,1940.25
2015-03-18,2009.45
2015-03-19,2027.2
2015-03-20,2049.0
2015-03-23,2028.35
2015-03-24,2031.75
2015-03-25,2010.15
2015-03-26,2015.2
2015-03-27,1981.25
2015-03-30,2093.45
2015-03-31,2125.8
2015-04-01,2122.35
2015-04-06,2105.2
2015-04-07,2123.35
2015-04-08,2081.45
2015-04-09,2080.0
2015-04-10,2050.85
2015-04-13,2010.3
2015-04-15,2085.1
2015-04-16,2075.0
2015-04-17,2049.6
2015-04-20,2074.55
2015-04-21,2080.0
2015-04-22,2050.0
2015-04-23,2048.0
2015-04-24,2011.85
2015-04-27,1980.0
2015-04-28,1994.75
2015-04-29,1992.3
2015-04-30,2225.4
2015-05-04,2109.25
2015-05-05,2181.8
2015-05-06,2163.85
2015-05-07,2228.55
2015-05-08,2230.6
2015-05-11,2220.9
2015-05-12,2237.85
2015-05-13,2249.45
2015-05-14,2242.85
2015-05-15,2193.1
2015-05-18,2230.8
2015-05-19,2243.3
2015-05-20,2206.95
2015-05-21,2217.45
2015-05-22,2167.9
2015-05-25,2172.45
2015-05-26,2117.6
2015-05-27,2066.85
2015-05-28,2051.85
2015-05-29,1995.6
2015-06-01,2037.5
2015-06-02,2017.8
2015-06-03,1995.85
2015-06-04,2050.0
2015-06-05,2104.4
2015-06-08,2150.85
2015-06-09,2226.15
2015-06-10,2247.35
2015-06-11,2220.0
2015-06-12,2200.0
2015-06-15,2200.0
2015-06-16,2142.45
2015-06-17,2139.65
2015-06-18,2196.65
2015-06-19,2201.35
2015-06-22,2249.75
2015-06-23,2249.95
2015-06-24,2233.45
2015-06-25,2195.65
2015-06-26,2200.25
2015-06-29,2149.6
2015-06-30,2116.8
2015-07-01,2111.0
2015-07-02,2105.0
2015-07-03,2096.45
2015-07-06,2065.45
2015-07-07,2006.15
2015-07-08,1977.65
2015-07-09,1975.7
2015-07-10,2000.0
2015-07-13,2016.1
2015-07-14,2000.15
2015-07-15,2066.9
2015-07-16,2243.7
2015-07-17,2251.3
2015-07-20,2299.15
2015-07-21,2236.15
2015-07-22,2191.8
2015-07-23,2218.7
2015-07-24,2207.05
2015-07-27,2168.55
2015-07-28,2200.75
2015-07-29,2231.45
2015-07-30,2200.65
2015-07-31,2188.35
2015-08-03,2206.95
2015-08-04,2224.4
2015-08-05,2221.95
2015-08-06,2224.95
2015-08-07,2185.4
2015-08-10,2181.2
2015-08-11,2172.45
2015-08-12,2173.0
2015-08-13,2200.0
2015-08-14,2225.75
2015-08-17,2220.7
2015-08-18,2201.5
2015-08-19,2200.3
2015-08-20,2205.75
2015-08-21,2213.9
2015-08-24,2152.55
2015-08-25,2170.0
2015-08-26,2161.0
2015-08-27,2170.0
2015-08-28,2165.0
2015-08-31,2211.0
2015-09-01,2201.5
2015-09-02,2152.85
2015-09-03,2177.95
2015-09-04,2169.95
2015-09-07,2150.0
2015-09-08,2140.0
2015-09-09,2139.2
2015-09-10,2159.1
2015-09-11,2180.0
2015-09-14,2150.0
2015-09-15,2140.0
2015-09-16,2140.0
2015-09-18,2152.6
2015-09-21,2212.5
2015-09-22,2161.05
2015-09-23,2127.35
2015-09-24,2140.0
2015-09-28,2153.55
2015-09-29,2144.0
2015-09-30,2149.85
2015-10-01,2140.0
