Date,SHRIRAMCIT
2015-01-01,1983.45
2015-01-02,1995.2
2015-01-05,2061.55
2015-01-06,2046.1
2015-01-07,1983.35
2015-01-08,1998.9
2015-01-09,1954.95
2015-01-12,2007.05
2015-01-13,1968.3
2015-01-14,1995.55
2015-01-15,2035.1
2015-01-16,2042.25
2015-01-19,2033.65
2015-01-20,2051.65
2015-01-21,2039.05
2015-01-22,1997.15
2015-01-23,1989.95
2015-01-27,2071.85
2015-01-28,2140.35
2015-01-29,2144.7
2015-01-30,2111.2
2015-02-02,2050.0
2015-02-03,2086.15
2015-02-04,2024.4
2015-02-05,2016.1
2015-02-06,2078.75
2015-02-09,2050.6
2015-02-10,2009.65
2015-02-11,2014.35
2015-02-12,2025.3
2015-02-13,2007.25
2015-02-16,2049.5
2015-02-18,2041.2
2015-02-19,2067.6
2015-02-20,2008.3
2015-02-23,1988.95
2015-02-24,1980.45
2015-02-25,1983.05
2015-02-26,1948.3
2015-02-27,1997.55
2015-02-28,2016.55
2015-03-02,2024.95
2015-03-03,2049.65
2015-03-04,2012.8
2015-03-05,1992.25
2015-03-09,2003.85
2015-03-10,1977.8
2015-03-11,1915.3
2015-03-12,1928.95
2015-03-13,1955.25
2015-03-16,1916.45
2015-03-17,1897.55
2015-03-18,1950.2
2015-03-19,1977.7
2015-03-20,1947.1
2015-03-23,1895.85
2015-03-24,1887.15
2015-03-25,1902.2
2015-03-26,1937.25
2015-03-27,1909.1
2015-03-30,1956.45
2015-03-31,1965.15
2015-04-01,1995.75
2015-04-06,1984.15
2015-04-07,2010.65
2015-04-08,1962.7
2015-04-09,1903.7
2015-04-10,1896.4
2015-04-13,1904.2
2015-04-15,1911.2
2015-04-16,1929.85
2015-04-17,1905.6
2015-04-20,1874.75
2015-04-21,1857.1
2015-04-22,1862.5
2015-04-23,1884.85
2015-04-24,1893.05
2015-04-27,1893.45
2015-04-28,1918.4
2015-04-29,1927.05
2015-04-30,1928.7
2015-05-04,1921.75
2015-05-05,1940.6
2015-05-06,1912.55
2015-05-07,1822.95
2015-05-08,1787.2
2015-05-11,1755.85
2015-05-12,1702.5
2015-05-13,1785.5
2015-05-14,1788.15
2015-05-15,1758.05
2015-05-18,1758.25
2015-05-19,1770.3
2015-05-20,1766.8
2015-05-21,1769.9
2015-05-22,1761.65
2015-05-25,1768.55
2015-05-26,1751.35
2015-05-27,1764.05
2015-05-28,1744.45
2015-05-29,1677.5
2015-06-01,1694.75
2015-06-02,1646.6
2015-06-03,1647.65
2015-06-04,1637.5
2015-06-05,1636.65
2015-06-08,1640.8
2015-06-09,1620.45
2015-06-10,1606.2
2015-06-11,1600.3
2015-06-12,1600.45
2015-06-15,1595.85
2015-06-16,1567.45
2015-06-17,1579.25
2015-06-18,1627.9
2015-06-19,1585.0
2015-06-22,1602.4
2015-06-23,1656.75
2015-06-24,1678.55
2015-06-25,1676.0
2015-06-26,1693.4
2015-06-29,1715.75
2015-06-30,1752.2
2015-07-01,1771.45
2015-07-02,1789.5
2015-07-03,1799.4
2015-07-06,1797.8
2015-07-07,1733.05
2015-07-08,1678.25
2015-07-09,1669.05
2015-07-10,1684.1
2015-07-13,1688.0
2015-07-14,1680.0
2015-07-15,1688.5
2015-07-16,1686.9
2015-07-17,1689.9
2015-07-20,1681.65
2015-07-21,1660.5
2015-07-22,1663.15
2015-07-23,1666.4
2015-07-24,1645.95
2015-07-27,1620.9
2015-07-28,1628.25
2015-07-29,1652.35
2015-07-30,1670.25
2015-07-31,1749.95
2015-08-03,1836.75
2015-08-04,1775.55
2015-08-05,1784.15
2015-08-06,1851.05
2015-08-07,1824.25
2015-08-10,1849.65
2015-08-11,1811.7
2015-08-12,1781.45
2015-08-13,1738.1
2015-08-14,1858.35
2015-08-17,1836.3
2015-08-18,1834.9
2015-08-19,1821.95
2015-08-20,1735.55
2015-08-21,1694.8
2015-08-24,1629.85
2015-08-25,1653.4
2015-08-26,1649.6
2015-08-27,1688.9
2015-08-28,1646.2
2015-08-31,1633.25
2015-09-01,1630.05
2015-09-02,1629.25
2015-09-03,1625.05
2015-09-04,1662.55
2015-09-07,1694.2
2015-09-08,1676.0
2015-09-09,1764.75
2015-09-10,1751.5
2015-09-11,1707.7
2015-09-14,1729.15
2015-09-15,1700.4
2015-09-16,1717.9
2015-09-18,1798.55
2015-09-21,1781.5
2015-09-22,1739.15
2015-09-23,1684.0
2015-09-24,1729.65
2015-09-28,1758.3
2015-09-29,1723.3
2015-09-30,1705.95
2015-10-01,1698.2
2015-10-05,1733.0
2015-10-06,1786.5
2015-10-07,1782.2
2015-10-08,1780.55
2015-10-09,1776.35
2015-10-12,1841.1
2015-10-13,1842.1
2015-10-14,1838.85
2015-10-15,1835.85
2015-10-16,1836.6
2015-10-19,1857.75
2015-10-20,1860.05
2015-10-21,1861.8
2015-10-23,1860.65
2015-10-26,1863.25
2015-10-27,1861.05
2015-10-28,1834.75
2015-10-29,1840.95
2015-10-30,1840.0
2015-11-02,1828.9
2015-11-03,1811.05
2015-11-04,1810.4
2015-11-05,1790.55
2015-11-06,1762.35
2015-11-09,1776.85
2015-11-10,1740.05
2015-11-11,1778.4
2015-11-13,1742.2
2015-11-16,1775.6
2015-11-17,1760.75
2015-11-18,1764.15
2015-11-19,1738.1
2015-11-20,1726.7
2015-11-23,1736.4
2015-11-24,1741.6
2015-11-26,1734.85
2015-11-27,1750.1
2015-11-30,1748.95
2015-12-01,1729.65
2015-12-02,1722.25
2015-12-03,1689.05
2015-12-04,1677.2
2015-12-07,1676.8
2015-12-08,1680.45
2015-12-09,1648.55
2015-12-10,1685.6
2015-12-11,1663.25
2015-12-14,1643.15
2015-12-15,1632.25
2015-12-16,1614.3
2015-12-17,1621.55
2015-12-18,1619.2
2015-12-21,1648.4
2015-12-22,1609.3
2015-12-23,1584.3
2015-12-24,1610.75
2015-12-28,1586.95
2015-12-29,1529.45
2015-12-30,1568.9
