Date,ORIENTHOT
2015-01-01,23.75
2015-01-02,24.0
2015-01-05,24.1
2015-01-06,23.0
2015-01-07,23.75
2015-01-08,24.25
2015-01-09,23.75
2015-01-12,23.65
2015-01-13,23.85
2015-01-14,24.1
2015-01-15,23.7
2015-01-16,23.55
2015-01-20,23.6
2015-01-21,23.45
2015-01-22,23.8
2015-01-23,24.1
2015-01-27,23.45
2015-01-28,23.25
2015-01-29,23.3
2015-01-30,23.1
2015-02-02,23.0
2015-02-03,23.15
2015-02-04,24.15
2015-02-05,23.05
2015-02-06,22.6
2015-02-09,22.1
2015-02-10,22.65
2015-02-11,23.0
2015-02-12,24.0
2015-02-13,22.05
2015-02-16,21.9
2015-02-18,22.1
2015-02-19,22.0
2015-02-20,21.9
2015-02-23,21.75
2015-02-24,21.35
2015-02-25,20.8
2015-02-26,20.5
2015-02-27,20.85
2015-02-28,20.95
2015-03-02,20.5
2015-03-03,20.35
2015-03-04,20.95
2015-03-05,21.0
2015-03-09,20.15
2015-03-10,20.3
2015-03-11,20.3
2015-03-12,20.2
2015-03-13,20.9
2015-03-16,21.25
2015-03-17,21.65
2015-03-18,22.6
2015-03-19,22.05
2015-03-20,20.75
2015-03-23,20.1
2015-03-24,19.95
2015-03-25,19.05
2015-03-26,19.2
2015-03-27,19.5
2015-03-30,19.6
2015-03-31,20.1
2015-04-01,20.0
2015-04-06,20.4
2015-04-07,20.75
2015-04-08,22.05
2015-04-09,21.25
2015-04-10,20.8
2015-04-13,20.95
2015-04-15,20.65
2015-04-16,20.7
2015-04-17,20.9
2015-04-20,20.55
2015-04-21,21.0
2015-04-22,21.2
2015-04-23,21.9
2015-04-24,20.7
2015-04-27,20.5
2015-04-28,20.1
2015-04-29,20.3
2015-04-30,21.3
2015-05-04,22.85
2015-05-05,21.75
2015-05-06,21.6
2015-05-07,21.75
2015-05-08,21.8
2015-05-11,22.0
2015-05-12,21.05
2015-05-13,19.4
2015-05-14,19.6
2015-05-15,19.3
2015-05-18,20.4
2015-05-19,20.15
2015-05-20,19.85
2015-05-21,20.2
2015-05-22,20.2
2015-05-25,20.45
2015-05-26,19.95
2015-05-27,19.8
2015-05-28,19.7
2015-05-29,20.05
2015-06-01,19.8
2015-06-02,19.5
2015-06-03,19.6
2015-06-04,18.95
2015-06-05,19.6
2015-06-08,19.0
2015-06-09,18.85
2015-06-10,19.05
2015-06-11,18.9
2015-06-12,19.0
2015-06-15,18.8
2015-06-16,18.65
2015-06-17,19.35
2015-06-18,21.05
2015-06-19,20.5
2015-06-22,20.85
2015-06-23,20.8
2015-06-24,19.75
2015-06-25,20.0
2015-06-26,19.85
2015-06-29,19.9
2015-06-30,19.75
2015-07-01,19.75
2015-07-02,19.7
2015-07-03,19.65
2015-07-06,19.45
2015-07-07,21.85
2015-07-08,23.5
2015-07-09,23.5
2015-07-10,22.95
2015-07-13,22.7
2015-07-14,22.75
2015-07-15,23.25
2015-07-16,22.95
2015-07-17,22.7
2015-07-20,23.15
2015-07-21,22.15
2015-07-22,21.75
2015-07-23,21.6
2015-07-24,21.45
2015-07-27,21.35
2015-07-28,21.55
2015-07-29,21.55
2015-07-30,21.7
2015-07-31,21.2
2015-08-03,21.2
2015-08-04,21.45
2015-08-05,21.6
2015-08-06,23.45
2015-08-07,22.1
2015-08-10,22.3
2015-08-11,22.05
2015-08-12,21.9
2015-08-13,21.5
2015-08-14,21.5
2015-08-17,21.85
2015-08-18,21.5
2015-08-19,20.7
2015-08-20,21.2
2015-08-21,20.65
2015-08-24,19.5
2015-08-25,21.55
2015-08-26,19.75
2015-08-27,20.6
2015-08-28,20.45
2015-08-31,20.5
2015-09-01,20.0
2015-09-02,20.15
2015-09-03,19.85
2015-09-04,19.65
2015-09-07,19.5
2015-09-08,20.1
2015-09-09,20.3
2015-09-10,19.5
2015-09-11,19.0
2015-09-14,19.8
2015-09-15,20.05
2015-09-16,20.1
2015-09-18,20.35
2015-09-21,20.7
2015-09-22,20.3
2015-09-23,20.1
2015-09-24,20.9
2015-09-28,20.35
2015-09-29,20.9
2015-09-30,20.3
2015-10-01,20.35
2015-10-05,20.5
2015-10-06,20.75
2015-10-07,20.9
2015-10-08,20.8
2015-10-09,20.95
2015-10-12,20.9
2015-10-13,20.75
2015-10-14,21.9
2015-10-15,21.2
2015-10-16,21.55
2015-10-19,20.6
2015-10-20,21.15
2015-10-21,21.15
2015-10-23,21.65
2015-10-26,20.8
2015-10-27,21.35
2015-10-28,21.55
2015-10-29,20.55
2015-10-30,21.75
2015-11-02,21.6
2015-11-03,21.0
2015-11-04,20.7
2015-11-05,21.15
2015-11-06,21.05
2015-11-09,20.55
2015-11-10,20.55
2015-11-11,21.25
2015-11-13,20.75
2015-11-16,20.45
2015-11-17,20.2
2015-11-18,20.8
2015-11-19,20.4
2015-11-20,21.0
2015-11-23,21.2
2015-11-24,21.6
2015-11-26,21.8
2015-11-27,21.8
2015-11-30,21.7
2015-12-01,22.85
2015-12-02,24.35
2015-12-03,24.35
2015-12-04,23.85
2015-12-07,23.95
2015-12-08,22.8
2015-12-09,22.05
2015-12-10,22.45
2015-12-11,22.5
2015-12-14,26.8
2015-12-15,27.1
2015-12-16,26.0
2015-12-17,26.7
2015-12-18,26.85
2015-12-21,26.2
2015-12-22,25.5
2015-12-23,25.8
2015-12-24,26.0
2015-12-28,26.35
2015-12-29,25.95
2015-12-30,25.2
2015-12-31,26.7
