Date,MCDHOLDING
2015-01-01,30.2
2015-01-02,30.65
2015-01-05,31.3
2015-01-06,30.5
2015-01-07,33.3
2015-01-08,32.75
2015-01-09,31.95
2015-01-12,38.3
2015-01-13,34.8
2015-01-14,34.05
2015-01-15,32.8
2015-01-16,33.65
2015-01-19,34.55
2015-01-20,34.65
2015-01-21,39.2
2015-01-22,37.25
2015-01-23,37.05
2015-01-27,35.6
2015-01-28,35.1
2015-01-29,34.6
2015-01-30,34.55
2015-02-02,35.55
2015-02-03,35.2
2015-02-04,36.05
2015-02-05,37.0
2015-02-06,35.5
2015-02-09,34.05
2015-02-10,32.9
2015-02-11,33.5
2015-02-12,34.05
2015-02-13,34.85
2015-02-16,33.9
2015-02-18,33.65
2015-02-19,34.85
2015-02-20,34.25
2015-02-23,34.05
2015-02-24,32.65
2015-02-25,33.0
2015-02-26,32.75
2015-02-27,33.7
2015-02-28,33.1
2015-03-02,33.9
2015-03-03,33.3
2015-03-04,34.15
2015-03-05,34.65
2015-03-09,33.85
2015-03-10,33.15
2015-03-11,33.5
2015-03-12,33.1
2015-03-13,32.6
2015-03-16,30.7
2015-03-17,30.35
2015-03-18,30.65
2015-03-19,30.1
2015-03-20,29.25
2015-03-23,28.5
2015-03-24,28.15
2015-03-25,27.85
2015-03-26,27.1
2015-03-27,26.25
2015-03-30,27.75
2015-03-31,28.35
2015-04-01,29.5
2015-04-06,29.85
2015-04-07,32.65
2015-04-08,32.85
2015-04-09,32.8
2015-04-10,33.3
2015-04-13,33.5
2015-04-15,38.15
2015-04-16,41.8
2015-04-17,43.25
2015-04-20,40.0
2015-04-21,38.35
2015-04-22,37.85
2015-04-23,37.35
2015-04-24,36.15
2015-04-27,32.4
2015-04-28,32.1
2015-04-29,32.1
2015-04-30,32.1
2015-05-04,33.95
2015-05-05,33.0
2015-05-06,31.7
2015-05-07,30.85
2015-05-08,31.65
2015-05-11,31.45
2015-05-12,31.3
2015-05-13,32.15
2015-05-14,32.0
2015-05-15,31.55
2015-05-18,31.6
2015-05-19,31.95
2015-05-20,31.35
2015-05-21,31.85
2015-05-22,31.35
2015-05-25,31.55
2015-05-26,31.0
2015-05-27,31.35
2015-05-28,31.0
2015-05-29,30.75
2015-06-01,30.55
2015-06-02,30.25
2015-06-03,28.7
2015-06-04,28.3
2015-06-05,28.7
2015-06-08,29.0
2015-06-09,28.4
2015-06-10,28.2
2015-06-11,27.6
2015-06-12,26.1
2015-06-15,26.1
2015-06-16,26.65
2015-06-17,26.8
2015-06-18,26.4
2015-06-19,26.75
2015-06-22,27.1
2015-06-23,27.45
2015-06-24,28.2
2015-06-25,28.1
2015-06-26,27.85
2015-06-29,26.6
2015-06-30,27.8
2015-07-01,27.8
2015-07-02,27.85
2015-07-03,28.85
2015-07-06,30.5
2015-07-07,34.25
2015-07-08,33.65
2015-07-09,32.6
2015-07-10,32.0
2015-07-13,32.1
2015-07-14,31.2
2015-07-15,31.7
2015-07-16,31.25
2015-07-17,31.15
2015-07-20,31.4
2015-07-21,31.2
2015-07-22,31.4
2015-07-23,30.85
2015-07-24,30.8
2015-07-27,30.15
2015-07-28,30.55
2015-07-29,29.55
2015-07-30,29.8
2015-07-31,30.4
2015-08-03,31.1
2015-08-04,30.75
2015-08-05,30.55
2015-08-06,29.85
2015-08-07,29.25
2015-08-10,29.05
2015-08-11,29.6
2015-08-12,28.7
2015-08-13,27.95
2015-08-14,27.75
2015-08-17,27.5
2015-08-18,27.55
2015-08-19,27.75
2015-08-20,27.15
2015-08-21,26.45
2015-08-24,23.6
2015-08-25,22.45
2015-08-26,22.85
2015-08-27,23.9
2015-08-28,23.8
2015-08-31,24.5
2015-09-01,26.05
2015-09-02,25.45
2015-09-03,24.9
2015-09-04,23.5
2015-09-07,22.6
2015-09-08,22.95
2015-09-09,23.8
2015-09-10,25.0
2015-09-11,27.35
2015-09-14,26.85
2015-09-15,25.7
2015-09-16,24.6
2015-09-18,24.75
2015-09-21,25.4
2015-09-22,25.3
2015-09-23,24.95
2015-09-24,24.45
2015-09-28,24.5
2015-09-29,24.45
2015-09-30,25.3
2015-10-01,25.1
2015-10-05,25.2
2015-10-06,25.15
2015-10-07,28.55
2015-10-08,26.3
2015-10-09,25.85
2015-10-12,27.4
2015-10-13,28.0
2015-10-14,28.1
2015-10-15,30.1
2015-10-16,31.35
2015-10-19,30.3
2015-10-20,32.55
2015-10-21,31.4
2015-10-23,30.9
2015-10-26,31.0
2015-10-27,30.7
2015-10-28,30.7
2015-10-29,30.7
2015-10-30,30.15
2015-11-02,30.15
2015-11-03,31.6
2015-11-04,31.1
2015-11-05,30.65
2015-11-06,30.85
2015-11-09,31.9
2015-11-10,32.25
2015-11-11,32.1
2015-11-13,31.1
2015-11-16,30.45
2015-11-17,30.0
2015-11-18,29.6
2015-11-19,29.6
2015-11-20,29.6
2015-11-23,29.8
2015-11-24,29.65
2015-11-26,29.05
2015-11-27,28.9
2015-11-30,28.55
2015-12-01,31.85
2015-12-02,30.5
2015-12-03,31.1
2015-12-04,30.8
2015-12-07,30.4
2015-12-08,29.5
2015-12-09,28.6
2015-12-10,28.45
2015-12-11,27.95
2015-12-14,28.1
2015-12-15,28.45
2015-12-16,28.45
2015-12-17,28.5
2015-12-18,28.45
2015-12-21,28.5
2015-12-22,28.25
2015-12-23,28.45
2015-12-24,28.35
2015-12-28,30.5
2015-12-29,28.7
2015-12-30,30.5
2015-12-31,30.25
