Date,IBREALEST
2015-01-01,68.85
2015-01-02,72.4
2015-01-05,72.5
2015-01-06,67.25
2015-01-07,68.25
2015-01-08,70.6
2015-01-09,68.7
2015-01-12,68.75
2015-01-13,65.95
2015-01-14,64.05
2015-01-15,70.65
2015-01-16,72.25
2015-01-19,71.75
2015-01-20,70.5
2015-01-21,68.85
2015-01-22,71.9
2015-01-23,75.9
2015-01-27,76.6
2015-01-28,75.5
2015-01-29,78.5
2015-01-30,83.45
2015-02-02,84.25
2015-02-03,81.45
2015-02-04,81.2
2015-02-05,76.95
2015-02-06,80.15
2015-02-09,77.2
2015-02-10,71.45
2015-02-11,73.1
2015-02-12,76.8
2015-02-13,77.9
2015-02-16,78.8
2015-02-18,80.9
2015-02-19,82.25
2015-02-20,84.15
2015-02-23,81.65
2015-02-24,80.95
2015-02-25,79.9
2015-02-26,78.65
2015-02-27,82.95
2015-02-28,79.95
2015-03-02,78.45
2015-03-03,76.7
2015-03-04,76.25
2015-03-05,76.25
2015-03-09,73.8
2015-03-10,73.15
2015-03-11,74.5
2015-03-12,77.4
2015-03-13,73.85
2015-03-16,74.65
2015-03-17,73.3
2015-03-18,73.25
2015-03-19,70.2
2015-03-20,65.7
2015-03-23,64.85
2015-03-24,65.55
2015-03-25,64.6
2015-03-26,64.35
2015-03-27,66.15
2015-03-30,67.15
2015-03-31,65.4
2015-04-01,67.65
2015-04-06,72.4
2015-04-07,70.35
2015-04-08,71.95
2015-04-09,70.8
2015-04-10,71.6
2015-04-13,72.1
2015-04-15,69.75
2015-04-16,66.5
2015-04-17,65.35
2015-04-20,61.85
2015-04-21,61.05
2015-04-22,62.0
2015-04-23,61.4
2015-04-24,57.85
2015-04-27,53.25
2015-04-28,53.95
2015-04-29,55.95
2015-04-30,59.7
2015-05-04,60.1
2015-05-05,59.8
2015-05-06,55.2
2015-05-07,54.95
2015-05-08,57.15
2015-05-11,58.25
2015-05-12,55.25
2015-05-13,57.2
2015-05-14,57.7
2015-05-15,56.35
2015-05-18,57.4
2015-05-19,56.9
2015-05-20,58.3
2015-05-21,58.15
2015-05-22,59.45
2015-05-25,58.7
2015-05-26,57.5
2015-05-27,58.7
2015-05-28,57.9
2015-05-29,58.55
2015-06-01,58.9
2015-06-02,55.2
2015-06-03,50.6
2015-06-04,50.35
2015-06-05,49.7
2015-06-08,48.4
2015-06-09,46.8
2015-06-10,47.1
2015-06-11,44.95
2015-06-12,44.15
2015-06-15,44.05
2015-06-16,42.85
2015-06-17,42.9
2015-06-18,41.9
2015-06-19,42.0
2015-06-22,54.65
2015-06-23,53.5
2015-06-24,54.15
2015-06-25,54.5
2015-06-26,57.55
2015-06-29,54.95
2015-06-30,57.05
2015-07-01,56.8
2015-07-02,56.55
2015-07-03,56.0
2015-07-06,56.85
2015-07-07,57.55
2015-07-08,57.55
2015-07-09,56.3
2015-07-10,55.25
2015-07-13,56.85
2015-07-14,55.35
2015-07-15,55.9
2015-07-16,54.7
2015-07-17,54.05
2015-07-20,52.85
2015-07-21,51.4
2015-07-22,55.7
2015-07-23,55.05
2015-07-24,57.9
2015-07-27,58.6
2015-07-28,59.2
2015-07-29,60.1
2015-07-30,62.5
2015-07-31,63.0
2015-08-03,61.8
2015-08-04,64.55
2015-08-05,67.55
2015-08-06,67.9
2015-08-07,66.4
2015-08-10,68.0
2015-08-11,68.4
2015-08-12,64.75
2015-08-13,61.8
2015-08-14,65.5
2015-08-17,63.45
2015-08-18,64.6
2015-08-19,61.4
2015-08-20,55.75
2015-08-21,56.3
2015-08-24,46.85
2015-08-25,55.55
2015-08-26,59.95
2015-08-27,65.55
2015-08-28,62.4
2015-08-31,61.85
2015-09-01,57.75
2015-09-02,60.45
2015-09-03,64.55
2015-09-04,60.7
2015-09-07,60.6
2015-09-08,63.95
2015-09-09,64.4
2015-09-10,63.95
2015-09-11,63.0
2015-09-14,66.0
2015-09-15,63.6
2015-09-16,62.05
2015-09-18,64.2
2015-09-21,64.2
2015-09-22,60.75
2015-09-23,61.1
2015-09-24,60.95
2015-09-28,61.6
2015-09-29,64.3
2015-09-30,63.85
2015-10-01,62.8
2015-10-05,65.35
2015-10-06,70.0
2015-10-07,70.5
2015-10-08,67.95
2015-10-09,67.15
2015-10-12,66.3
2015-10-13,67.35
2015-10-14,67.2
2015-10-15,67.75
2015-10-16,68.15
2015-10-19,72.25
2015-10-20,70.95
2015-10-21,67.75
2015-10-23,65.05
2015-10-26,63.3
2015-10-27,65.3
2015-10-28,64.3
2015-10-29,64.15
2015-10-30,62.4
2015-11-02,62.5
2015-11-03,61.9
2015-11-04,62.15
2015-11-05,59.9
2015-11-06,59.3
2015-11-09,60.35
2015-11-10,58.55
2015-11-11,60.75
2015-11-13,60.0
2015-11-16,60.35
2015-11-17,60.0
2015-11-18,59.35
2015-11-19,60.15
2015-11-20,60.8
2015-11-23,60.35
2015-11-24,61.2
2015-11-26,62.95
2015-11-27,62.4
2015-11-30,64.0
2015-12-01,62.9
2015-12-02,62.35
2015-12-03,62.1
2015-12-04,60.5
2015-12-07,60.4
2015-12-08,55.85
2015-12-09,58.05
2015-12-10,58.05
2015-12-11,55.95
2015-12-14,56.45
2015-12-15,59.15
2015-12-16,60.25
2015-12-17,61.15
2015-12-18,60.8
2015-12-21,62.5
2015-12-22,61.55
2015-12-23,62.25
2015-12-24,62.3
2015-12-28,62.4
2015-12-29,61.95
2015-12-30,61.95
2015-12-31,63.95
