Date,ULTRACEMCO
2015-01-01,2662.5
2015-01-02,2742.1
2015-01-05,2747.7
2015-01-06,2670.6
2015-01-07,2660.05
2015-01-08,2727.45
2015-01-09,2729.35
2015-01-12,2700.3
2015-01-13,2818.5
2015-01-14,2908.85
2015-01-15,3083.05
2015-01-16,3070.1
2015-01-19,3088.5
2015-01-20,3096.45
2015-01-21,3054.8
2015-01-22,3122.45
2015-01-23,3147.9
2015-01-27,3121.45
2015-01-28,3139.75
2015-01-29,3162.75
2015-01-30,3140.35
2015-02-02,3087.05
2015-02-03,3107.55
2015-02-04,3096.9
2015-02-05,3064.1
2015-02-06,3008.35
2015-02-09,2962.75
2015-02-10,2966.2
2015-02-11,3008.0
2015-02-12,3035.1
2015-02-13,3112.5
2015-02-16,3078.8
2015-02-18,3110.0
2015-02-19,3062.3
2015-02-20,3014.1
2015-02-23,2978.1
2015-02-24,2988.6
2015-02-25,3042.85
2015-02-26,2977.45
2015-02-27,3125.8
2015-02-28,3135.75
2015-03-02,3369.8
2015-03-03,3360.85
2015-03-04,3310.3
2015-03-05,3189.55
2015-03-09,3066.15
2015-03-10,3017.2
2015-03-11,2987.1
2015-03-12,3009.35
2015-03-13,2946.9
2015-03-16,2913.4
2015-03-17,2928.4
2015-03-18,2935.7
2015-03-19,2893.0
2015-03-20,2855.05
2015-03-23,2829.0
2015-03-24,2801.5
2015-03-25,2766.0
2015-03-26,2795.8
2015-03-27,2801.85
2015-03-30,2944.05
2015-03-31,2877.9
2015-04-01,2883.7
2015-04-06,2892.55
2015-04-07,2931.85
2015-04-08,2986.45
2015-04-09,2963.95
2015-04-10,2969.05
2015-04-13,3001.45
2015-04-15,2986.5
2015-04-16,2895.05
2015-04-17,2809.15
2015-04-20,2778.15
2015-04-21,2751.2
2015-04-22,2792.8
2015-04-23,2728.3
2015-04-24,2706.95
2015-04-27,2655.3
2015-04-28,2688.9
2015-04-29,2679.25
2015-04-30,2672.1
2015-05-04,2709.05
2015-05-05,2709.2
2015-05-06,2605.7
2015-05-07,2619.15
2015-05-08,2698.0
2015-05-11,2823.8
2015-05-12,2748.85
2015-05-13,2794.4
2015-05-14,2796.05
2015-05-15,2805.4
2015-05-18,2900.1
2015-05-19,2971.4
2015-05-20,3032.25
2015-05-21,3064.6
2015-05-22,2975.4
2015-05-25,2935.0
2015-05-26,2906.85
2015-05-27,2885.15
2015-05-28,2917.45
2015-05-29,2975.3
2015-06-01,3005.4
2015-06-02,2910.25
2015-06-03,2831.1
2015-06-04,2868.05
2015-06-05,2806.25
2015-06-08,2809.85
2015-06-09,2810.35
2015-06-10,2804.55
2015-06-11,2701.65
2015-06-12,2748.5
2015-06-15,2710.8
2015-06-16,2744.75
2015-06-17,2796.55
2015-06-18,2798.7
2015-06-19,2802.75
2015-06-22,2804.0
2015-06-23,2895.9
2015-06-24,2852.35
2015-06-25,2862.0
2015-06-26,2914.7
2015-06-29,2904.9
2015-06-30,2993.45
2015-07-01,3057.95
2015-07-02,3057.7
2015-07-03,3064.65
2015-07-06,3102.25
2015-07-07,3161.5
2015-07-08,3115.25
2015-07-09,3103.05
2015-07-10,3129.8
2015-07-13,3163.8
2015-07-14,3138.0
2015-07-15,3200.05
2015-07-16,3175.05
2015-07-17,3223.6
2015-07-20,3353.85
2015-07-21,3223.9
2015-07-22,3258.15
2015-07-23,3239.15
2015-07-24,3204.4
2015-07-27,3134.1
2015-07-28,3127.7
2015-07-29,3136.5
2015-07-30,3160.35
2015-07-31,3149.15
2015-08-03,3163.5
2015-08-04,3145.05
2015-08-05,3216.4
2015-08-06,3225.65
2015-08-07,3202.45
2015-08-10,3174.55
2015-08-11,3155.4
2015-08-12,3063.8
2015-08-13,3069.85
2015-08-14,3103.9
2015-08-17,3081.8
2015-08-18,3128.45
2015-08-19,3161.3
2015-08-20,3045.05
2015-08-21,2972.9
2015-08-24,2842.15
2015-08-25,2892.2
2015-08-26,2905.1
2015-08-27,2901.05
2015-08-28,2946.75
2015-08-31,2889.8
2015-09-01,2834.1
2015-09-02,2886.1
2015-09-03,3003.9
2015-09-04,2915.1
2015-09-07,2854.35
2015-09-08,2883.9
2015-09-09,2985.0
2015-09-10,2964.4
2015-09-11,2942.2
2015-09-14,2949.0
2015-09-15,2923.5
2015-09-16,2933.9
2015-09-18,2937.95
2015-09-21,2906.2
2015-09-22,2808.5
2015-09-23,2783.0
2015-09-24,2811.1
2015-09-28,2717.8
2015-09-29,2710.45
2015-09-30,2673.4
2015-10-01,2773.45
2015-10-05,2816.45
2015-10-06,2767.8
2015-10-07,2753.5
2015-10-08,2817.65
2015-10-09,2818.75
2015-10-12,2844.75
2015-10-13,2907.0
2015-10-14,2906.6
2015-10-15,2946.7
2015-10-16,2954.65
2015-10-19,2898.9
2015-10-20,2919.1
2015-10-21,2896.75
2015-10-23,2901.0
2015-10-26,2845.1
2015-10-27,2909.65
2015-10-28,2891.85
2015-10-29,2914.8
2015-10-30,2886.1
2015-11-02,2927.7
2015-11-03,2925.5
2015-11-04,2891.8
2015-11-05,2834.9
2015-11-06,2793.35
2015-11-09,2755.4
2015-11-10,2702.8
2015-11-11,2714.7
2015-11-13,2680.7
2015-11-16,2735.45
2015-11-17,2739.3
2015-11-18,2734.95
2015-11-19,2754.2
2015-11-20,2776.45
2015-11-23,2800.1
2015-11-24,2778.45
2015-11-26,2803.0
2015-11-27,2830.95
2015-11-30,2801.05
2015-12-01,2864.15
2015-12-02,2848.6
2015-12-03,2859.35
2015-12-04,2867.1
2015-12-07,2864.65
2015-12-08,2861.1
2015-12-09,2783.9
2015-12-10,2813.15
2015-12-11,2783.4
2015-12-14,2830.6
2015-12-15,2863.3
2015-12-16,2847.8
2015-12-17,2897.85
2015-12-18,2815.1
2015-12-21,2805.15
2015-12-22,2798.8
2015-12-23,2818.85
2015-12-24,2813.25
2015-12-28,2811.7
2015-12-29,2818.4
2015-12-30,2784.5
2015-12-31,2780.55
