Date,WHIRLPOOL
2015-01-01,653.6
2015-01-02,665.6
2015-01-05,680.4
2015-01-06,657.75
2015-01-07,643.85
2015-01-08,654.55
2015-01-09,672.4
2015-01-12,678.25
2015-01-13,662.65
2015-01-14,663.7
2015-01-15,664.3
2015-01-16,663.2
2015-01-19,677.4
2015-01-20,720.7
2015-01-21,716.4
2015-01-22,725.25
2015-01-23,721.55
2015-01-27,711.5
2015-01-28,725.55
2015-01-29,717.6
2015-01-30,674.1
2015-02-02,711.0
2015-02-03,710.05
2015-02-04,705.3
2015-02-05,689.4
2015-02-06,673.9
2015-02-09,660.45
2015-02-10,660.05
2015-02-11,659.5
2015-02-12,670.05
2015-02-13,699.05
2015-02-16,693.75
2015-02-18,698.4
2015-02-19,695.35
2015-02-20,687.6
2015-02-23,688.6
2015-02-24,690.9
2015-02-25,679.95
2015-02-26,667.2
2015-02-27,676.7
2015-02-28,682.5
2015-03-02,677.6
2015-03-03,676.7
2015-03-04,671.45
2015-03-05,687.9
2015-03-09,680.65
2015-03-10,689.8
2015-03-11,704.4
2015-03-12,709.65
2015-03-13,705.0
2015-03-16,705.6
2015-03-17,736.4
2015-03-18,765.4
2015-03-19,745.65
2015-03-20,745.05
2015-03-23,728.4
2015-03-24,730.9
2015-03-25,725.0
2015-03-26,732.65
2015-03-27,737.6
2015-03-30,741.7
2015-03-31,735.45
2015-04-01,727.75
2015-04-06,742.4
2015-04-07,782.55
2015-04-08,782.2
2015-04-09,793.6
2015-04-10,792.6
2015-04-13,783.4
2015-04-15,763.85
2015-04-16,746.5
2015-04-17,732.4
2015-04-20,713.85
2015-04-21,719.3
2015-04-22,718.8
2015-04-23,715.5
2015-04-24,714.4
2015-04-27,700.6
2015-04-28,697.5
2015-04-29,711.05
2015-04-30,700.3
2015-05-04,711.35
2015-05-05,705.3
2015-05-06,696.25
2015-05-07,683.25
2015-05-08,673.6
2015-05-11,678.5
2015-05-12,670.5
2015-05-13,670.15
2015-05-14,677.15
2015-05-15,690.25
2015-05-18,713.35
2015-05-19,718.6
2015-05-20,736.15
2015-05-21,753.9
2015-05-22,737.6
2015-05-25,725.85
2015-05-26,729.1
2015-05-27,765.5
2015-05-28,752.95
2015-05-29,757.5
2015-06-01,748.05
2015-06-02,728.4
2015-06-03,713.95
2015-06-04,715.4
2015-06-05,715.25
2015-06-08,707.4
2015-06-09,698.45
2015-06-10,700.3
2015-06-11,701.6
2015-06-12,705.75
2015-06-15,704.05
2015-06-16,707.25
2015-06-17,734.8
2015-06-18,743.1
2015-06-19,728.75
2015-06-22,746.15
2015-06-23,742.05
2015-06-24,760.55
2015-06-25,744.45
2015-06-26,750.0
2015-06-29,733.85
2015-06-30,743.75
2015-07-01,747.8
2015-07-02,750.15
2015-07-03,742.2
2015-07-06,736.25
2015-07-07,737.7
2015-07-08,716.2
2015-07-09,711.9
2015-07-10,716.95
2015-07-13,722.1
2015-07-14,725.1
2015-07-15,722.45
2015-07-16,730.4
2015-07-17,808.7
2015-07-20,800.65
2015-07-21,746.85
2015-07-22,747.7
2015-07-23,748.1
2015-07-24,730.15
2015-07-27,719.25
2015-07-28,709.7
2015-07-29,730.85
2015-07-30,743.3
2015-07-31,746.2
2015-08-03,757.7
2015-08-04,758.05
2015-08-05,754.4
2015-08-06,755.85
2015-08-07,767.15
2015-08-10,759.15
2015-08-11,759.55
2015-08-12,737.65
2015-08-13,739.95
2015-08-14,750.45
2015-08-17,751.6
2015-08-18,745.1
2015-08-19,735.7
2015-08-20,742.85
2015-08-21,743.0
2015-08-24,705.05
2015-08-25,688.35
2015-08-26,686.6
2015-08-27,691.05
2015-08-28,681.9
2015-08-31,682.2
2015-09-01,666.65
2015-09-02,661.4
2015-09-03,642.25
2015-09-04,632.8
2015-09-07,631.9
2015-09-08,642.35
2015-09-09,635.95
2015-09-10,613.85
2015-09-11,615.75
2015-09-14,613.75
2015-09-15,613.9
2015-09-16,624.95
2015-09-18,639.8
2015-09-21,654.15
2015-09-22,636.55
2015-09-23,638.5
2015-09-24,639.6
2015-09-28,646.5
2015-09-29,649.9
2015-09-30,655.35
2015-10-01,681.15
2015-10-05,702.95
2015-10-06,686.95
2015-10-07,696.1
2015-10-08,694.6
2015-10-09,675.5
2015-10-12,672.2
2015-10-13,693.3
2015-10-14,688.95
2015-10-15,695.55
2015-10-16,685.25
2015-10-19,692.4
2015-10-20,692.9
2015-10-21,685.85
2015-10-23,678.95
2015-10-26,667.5
2015-10-27,648.0
2015-10-28,647.05
2015-10-29,648.6
2015-10-30,638.3
2015-11-02,636.0
2015-11-03,653.2
2015-11-04,636.8
2015-11-05,634.3
2015-11-06,628.8
2015-11-09,629.85
2015-11-10,628.35
2015-11-11,637.15
2015-11-13,626.9
2015-11-16,624.25
2015-11-17,653.2
2015-11-18,637.95
2015-11-19,667.25
2015-11-20,694.1
2015-11-23,697.8
2015-11-24,691.65
2015-11-26,696.75
2015-11-27,696.7
2015-11-30,689.8
2015-12-01,673.85
2015-12-02,657.55
2015-12-03,667.0
2015-12-04,661.7
2015-12-07,681.6
2015-12-08,663.1
2015-12-09,654.9
2015-12-10,659.3
2015-12-11,649.75
2015-12-14,652.55
2015-12-15,661.9
2015-12-16,660.15
2015-12-17,657.05
2015-12-18,649.45
2015-12-21,655.45
2015-12-22,649.6
2015-12-23,646.7
2015-12-24,650.65
2015-12-28,646.65
2015-12-29,646.75
2015-12-30,647.25
2015-12-31,649.25
