Date,SASTASUNDR
2015-01-01,76.5
2015-01-02,78.1
2015-01-05,82.95
2015-01-06,81.2
2015-01-07,79.35
2015-01-08,81.9
2015-01-09,83.5
2015-01-12,82.4
2015-01-13,80.85
2015-01-14,79.1
2015-01-15,78.65
2015-01-16,79.25
2015-01-19,78.1
2015-01-20,75.45
2015-01-21,74.15
2015-01-22,73.6
2015-01-23,72.95
2015-01-27,76.25
2015-01-28,79.8
2015-01-29,79.25
2015-01-30,77.65
2015-02-02,75.25
2015-02-03,75.8
2015-02-04,74.55
2015-02-05,74.3
2015-02-06,72.75
2015-02-09,72.15
2015-02-10,72.65
2015-02-11,73.0
2015-02-12,72.1
2015-02-13,73.0
2015-02-16,73.1
2015-02-18,79.75
2015-02-19,77.8
2015-02-20,79.45
2015-02-23,77.85
2015-02-24,76.3
2015-02-25,78.6
2015-02-26,76.5
2015-02-27,79.8
2015-02-28,77.45
2015-03-02,79.25
2015-03-03,84.35
2015-03-04,84.6
2015-03-05,86.95
2015-03-09,84.3
2015-03-10,90.9
2015-03-11,88.65
2015-03-12,88.3
2015-03-13,86.9
2015-03-16,86.0
2015-03-17,84.75
2015-03-18,82.1
2015-03-19,78.9
2015-03-20,77.3
2015-03-23,77.15
2015-03-24,77.05
2015-03-25,77.65
2015-03-26,77.8
2015-03-27,75.85
2015-03-30,82.35
2015-03-31,82.55
2015-04-01,83.2
2015-04-06,89.25
2015-04-07,87.85
2015-04-08,91.1
2015-04-09,88.65
2015-04-10,84.4
2015-04-13,83.6
2015-04-15,82.8
2015-04-16,82.2
2015-04-17,81.45
2015-04-20,80.25
2015-04-21,81.75
2015-04-22,81.7
2015-04-23,81.5
2015-04-24,78.1
2015-04-27,76.2
2015-04-28,77.55
2015-04-29,75.9
2015-04-30,76.2
2015-05-04,75.35
2015-05-05,75.85
2015-05-06,74.15
2015-05-07,74.75
2015-05-08,83.4
2015-05-11,85.45
2015-05-12,80.85
2015-05-13,82.9
2015-05-14,82.95
2015-05-15,82.1
2015-05-18,85.55
2015-05-19,84.65
2015-05-20,82.45
2015-05-21,82.9
2015-05-22,82.2
2015-05-25,83.05
2015-05-26,82.1
2015-05-27,80.85
2015-05-28,82.8
2015-05-29,82.0
2015-06-01,84.95
2015-06-02,82.65
2015-06-03,81.75
2015-06-04,81.9
2015-06-05,82.1
2015-06-08,81.55
2015-06-09,79.3
2015-06-10,79.85
2015-06-11,77.15
2015-06-12,75.95
2015-06-15,75.5
2015-06-16,75.5
2015-06-17,76.3
2015-06-18,74.4
2015-06-19,75.95
2015-06-22,76.6
2015-06-23,78.25
2015-06-24,74.5
2015-06-25,78.6
2015-06-26,77.0
2015-06-29,84.45
2015-06-30,82.35
2015-07-01,83.65
2015-07-02,81.3
2015-07-03,83.9
2015-07-06,90.2
2015-07-07,87.85
2015-07-08,87.55
2015-07-09,85.95
2015-07-10,85.75
2015-07-13,85.15
2015-07-14,96.3
2015-07-15,98.75
2015-07-16,103.8
2015-07-17,103.25
2015-07-20,105.65
2015-07-21,101.45
2015-07-22,101.65
2015-07-23,107.85
2015-07-24,111.25
2015-07-27,107.9
2015-07-28,112.4
2015-07-29,118.1
2015-07-30,132.3
2015-07-31,119.6
2015-08-03,109.1
2015-08-04,112.95
2015-08-05,112.65
2015-08-06,112.3
2015-08-07,108.65
2015-08-10,104.75
2015-08-11,92.9
2015-08-12,89.45
2015-08-13,87.6
2015-08-14,89.7
2015-08-17,90.2
2015-08-18,98.15
2015-08-19,99.75
2015-08-20,96.15
2015-08-21,95.5
2015-08-24,79.9
2015-08-25,77.35
2015-08-26,74.25
2015-08-27,78.45
2015-08-28,78.85
2015-08-31,77.1
2015-09-01,73.0
2015-09-02,71.9
2015-09-03,73.4
2015-09-04,73.2
2015-09-07,72.55
2015-09-08,72.55
2015-09-09,74.1
2015-09-10,72.75
2015-09-11,73.1
2015-09-14,81.4
2015-09-15,77.7
2015-09-16,81.45
2015-09-18,82.95
2015-09-21,93.05
2015-09-22,92.3
2015-09-23,92.6
2015-09-24,91.75
2015-09-28,89.2
2015-09-29,88.85
2015-09-30,91.05
2015-10-01,89.75
2015-10-05,91.55
2015-10-06,90.65
2015-10-07,88.3
2015-10-08,86.95
2015-10-09,88.4
2015-10-12,87.3
2015-10-13,86.95
2015-10-14,86.95
2015-10-15,86.2
2015-10-16,86.3
2015-10-19,92.55
2015-10-20,88.9
2015-10-21,89.9
2015-10-23,86.7
2015-10-26,91.25
2015-10-27,91.35
2015-10-28,92.25
2015-10-29,89.9
2015-10-30,89.6
2015-11-02,88.15
2015-11-03,88.6
2015-11-04,88.75
2015-11-05,84.15
2015-11-06,84.45
2015-11-09,84.15
2015-11-10,81.75
2015-11-11,84.15
2015-11-13,83.05
2015-11-16,83.25
2015-11-17,82.1
2015-11-18,81.15
2015-11-19,80.95
2015-11-20,81.05
2015-11-23,84.45
2015-11-24,84.6
2015-11-26,83.05
2015-11-27,85.75
2015-11-30,86.25
2015-12-01,93.75
2015-12-02,88.65
2015-12-03,88.25
2015-12-04,86.0
2015-12-07,98.75
2015-12-08,92.85
2015-12-09,87.0
2015-12-10,88.65
2015-12-11,87.95
2015-12-14,87.35
2015-12-15,87.2
2015-12-16,88.15
2015-12-17,90.85
2015-12-18,89.5
2015-12-21,90.25
2015-12-22,90.6
2015-12-23,89.65
2015-12-24,90.45
2015-12-28,90.65
2015-12-29,90.0
2015-12-30,89.05
2015-12-31,87.85
