Date,MARICO
2015-01-01,323.85
2015-01-02,329.95
2015-01-05,323.95
2015-01-06,327.65
2015-01-07,322.0
2015-01-08,321.55
2015-01-09,318.95
2015-01-12,318.75
2015-01-13,334.25
2015-01-14,351.85
2015-01-15,355.4
2015-01-16,350.25
2015-01-19,357.85
2015-01-20,351.15
2015-01-21,352.8
2015-01-22,361.95
2015-01-23,358.65
2015-01-27,353.5
2015-01-28,353.2
2015-01-29,351.8
2015-01-30,360.8
2015-02-02,360.5
2015-02-03,349.7
2015-02-04,355.9
2015-02-05,356.7
2015-02-06,352.6
2015-02-09,352.4
2015-02-10,352.0
2015-02-11,354.3
2015-02-12,351.45
2015-02-13,354.85
2015-02-16,353.25
2015-02-18,358.1
2015-02-19,353.3
2015-02-20,353.8
2015-02-23,357.15
2015-02-24,355.9
2015-02-25,354.5
2015-02-26,354.65
2015-02-27,357.75
2015-02-28,355.75
2015-03-02,359.1
2015-03-03,368.8
2015-03-04,384.0
2015-03-05,398.35
2015-03-09,384.0
2015-03-10,378.75
2015-03-11,376.85
2015-03-12,382.8
2015-03-13,365.75
2015-03-16,364.95
2015-03-17,384.55
2015-03-18,368.55
2015-03-19,369.95
2015-03-20,364.5
2015-03-23,370.55
2015-03-24,371.05
2015-03-25,364.75
2015-03-26,373.95
2015-03-27,386.8
2015-03-30,376.7
2015-03-31,385.75
2015-04-01,387.45
2015-04-06,382.7
2015-04-07,390.7
2015-04-08,408.05
2015-04-09,394.55
2015-04-10,401.5
2015-04-13,400.75
2015-04-15,403.85
2015-04-16,419.05
2015-04-17,416.2
2015-04-20,395.5
2015-04-21,397.75
2015-04-22,396.85
2015-04-23,398.05
2015-04-24,396.0
2015-04-27,393.35
2015-04-28,400.05
2015-04-29,399.85
2015-04-30,401.7
2015-05-04,388.45
2015-05-05,386.0
2015-05-06,375.1
2015-05-07,368.95
2015-05-08,369.45
2015-05-11,379.5
2015-05-12,379.85
2015-05-13,406.0
2015-05-14,402.25
2015-05-15,405.6
2015-05-18,410.0
2015-05-19,410.8
2015-05-20,411.7
2015-05-21,408.55
2015-05-22,410.25
2015-05-25,417.55
2015-05-26,425.65
2015-05-27,411.3
2015-05-28,409.8
2015-05-29,439.6
2015-06-01,445.25
2015-06-02,421.5
2015-06-03,416.55
2015-06-04,424.8
2015-06-05,439.05
2015-06-08,431.95
2015-06-09,423.95
2015-06-10,421.85
2015-06-11,405.65
2015-06-12,413.75
2015-06-15,416.55
2015-06-16,407.65
2015-06-17,420.85
2015-06-18,422.45
2015-06-19,439.15
2015-06-22,449.95
2015-06-23,445.4
2015-06-24,459.6
2015-06-25,449.75
2015-06-26,448.8
2015-06-29,434.35
2015-06-30,449.65
2015-07-01,447.55
2015-07-02,444.3
2015-07-03,434.05
2015-07-06,441.95
2015-07-07,439.4
2015-07-08,438.75
2015-07-09,428.7
2015-07-10,430.1
2015-07-13,438.6
2015-07-14,439.45
2015-07-15,438.35
2015-07-16,440.65
2015-07-17,439.95
2015-07-20,436.65
2015-07-21,428.85
2015-07-22,430.4
2015-07-23,432.05
2015-07-24,434.85
2015-07-27,427.65
2015-07-28,418.9
2015-07-29,430.45
2015-07-30,436.8
2015-07-31,440.05
2015-08-03,432.45
2015-08-04,442.1
2015-08-05,440.4
2015-08-06,440.75
2015-08-07,438.9
2015-08-10,436.9
2015-08-11,436.7
2015-08-12,423.4
2015-08-13,419.55
2015-08-14,417.8
2015-08-17,424.75
2015-08-18,429.8
2015-08-19,431.85
2015-08-20,422.05
2015-08-21,430.6
2015-08-24,396.25
2015-08-25,399.05
2015-08-26,401.4
2015-08-27,410.1
2015-08-28,411.1
2015-08-31,405.55
2015-09-01,404.85
2015-09-02,404.95
2015-09-03,405.5
2015-09-04,401.75
2015-09-07,396.5
2015-09-08,383.8
2015-09-09,395.0
2015-09-10,394.3
2015-09-11,405.35
2015-09-14,408.2
2015-09-15,404.7
2015-09-16,406.8
2015-09-18,404.8
2015-09-21,403.85
2015-09-22,393.7
2015-09-23,390.5
2015-09-24,395.4
2015-09-28,397.75
2015-09-29,396.45
2015-09-30,404.2
2015-10-01,399.85
2015-10-05,402.95
2015-10-06,401.95
2015-10-07,403.15
2015-10-08,401.75
2015-10-09,400.1
2015-10-12,395.15
2015-10-13,391.25
2015-10-14,394.65
2015-10-15,399.65
2015-10-16,399.9
2015-10-19,401.1
2015-10-20,393.85
2015-10-21,392.95
2015-10-23,385.6
2015-10-26,388.6
2015-10-27,391.35
2015-10-28,393.7
2015-10-29,392.05
2015-10-30,387.2
2015-11-02,385.95
2015-11-03,390.5
2015-11-04,399.4
2015-11-05,403.25
2015-11-06,402.75
2015-11-09,404.35
2015-11-10,403.65
2015-11-11,409.5
2015-11-13,397.7
2015-11-16,391.75
2015-11-17,401.95
2015-11-18,418.95
2015-11-19,421.55
2015-11-20,419.2
2015-11-23,429.6
2015-11-24,432.75
2015-11-26,429.35
2015-11-27,421.0
2015-11-30,422.65
2015-12-01,424.45
2015-12-02,431.95
2015-12-03,425.15
2015-12-04,424.15
2015-12-07,425.95
2015-12-08,426.25
2015-12-09,423.65
2015-12-10,424.3
2015-12-11,428.8
2015-12-14,430.5
2015-12-15,432.9
2015-12-16,435.55
2015-12-17,450.9
2015-12-18,454.6
2015-12-21,463.0
2015-12-22,221.2
2015-12-23,222.95
2015-12-24,226.1
2015-12-28,224.3
2015-12-29,223.5
2015-12-30,225.5
2015-12-31,226.15
