Date,INDNIPPON
2015-01-01,471.15
2015-01-02,475.45
2015-01-05,474.7
2015-01-06,465.95
2015-01-07,461.1
2015-01-08,465.35
2015-01-09,466.05
2015-01-12,478.55
2015-01-13,474.65
2015-01-14,471.3
2015-01-15,471.85
2015-01-16,474.75
2015-01-19,489.75
2015-01-20,477.65
2015-01-21,473.3
2015-01-22,471.2
2015-01-23,458.3
2015-01-27,453.8
2015-01-28,456.5
2015-01-29,457.8
2015-01-30,450.9
2015-02-02,454.55
2015-02-03,466.6
2015-02-04,455.45
2015-02-05,462.4
2015-02-06,450.95
2015-02-09,431.5
2015-02-10,417.1
2015-02-11,414.15
2015-02-12,427.05
2015-02-13,433.45
2015-02-16,450.1
2015-02-18,431.2
2015-02-19,434.25
2015-02-20,423.9
2015-02-23,412.15
2015-02-24,412.3
2015-02-25,408.85
2015-02-26,409.35
2015-02-27,408.3
2015-02-28,406.05
2015-03-02,413.4
2015-03-03,424.95
2015-03-04,416.4
2015-03-05,407.55
2015-03-09,397.3
2015-03-10,408.6
2015-03-11,420.25
2015-03-12,411.15
2015-03-13,399.65
2015-03-16,399.15
2015-03-17,394.65
2015-03-18,396.75
2015-03-19,400.7
2015-03-20,392.1
2015-03-23,381.5
2015-03-24,423.35
2015-03-25,417.1
2015-03-26,410.5
2015-03-27,410.35
2015-03-30,420.2
2015-03-31,421.0
2015-04-01,424.25
2015-04-06,427.7
2015-04-07,428.35
2015-04-08,440.2
2015-04-09,450.85
2015-04-10,469.8
2015-04-13,464.1
2015-04-15,462.9
2015-04-16,456.85
2015-04-17,451.45
2015-04-20,435.0
2015-04-21,402.0
2015-04-22,410.15
2015-04-23,412.7
2015-04-24,396.8
2015-04-27,398.7
2015-04-28,410.1
2015-04-29,398.4
2015-04-30,404.5
2015-05-04,408.65
2015-05-05,406.0
2015-05-06,398.6
2015-05-07,401.0
2015-05-08,406.0
2015-05-11,402.5
2015-05-12,395.15
2015-05-13,395.6
2015-05-14,398.3
2015-05-15,404.15
2015-05-18,397.35
2015-05-19,400.35
2015-05-20,403.5
2015-05-21,404.35
2015-05-22,397.9
2015-05-25,413.45
2015-05-26,404.65
2015-05-27,394.95
2015-05-28,392.95
2015-05-29,392.75
2015-06-01,388.1
2015-06-02,393.95
2015-06-03,389.15
2015-06-04,379.5
2015-06-05,381.7
2015-06-08,382.9
2015-06-09,380.0
2015-06-10,377.75
2015-06-11,374.5
2015-06-12,370.4
2015-06-15,368.75
2015-06-16,366.65
2015-06-17,370.2
2015-06-18,370.5
2015-06-19,376.3
2015-06-22,380.0
2015-06-23,371.65
2015-06-24,372.15
2015-06-25,373.25
2015-06-26,372.75
2015-06-29,370.0
2015-06-30,384.3
2015-07-01,388.85
2015-07-02,397.0
2015-07-03,407.25
2015-07-06,410.0
2015-07-07,414.75
2015-07-08,413.1
2015-07-09,413.4
2015-07-10,405.25
2015-07-13,411.15
2015-07-14,405.9
2015-07-15,413.2
2015-07-16,416.2
2015-07-17,412.95
2015-07-20,422.0
2015-07-21,418.6
2015-07-22,407.95
2015-07-23,410.45
2015-07-24,412.05
2015-07-27,408.85
2015-07-28,414.6
2015-07-29,414.05
2015-07-30,412.55
2015-07-31,490.35
2015-08-03,466.4
2015-08-04,446.75
2015-08-05,435.05
2015-08-06,435.9
2015-08-07,427.9
2015-08-10,432.85
2015-08-11,429.95
2015-08-12,409.5
2015-08-13,402.15
2015-08-14,412.55
2015-08-17,413.05
2015-08-18,424.3
2015-08-19,418.4
2015-08-20,410.35
2015-08-21,412.3
2015-08-24,373.95
2015-08-25,368.3
2015-08-26,379.75
2015-08-27,375.6
2015-08-28,392.65
2015-08-31,385.0
2015-09-01,391.85
2015-09-02,388.0
2015-09-03,387.15
2015-09-04,379.75
2015-09-07,364.45
2015-09-08,371.0
2015-09-09,371.95
2015-09-10,368.25
2015-09-11,380.85
2015-09-14,374.35
2015-09-15,379.45
2015-09-16,375.25
2015-09-18,379.3
2015-09-21,370.9
2015-09-22,360.55
2015-09-23,371.45
2015-09-24,360.7
2015-09-28,360.75
2015-09-29,359.4
2015-09-30,368.95
2015-10-01,371.2
2015-10-05,376.3
2015-10-06,373.2
2015-10-07,373.6
2015-10-08,379.45
2015-10-09,381.35
2015-10-12,367.5
2015-10-13,374.5
2015-10-14,373.2
2015-10-15,372.0
2015-10-16,376.9
2015-10-19,374.8
2015-10-20,375.75
2015-10-21,382.45
2015-10-23,381.3
2015-10-26,378.0
2015-10-27,374.0
2015-10-28,373.5
2015-10-29,363.55
2015-10-30,358.9
2015-11-02,353.7
2015-11-03,370.05
2015-11-04,380.4
2015-11-05,378.45
2015-11-06,374.5
2015-11-09,367.2
2015-11-10,371.75
2015-11-11,382.0
2015-11-13,380.0
2015-11-16,375.0
2015-11-17,371.0
2015-11-18,371.15
2015-11-19,375.05
2015-11-20,375.35
2015-11-23,379.5
2015-11-24,379.25
2015-11-26,381.3
2015-11-27,379.15
2015-11-30,410.6
2015-12-01,410.3
2015-12-02,420.5
2015-12-03,425.45
2015-12-04,418.9
2015-12-07,415.55
2015-12-08,410.2
2015-12-09,388.7
2015-12-10,401.85
2015-12-11,395.75
2015-12-14,393.25
2015-12-15,400.0
2015-12-16,400.7
2015-12-17,397.55
2015-12-18,399.0
2015-12-21,397.7
2015-12-22,385.8
2015-12-23,392.0
2015-12-24,397.15
2015-12-28,394.55
2015-12-29,394.8
2015-12-30,395.3
2015-12-31,394.2
