Date,PFOCUS
2015-01-01,50.8
2015-01-02,49.55
2015-01-05,49.15
2015-01-06,47.7
2015-01-07,45.55
2015-01-08,44.25
2015-01-09,43.3
2015-01-12,51.95
2015-01-13,55.9
2015-01-14,54.55
2015-01-15,53.65
2015-01-16,53.3
2015-01-19,52.9
2015-01-20,52.25
2015-01-21,48.6
2015-01-22,47.75
2015-01-23,45.15
2015-01-27,45.85
2015-01-28,47.1
2015-01-29,50.9
2015-01-30,48.85
2015-02-02,50.4
2015-02-03,49.45
2015-02-04,49.45
2015-02-05,47.3
2015-02-06,45.75
2015-02-09,44.45
2015-02-10,43.7
2015-02-11,44.5
2015-02-12,45.95
2015-02-13,45.75
2015-02-16,44.4
2015-02-18,46.1
2015-02-19,45.75
2015-02-20,44.8
2015-02-23,45.4
2015-02-24,44.4
2015-02-25,44.95
2015-02-26,43.7
2015-02-27,43.3
2015-02-28,42.5
2015-03-02,42.35
2015-03-03,42.9
2015-03-04,42.2
2015-03-05,41.05
2015-03-09,41.4
2015-03-10,41.35
2015-03-11,40.8
2015-03-12,40.65
2015-03-13,38.8
2015-03-16,38.75
2015-03-17,37.85
2015-03-18,37.1
2015-03-19,37.9
2015-03-20,36.55
2015-03-23,36.35
2015-03-24,41.5
2015-03-25,41.45
2015-03-26,39.15
2015-03-27,38.9
2015-03-30,41.9
2015-03-31,40.55
2015-04-01,40.75
2015-04-06,40.2
2015-04-07,39.8
2015-04-08,39.8
2015-04-09,40.4
2015-04-10,41.5
2015-04-13,41.1
2015-04-15,39.0
2015-04-16,39.25
2015-04-17,39.2
2015-04-20,38.75
2015-04-21,38.3
2015-04-22,38.8
2015-04-23,38.8
2015-04-24,40.65
2015-04-27,38.4
2015-04-28,38.1
2015-04-29,38.0
2015-04-30,37.8
2015-05-04,38.2
2015-05-05,39.55
2015-05-06,38.3
2015-05-07,37.05
2015-05-08,36.9
2015-05-11,39.7
2015-05-12,38.4
2015-05-13,38.05
2015-05-14,40.9
2015-05-15,40.55
2015-05-18,41.75
2015-05-19,41.55
2015-05-20,40.9
2015-05-21,39.6
2015-05-22,39.65
2015-05-25,38.85
2015-05-26,38.85
2015-05-27,38.4
2015-05-28,38.2
2015-05-29,38.1
2015-06-01,38.2
2015-06-02,38.0
2015-06-03,38.2
2015-06-04,39.65
2015-06-05,39.9
2015-06-08,39.45
2015-06-09,39.55
2015-06-10,40.3
2015-06-11,40.4
2015-06-12,40.9
2015-06-15,41.95
2015-06-16,42.25
2015-06-17,43.85
2015-06-18,46.65
2015-06-19,47.2
2015-06-22,46.1
2015-06-23,46.7
2015-06-24,46.75
2015-06-25,47.3
2015-06-26,47.0
2015-06-29,46.45
2015-06-30,46.05
2015-07-01,46.3
2015-07-02,44.9
2015-07-03,47.55
2015-07-06,47.15
2015-07-07,47.55
2015-07-08,46.0
2015-07-09,46.4
2015-07-10,46.0
2015-07-13,46.4
2015-07-14,46.85
2015-07-15,47.1
2015-07-16,46.75
2015-07-17,47.5
2015-07-20,47.2
2015-07-21,45.25
2015-07-22,46.5
2015-07-23,46.0
2015-07-24,45.0
2015-07-27,46.45
2015-07-28,46.9
2015-07-29,45.7
2015-07-30,46.3
2015-07-31,48.55
2015-08-03,48.05
2015-08-04,48.7
2015-08-05,47.15
2015-08-06,46.35
2015-08-07,46.3
2015-08-10,45.4
2015-08-11,49.1
2015-08-12,46.85
2015-08-13,45.85
2015-08-14,46.85
2015-08-17,48.3
2015-08-18,47.05
2015-08-19,47.05
2015-08-20,45.4
2015-08-21,46.85
2015-08-24,40.95
2015-08-25,40.5
2015-08-26,46.55
2015-08-27,47.05
2015-08-28,48.05
2015-08-31,49.45
2015-09-01,49.9
2015-09-02,49.75
2015-09-03,50.2
2015-09-04,49.85
2015-09-07,48.9
2015-09-08,49.1
2015-09-09,48.6
2015-09-10,49.5
2015-09-11,49.0
2015-09-14,49.95
2015-09-15,50.15
2015-09-16,49.45
2015-09-18,49.45
2015-09-21,51.2
2015-09-22,50.5
2015-09-23,51.1
2015-09-24,53.6
2015-09-28,52.5
2015-09-29,51.85
2015-09-30,52.25
2015-10-01,51.95
2015-10-05,51.95
2015-10-06,50.4
2015-10-07,51.85
2015-10-08,49.65
2015-10-09,50.1
2015-10-12,49.45
2015-10-13,50.05
2015-10-14,48.85
2015-10-15,49.15
2015-10-16,49.5
2015-10-19,50.35
2015-10-20,50.0
2015-10-21,50.95
2015-10-23,49.85
2015-10-26,49.7
2015-10-27,48.1
2015-10-28,50.3
2015-10-29,54.35
2015-10-30,55.0
2015-11-02,55.0
2015-11-03,51.8
2015-11-04,55.0
2015-11-05,54.95
2015-11-06,54.15
2015-11-09,54.0
2015-11-10,53.0
2015-11-11,53.5
2015-11-13,52.75
2015-11-16,52.35
2015-11-17,52.6
2015-11-18,51.55
2015-11-19,50.9
2015-11-20,49.35
2015-11-23,50.3
2015-11-24,51.1
2015-11-26,50.9
2015-11-27,50.2
2015-11-30,50.95
2015-12-01,50.8
2015-12-02,50.75
2015-12-03,50.6
2015-12-04,50.75
2015-12-07,50.7
2015-12-08,49.55
2015-12-09,47.35
2015-12-10,48.75
2015-12-11,47.55
2015-12-14,48.0
2015-12-15,49.55
2015-12-16,48.75
2015-12-17,47.95
2015-12-18,56.05
2015-12-21,61.5
2015-12-22,59.3
2015-12-23,57.3
2015-12-24,60.85
2015-12-28,59.4
2015-12-29,55.0
2015-12-30,55.95
2015-12-31,55.85
