Date,JAGRAN
2015-01-01,135.9
2015-01-02,134.85
2015-01-05,134.5
2015-01-06,133.0
2015-01-07,133.45
2015-01-08,134.7
2015-01-09,135.55
2015-01-12,138.45
2015-01-13,138.55
2015-01-14,138.45
2015-01-15,138.85
2015-01-16,137.0
2015-01-19,135.25
2015-01-20,135.25
2015-01-21,135.9
2015-01-22,136.3
2015-01-23,135.35
2015-01-27,135.1
2015-01-28,135.4
2015-01-29,134.8
2015-01-30,135.65
2015-02-02,133.55
2015-02-03,132.4
2015-02-04,133.3
2015-02-05,133.75
2015-02-06,132.3
2015-02-09,132.8
2015-02-10,134.65
2015-02-11,134.55
2015-02-12,138.0
2015-02-13,136.05
2015-02-16,137.15
2015-02-18,138.65
2015-02-19,136.7
2015-02-20,136.95
2015-02-23,135.95
2015-02-24,135.4
2015-02-25,134.75
2015-02-26,131.7
2015-02-27,133.3
2015-02-28,132.95
2015-03-02,132.45
2015-03-03,131.05
2015-03-04,130.05
2015-03-05,130.5
2015-03-09,131.25
2015-03-10,130.05
2015-03-11,130.1
2015-03-12,132.0
2015-03-13,129.7
2015-03-16,128.2
2015-03-17,134.05
2015-03-18,131.95
2015-03-19,128.1
2015-03-20,127.0
2015-03-23,127.95
2015-03-24,125.4
2015-03-25,125.5
2015-03-26,125.4
2015-03-27,124.3
2015-03-30,127.6
2015-03-31,128.75
2015-04-01,128.55
2015-04-06,128.8
2015-04-07,127.0
2015-04-08,126.6
2015-04-09,127.25
2015-04-10,127.0
2015-04-13,125.7
2015-04-15,124.05
2015-04-16,124.45
2015-04-17,124.4
2015-04-20,124.25
2015-04-21,120.85
2015-04-22,120.0
2015-04-23,117.15
2015-04-24,116.1
2015-04-27,114.25
2015-04-28,113.1
2015-04-29,111.25
2015-04-30,112.65
2015-05-04,115.95
2015-05-05,114.05
2015-05-06,112.15
2015-05-07,109.25
2015-05-08,112.8
2015-05-11,112.95
2015-05-12,112.0
2015-05-13,113.95
2015-05-14,112.45
2015-05-15,116.9
2015-05-18,121.25
2015-05-19,121.6
2015-05-20,123.1
2015-05-21,121.1
2015-05-22,118.95
2015-05-25,116.6
2015-05-26,116.0
2015-05-27,115.45
2015-05-28,114.9
2015-05-29,116.6
2015-06-01,118.35
2015-06-02,118.55
2015-06-03,116.2
2015-06-04,123.05
2015-06-05,120.8
2015-06-08,121.9
2015-06-09,117.8
2015-06-10,116.55
2015-06-11,113.55
2015-06-12,114.35
2015-06-15,114.35
2015-06-16,116.3
2015-06-17,117.05
2015-06-18,117.4
2015-06-19,117.3
2015-06-22,117.65
2015-06-23,120.3
2015-06-24,123.3
2015-06-25,119.75
2015-06-26,122.75
2015-06-29,118.3
2015-06-30,118.4
2015-07-01,118.85
2015-07-02,119.0
2015-07-03,119.05
2015-07-06,119.05
2015-07-07,119.95
2015-07-08,118.35
2015-07-09,121.0
2015-07-10,118.6
2015-07-13,121.8
2015-07-14,125.7
2015-07-15,132.95
2015-07-16,133.45
2015-07-17,132.0
2015-07-20,133.95
2015-07-21,134.05
2015-07-22,132.45
2015-07-23,133.8
2015-07-24,134.4
2015-07-27,134.3
2015-07-28,133.65
2015-07-29,135.55
2015-07-30,135.0
2015-07-31,133.05
2015-08-03,135.0
2015-08-04,137.65
2015-08-05,140.65
2015-08-06,138.65
2015-08-07,141.85
2015-08-10,141.2
2015-08-11,142.0
2015-08-12,137.95
2015-08-13,137.6
2015-08-14,138.0
2015-08-17,140.0
2015-08-18,141.85
2015-08-19,142.85
2015-08-20,139.5
2015-08-21,137.35
2015-08-24,130.0
2015-08-25,132.75
2015-08-26,132.1
2015-08-27,134.1
2015-08-28,134.1
2015-08-31,136.4
2015-09-01,133.85
2015-09-02,134.5
2015-09-03,135.5
2015-09-04,135.7
2015-09-07,132.1
2015-09-08,130.2
2015-09-09,131.45
2015-09-10,131.35
2015-09-11,133.75
2015-09-14,133.6
2015-09-15,132.8
2015-09-16,131.35
2015-09-18,139.05
2015-09-21,137.5
2015-09-22,136.65
2015-09-23,138.35
2015-09-24,139.0
2015-09-28,143.25
2015-09-29,141.25
2015-09-30,142.15
2015-10-01,142.35
2015-10-05,143.75
2015-10-06,145.8
2015-10-07,144.6
2015-10-08,143.0
2015-10-09,144.7
2015-10-12,142.75
2015-10-13,140.55
2015-10-14,140.55
2015-10-15,145.25
2015-10-16,144.35
2015-10-19,142.6
2015-10-20,144.35
2015-10-21,143.9
2015-10-23,143.15
2015-10-26,143.6
2015-10-27,142.7
2015-10-28,143.75
2015-10-29,142.85
2015-10-30,139.5
2015-11-02,141.3
2015-11-03,142.35
2015-11-04,145.75
2015-11-05,143.2
2015-11-06,143.05
2015-11-09,143.9
2015-11-10,148.75
2015-11-11,153.0
2015-11-13,150.2
2015-11-16,149.7
2015-11-17,147.7
2015-11-18,146.5
2015-11-19,146.1
2015-11-20,143.1
2015-11-23,143.35
2015-11-24,142.25
2015-11-26,142.4
2015-11-27,144.65
2015-11-30,149.35
2015-12-01,153.4
2015-12-02,154.9
2015-12-03,150.95
2015-12-04,147.85
2015-12-07,146.2
2015-12-08,149.05
2015-12-09,151.3
2015-12-10,153.85
2015-12-11,150.9
2015-12-14,153.0
2015-12-15,156.95
2015-12-16,153.4
2015-12-17,158.8
2015-12-18,157.9
2015-12-21,158.7
2015-12-22,157.15
2015-12-23,158.65
2015-12-24,158.35
2015-12-28,158.85
2015-12-29,156.85
2015-12-30,159.05
2015-12-31,159.65
