Date,SUPRAJIT
2015-01-01,139.75
2015-01-02,138.0
2015-01-05,135.85
2015-01-06,132.3
2015-01-07,129.65
2015-01-08,132.3
2015-01-09,135.5
2015-01-12,130.0
2015-01-13,129.4
2015-01-14,126.55
2015-01-15,129.35
2015-01-16,133.15
2015-01-19,143.2
2015-01-20,149.45
2015-01-21,159.05
2015-01-22,155.45
2015-01-23,150.15
2015-01-27,155.15
2015-01-28,157.35
2015-01-29,155.35
2015-01-30,154.55
2015-02-02,155.15
2015-02-03,147.95
2015-02-04,139.5
2015-02-05,138.0
2015-02-06,134.6
2015-02-09,130.95
2015-02-10,130.55
2015-02-11,131.95
2015-02-12,131.8
2015-02-13,131.6
2015-02-16,136.2
2015-02-18,136.6
2015-02-19,135.65
2015-02-20,135.05
2015-02-23,132.85
2015-02-24,135.7
2015-02-25,137.7
2015-02-26,134.4
2015-02-27,135.7
2015-02-28,132.4
2015-03-02,135.3
2015-03-03,135.05
2015-03-04,133.55
2015-03-05,136.55
2015-03-09,137.05
2015-03-10,135.65
2015-03-11,136.3
2015-03-12,136.0
2015-03-13,135.15
2015-03-16,132.85
2015-03-17,131.7
2015-03-18,129.55
2015-03-19,130.45
2015-03-20,124.8
2015-03-23,122.35
2015-03-24,118.5
2015-03-25,115.8
2015-03-26,116.95
2015-03-27,121.5
2015-03-30,127.75
2015-03-31,129.8
2015-04-01,131.8
2015-04-06,127.7
2015-04-07,124.9
2015-04-08,124.0
2015-04-09,122.1
2015-04-10,123.3
2015-04-13,120.7
2015-04-15,119.5
2015-04-16,118.7
2015-04-17,117.05
2015-04-20,119.35
2015-04-21,124.6
2015-04-22,120.35
2015-04-23,120.35
2015-04-24,117.5
2015-04-27,115.0
2015-04-28,113.25
2015-04-29,112.3
2015-04-30,117.15
2015-05-04,117.7
2015-05-05,120.55
2015-05-06,119.2
2015-05-07,120.2
2015-05-08,121.3
2015-05-11,121.5
2015-05-12,121.9
2015-05-13,122.5
2015-05-14,121.85
2015-05-15,128.85
2015-05-18,129.55
2015-05-19,128.5
2015-05-20,126.55
2015-05-21,125.8
2015-05-22,128.7
2015-05-25,128.9
2015-05-26,125.85
2015-05-27,125.6
2015-05-28,127.9
2015-05-29,124.1
2015-06-01,122.85
2015-06-02,126.1
2015-06-03,122.25
2015-06-04,121.7
2015-06-05,120.45
2015-06-08,123.1
2015-06-09,120.55
2015-06-10,121.7
2015-06-11,120.0
2015-06-12,120.3
2015-06-15,120.2
2015-06-16,122.4
2015-06-17,121.75
2015-06-18,125.25
2015-06-19,128.55
2015-06-22,123.8
2015-06-23,120.95
2015-06-24,121.95
2015-06-25,121.9
2015-06-26,122.05
2015-06-29,123.1
2015-06-30,122.05
2015-07-01,123.6
2015-07-02,123.45
2015-07-03,124.8
2015-07-06,134.65
2015-07-07,128.9
2015-07-08,126.6
2015-07-09,128.4
2015-07-10,129.95
2015-07-13,129.35
2015-07-14,129.85
2015-07-15,131.45
2015-07-16,136.25
2015-07-17,145.0
2015-07-20,145.85
2015-07-21,141.2
2015-07-22,142.75
2015-07-23,142.25
2015-07-24,141.9
2015-07-27,138.45
2015-07-28,138.2
2015-07-29,136.1
2015-07-30,138.1
2015-07-31,141.6
2015-08-03,142.1
2015-08-04,142.1
2015-08-05,142.95
2015-08-06,143.0
2015-08-07,143.05
2015-08-10,146.55
2015-08-11,142.8
2015-08-12,137.3
2015-08-13,139.95
2015-08-14,142.35
2015-08-17,144.35
2015-08-18,142.25
2015-08-19,146.6
2015-08-20,145.2
2015-08-21,146.85
2015-08-24,137.45
2015-08-25,145.8
2015-08-26,141.15
2015-08-27,139.9
2015-08-28,139.3
2015-08-31,140.9
2015-09-01,136.8
2015-09-02,135.6
2015-09-03,135.25
2015-09-04,134.9
2015-09-07,133.25
2015-09-08,131.5
2015-09-09,134.95
2015-09-10,132.0
2015-09-11,134.3
2015-09-14,135.8
2015-09-15,131.8
2015-09-16,132.4
2015-09-18,133.5
2015-09-21,135.9
2015-09-22,131.9
2015-09-23,132.85
2015-09-24,134.15
2015-09-28,129.45
2015-09-29,128.85
2015-09-30,132.65
2015-10-01,130.35
2015-10-05,134.0
2015-10-06,134.65
2015-10-07,132.95
2015-10-08,132.6
2015-10-09,132.45
2015-10-12,139.55
2015-10-13,138.55
2015-10-14,138.1
2015-10-15,137.55
2015-10-16,136.65
2015-10-19,136.25
2015-10-20,135.4
2015-10-21,134.05
2015-10-23,137.85
2015-10-26,134.45
2015-10-27,135.1
2015-10-28,137.05
2015-10-29,139.05
2015-10-30,141.75
2015-11-02,136.25
2015-11-03,135.65
2015-11-04,135.65
2015-11-05,135.0
2015-11-06,136.05
2015-11-09,135.7
2015-11-10,134.05
2015-11-11,136.7
2015-11-13,134.85
2015-11-16,143.9
2015-11-17,144.35
2015-11-18,140.6
2015-11-19,142.85
2015-11-20,142.0
2015-11-23,140.0
2015-11-24,139.4
2015-11-26,141.45
2015-11-27,139.65
2015-11-30,139.0
2015-12-01,144.05
2015-12-02,149.1
2015-12-03,146.6
2015-12-04,143.5
2015-12-07,147.75
2015-12-08,142.3
2015-12-09,138.25
2015-12-10,141.15
2015-12-11,137.45
2015-12-14,138.25
2015-12-15,139.9
2015-12-16,145.2
2015-12-17,142.9
2015-12-18,143.1
2015-12-21,145.05
2015-12-22,145.05
2015-12-23,142.65
2015-12-24,139.3
2015-12-28,138.9
2015-12-29,138.3
2015-12-30,139.9
2015-12-31,142.15
