Date,SCHAEFFLER
2015-01-01,3532.6
2015-01-02,3589.65
2015-01-05,3555.0
2015-01-06,3490.05
2015-01-07,3470.8
2015-01-08,3464.0
2015-01-09,3473.3
2015-01-12,3460.25
2015-01-13,3421.7
2015-01-14,3473.8
2015-01-15,3526.65
2015-01-16,3534.35
2015-01-19,3547.6
2015-01-20,3567.05
2015-01-21,3594.55
2015-01-22,3623.55
2015-01-23,3720.1
2015-01-27,3874.5
2015-01-28,3806.7
2015-01-29,3820.05
2015-01-30,3819.55
2015-02-02,3766.7
2015-02-03,3899.25
2015-02-04,3957.45
2015-02-05,3857.4
2015-02-06,3773.85
2015-02-09,3650.4
2015-02-10,3630.05
2015-02-11,3730.35
2015-02-12,3800.55
2015-02-13,3807.15
2015-02-16,3909.55
2015-02-18,3862.55
2015-02-19,3909.8
2015-02-20,3921.65
2015-02-23,3864.85
2015-02-24,3852.1
2015-02-25,3807.4
2015-02-26,3976.5
2015-02-27,3910.95
2015-02-28,3994.25
2015-03-02,4048.3
2015-03-03,4236.7
2015-03-04,4210.3
2015-03-05,4221.2
2015-03-09,4305.0
2015-03-10,4103.8
2015-03-11,4126.6
2015-03-12,4192.25
2015-03-13,4201.5
2015-03-16,4064.75
2015-03-17,4003.0
2015-03-18,4025.1
2015-03-19,4171.95
2015-03-20,4106.35
2015-03-23,4164.6
2015-03-24,4017.15
2015-03-25,3950.1
2015-03-26,3897.7
2015-03-27,3927.05
2015-03-30,4073.55
2015-03-31,4173.25
2015-04-01,4345.55
2015-04-06,4395.7
2015-04-07,4487.3
2015-04-08,4398.25
2015-04-09,4420.55
2015-04-10,4486.65
2015-04-13,4491.05
2015-04-15,4501.25
2015-04-16,4443.2
2015-04-17,4360.7
2015-04-20,4281.2
2015-04-21,4317.6
2015-04-22,4201.8
2015-04-23,4140.7
2015-04-24,4098.3
2015-04-27,4019.75
2015-04-28,4016.55
2015-04-29,3992.7
2015-04-30,3985.4
2015-05-04,4041.3
2015-05-05,4042.45
2015-05-06,3950.7
2015-05-07,3955.25
2015-05-08,4100.9
2015-05-11,4072.45
2015-05-12,4063.2
2015-05-13,4064.95
2015-05-14,4119.3
2015-05-15,4133.45
2015-05-18,4193.3
2015-05-19,4194.4
2015-05-20,4087.95
2015-05-21,4075.25
2015-05-22,4079.35
2015-05-25,4041.1
2015-05-26,4035.7
2015-05-27,4144.4
2015-05-28,4065.55
2015-05-29,4099.0
2015-06-01,4078.25
2015-06-02,4077.5
2015-06-03,4042.45
2015-06-04,4004.75
2015-06-05,4035.8
2015-06-08,3961.95
2015-06-09,4013.5
2015-06-10,4014.7
2015-06-11,4051.0
2015-06-12,4063.55
2015-06-15,4050.0
2015-06-16,3944.1
2015-06-17,4039.05
2015-06-18,4093.6
2015-06-19,4044.25
2015-06-22,4096.25
2015-06-23,4109.6
2015-06-24,4073.3
2015-06-25,4092.9
2015-06-26,4163.4
2015-06-29,4136.8
2015-06-30,4118.6
2015-07-01,4185.8
2015-07-02,4199.9
2015-07-03,4253.85
2015-07-06,4199.6
2015-07-07,4267.05
2015-07-08,4336.5
2015-07-09,4319.95
2015-07-10,4269.9
2015-07-13,4268.95
2015-07-14,4279.9
2015-07-15,4215.95
2015-07-16,4186.9
2015-07-17,4331.1
2015-07-20,4397.65
2015-07-21,4443.65
