Date,MANUGRAPH
2015-01-01,40.0
2015-01-02,40.6
2015-01-05,39.1
2015-01-06,37.6
2015-01-07,37.4
2015-01-08,38.1
2015-01-09,39.8
2015-01-12,43.55
2015-01-13,43.85
2015-01-14,41.65
2015-01-15,42.25
2015-01-16,42.05
2015-01-19,43.5
2015-01-20,46.8
2015-01-21,46.65
2015-01-22,46.85
2015-01-23,45.3
2015-01-27,44.9
2015-01-28,44.3
2015-01-29,43.6
2015-01-30,45.5
2015-02-02,42.15
2015-02-03,40.0
2015-02-04,40.3
2015-02-05,40.15
2015-02-06,39.1
2015-02-09,37.6
2015-02-10,38.25
2015-02-11,38.1
2015-02-12,37.05
2015-02-13,39.25
2015-02-16,37.15
2015-02-18,37.75
2015-02-19,38.35
2015-02-20,37.25
2015-02-23,37.0
2015-02-24,37.0
2015-02-25,36.95
2015-02-26,36.05
2015-02-27,36.2
2015-02-28,35.85
2015-03-02,35.75
2015-03-03,35.95
2015-03-04,35.4
2015-03-05,34.8
2015-03-09,33.75
2015-03-10,34.9
2015-03-11,34.5
2015-03-12,35.75
2015-03-13,34.45
2015-03-16,33.35
2015-03-17,34.85
2015-03-18,34.6
2015-03-19,34.15
2015-03-20,32.7
2015-03-23,31.8
2015-03-24,32.4
2015-03-25,30.85
2015-03-26,33.25
2015-03-27,31.75
2015-03-30,32.1
2015-03-31,32.8
2015-04-01,33.2
2015-04-06,32.2
2015-04-07,34.65
2015-04-08,33.45
2015-04-09,33.9
2015-04-10,34.15
2015-04-13,36.1
2015-04-15,37.25
2015-04-16,36.15
2015-04-17,36.45
2015-04-20,35.55
2015-04-21,34.5
2015-04-22,34.45
2015-04-23,34.25
2015-04-24,33.9
2015-04-27,32.85
2015-04-28,33.7
2015-04-29,31.8
2015-04-30,32.9
2015-05-04,32.6
2015-05-05,32.45
2015-05-06,32.0
2015-05-07,32.05
2015-05-08,34.05
2015-05-11,33.8
2015-05-12,33.55
2015-05-13,33.8
2015-05-14,33.05
2015-05-15,33.2
2015-05-18,32.8
2015-05-19,33.0
2015-05-20,32.6
2015-05-21,33.5
2015-05-22,32.85
2015-05-25,32.55
2015-05-26,32.7
2015-05-27,32.4
2015-05-28,32.6
2015-05-29,33.15
2015-06-01,33.4
2015-06-02,32.75
2015-06-03,32.25
2015-06-04,31.55
2015-06-05,31.4
2015-06-08,31.5
2015-06-09,31.3
2015-06-10,32.1
2015-06-11,31.55
2015-06-12,32.0
2015-06-15,31.5
2015-06-16,31.25
2015-06-17,31.05
2015-06-18,31.0
2015-06-19,30.95
2015-06-22,30.75
2015-06-23,30.95
2015-06-24,31.85
2015-06-25,32.4
2015-06-26,31.85
2015-06-29,31.5
2015-06-30,33.55
2015-07-01,33.6
2015-07-02,32.8
2015-07-03,33.0
2015-07-06,33.0
2015-07-07,33.75
2015-07-08,32.4
2015-07-09,32.15
2015-07-10,31.75
2015-07-13,33.25
2015-07-14,33.25
2015-07-15,35.3
2015-07-16,34.0
2015-07-17,33.0
2015-07-20,32.55
2015-07-21,32.15
2015-07-22,32.25
2015-07-23,33.0
2015-07-24,34.25
2015-07-27,34.0
2015-07-28,36.0
2015-07-29,35.8
2015-07-30,36.4
2015-07-31,36.05
2015-08-03,36.2
2015-08-04,36.5
2015-08-05,36.25
2015-08-06,35.5
2015-08-07,37.25
2015-08-10,36.05
2015-08-11,35.0
2015-08-12,34.7
2015-08-13,36.8
2015-08-14,34.0
2015-08-17,33.9
2015-08-18,34.0
2015-08-19,33.85
2015-08-20,33.5
2015-08-21,33.0
2015-08-24,30.9
2015-08-25,30.25
2015-08-26,30.0
2015-08-27,30.6
2015-08-28,30.5
2015-08-31,30.95
2015-09-01,29.75
2015-09-02,30.6
2015-09-03,30.15
2015-09-04,29.15
2015-09-07,29.15
2015-09-08,30.1
2015-09-09,30.25
2015-09-10,31.0
2015-09-11,31.8
2015-09-14,32.25
2015-09-15,31.05
2015-09-16,29.95
2015-09-18,31.0
2015-09-21,30.9
2015-09-22,31.5
2015-09-23,32.2
2015-09-24,31.2
2015-09-28,31.3
2015-09-29,31.95
2015-09-30,31.2
2015-10-01,30.95
2015-10-05,30.95
2015-10-06,31.0
2015-10-07,30.5
2015-10-08,31.25
2015-10-09,31.9
2015-10-12,31.15
2015-10-13,31.0
2015-10-14,31.0
2015-10-15,30.55
2015-10-16,30.5
2015-10-19,30.5
2015-10-20,33.2
2015-10-21,33.3
2015-10-23,35.6
2015-10-26,35.55
2015-10-27,42.65
2015-10-28,46.9
2015-10-29,51.55
2015-10-30,51.15
2015-11-02,49.2
2015-11-03,48.55
2015-11-04,48.0
2015-11-05,45.55
2015-11-06,44.6
2015-11-09,49.05
2015-11-10,52.25
2015-11-11,56.65
2015-11-13,52.3
2015-11-16,51.4
2015-11-17,50.85
2015-11-18,50.95
2015-11-19,56.0
2015-11-20,61.6
2015-11-23,58.85
2015-11-24,64.7
2015-11-26,63.9
2015-11-27,65.0
2015-11-30,68.05
2015-12-01,71.35
2015-12-02,69.25
2015-12-03,66.2
2015-12-04,64.1
2015-12-07,67.3
2015-12-08,68.05
2015-12-09,64.65
2015-12-10,63.35
2015-12-11,60.65
2015-12-14,60.45
2015-12-15,61.95
2015-12-16,61.5
2015-12-17,64.55
2015-12-18,67.65
2015-12-21,66.05
2015-12-22,63.9
2015-12-23,63.15
2015-12-24,65.2
2015-12-28,63.35
2015-12-29,62.5
2015-12-30,61.9
2015-12-31,61.45
