Date,ASTRAL
2015-01-01,389.15
2015-01-02,386.7
2015-01-05,380.55
2015-01-06,366.9
2015-01-07,362.75
2015-01-08,364.2
2015-01-09,371.45
2015-01-12,368.65
2015-01-13,370.2
2015-01-14,372.05
2015-01-15,376.15
2015-01-16,384.5
2015-01-19,390.2
2015-01-20,394.2
2015-01-21,386.6
2015-01-22,387.15
2015-01-23,382.1
2015-01-27,389.8
2015-01-28,385.55
2015-01-29,383.05
2015-01-30,381.7
2015-02-02,385.4
2015-02-03,395.65
2015-02-04,415.6
2015-02-05,417.45
2015-02-06,415.35
2015-02-09,416.1
2015-02-10,418.05
2015-02-11,436.2
2015-02-12,433.85
2015-02-13,447.1
2015-02-16,452.0
2015-02-18,460.1
2015-02-19,446.0
2015-02-20,447.15
2015-02-23,448.2
2015-02-24,447.75
2015-02-25,442.15
2015-02-26,433.5
2015-02-27,445.2
2015-02-28,449.85
2015-03-02,439.5
2015-03-03,433.6
2015-03-04,430.9
2015-03-05,429.95
2015-03-09,421.05
2015-03-10,418.95
2015-03-11,423.65
2015-03-12,432.35
2015-03-13,443.65
2015-03-16,441.8
2015-03-17,443.05
2015-03-18,448.95
2015-03-19,459.25
2015-03-20,447.25
2015-03-23,441.7
2015-03-24,434.2
2015-03-25,426.55
2015-03-26,435.0
2015-03-27,425.6
2015-03-30,434.3
2015-03-31,447.85
2015-04-01,448.6
2015-04-06,446.05
2015-04-07,463.15
2015-04-08,502.25
2015-04-09,512.8
2015-04-10,517.4
2015-04-13,499.35
2015-04-15,482.25
2015-04-16,456.65
2015-04-17,456.15
2015-04-20,448.3
2015-04-21,449.15
2015-04-22,457.35
2015-04-23,467.9
2015-04-24,443.2
2015-04-27,432.6
2015-04-28,429.5
2015-04-29,446.95
2015-04-30,441.2
2015-05-04,450.85
2015-05-05,434.15
2015-05-06,421.15
2015-05-07,412.9
2015-05-08,425.6
2015-05-11,418.15
2015-05-12,409.6
2015-05-13,409.65
2015-05-14,413.15
2015-05-15,407.65
2015-05-18,406.25
2015-05-19,405.0
2015-05-20,399.8
2015-05-21,398.5
2015-05-22,403.95
2015-05-25,411.95
2015-05-26,416.25
2015-05-27,406.9
2015-05-28,403.9
2015-05-29,385.1
2015-06-01,384.7
2015-06-02,372.0
2015-06-03,368.2
2015-06-04,387.7
2015-06-05,392.9
2015-06-08,385.05
2015-06-09,387.85
2015-06-10,389.8
2015-06-11,386.15
2015-06-12,378.65
2015-06-15,384.7
2015-06-16,389.75
2015-06-17,387.1
2015-06-18,383.5
2015-06-19,391.2
2015-06-22,383.85
2015-06-23,389.9
2015-06-24,384.4
2015-06-25,384.55
2015-06-26,386.65
2015-06-29,387.7
2015-06-30,388.55
2015-07-01,389.75
2015-07-02,388.6
2015-07-03,388.0
2015-07-06,383.1
2015-07-07,372.2
2015-07-08,371.65
2015-07-09,373.6
2015-07-10,371.95
2015-07-13,373.35
2015-07-14,370.15
2015-07-15,380.85
2015-07-16,382.0
2015-07-17,378.8
2015-07-20,373.75
2015-07-21,370.75
2015-07-22,376.0
2015-07-23,374.4
2015-07-24,372.8
2015-07-27,375.25
2015-07-28,373.05
2015-07-29,377.1
2015-07-30,377.95
2015-07-31,371.7
2015-08-03,376.2
2015-08-04,407.65
2015-08-05,409.05
2015-08-06,410.35
2015-08-07,410.7
2015-08-10,419.4
2015-08-11,410.45
2015-08-12,409.85
2015-08-13,413.3
2015-08-14,417.0
2015-08-17,420.0
2015-08-18,420.6
2015-08-19,431.6
2015-08-20,435.2
2015-08-21,439.15
2015-08-24,419.2
2015-08-25,416.55
2015-08-26,422.8
2015-08-27,453.1
2015-08-28,435.35
2015-08-31,432.0
2015-09-01,414.55
2015-09-02,411.95
2015-09-03,431.35
2015-09-04,413.15
2015-09-07,414.05
2015-09-08,412.4
2015-09-09,418.4
2015-09-10,431.25
2015-09-11,428.05
2015-09-14,435.1
2015-09-15,431.75
2015-09-16,431.0
2015-09-18,428.15
2015-09-21,427.6
2015-09-22,428.9
2015-09-23,425.05
2015-09-24,424.8
2015-09-28,422.7
2015-09-29,424.2
2015-09-30,424.15
2015-10-01,423.95
2015-10-05,424.75
2015-10-06,424.7
2015-10-07,421.7
2015-10-08,423.45
2015-10-09,419.85
2015-10-12,420.25
2015-10-13,424.75
2015-10-14,426.65
2015-10-15,430.75
2015-10-16,431.5
2015-10-19,442.7
2015-10-20,443.3
2015-10-21,437.65
2015-10-23,432.75
2015-10-26,425.1
2015-10-27,419.45
2015-10-28,417.25
2015-10-29,419.15
2015-10-30,414.4
2015-11-02,415.0
2015-11-03,419.9
2015-11-04,429.2
2015-11-05,422.35
2015-11-06,422.45
2015-11-09,425.85
2015-11-10,428.2
2015-11-11,423.5
2015-11-13,415.3
2015-11-16,412.8
2015-11-17,418.65
2015-11-18,417.05
2015-11-19,420.1
2015-11-20,419.9
2015-11-23,416.0
2015-11-24,414.4
2015-11-26,414.4
2015-11-27,416.85
2015-11-30,414.35
2015-12-01,411.6
2015-12-02,410.2
2015-12-03,409.25
2015-12-04,417.2
2015-12-07,425.55
2015-12-08,428.1
2015-12-09,424.65
2015-12-10,426.4
2015-12-11,425.85
2015-12-14,426.8
2015-12-15,427.55
2015-12-16,427.0
2015-12-17,427.9
2015-12-18,428.8
2015-12-21,428.7
2015-12-22,428.9
2015-12-23,429.9
2015-12-24,432.45
2015-12-28,438.7
2015-12-29,435.1
2015-12-30,432.75
2015-12-31,437.35
