Date,EON
2015-01-01,39.35
2015-01-02,39.25
2015-01-05,46.3
2015-01-06,42.95
2015-01-07,50.95
2015-01-08,51.3
2015-01-09,51.25
2015-01-12,51.4
2015-01-13,48.55
2015-01-14,46.65
2015-01-15,45.85
2015-01-16,52.25
2015-01-19,54.75
2015-01-20,54.2
2015-01-21,52.35
2015-01-22,51.8
2015-01-23,50.45
2015-01-27,50.8
2015-01-28,49.5
2015-01-29,48.75
2015-01-30,47.2
2015-02-02,50.7
2015-02-03,50.45
2015-02-04,49.65
2015-02-05,47.35
2015-02-06,46.3
2015-02-09,45.85
2015-02-10,45.15
2015-02-11,47.4
2015-02-12,47.7
2015-02-13,46.9
2015-02-16,44.05
2015-02-18,45.85
2015-02-19,45.4
2015-02-20,44.4
2015-02-23,45.35
2015-02-24,45.55
2015-02-25,44.75
2015-02-26,43.75
2015-02-27,44.0
2015-02-28,44.45
2015-03-02,44.15
2015-03-03,43.2
2015-03-04,43.0
2015-03-05,42.45
2015-03-09,42.3
2015-03-10,41.0
2015-03-11,40.15
2015-03-12,39.25
2015-03-13,38.6
2015-03-16,38.3
2015-03-17,38.0
2015-03-18,38.85
2015-03-19,37.55
2015-03-20,37.0
2015-03-23,35.25
2015-03-24,34.95
2015-03-25,33.25
2015-03-26,33.3
2015-03-27,33.7
2015-03-30,34.85
2015-03-31,34.2
2015-04-01,36.1
2015-04-06,38.05
2015-04-07,37.7
2015-04-08,37.5
2015-04-09,45.0
2015-04-10,48.85
2015-04-13,46.25
2015-04-15,46.4
2015-04-16,44.8
2015-04-17,47.25
2015-04-20,43.3
2015-04-21,42.35
2015-04-22,43.05
2015-04-23,45.15
2015-04-24,41.0
2015-04-27,40.85
2015-04-28,41.6
2015-04-29,41.2
2015-04-30,41.15
2015-05-04,41.7
2015-05-05,41.55
2015-05-06,41.55
2015-05-07,38.9
2015-05-08,39.95
2015-05-11,40.3
2015-05-12,40.15
2015-05-13,40.35
2015-05-14,42.7
2015-05-15,42.7
2015-05-18,42.6
2015-05-19,41.15
2015-05-20,40.9
2015-05-21,40.3
2015-05-22,39.95
2015-05-25,41.3
2015-05-26,39.8
2015-05-27,39.9
2015-05-28,39.25
2015-05-29,35.9
2015-06-01,33.8
2015-06-02,34.65
2015-06-03,34.3
2015-06-04,33.2
2015-06-05,33.75
2015-06-08,33.2
2015-06-09,33.0
2015-06-10,34.65
2015-06-11,34.7
2015-06-12,33.55
2015-06-15,33.95
2015-06-16,33.65
2015-06-17,33.6
2015-06-18,35.35
2015-06-19,35.2
2015-06-22,35.75
2015-06-23,35.0
2015-06-24,34.75
2015-06-25,34.6
2015-06-26,34.45
2015-06-29,33.75
2015-06-30,33.35
2015-07-01,34.2
2015-07-02,37.2
2015-07-03,37.45
2015-07-06,38.5
2015-07-07,46.15
2015-07-08,44.2
2015-07-09,43.55
2015-07-10,41.85
2015-07-13,40.95
2015-07-14,42.8
2015-07-15,44.1
2015-07-16,46.0
2015-07-17,45.0
2015-07-20,44.15
2015-07-21,43.1
2015-07-22,43.65
2015-07-23,44.85
2015-07-24,42.85
2015-07-27,46.2
2015-07-28,48.35
2015-07-29,49.15
2015-07-30,49.6
2015-07-31,47.95
2015-08-03,48.0
2015-08-04,45.2
2015-08-05,45.6
2015-08-06,43.95
2015-08-07,43.25
2015-08-10,43.35
2015-08-11,42.1
2015-08-12,39.6
2015-08-13,39.35
2015-08-14,40.0
2015-08-17,41.5
2015-08-18,41.0
2015-08-19,40.35
2015-08-20,39.9
2015-08-21,39.6
2015-08-24,33.55
2015-08-25,35.5
2015-08-26,35.65
2015-08-27,37.3
2015-08-28,39.05
2015-08-31,38.15
2015-09-01,35.9
2015-09-02,36.2
2015-09-03,36.8
2015-09-04,34.7
2015-09-07,34.55
2015-09-08,34.0
2015-09-09,35.85
2015-09-10,35.9
2015-09-11,36.25
2015-09-14,36.5
2015-09-15,35.0
2015-09-16,35.9
2015-09-18,35.85
2015-09-21,35.15
2015-09-22,35.45
2015-09-23,34.2
2015-09-24,34.8
2015-09-28,34.15
2015-09-29,34.7
2015-09-30,34.35
2015-10-01,33.95
2015-10-05,35.65
2015-10-06,35.5
2015-10-07,36.3
2015-10-08,36.7
2015-10-09,36.0
2015-10-12,37.1
2015-10-13,38.45
2015-10-14,38.55
2015-10-15,39.25
2015-10-16,38.1
2015-10-19,38.15
2015-10-20,38.35
2015-10-21,38.95
2015-10-23,38.15
2015-10-26,37.2
2015-10-27,37.0
2015-10-28,37.0
2015-10-29,36.35
2015-10-30,35.85
2015-11-02,35.65
2015-11-03,36.25
2015-11-04,36.55
2015-11-05,35.7
2015-11-06,35.8
2015-11-09,36.0
2015-11-10,36.85
2015-11-11,36.75
2015-11-13,37.7
2015-11-16,37.3
2015-11-17,37.5
2015-11-18,36.95
2015-11-19,43.75
2015-11-20,44.25
2015-11-23,53.1
2015-11-24,52.25
2015-11-26,57.45
2015-11-27,52.75
2015-11-30,51.55
2015-12-01,56.7
2015-12-02,61.25
2015-12-03,57.55
2015-12-04,58.55
2015-12-07,57.8
2015-12-08,58.8
2015-12-09,53.75
2015-12-10,57.8
2015-12-11,57.1
2015-12-14,54.95
2015-12-15,55.55
2015-12-16,57.85
2015-12-17,63.6
2015-12-18,68.95
2015-12-21,75.8
2015-12-22,79.35
2015-12-23,83.3
2015-12-24,87.45
2015-12-28,83.1
2015-12-29,78.95
2015-12-30,78.4
2015-12-31,80.3
