Date,MAHLIFE
2015-01-01,472.05
2015-01-02,475.3
2015-01-05,489.2
2015-01-06,476.65
2015-01-07,474.7
2015-01-08,470.4
2015-01-09,473.1
2015-01-12,479.5
2015-01-13,471.75
2015-01-14,475.0
2015-01-15,493.55
2015-01-16,506.25
2015-01-19,499.55
2015-01-20,506.95
2015-01-21,500.4
2015-01-22,493.05
2015-01-23,494.65
2015-01-27,495.65
2015-01-28,491.75
2015-01-29,507.5
2015-01-30,514.4
2015-02-02,517.65
2015-02-03,517.85
2015-02-04,515.65
2015-02-05,498.6
2015-02-06,478.25
2015-02-09,472.45
2015-02-10,483.7
2015-02-11,485.4
2015-02-12,485.25
2015-02-13,480.55
2015-02-16,475.75
2015-02-18,481.2
2015-02-19,493.2
2015-02-20,503.25
2015-02-23,513.3
2015-02-24,520.15
2015-02-25,531.45
2015-02-26,533.6
2015-02-27,548.75
2015-02-28,512.4
2015-03-02,492.15
2015-03-03,500.5
2015-03-04,500.4
2015-03-05,505.0
2015-03-09,500.9
2015-03-10,505.7
2015-03-11,498.3
2015-03-12,500.5
2015-03-13,500.15
2015-03-16,493.55
2015-03-17,493.45
2015-03-18,491.0
2015-03-19,485.1
2015-03-20,478.4
2015-03-23,468.35
2015-03-24,472.6
2015-03-25,467.85
2015-03-26,466.4
2015-03-27,461.0
2015-03-30,469.05
2015-03-31,469.35
2015-04-01,480.05
2015-04-06,499.45
2015-04-07,494.25
2015-04-08,490.9
2015-04-09,503.15
2015-04-10,501.55
2015-04-13,508.9
2015-04-15,508.35
2015-04-16,500.45
2015-04-17,497.85
2015-04-20,483.55
2015-04-21,480.15
2015-04-22,478.45
2015-04-23,474.85
2015-04-24,469.55
2015-04-27,474.3
2015-04-28,470.0
2015-04-29,465.0
2015-04-30,467.6
2015-05-04,470.0
2015-05-05,465.75
2015-05-06,464.0
2015-05-07,458.4
2015-05-08,465.2
2015-05-11,475.8
2015-05-12,468.05
2015-05-13,470.45
2015-05-14,465.15
2015-05-15,465.25
2015-05-18,468.05
2015-05-19,461.2
2015-05-20,463.9
2015-05-21,467.25
2015-05-22,463.0
2015-05-25,462.35
2015-05-26,454.55
2015-05-27,452.0
2015-05-28,454.55
2015-05-29,459.1
2015-06-01,460.8
2015-06-02,456.4
2015-06-03,449.2
2015-06-04,445.25
2015-06-05,444.25
2015-06-08,436.6
2015-06-09,430.15
2015-06-10,434.5
2015-06-11,430.15
2015-06-12,426.2
2015-06-15,422.1
2015-06-16,414.15
2015-06-17,410.4
2015-06-18,404.3
2015-06-19,402.7
2015-06-22,409.15
2015-06-23,409.2
2015-06-24,428.5
2015-06-25,437.8
2015-06-26,437.05
2015-06-29,427.75
2015-06-30,426.75
2015-07-01,435.75
2015-07-02,429.3
2015-07-03,427.85
2015-07-06,427.15
2015-07-07,430.5
2015-07-08,429.7
2015-07-09,427.65
2015-07-10,427.65
2015-07-13,433.7
2015-07-14,437.25
2015-07-15,451.7
2015-07-16,451.7
2015-07-17,454.5
2015-07-20,459.35
2015-07-21,453.3
2015-07-22,452.5
2015-07-23,447.15
2015-07-24,448.15
2015-07-27,441.8
2015-07-28,434.95
2015-07-29,435.95
2015-07-30,440.35
2015-07-31,448.9
2015-08-03,428.75
2015-08-04,438.85
2015-08-05,434.95
2015-08-06,433.7
2015-08-07,438.45
2015-08-10,446.0
2015-08-11,443.25
2015-08-12,436.4
2015-08-13,438.5
2015-08-14,438.4
2015-08-17,441.7
2015-08-18,442.15
2015-08-19,442.0
2015-08-20,444.6
2015-08-21,444.95
2015-08-24,434.15
2015-08-25,440.2
2015-08-26,446.2
2015-08-27,451.45
2015-08-28,457.3
2015-08-31,463.8
2015-09-01,442.45
2015-09-02,445.0
2015-09-03,445.55
2015-09-04,444.2
2015-09-07,441.45
2015-09-08,445.0
2015-09-09,455.3
2015-09-10,457.15
2015-09-11,457.6
2015-09-14,451.2
2015-09-15,457.15
2015-09-16,455.05
2015-09-18,545.95
2015-09-21,520.05
2015-09-22,496.2
2015-09-23,482.3
2015-09-24,479.15
2015-09-28,475.65
2015-09-29,463.15
2015-09-30,470.15
2015-10-01,460.65
2015-10-05,463.45
2015-10-06,459.25
2015-10-07,456.35
2015-10-08,462.15
2015-10-09,461.25
2015-10-12,466.95
2015-10-13,473.75
2015-10-14,480.75
2015-10-15,479.05
2015-10-16,476.95
2015-10-19,473.85
2015-10-20,479.25
2015-10-21,474.55
2015-10-23,487.45
2015-10-26,491.0
2015-10-27,482.15
2015-10-28,492.65
2015-10-29,492.15
2015-10-30,497.75
2015-11-02,500.25
2015-11-03,501.9
2015-11-04,501.95
2015-11-05,503.5
2015-11-06,491.55
2015-11-09,482.1
2015-11-10,477.6
2015-11-11,488.5
2015-11-13,478.1
2015-11-16,479.6
2015-11-17,477.6
2015-11-18,475.15
2015-11-19,472.7
2015-11-20,468.35
2015-11-23,468.7
2015-11-24,464.15
2015-11-26,459.85
2015-11-27,459.35
2015-11-30,472.75
2015-12-01,469.5
2015-12-02,469.5
2015-12-03,462.75
2015-12-04,463.2
2015-12-07,463.7
2015-12-08,460.75
2015-12-09,458.35
2015-12-10,455.05
2015-12-11,453.2
2015-12-14,453.25
2015-12-15,447.35
2015-12-16,450.35
2015-12-17,454.5
2015-12-18,453.9
2015-12-21,458.25
2015-12-22,456.5
2015-12-23,466.65
2015-12-24,485.9
2015-12-28,481.8
2015-12-29,481.65
2015-12-30,474.05
2015-12-31,473.35
