Date,PRAENG
2015-01-01,8.65
2015-01-02,8.8
2015-01-05,8.6
2015-01-06,8.1
2015-01-07,8.15
2015-01-08,8.3
2015-01-09,8.35
2015-01-12,8.1
2015-01-13,8.1
2015-01-14,8.4
2015-01-15,8.6
2015-01-16,8.35
2015-01-19,8.3
2015-01-20,8.3
2015-01-21,8.15
2015-01-22,8.35
2015-01-23,8.25
2015-01-27,8.35
2015-01-28,8.1
2015-01-29,8.35
2015-01-30,8.4
2015-02-02,8.45
2015-02-03,8.6
2015-02-04,8.25
2015-02-05,8.3
2015-02-06,8.25
2015-02-09,8.0
2015-02-10,8.0
2015-02-11,8.0
2015-02-12,8.1
2015-02-13,8.15
2015-02-16,7.8
2015-02-18,7.85
2015-02-19,7.8
2015-02-20,8.4
2015-02-23,8.3
2015-02-24,8.05
2015-02-25,8.25
2015-02-26,8.15
2015-02-27,8.15
2015-02-28,8.05
2015-03-02,8.2
2015-03-03,8.05
2015-03-04,7.95
2015-03-05,7.9
2015-03-09,8.0
2015-03-10,7.6
2015-03-11,7.6
2015-03-12,7.95
2015-03-13,7.6
2015-03-16,7.55
2015-03-17,7.45
2015-03-18,7.25
2015-03-19,7.2
2015-03-20,7.0
2015-03-23,6.75
2015-03-24,6.75
2015-03-25,6.75
2015-03-26,6.6
2015-03-27,6.35
2015-03-30,6.5
2015-03-31,6.6
2015-04-01,6.6
2015-04-06,7.1
2015-04-07,7.25
2015-04-08,7.45
2015-04-09,7.25
2015-04-10,7.4
2015-04-13,7.3
2015-04-15,7.25
2015-04-16,7.4
2015-04-17,7.15
2015-04-20,7.2
2015-04-21,7.2
2015-04-22,7.15
2015-04-23,7.0
2015-04-24,6.95
2015-04-27,6.6
2015-04-28,6.65
2015-04-29,6.7
2015-04-30,6.7
2015-05-04,6.75
2015-05-05,6.65
2015-05-06,6.3
2015-05-07,6.1
2015-05-08,6.4
2015-05-11,6.7
2015-05-12,6.65
2015-05-13,6.35
2015-05-14,6.2
2015-05-15,6.25
2015-05-18,6.05
2015-05-19,6.1
2015-05-20,6.4
2015-05-21,6.3
2015-05-22,6.25
2015-05-25,6.3
2015-05-26,6.2
2015-05-27,6.05
2015-05-28,6.25
2015-05-29,6.3
2015-06-01,6.1
2015-06-02,5.95
2015-06-03,5.9
2015-06-04,5.45
2015-06-05,5.55
2015-06-08,5.4
2015-06-09,5.35
2015-06-10,5.6
2015-06-11,5.35
2015-06-12,5.65
2015-06-15,5.85
2015-06-16,6.2
2015-06-17,6.1
2015-06-18,6.2
2015-06-19,6.0
2015-06-22,6.1
2015-06-23,6.45
2015-06-24,6.45
2015-06-25,6.3
2015-06-26,6.1
2015-06-29,6.1
2015-06-30,6.45
2015-07-01,6.4
2015-07-02,6.5
2015-07-03,6.35
2015-07-06,6.05
2015-07-07,6.0
2015-07-08,6.05
2015-07-09,6.45
2015-07-10,6.55
2015-07-13,6.4
2015-07-14,6.25
2015-07-15,6.15
2015-07-16,6.25
2015-07-17,7.5
2015-07-20,7.8
2015-07-21,7.65
2015-07-22,7.35
2015-07-23,7.0
2015-07-24,6.95
2015-07-27,7.25
2015-07-28,7.15
2015-07-29,7.2
2015-07-30,7.3
2015-07-31,7.4
2015-08-03,7.25
2015-08-04,7.2
2015-08-05,7.35
2015-08-06,7.2
2015-08-07,7.1
2015-08-10,7.25
2015-08-11,6.95
2015-08-12,6.9
2015-08-13,6.8
2015-08-14,6.85
2015-08-17,7.25
2015-08-18,7.1
2015-08-19,7.15
2015-08-20,7.3
2015-08-21,6.9
2015-08-24,6.35
2015-08-25,6.5
2015-08-26,6.2
2015-08-27,7.2
2015-08-28,6.75
2015-08-31,7.0
2015-09-01,6.6
2015-09-02,6.6
2015-09-03,6.9
2015-09-04,6.6
2015-09-07,6.75
2015-09-08,6.8
2015-09-09,6.85
2015-09-10,6.7
2015-09-11,7.15
2015-09-14,7.05
2015-09-15,6.95
2015-09-16,7.0
2015-09-18,7.15
2015-09-21,7.5
2015-09-22,7.35
2015-09-23,7.3
2015-09-24,7.45
2015-09-28,7.2
2015-09-29,7.0
2015-09-30,7.0
2015-10-01,6.9
2015-10-05,7.0
2015-10-06,7.0
2015-10-07,7.05
2015-10-08,6.95
2015-10-09,7.0
2015-10-12,7.0
2015-10-13,6.9
2015-10-14,6.7
2015-10-15,6.8
2015-10-16,6.75
2015-10-19,6.95
2015-10-20,6.75
2015-10-21,6.75
2015-10-23,6.6
2015-10-26,6.5
2015-10-27,6.5
2015-10-28,6.6
2015-10-29,6.6
2015-10-30,6.45
2015-11-02,6.6
2015-11-03,6.6
2015-11-04,6.75
2015-11-05,6.4
2015-11-06,6.65
2015-11-09,6.7
2015-11-10,7.0
2015-11-11,7.05
2015-11-13,7.25
2015-11-16,7.1
2015-11-17,6.85
2015-11-18,6.7
2015-11-19,6.55
2015-11-20,6.6
2015-11-23,6.7
2015-11-24,6.9
2015-11-26,6.9
2015-11-27,7.0
2015-11-30,7.15
2015-12-01,7.0
2015-12-02,6.95
2015-12-03,6.95
2015-12-04,7.1
2015-12-07,6.75
2015-12-08,6.55
2015-12-09,6.5
2015-12-10,6.5
2015-12-11,6.4
2015-12-14,6.45
2015-12-15,6.4
2015-12-16,6.45
2015-12-17,6.4
2015-12-18,5.95
2015-12-21,6.25
2015-12-22,6.2
2015-12-23,6.2
2015-12-24,7.4
2015-12-28,7.7
2015-12-29,7.0
2015-12-30,7.15
2015-12-31,6.7
