Date,BALRAMCHIN
2015-01-01,60.05
2015-01-02,60.1
2015-01-05,60.55
2015-01-06,60.8
2015-01-07,61.55
2015-01-08,61.75
2015-01-09,60.55
2015-01-12,62.5
2015-01-13,63.1
2015-01-14,63.0
2015-01-15,63.0
2015-01-16,62.5
2015-01-19,63.1
2015-01-20,62.0
2015-01-21,61.7
2015-01-22,61.4
2015-01-23,60.1
2015-01-27,64.2
2015-01-28,62.6
2015-01-29,61.4
2015-01-30,61.75
2015-02-02,61.45
2015-02-03,60.7
2015-02-04,60.2
2015-02-05,59.4
2015-02-06,57.3
2015-02-09,56.2
2015-02-10,55.9
2015-02-11,56.8
2015-02-12,58.5
2015-02-13,57.85
2015-02-16,57.05
2015-02-18,61.6
2015-02-19,61.15
2015-02-20,60.4
2015-02-23,60.05
2015-02-24,58.85
2015-02-25,60.0
2015-02-26,60.35
2015-02-27,60.6
2015-02-28,58.45
2015-03-02,58.45
2015-03-03,59.05
2015-03-04,58.65
2015-03-05,58.45
2015-03-09,57.2
2015-03-10,55.7
2015-03-11,54.7
2015-03-12,54.0
2015-03-13,54.6
2015-03-16,53.8
2015-03-17,55.0
2015-03-18,54.65
2015-03-19,53.95
2015-03-20,52.15
2015-03-23,51.05
2015-03-24,50.85
2015-03-25,49.25
2015-03-26,50.25
2015-03-27,48.65
2015-03-30,49.0
2015-03-31,49.55
2015-04-01,50.0
2015-04-06,50.95
2015-04-07,50.4
2015-04-08,53.95
2015-04-09,52.6
2015-04-10,51.1
2015-04-13,50.0
2015-04-15,50.0
2015-04-16,50.15
2015-04-17,49.3
2015-04-20,48.15
2015-04-21,47.15
2015-04-22,47.9
2015-04-23,48.2
2015-04-24,47.5
2015-04-27,46.55
2015-04-28,47.0
2015-04-29,46.8
2015-04-30,45.95
2015-05-04,44.75
2015-05-05,44.6
2015-05-06,42.7
2015-05-07,42.5
2015-05-08,41.75
2015-05-11,42.55
2015-05-12,42.75
2015-05-13,42.6
2015-05-14,42.5
2015-05-15,42.65
2015-05-18,43.3
2015-05-19,44.0
2015-05-20,43.6
2015-05-21,44.1
2015-05-22,43.95
2015-05-25,43.45
2015-05-26,43.0
2015-05-27,44.85
2015-05-28,43.6
2015-05-29,42.05
2015-06-01,42.2
2015-06-02,41.8
2015-06-03,41.55
2015-06-04,41.0
2015-06-05,40.7
2015-06-08,40.8
2015-06-09,40.85
2015-06-10,41.8
2015-06-11,40.35
2015-06-12,39.75
2015-06-15,39.5
2015-06-16,38.9
2015-06-17,39.05
2015-06-18,40.05
2015-06-19,41.2
2015-06-22,40.6
2015-06-23,41.2
2015-06-24,40.7
2015-06-25,40.65
2015-06-26,40.1
2015-06-29,39.25
2015-06-30,40.5
2015-07-01,41.0
2015-07-02,40.8
2015-07-03,41.05
2015-07-06,43.25
2015-07-07,44.45
2015-07-08,44.1
2015-07-09,43.95
2015-07-10,44.2
2015-07-13,44.4
2015-07-14,44.1
2015-07-15,45.1
2015-07-16,45.45
2015-07-17,46.0
2015-07-20,45.75
2015-07-21,45.55
2015-07-22,45.7
2015-07-23,47.5
2015-07-24,45.75
2015-07-27,45.5
2015-07-28,46.95
2015-07-29,47.6
2015-07-30,49.8
2015-07-31,50.4
2015-08-03,49.55
2015-08-04,50.15
2015-08-05,53.8
2015-08-06,53.25
2015-08-07,53.1
2015-08-10,53.4
2015-08-11,51.8
2015-08-12,48.75
2015-08-13,47.5
2015-08-14,48.2
2015-08-17,47.75
2015-08-18,47.25
2015-08-19,48.65
2015-08-20,48.8
2015-08-21,46.35
2015-08-24,42.45
2015-08-25,41.0
2015-08-26,39.8
2015-08-27,39.95
2015-08-28,40.3
2015-08-31,39.85
2015-09-01,39.1
2015-09-02,42.45
2015-09-03,44.8
2015-09-04,44.95
2015-09-07,44.45
2015-09-08,44.25
2015-09-09,44.35
2015-09-10,44.7
2015-09-11,44.15
2015-09-14,45.0
2015-09-15,46.1
2015-09-16,46.85
2015-09-18,51.3
2015-09-21,49.9
2015-09-22,49.05
2015-09-23,49.0
2015-09-24,47.9
2015-09-28,53.4
2015-09-29,51.8
2015-09-30,52.75
2015-10-01,53.55
2015-10-05,54.75
2015-10-06,59.3
2015-10-07,61.5
2015-10-08,60.5
2015-10-09,62.35
2015-10-12,60.5
2015-10-13,64.05
2015-10-14,61.6
2015-10-15,63.7
2015-10-16,63.9
2015-10-19,62.75
2015-10-20,63.5
2015-10-21,64.55
2015-10-23,64.2
2015-10-26,63.75
2015-10-27,63.2
2015-10-28,61.4
2015-10-29,62.05
2015-10-30,60.75
2015-11-02,63.5
2015-11-03,63.5
2015-11-04,62.65
2015-11-05,59.95
2015-11-06,59.0
2015-11-09,64.15
2015-11-10,62.05
2015-11-11,63.1
2015-11-13,69.05
2015-11-16,71.45
2015-11-17,72.25
2015-11-18,82.95
2015-11-19,73.55
2015-11-20,74.3
2015-11-23,74.4
2015-11-24,77.2
2015-11-26,76.6
2015-11-27,76.45
2015-11-30,73.3
2015-12-01,72.65
2015-12-02,75.85
2015-12-03,74.55
2015-12-04,72.4
2015-12-07,71.8
2015-12-08,70.75
2015-12-09,69.2
2015-12-10,70.65
2015-12-11,69.95
2015-12-14,72.15
2015-12-15,73.85
2015-12-16,72.9
2015-12-17,72.95
2015-12-18,71.1
2015-12-21,71.05
2015-12-22,70.1
2015-12-23,70.3
2015-12-24,70.0
2015-12-28,69.65
2015-12-29,69.7
2015-12-30,70.0
2015-12-31,70.0
