Date,HINDALCO
2015-01-01,158.45
2015-01-02,160.1
2015-01-05,156.85
2015-01-06,153.4
2015-01-07,148.9
2015-01-08,152.55
2015-01-09,155.0
2015-01-12,151.1
2015-01-13,151.7
2015-01-14,142.15
2015-01-15,141.9
2015-01-16,138.55
2015-01-19,140.25
2015-01-20,144.7
2015-01-21,143.2
2015-01-22,143.45
2015-01-23,144.8
2015-01-27,142.5
2015-01-28,140.15
2015-01-29,142.4
2015-01-30,139.7
2015-02-02,145.25
2015-02-03,146.45
2015-02-04,152.4
2015-02-05,148.05
2015-02-06,147.3
2015-02-09,146.55
2015-02-10,149.2
2015-02-11,149.85
2015-02-12,152.8
2015-02-13,153.55
2015-02-16,150.95
2015-02-18,151.65
2015-02-19,156.25
2015-02-20,156.55
2015-02-23,154.85
2015-02-24,153.65
2015-02-25,153.65
2015-02-26,149.75
2015-02-27,155.15
2015-02-28,152.85
2015-03-02,156.55
2015-03-03,158.7
2015-03-04,153.1
2015-03-05,148.1
2015-03-09,140.8
2015-03-10,138.05
2015-03-11,130.35
2015-03-12,134.9
2015-03-13,131.7
2015-03-16,126.8
2015-03-17,134.25
2015-03-18,133.15
2015-03-19,132.3
2015-03-20,132.05
2015-03-23,135.9
2015-03-24,132.85
2015-03-25,132.9
2015-03-26,129.55
2015-03-27,133.95
2015-03-30,131.15
2015-03-31,129.0
2015-04-01,132.2
2015-04-06,134.7
2015-04-07,136.95
2015-04-08,137.95
2015-04-09,139.9
2015-04-10,137.9
2015-04-13,136.1
2015-04-15,135.15
2015-04-16,137.15
2015-04-17,139.75
2015-04-20,138.25
2015-04-21,134.3
2015-04-22,134.65
2015-04-23,135.05
2015-04-24,131.15
2015-04-27,130.05
2015-04-28,131.35
2015-04-29,130.6
2015-04-30,128.6
2015-05-04,133.15
2015-05-05,139.35
2015-05-06,137.75
2015-05-07,134.3
2015-05-08,138.95
2015-05-11,142.5
2015-05-12,137.6
2015-05-13,133.5
2015-05-14,137.45
2015-05-15,137.0
2015-05-18,139.1
2015-05-19,139.95
2015-05-20,138.95
2015-05-21,139.1
2015-05-22,136.9
2015-05-25,134.5
2015-05-26,134.3
2015-05-27,133.55
2015-05-28,131.6
2015-05-29,129.25
2015-06-01,128.35
2015-06-02,123.25
2015-06-03,121.95
2015-06-04,121.3
2015-06-05,120.15
2015-06-08,118.2
2015-06-09,120.1
2015-06-10,120.3
2015-06-11,119.2
2015-06-12,116.75
2015-06-15,114.3
2015-06-16,115.0
2015-06-17,118.55
2015-06-18,120.0
2015-06-19,120.8
2015-06-22,121.2
2015-06-23,121.6
2015-06-24,117.25
2015-06-25,118.0
2015-06-26,117.0
2015-06-29,112.85
2015-06-30,111.9
2015-07-01,113.05
2015-07-02,111.05
2015-07-03,110.6
2015-07-06,109.05
2015-07-07,107.15
2015-07-08,101.85
2015-07-09,104.0
2015-07-10,104.6
2015-07-13,106.65
2015-07-14,104.6
2015-07-15,105.55
2015-07-16,106.7
2015-07-17,107.2
2015-07-20,109.4
2015-07-21,108.1
2015-07-22,107.7
2015-07-23,108.7
2015-07-24,109.35
2015-07-27,104.4
2015-07-28,105.5
2015-07-29,106.55
2015-07-30,104.7
2015-07-31,105.2
2015-08-03,105.7
2015-08-04,109.25
2015-08-05,108.25
2015-08-06,108.7
2015-08-07,109.55
2015-08-10,107.8
2015-08-11,103.25
2015-08-12,95.9
2015-08-13,90.8
2015-08-14,93.15
2015-08-17,90.65
2015-08-18,88.9
2015-08-19,86.15
2015-08-20,84.95
2015-08-21,86.0
2015-08-24,78.65
2015-08-25,80.45
2015-08-26,80.4
2015-08-27,80.65
2015-08-28,81.65
2015-08-31,80.05
2015-09-01,75.95
2015-09-02,74.35
2015-09-03,77.2
2015-09-04,73.9
2015-09-07,71.55
2015-09-08,72.7
2015-09-09,78.6
2015-09-10,76.5
2015-09-11,76.1
2015-09-14,78.65
2015-09-15,76.25
2015-09-16,77.25
2015-09-18,75.9
2015-09-21,78.1
2015-09-22,73.2
2015-09-23,72.95
2015-09-24,71.4
2015-09-28,70.55
2015-09-29,68.2
2015-09-30,70.8
2015-10-01,70.9
2015-10-05,74.0
2015-10-06,75.0
2015-10-07,81.9
2015-10-08,82.35
2015-10-09,83.95
2015-10-12,88.65
2015-10-13,86.15
2015-10-14,88.6
2015-10-15,87.8
2015-10-16,87.75
2015-10-19,86.75
2015-10-20,84.45
2015-10-21,85.55
2015-10-23,85.1
2015-10-26,85.4
2015-10-27,84.4
2015-10-28,84.5
2015-10-29,83.25
2015-10-30,84.05
2015-11-02,80.95
2015-11-03,82.35
2015-11-04,81.85
2015-11-05,81.05
2015-11-06,80.9
2015-11-09,79.95
2015-11-10,79.25
2015-11-11,80.3
2015-11-13,77.4
2015-11-16,79.05
2015-11-17,80.85
2015-11-18,76.55
2015-11-19,78.4
2015-11-20,77.2
2015-11-23,74.25
2015-11-24,73.6
2015-11-26,75.1
2015-11-27,77.65
2015-11-30,77.05
2015-12-01,79.55
2015-12-02,80.45
2015-12-03,79.2
2015-12-04,79.05
2015-12-07,79.25
2015-12-08,76.0
2015-12-09,73.75
2015-12-10,75.7
2015-12-11,76.25
2015-12-14,78.8
2015-12-15,79.0
2015-12-16,78.55
2015-12-17,81.3
2015-12-18,79.9
2015-12-21,81.3
2015-12-22,79.6
2015-12-23,83.9
2015-12-24,85.25
2015-12-28,84.95
2015-12-29,84.4
2015-12-30,84.7
2015-12-31,84.75
