Date,JSWENERGY
2015-01-01,102.5
2015-01-02,101.75
2015-01-05,102.25
2015-01-06,96.9
2015-01-07,97.2
2015-01-08,99.65
2015-01-09,99.75
2015-01-12,103.35
2015-01-13,101.45
2015-01-14,102.65
2015-01-15,105.85
2015-01-16,107.2
2015-01-19,112.7
2015-01-20,109.95
2015-01-21,110.5
2015-01-22,110.55
2015-01-23,112.3
2015-01-27,114.95
2015-01-28,117.15
2015-01-29,119.85
2015-01-30,121.05
2015-02-02,124.4
2015-02-03,112.85
2015-02-04,107.65
2015-02-05,104.65
2015-02-06,102.15
2015-02-09,105.7
2015-02-10,107.2
2015-02-11,111.5
2015-02-12,112.8
2015-02-13,114.2
2015-02-16,112.3
2015-02-18,116.75
2015-02-19,118.05
2015-02-20,116.1
2015-02-23,113.5
2015-02-24,114.4
2015-02-25,113.95
2015-02-26,114.55
2015-02-27,118.85
2015-02-28,114.7
2015-03-02,112.95
2015-03-03,114.1
2015-03-04,112.8
2015-03-05,113.35
2015-03-09,113.9
2015-03-10,111.5
2015-03-11,109.1
2015-03-12,110.9
2015-03-13,115.55
2015-03-16,114.2
2015-03-17,119.8
2015-03-18,117.85
2015-03-19,116.65
2015-03-20,118.7
2015-03-23,118.0
2015-03-24,121.6
2015-03-25,122.25
2015-03-26,120.1
2015-03-27,119.75
2015-03-30,118.9
2015-03-31,119.2
2015-04-01,119.3
2015-04-06,119.35
2015-04-07,118.95
2015-04-08,118.95
2015-04-09,119.9
2015-04-10,119.85
2015-04-13,119.5
2015-04-15,116.15
2015-04-16,114.55
2015-04-17,112.85
2015-04-20,111.1
2015-04-21,113.8
2015-04-22,115.0
2015-04-23,114.85
2015-04-24,114.75
2015-04-27,106.6
2015-04-28,110.05
2015-04-29,111.8
2015-04-30,114.5
2015-05-04,116.95
2015-05-05,115.6
2015-05-06,106.95
2015-05-07,104.8
2015-05-08,107.8
2015-05-11,108.95
2015-05-12,101.85
2015-05-13,106.05
2015-05-14,111.35
2015-05-15,111.65
2015-05-18,112.75
2015-05-19,110.55
2015-05-20,112.8
2015-05-21,113.2
2015-05-22,108.85
2015-05-25,109.9
2015-05-26,108.8
2015-05-27,109.6
2015-05-28,111.8
2015-05-29,112.15
2015-06-01,113.3
2015-06-02,106.4
2015-06-03,103.0
2015-06-04,101.55
2015-06-05,104.15
2015-06-08,104.5
2015-06-09,104.05
2015-06-10,104.9
2015-06-11,99.65
2015-06-12,97.85
2015-06-15,100.4
2015-06-16,99.1
2015-06-17,99.75
2015-06-18,98.35
2015-06-19,98.75
2015-06-22,102.8
2015-06-23,106.4
2015-06-24,106.95
2015-06-25,107.5
2015-06-26,105.55
2015-06-29,101.6
2015-06-30,98.3
2015-07-01,98.85
2015-07-02,97.8
2015-07-03,95.55
2015-07-06,97.25
2015-07-07,98.95
2015-07-08,98.3
2015-07-09,99.3
2015-07-10,97.3
2015-07-13,99.2
2015-07-14,103.15
2015-07-15,104.9
2015-07-16,101.95
2015-07-17,103.55
2015-07-20,101.3
2015-07-21,97.1
2015-07-22,98.9
2015-07-23,93.3
2015-07-24,93.15
2015-07-27,92.55
2015-07-28,86.35
2015-07-29,87.55
2015-07-30,87.2
2015-07-31,84.3
2015-08-03,82.1
2015-08-04,80.1
2015-08-05,79.35
2015-08-06,78.7
2015-08-07,77.15
2015-08-10,76.65
2015-08-11,76.35
2015-08-12,72.9
2015-08-13,69.5
2015-08-14,74.25
2015-08-17,77.35
2015-08-18,75.8
2015-08-19,75.2
2015-08-20,73.6
2015-08-21,73.8
2015-08-24,61.75
2015-08-25,65.75
2015-08-26,68.8
2015-08-27,73.8
2015-08-28,74.6
2015-08-31,76.05
2015-09-01,70.4
2015-09-02,69.1
2015-09-03,73.9
2015-09-04,71.1
2015-09-07,67.7
2015-09-08,74.15
2015-09-09,78.0
2015-09-10,81.95
2015-09-11,81.8
2015-09-14,83.85
2015-09-15,82.2
2015-09-16,84.05
2015-09-18,82.85
2015-09-21,86.3
2015-09-22,84.4
2015-09-23,86.75
2015-09-24,87.35
2015-09-28,86.7
2015-09-29,87.95
2015-09-30,94.2
2015-10-01,89.35
2015-10-05,93.45
2015-10-06,92.5
2015-10-07,91.2
2015-10-08,89.05
2015-10-09,86.1
2015-10-12,87.55
2015-10-13,90.75
2015-10-14,87.35
2015-10-15,87.95
2015-10-16,87.15
2015-10-19,89.05
2015-10-20,92.55
2015-10-21,91.75
2015-10-23,93.15
2015-10-26,88.05
2015-10-27,91.2
2015-10-28,87.85
2015-10-29,90.1
2015-10-30,93.3
2015-11-02,93.75
2015-11-03,93.6
2015-11-04,93.75
2015-11-05,89.75
2015-11-06,85.8
2015-11-09,87.0
2015-11-10,84.55
2015-11-11,85.4
2015-11-13,82.75
2015-11-16,83.3
2015-11-17,84.2
2015-11-18,84.7
2015-11-19,85.75
2015-11-20,87.3
2015-11-23,87.65
2015-11-24,85.45
2015-11-26,86.95
2015-11-27,87.3
2015-11-30,85.65
2015-12-01,86.35
2015-12-02,86.4
2015-12-03,85.25
2015-12-04,85.05
2015-12-07,83.8
2015-12-08,78.95
2015-12-09,78.5
2015-12-10,79.4
2015-12-11,74.85
2015-12-14,77.2
2015-12-15,76.15
2015-12-16,78.7
2015-12-17,81.0
2015-12-18,81.95
2015-12-21,83.25
2015-12-22,82.2
2015-12-23,83.4
2015-12-24,83.65
2015-12-28,83.05
2015-12-29,83.45
2015-12-30,84.8
2015-12-31,85.05
