Date,NAVNETEDUL
2015-01-01,106.15
2015-01-02,106.7
2015-01-05,106.75
2015-01-06,105.05
2015-01-07,104.45
2015-01-08,108.75
2015-01-09,110.75
2015-01-12,111.25
2015-01-13,113.9
2015-01-14,116.8
2015-01-15,114.6
2015-01-16,113.95
2015-01-19,112.05
2015-01-20,111.0
2015-01-21,111.65
2015-01-22,111.05
2015-01-23,109.8
2015-01-27,110.2
2015-01-28,109.35
2015-01-29,108.75
2015-01-30,107.95
2015-02-02,107.0
2015-02-03,107.15
2015-02-04,110.2
2015-02-05,108.65
2015-02-06,106.2
2015-02-09,105.05
2015-02-10,105.25
2015-02-11,105.05
2015-02-12,104.5
2015-02-13,107.05
2015-02-16,107.85
2015-02-18,108.7
2015-02-19,116.65
2015-02-20,114.35
2015-02-23,112.75
2015-02-24,112.65
2015-02-25,110.85
2015-02-26,109.95
2015-02-27,112.1
2015-02-28,111.2
2015-03-02,110.95
2015-03-03,111.6
2015-03-04,113.0
2015-03-05,114.0
2015-03-09,113.8
2015-03-10,113.05
2015-03-11,113.85
2015-03-12,112.25
2015-03-13,112.8
2015-03-16,109.65
2015-03-17,109.8
2015-03-18,109.6
2015-03-19,106.0
2015-03-20,101.0
2015-03-23,101.45
2015-03-24,100.05
2015-03-25,98.2
2015-03-26,99.95
2015-03-27,99.1
2015-03-30,104.1
2015-03-31,99.8
2015-04-01,101.85
2015-04-06,103.7
2015-04-07,103.65
2015-04-08,109.75
2015-04-09,106.3
2015-04-10,106.0
2015-04-13,107.4
2015-04-15,107.1
2015-04-16,105.65
2015-04-17,104.45
2015-04-20,103.35
2015-04-21,102.6
2015-04-22,100.1
2015-04-23,101.15
2015-04-24,99.2
2015-04-27,96.7
2015-04-28,95.8
2015-04-29,94.35
2015-04-30,91.9
2015-05-04,93.55
2015-05-05,93.4
2015-05-06,92.35
2015-05-07,90.7
2015-05-08,90.8
2015-05-11,90.8
2015-05-12,90.05
2015-05-13,93.1
2015-05-14,93.05
2015-05-15,97.0
2015-05-18,96.1
2015-05-19,96.5
2015-05-20,95.4
2015-05-21,95.05
2015-05-22,93.95
2015-05-25,94.9
2015-05-26,93.95
2015-05-27,95.05
2015-05-28,95.35
2015-05-29,95.85
2015-06-01,95.3
2015-06-02,95.5
2015-06-03,94.85
2015-06-04,94.6
2015-06-05,95.45
2015-06-08,94.55
2015-06-09,93.6
2015-06-10,94.0
2015-06-11,92.9
2015-06-12,94.9
2015-06-15,95.55
2015-06-16,94.95
2015-06-17,94.55
2015-06-18,95.3
2015-06-19,95.15
2015-06-22,95.25
2015-06-23,102.9
2015-06-24,103.8
2015-06-25,101.95
2015-06-26,105.15
2015-06-29,103.6
2015-06-30,102.5
2015-07-01,103.05
2015-07-02,103.05
2015-07-03,103.3
2015-07-06,102.9
2015-07-07,103.25
2015-07-08,102.7
2015-07-09,102.75
2015-07-10,102.95
2015-07-13,104.3
2015-07-14,104.35
2015-07-15,105.75
2015-07-16,109.75
2015-07-17,108.05
2015-07-20,105.85
2015-07-21,104.8
2015-07-22,104.0
2015-07-23,105.75
2015-07-24,106.65
2015-07-27,104.05
2015-07-28,104.1
2015-07-29,104.05
2015-07-30,102.8
2015-07-31,101.75
2015-08-03,101.35
2015-08-04,102.0
2015-08-05,103.0
2015-08-06,101.6
2015-08-07,100.35
2015-08-10,100.45
2015-08-11,100.7
2015-08-12,98.45
2015-08-13,96.15
2015-08-14,98.1
2015-08-17,100.35
2015-08-18,99.55
2015-08-19,98.65
2015-08-20,96.15
2015-08-21,94.7
2015-08-24,91.6
2015-08-25,92.35
2015-08-26,92.9
2015-08-27,93.7
2015-08-28,94.5
2015-08-31,92.45
2015-09-01,92.15
2015-09-02,92.1
2015-09-03,92.15
2015-09-04,91.7
2015-09-07,88.65
2015-09-08,90.0
2015-09-09,91.1
2015-09-10,90.15
2015-09-11,90.65
2015-09-14,91.95
2015-09-15,91.55
2015-09-16,93.5
2015-09-18,94.1
2015-09-21,93.7
2015-09-22,94.65
2015-09-23,94.95
2015-09-24,96.2
2015-09-28,97.15
2015-09-29,96.5
2015-09-30,96.15
2015-10-01,95.7
2015-10-05,96.25
2015-10-06,96.05
2015-10-07,95.9
2015-10-08,99.65
2015-10-09,99.6
2015-10-12,98.05
2015-10-13,99.5
2015-10-14,98.3
2015-10-15,99.05
2015-10-16,98.5
2015-10-19,97.5
2015-10-20,97.1
2015-10-21,94.15
2015-10-23,94.9
2015-10-26,94.9
2015-10-27,91.05
2015-10-28,91.25
2015-10-29,90.05
2015-10-30,89.4
2015-11-02,88.4
2015-11-03,89.55
2015-11-04,89.2
2015-11-05,89.0
2015-11-06,88.85
2015-11-09,89.45
2015-11-10,89.95
2015-11-11,90.75
2015-11-13,89.05
2015-11-16,88.45
2015-11-17,88.15
2015-11-18,86.65
2015-11-19,86.45
2015-11-20,86.05
2015-11-23,85.2
2015-11-24,85.1
2015-11-26,85.35
2015-11-27,85.75
2015-11-30,85.9
2015-12-01,86.45
2015-12-02,86.0
2015-12-03,86.05
2015-12-04,86.1
2015-12-07,86.05
2015-12-08,85.6
2015-12-09,81.7
2015-12-10,81.9
2015-12-11,80.85
2015-12-14,81.5
2015-12-15,80.9
2015-12-16,81.0
2015-12-17,82.0
2015-12-18,83.0
2015-12-21,85.35
2015-12-22,85.45
2015-12-23,88.15
2015-12-24,88.15
2015-12-28,97.65
2015-12-29,99.35
2015-12-30,96.45
2015-12-31,96.4
