Date,MANGLMCEM
2015-01-01,315.75
2015-01-02,319.5
2015-01-05,333.4
2015-01-06,317.5
2015-01-07,322.45
2015-01-08,329.3
2015-01-09,324.65
2015-01-12,323.4
2015-01-13,329.0
2015-01-14,329.85
2015-01-15,335.3
2015-01-16,336.8
2015-01-19,339.4
2015-01-20,340.9
2015-01-21,336.45
2015-01-22,334.75
2015-01-23,333.45
2015-01-27,324.2
2015-01-28,322.9
2015-01-29,319.9
2015-01-30,320.9
2015-02-02,319.65
2015-02-03,322.1
2015-02-04,320.05
2015-02-05,320.55
2015-02-06,309.35
2015-02-09,293.4
2015-02-10,277.95
2015-02-11,280.85
2015-02-12,286.8
2015-02-13,281.75
2015-02-16,283.95
2015-02-18,285.8
2015-02-19,285.35
2015-02-20,288.6
2015-02-23,279.75
2015-02-24,270.95
2015-02-25,271.85
2015-02-26,267.7
2015-02-27,270.7
2015-02-28,267.7
2015-03-02,303.7
2015-03-03,299.8
2015-03-04,299.25
2015-03-05,290.1
2015-03-09,284.2
2015-03-10,284.2
2015-03-11,287.6
2015-03-12,290.05
2015-03-13,282.5
2015-03-16,277.45
2015-03-17,277.95
2015-03-18,275.2
2015-03-19,275.2
2015-03-20,269.45
2015-03-23,260.45
2015-03-24,255.2
2015-03-25,258.6
2015-03-26,257.85
2015-03-27,250.95
2015-03-30,267.65
2015-03-31,264.0
2015-04-01,280.45
2015-04-06,280.5
2015-04-07,273.85
2015-04-08,285.4
2015-04-09,284.15
2015-04-10,292.1
2015-04-13,289.4
2015-04-15,289.4
2015-04-16,282.0
2015-04-17,279.6
2015-04-20,278.5
2015-04-21,278.05
2015-04-22,274.95
2015-04-23,273.15
2015-04-24,268.9
2015-04-27,256.5
2015-04-28,262.0
2015-04-29,265.4
2015-04-30,264.3
2015-05-04,269.75
2015-05-05,254.6
2015-05-06,247.65
2015-05-07,236.05
2015-05-08,238.15
2015-05-11,245.25
2015-05-12,236.45
2015-05-13,238.25
2015-05-14,237.75
2015-05-15,237.75
2015-05-18,237.9
2015-05-19,240.05
2015-05-20,245.45
2015-05-21,245.2
2015-05-22,249.6
2015-05-25,250.05
2015-05-26,248.4
2015-05-27,248.05
2015-05-28,249.95
2015-05-29,252.05
2015-06-01,250.05
2015-06-02,249.75
2015-06-03,245.2
2015-06-04,240.0
2015-06-05,235.15
2015-06-08,230.6
2015-06-09,229.55
2015-06-10,236.25
2015-06-11,225.65
2015-06-12,229.95
2015-06-15,233.8
2015-06-16,238.25
2015-06-17,240.25
2015-06-18,242.8
2015-06-19,244.2
2015-06-22,242.15
2015-06-23,247.8
2015-06-24,250.4
2015-06-25,250.15
2015-06-26,250.3
2015-06-29,243.95
2015-06-30,244.3
2015-07-01,251.9
2015-07-02,261.3
2015-07-03,269.35
2015-07-06,268.75
2015-07-07,271.45
2015-07-08,270.45
2015-07-09,274.9
2015-07-10,275.3
2015-07-13,273.15
2015-07-14,277.45
2015-07-15,280.45
2015-07-16,280.05
2015-07-17,275.65
2015-07-20,270.25
2015-07-21,269.9
2015-07-22,270.05
2015-07-23,270.15
2015-07-24,270.0
2015-07-27,269.9
2015-07-28,267.2
2015-07-29,270.15
2015-07-30,267.95
2015-07-31,269.1
2015-08-03,266.65
2015-08-04,260.5
2015-08-05,248.45
2015-08-06,248.65
2015-08-07,239.4
2015-08-10,228.2
2015-08-11,233.3
2015-08-12,229.0
2015-08-13,226.5
2015-08-14,226.8
2015-08-17,225.2
2015-08-18,231.75
2015-08-19,245.55
2015-08-20,249.9
2015-08-21,243.4
2015-08-24,217.55
2015-08-25,215.15
2015-08-26,224.65
2015-08-27,225.65
2015-08-28,227.75
2015-08-31,222.45
2015-09-01,218.85
2015-09-02,214.55
2015-09-03,222.05
2015-09-04,208.55
2015-09-07,201.9
2015-09-08,205.8
2015-09-09,213.65
2015-09-10,209.95
2015-09-11,212.55
2015-09-14,217.1
2015-09-15,213.05
2015-09-16,236.65
2015-09-18,231.7
2015-09-21,228.9
2015-09-22,231.6
2015-09-23,233.05
2015-09-24,232.75
2015-09-28,220.6
2015-09-29,219.3
2015-09-30,219.0
2015-10-01,222.7
2015-10-05,228.9
2015-10-06,231.4
2015-10-07,227.85
2015-10-08,224.65
2015-10-09,223.5
2015-10-12,223.5
2015-10-13,225.0
2015-10-14,224.3
2015-10-15,222.5
2015-10-16,223.15
2015-10-19,228.55
2015-10-20,230.35
2015-10-21,233.45
2015-10-23,236.1
2015-10-26,235.7
2015-10-27,230.6
2015-10-28,227.4
2015-10-29,230.8
2015-10-30,227.05
2015-11-02,223.3
2015-11-03,216.6
2015-11-04,218.45
2015-11-05,216.65
2015-11-06,208.45
2015-11-09,205.95
2015-11-10,200.4
2015-11-11,206.4
2015-11-13,202.1
2015-11-16,203.85
2015-11-17,199.0
2015-11-18,192.05
2015-11-19,192.55
2015-11-20,193.95
2015-11-23,191.2
2015-11-24,190.7
2015-11-26,196.0
2015-11-27,193.8
2015-11-30,202.45
2015-12-01,203.75
2015-12-02,200.05
2015-12-03,196.8
2015-12-04,209.1
2015-12-07,210.55
2015-12-08,208.1
2015-12-09,199.05
2015-12-10,203.75
2015-12-11,203.7
2015-12-14,202.9
2015-12-15,215.95
2015-12-16,209.9
2015-12-17,213.95
2015-12-18,210.75
2015-12-21,206.85
2015-12-22,207.05
2015-12-23,205.05
2015-12-24,193.1
2015-12-28,195.15
2015-12-29,196.45
2015-12-30,195.05
2015-12-31,194.8
