Date,WALCHANNAG
2015-01-01,174.45
2015-01-02,179.05
2015-01-05,178.25
2015-01-06,169.4
2015-01-07,199.9
2015-01-08,225.25
2015-01-09,220.0
2015-01-12,231.35
2015-01-13,230.8
2015-01-14,234.25
2015-01-15,231.25
2015-01-16,226.8
2015-01-19,222.65
2015-01-20,223.05
2015-01-21,218.9
2015-01-22,209.1
2015-01-23,242.4
2015-01-27,259.05
2015-01-28,252.65
2015-01-29,263.9
2015-01-30,256.3
2015-02-02,266.3
2015-02-03,268.55
2015-02-04,258.05
2015-02-05,255.6
2015-02-06,244.2
2015-02-09,230.45
2015-02-10,236.75
2015-02-11,272.45
2015-02-12,271.55
2015-02-13,268.2
2015-02-16,251.45
2015-02-18,265.55
2015-02-19,267.85
2015-02-20,262.2
2015-02-23,262.95
2015-02-24,254.5
2015-02-25,253.95
2015-02-26,256.65
2015-02-27,258.95
2015-02-28,253.6
2015-03-02,248.1
2015-03-03,249.6
2015-03-04,243.9
2015-03-05,240.2
2015-03-09,229.75
2015-03-10,227.85
2015-03-11,224.35
2015-03-12,221.6
2015-03-13,226.95
2015-03-16,221.75
2015-03-17,218.65
2015-03-18,217.0
2015-03-19,214.1
2015-03-20,202.3
2015-03-23,187.65
2015-03-24,170.3
2015-03-25,173.7
2015-03-26,166.95
2015-03-27,177.15
2015-03-30,186.1
2015-03-31,186.55
2015-04-01,205.2
2015-04-06,213.55
2015-04-07,207.8
2015-04-08,208.75
2015-04-09,214.7
2015-04-10,211.5
2015-04-13,213.15
2015-04-15,207.7
2015-04-16,200.2
2015-04-17,209.55
2015-04-20,202.25
2015-04-21,198.6
2015-04-22,200.25
2015-04-23,197.7
2015-04-24,189.9
2015-04-27,176.6
2015-04-28,177.0
2015-04-29,180.9
2015-04-30,179.95
2015-05-04,188.15
2015-05-05,192.7
2015-05-06,182.9
2015-05-07,173.25
2015-05-08,177.2
2015-05-11,180.2
2015-05-12,173.1
2015-05-13,173.95
2015-05-14,174.25
2015-05-15,173.75
2015-05-18,178.05
2015-05-19,182.05
2015-05-20,183.85
2015-05-21,180.85
2015-05-22,176.85
2015-05-25,173.95
2015-05-26,174.5
2015-05-27,171.9
2015-05-28,169.85
2015-05-29,173.3
2015-06-01,168.45
2015-06-02,157.95
2015-06-03,146.9
2015-06-04,144.1
2015-06-05,165.25
2015-06-08,160.5
2015-06-09,158.3
2015-06-10,158.2
2015-06-11,153.65
2015-06-12,150.6
2015-06-15,153.65
2015-06-16,155.4
2015-06-17,160.45
2015-06-18,161.65
2015-06-19,165.15
2015-06-22,166.3
2015-06-23,166.4
2015-06-24,163.3
2015-06-25,162.65
2015-06-26,162.5
2015-06-29,155.8
2015-06-30,158.15
2015-07-01,160.4
2015-07-02,169.65
2015-07-03,162.9
2015-07-06,166.4
2015-07-07,165.55
2015-07-08,161.05
2015-07-09,162.95
2015-07-10,166.3
2015-07-13,166.45
2015-07-14,176.15
2015-07-15,172.15
2015-07-16,183.95
2015-07-17,190.1
2015-07-20,197.8
2015-07-21,188.5
2015-07-22,191.7
2015-07-23,188.9
2015-07-24,183.75
2015-07-27,176.05
2015-07-28,176.45
2015-07-29,179.65
2015-07-30,183.0
2015-07-31,184.2
2015-08-03,181.8
2015-08-04,180.2
2015-08-05,185.25
2015-08-06,182.55
2015-08-07,180.9
2015-08-10,176.75
2015-08-11,173.8
2015-08-12,164.7
2015-08-13,162.5
2015-08-14,164.95
2015-08-17,159.25
2015-08-18,163.4
2015-08-19,163.7
2015-08-20,156.0
2015-08-21,152.4
2015-08-24,131.4
2015-08-25,128.35
2015-08-26,130.25
2015-08-27,135.35
2015-08-28,132.5
2015-08-31,132.65
2015-09-01,137.3
2015-09-02,135.75
2015-09-03,136.45
2015-09-04,130.7
2015-09-07,126.25
2015-09-08,127.05
2015-09-09,128.45
2015-09-10,125.95
2015-09-11,123.95
2015-09-14,127.0
2015-09-15,128.0
2015-09-16,124.55
2015-09-18,132.1
2015-09-21,133.45
2015-09-22,130.3
2015-09-23,143.5
2015-09-24,149.1
2015-09-28,143.0
2015-09-29,144.45
2015-09-30,146.25
2015-10-01,143.2
2015-10-05,146.95
2015-10-06,149.5
2015-10-07,151.0
2015-10-08,147.35
2015-10-09,147.85
2015-10-12,154.55
2015-10-13,155.75
2015-10-14,155.1
2015-10-15,158.1
2015-10-16,154.8
2015-10-19,156.3
2015-10-20,162.75
2015-10-21,163.2
2015-10-23,159.3
2015-10-26,154.35
2015-10-27,152.45
2015-10-28,147.9
2015-10-29,146.05
2015-10-30,144.45
2015-11-02,140.9
2015-11-03,138.45
2015-11-04,141.8
2015-11-05,137.45
2015-11-06,136.0
2015-11-09,138.85
2015-11-10,147.0
2015-11-11,152.0
2015-11-13,147.65
2015-11-16,148.7
2015-11-17,148.95
2015-11-18,144.5
2015-11-19,149.75
2015-11-20,150.0
2015-11-23,151.6
2015-11-24,158.15
2015-11-26,158.25
2015-11-27,156.95
2015-11-30,158.55
2015-12-01,161.5
2015-12-02,157.9
2015-12-03,155.3
2015-12-04,155.25
2015-12-07,155.85
2015-12-08,148.95
2015-12-09,142.55
2015-12-10,144.2
2015-12-11,142.85
2015-12-14,143.7
2015-12-15,143.3
2015-12-16,149.55
2015-12-17,152.2
2015-12-18,157.35
2015-12-21,158.35
2015-12-22,170.2
2015-12-23,170.0
2015-12-24,186.35
2015-12-28,184.55
2015-12-29,181.85
2015-12-30,179.1
2015-12-31,178.95
