Date,PRAKASH
2015-01-01,58.2
2015-01-02,58.0
2015-01-05,58.0
2015-01-06,55.8
2015-01-07,55.7
2015-01-08,55.75
2015-01-09,55.6
2015-01-12,55.75
2015-01-13,55.2
2015-01-14,55.55
2015-01-15,55.45
2015-01-16,55.65
2015-01-19,55.0
2015-01-20,55.05
2015-01-21,54.85
2015-01-22,54.05
2015-01-23,53.35
2015-01-27,51.3
2015-01-28,50.0
2015-01-29,49.95
2015-01-30,50.1
2015-02-02,50.5
2015-02-03,50.35
2015-02-04,51.1
2015-02-05,49.95
2015-02-06,48.05
2015-02-09,47.7
2015-02-10,46.9
2015-02-11,51.0
2015-02-12,50.3
2015-02-13,51.95
2015-02-16,49.9
2015-02-18,47.9
2015-02-19,48.55
2015-02-20,48.9
2015-02-23,48.7
2015-02-24,46.9
2015-02-25,46.75
2015-02-26,45.95
2015-02-27,46.9
2015-02-28,46.3
2015-03-02,46.85
2015-03-03,46.65
2015-03-04,45.8
2015-03-05,44.9
2015-03-09,43.0
2015-03-10,42.7
2015-03-11,41.6
2015-03-12,41.9
2015-03-13,41.65
2015-03-16,41.6
2015-03-17,41.55
2015-03-18,40.9
2015-03-19,40.5
2015-03-20,39.75
2015-03-23,37.3
2015-03-24,36.95
2015-03-25,35.65
2015-03-26,35.7
2015-03-27,34.9
2015-03-30,35.45
2015-03-31,35.3
2015-04-01,35.25
2015-04-06,36.35
2015-04-07,39.05
2015-04-08,42.6
2015-04-09,42.45
2015-04-10,43.35
2015-04-13,43.85
2015-04-15,45.8
2015-04-16,47.4
2015-04-17,46.35
2015-04-20,44.8
2015-04-21,43.3
2015-04-22,43.05
2015-04-23,42.8
2015-04-24,41.3
2015-04-27,39.05
2015-04-28,39.9
2015-04-29,40.45
2015-04-30,40.05
2015-05-04,41.25
2015-05-05,42.85
2015-05-06,40.65
2015-05-07,39.4
2015-05-08,40.25
2015-05-11,40.75
2015-05-12,39.2
2015-05-13,39.6
2015-05-14,39.45
2015-05-15,39.8
2015-05-18,40.0
2015-05-19,40.15
2015-05-20,40.05
2015-05-21,39.45
2015-05-22,39.25
2015-05-25,36.75
2015-05-26,35.0
2015-05-27,36.1
2015-05-28,36.55
2015-05-29,36.4
2015-06-01,36.25
2015-06-02,35.25
2015-06-03,32.9
2015-06-04,32.25
2015-06-05,32.85
2015-06-08,32.8
2015-06-09,31.9
2015-06-10,32.8
2015-06-11,32.5
2015-06-12,30.95
2015-06-15,30.95
2015-06-16,30.95
2015-06-17,31.5
2015-06-18,31.4
2015-06-19,31.5
2015-06-22,31.85
2015-06-23,34.0
2015-06-24,33.6
2015-06-25,32.25
2015-06-26,31.5
2015-06-29,30.6
2015-06-30,32.3
2015-07-01,31.85
2015-07-02,31.95
2015-07-03,31.7
2015-07-06,31.65
2015-07-07,32.7
2015-07-08,32.15
2015-07-09,31.9
2015-07-10,32.0
2015-07-13,31.4
2015-07-14,31.45
2015-07-15,31.8
2015-07-16,31.85
2015-07-17,32.8
2015-07-20,31.9
2015-07-21,30.7
2015-07-22,30.95
2015-07-23,30.8
2015-07-24,30.35
2015-07-27,29.5
2015-07-28,29.0
2015-07-29,28.45
2015-07-30,28.15
2015-07-31,28.0
2015-08-03,30.3
2015-08-04,29.05
2015-08-05,29.4
2015-08-06,30.0
2015-08-07,32.45
2015-08-10,32.5
2015-08-11,30.65
2015-08-12,28.5
2015-08-13,28.1
2015-08-14,28.25
2015-08-17,27.35
2015-08-18,27.4
2015-08-19,28.4
2015-08-20,27.8
2015-08-21,27.65
2015-08-24,24.55
2015-08-25,25.7
2015-08-26,24.45
2015-08-27,25.75
2015-08-28,26.05
2015-08-31,25.5
2015-09-01,25.3
2015-09-02,25.3
2015-09-03,25.65
2015-09-04,24.85
2015-09-07,24.4
2015-09-08,24.45
2015-09-09,25.5
2015-09-10,26.0
2015-09-11,26.4
2015-09-14,25.95
2015-09-15,26.1
2015-09-16,26.6
2015-09-18,27.9
2015-09-21,28.0
2015-09-22,27.1
2015-09-23,27.0
2015-09-24,27.4
2015-09-28,27.0
2015-09-29,27.2
2015-09-30,27.35
2015-10-01,26.95
2015-10-05,27.75
2015-10-06,28.25
2015-10-07,29.35
2015-10-08,29.55
2015-10-09,29.0
2015-10-12,29.1
2015-10-13,29.45
2015-10-14,30.45
2015-10-15,30.4
2015-10-16,30.75
2015-10-19,33.05
2015-10-20,32.95
2015-10-21,32.35
2015-10-23,32.05
2015-10-26,31.2
2015-10-27,30.9
2015-10-28,30.4
2015-10-29,29.75
2015-10-30,29.9
2015-11-02,29.25
2015-11-03,29.1
2015-11-04,29.0
2015-11-05,28.5
2015-11-06,28.05
2015-11-09,27.9
2015-11-10,27.75
2015-11-11,28.45
2015-11-13,28.0
2015-11-16,27.5
2015-11-17,28.55
2015-11-18,28.6
2015-11-19,28.35
2015-11-20,28.8
2015-11-23,28.5
2015-11-24,28.85
2015-11-26,29.0
2015-11-27,29.55
2015-11-30,30.2
2015-12-01,31.45
2015-12-02,31.65
2015-12-03,30.45
2015-12-04,29.85
2015-12-07,29.95
2015-12-08,28.95
2015-12-09,27.85
2015-12-10,28.3
2015-12-11,28.45
2015-12-14,29.1
2015-12-15,28.95
2015-12-16,28.95
2015-12-17,29.5
2015-12-18,29.15
2015-12-21,32.0
2015-12-22,34.1
2015-12-23,37.3
2015-12-24,36.85
2015-12-28,35.7
2015-12-29,34.45
2015-12-30,34.45
2015-12-31,35.0
